No. moves  % accept.        E_tot           E_sr
     8612    49.6314        -7006.807       -7006.807
     8614    49.6312        -6999.608       -6999.608
     8616    49.6311        -7004.804       -7004.804
     8618    49.6310        -7006.411       -7006.411
     8620    49.6311        -7020.062       -7020.062
     8622    49.6310        -7001.031       -7001.031
     8624    49.6312        -7003.741       -7003.741
     8626    49.6313        -6987.656       -6987.656
     8628    49.6314        -7004.360       -7004.360
     8630    49.6316        -7023.515       -7023.515
     8632    49.6317        -7004.528       -7004.528
     8634    49.6316        -6996.055       -6996.055
     8636    49.6316        -6978.820       -6978.820
     8638    49.6316        -6968.521       -6968.521
     8640    49.6319        -6974.064       -6974.064
     8642    49.6319        -6966.452       -6966.452
     8644    49.6318        -6991.894       -6991.894
     8646    49.6318        -6971.322       -6971.322
     8648    49.6321        -6995.672       -6995.672
     8650    49.6321        -6994.023       -6994.023
     8652    49.6319        -6985.643       -6985.643
     8654    49.6320        -7007.912       -7007.912
     8656    49.6322        -6987.414       -6987.414
     8658    49.6323        -6994.380       -6994.380
     8660    49.6322        -7030.240       -7030.240
     8662    49.6322        -7021.440       -7021.440
     8664    49.6325        -6996.281       -6996.281
     8666    49.6324        -7006.968       -7006.968
     8668    49.6326        -6990.772       -6990.772
     8670    49.6326        -7046.847       -7046.847
     8672    49.6328        -7037.307       -7037.307
     8674    49.6329        -7012.685       -7012.685
     8676    49.6330        -7016.101       -7016.101
     8678    49.6330        -7018.884       -7018.884
     8680    49.6331        -7018.922       -7018.922
     8682    49.6331        -7040.203       -7040.203
     8684    49.6332        -7043.926       -7043.926
     8686    49.6333        -7019.568       -7019.568
     8688    49.6334        -7041.191       -7041.191
     8690    49.6333        -7045.534       -7045.534
     8692    49.6334        -6976.768       -6976.768
     8694    49.6333        -7019.392       -7019.392
     8696    49.6330        -7024.289       -7024.289
     8698    49.6331        -6990.771       -6990.771
     8700    49.6333        -7027.599       -7027.599
     8702    49.6336        -7006.837       -7006.837
     8704    49.6337        -7030.819       -7030.819
     8706    49.6337        -7002.826       -7002.826
     8708    49.6341        -7016.816       -7016.816
     8710    49.6342        -7038.767       -7038.767
     8712    49.6341        -7016.984       -7016.984
     8714    49.6343        -7007.756       -7007.756
     8716    49.6343        -7019.207       -7019.207
     8718    49.6344        -7032.953       -7032.953
     8720    49.6345        -7018.302       -7018.302
     8722    49.6345        -7033.437       -7033.437
     8724    49.6344        -7013.288       -7013.288
     8726    49.6343        -6996.849       -6996.849
     8728    49.6345        -6971.536       -6971.536
     8730    49.6345        -6995.149       -6995.149
     8732    49.6345        -6975.429       -6975.429
     8734    49.6347        -6989.982       -6989.982
     8736    49.6349        -7029.476       -7029.476
     8738    49.6348        -7010.183       -7010.183
     8740    49.6347        -7031.098       -7031.098
     8742    49.6349        -7024.500       -7024.500
     8744    49.6347        -7025.014       -7025.014
     8746    49.6347        -7029.896       -7029.896
     8748    49.6350        -7048.447       -7048.447
     8750    49.6348        -7052.133       -7052.133
     8752    49.6347        -7056.394       -7056.394
     8754    49.6349        -7044.689       -7044.689
     8756    49.6349        -7055.472       -7055.472
     8758    49.6346        -7016.367       -7016.367
     8760    49.6347        -7016.911       -7016.911
     8762    49.6348        -7013.064       -7013.064
     8764    49.6347        -6992.480       -6992.480
     8766    49.6347        -6987.479       -6987.479
     8768    49.6346        -6996.985       -6996.985
     8770    49.6349        -7004.031       -7004.031
     8772    49.6348        -7011.081       -7011.081
     8774    49.6348        -7017.341       -7017.341
     8776    49.6349        -7047.716       -7047.716
     8778    49.6349        -7060.016       -7060.016
     8780    49.6350        -7048.333       -7048.333
     8782    49.6349        -7058.710       -7058.710
     8784    49.6348        -7037.535       -7037.535
     8786    49.6348        -7039.160       -7039.160
     8788    49.6350        -7040.201       -7040.201
     8790    49.6350        -7040.503       -7040.503
     8792    49.6350        -7012.054       -7012.054
     8794    49.6350        -7009.885       -7009.885
     8796    49.6350        -7030.299       -7030.299
     8798    49.6349        -7021.354       -7021.354
     8800    49.6350        -7013.165       -7013.165
     8802    49.6349        -7034.606       -7034.606
     8804    49.6347        -7041.882       -7041.882
     8806    49.6346        -7008.929       -7008.929
     8808    49.6345        -7023.475       -7023.475
     8810    49.6345        -7004.432       -7004.432
     8812    49.6346        -6991.504       -6991.504
     8814    49.6347        -6987.885       -6987.885
     8816    49.6349        -6971.251       -6971.251
     8818    49.6351        -6974.507       -6974.507
     8820    49.6352        -7000.962       -7000.962
     8822    49.6350        -6997.610       -6997.610
     8824    49.6352        -6990.255       -6990.255
     8826    49.6355        -7002.457       -7002.457
     8828    49.6356        -6988.145       -6988.145
     8830    49.6358        -6985.276       -6985.276
     8832    49.6359        -6994.483       -6994.483
     8834    49.6358        -7018.689       -7018.689
     8836    49.6358        -7006.928       -7006.928
     8838    49.6357        -7007.729       -7007.729
     8840    49.6358        -6993.603       -6993.603
     8842    49.6358        -6976.951       -6976.951
     8844    49.6357        -6976.864       -6976.864
     8846    49.6356        -6988.608       -6988.608
     8848    49.6358        -6981.067       -6981.067
     8850    49.6359        -6960.599       -6960.599
     8852    49.6360        -6968.799       -6968.799
     8854    49.6360        -6955.696       -6955.696
     8856    49.6359        -6979.657       -6979.657
     8858    49.6359        -6981.262       -6981.262
     8860    49.6362        -6996.375       -6996.375
     8862    49.6362        -6999.141       -6999.141
     8864    49.6362        -6993.611       -6993.611
     8866    49.6365        -7000.232       -7000.232
     8868    49.6365        -7003.103       -7003.103
     8870    49.6364        -6996.089       -6996.089
     8872    49.6363        -7013.478       -7013.478
     8874    49.6365        -7012.958       -7012.958
     8876    49.6364        -6975.936       -6975.936
     8878    49.6365        -6961.277       -6961.277
     8880    49.6366        -6964.822       -6964.822
     8882    49.6367        -6969.775       -6969.775
     8884    49.6367        -6972.576       -6972.576
     8886    49.6365        -6954.824       -6954.824
     8888    49.6367        -6975.440       -6975.440
     8890    49.6367        -6996.720       -6996.720
     8892    49.6368        -7002.030       -7002.030
     8894    49.6367        -7014.995       -7014.995
     8896    49.6369        -6996.808       -6996.808
     8898    49.6369        -7006.972       -7006.972
     8900    49.6370        -6968.349       -6968.349
     8902    49.6373        -7008.205       -7008.205
     8904    49.6373        -7041.185       -7041.185
     8906    49.6373        -7025.603       -7025.603
     8908    49.6373        -7025.668       -7025.668
     8910    49.6375        -7003.705       -7003.705
     8912    49.6377        -7011.640       -7011.640
     8914    49.6378        -7000.375       -7000.375
     8916    49.6379        -7033.336       -7033.336
     8918    49.6381        -7000.489       -7000.489
     8920    49.6381        -6997.100       -6997.100
     8922    49.6380        -6997.118       -6997.118
     8924    49.6381        -7009.208       -7009.208
     8926    49.6382        -7028.392       -7028.392
     8928    49.6384        -7002.374       -7002.374
     8930    49.6385        -6979.842       -6979.842
     8932    49.6386        -7001.665       -7001.665
     8934    49.6387        -7012.485       -7012.485
     8936    49.6388        -6997.888       -6997.888
     8938    49.6388        -7003.075       -7003.075
     8940    49.6389        -7041.020       -7041.020
     8942    49.6390        -7041.189       -7041.189
     8944    49.6390        -7032.191       -7032.191
     8946    49.6389        -7001.889       -7001.889
     8948    49.6388        -6987.469       -6987.469
     8950    49.6388        -6958.612       -6958.612
     8952    49.6388        -6974.406       -6974.406
     8954    49.6390        -6998.758       -6998.758
     8956    49.6390        -6996.481       -6996.481
     8958    49.6391        -7012.712       -7012.712
     8960    49.6391        -6980.110       -6980.110
     8962    49.6393        -6994.656       -6994.656
     8964    49.6394        -7027.457       -7027.457
     8966    49.6394        -7007.794       -7007.794
     8968    49.6396        -6992.629       -6992.629
     8970    49.6395        -6973.928       -6973.928
     8972    49.6398        -6946.040       -6946.040
     8974    49.6397        -6953.845       -6953.845
     8976    49.6399        -6972.469       -6972.469
     8978    49.6402        -6948.493       -6948.493
     8980    49.6401        -6982.140       -6982.140
     8982    49.6401        -7013.064       -7013.064
     8984    49.6403        -6994.105       -6994.105
     8986    49.6403        -6980.505       -6980.505
     8988    49.6404        -6978.407       -6978.407
     8990    49.6406        -6987.533       -6987.533
     8992    49.6407        -6999.544       -6999.544
     8994    49.6408        -6984.720       -6984.720
     8996    49.6409        -7015.953       -7015.953
     8998    49.6409        -6996.981       -6996.981
     9000    49.6408        -7018.029       -7018.029
     9002    49.6409        -7014.934       -7014.934
     9004    49.6410        -7005.276       -7005.276
     9006    49.6411        -7022.506       -7022.506
     9008    49.6412        -7033.094       -7033.094
     9010    49.6413        -7003.685       -7003.685
     9012    49.6415        -7011.142       -7011.142
     9014    49.6414        -7026.871       -7026.871
     9016    49.6411        -7004.038       -7004.038
     9018    49.6413        -6997.415       -6997.415
     9020    49.6414        -7013.385       -7013.385
     9022    49.6416        -7004.123       -7004.123
     9024    49.6417        -7023.547       -7023.547
     9026    49.6417        -7016.191       -7016.191
     9028    49.6418        -7009.263       -7009.263
     9030    49.6419        -7000.471       -7000.471
     9032    49.6419        -6990.958       -6990.958
     9034    49.6420        -7014.853       -7014.853
     9036    49.6421        -6988.596       -6988.596
     9038    49.6421        -7016.387       -7016.387
     9040    49.6421        -7007.678       -7007.678
     9042    49.6424        -7004.446       -7004.446
     9044    49.6425        -7009.608       -7009.608
     9046    49.6427        -7040.215       -7040.215
     9048    49.6427        -7027.244       -7027.244
     9050    49.6427        -7033.491       -7033.491
     9052    49.6426        -7062.988       -7062.988
     9054    49.6425        -7061.967       -7061.967
     9056    49.6425        -7051.097       -7051.097
     9058    49.6424        -7017.002       -7017.002
     9060    49.6426        -7037.874       -7037.874
     9062    49.6425        -7039.884       -7039.884
     9064    49.6425        -7021.230       -7021.230
     9066    49.6427        -7033.224       -7033.224
     9068    49.6429        -7007.271       -7007.271
     9070    49.6428        -6987.630       -6987.630
     9072    49.6429        -6981.536       -6981.536
     9074    49.6428        -6995.727       -6995.727
     9076    49.6428        -6967.291       -6967.291
     9078    49.6427        -6972.238       -6972.238
     9080    49.6427        -6982.173       -6982.173
     9082    49.6427        -6980.173       -6980.173
     9084    49.6430        -6986.131       -6986.131
     9086    49.6432        -6999.666       -6999.666
     9088    49.6431        -6994.611       -6994.611
     9090    49.6431        -6963.660       -6963.660
     9092    49.6433        -6962.965       -6962.965
     9094    49.6435        -6959.140       -6959.140
     9096    49.6436        -6968.516       -6968.516
     9098    49.6437        -6971.285       -6971.285
     9100    49.6437        -6977.597       -6977.597
     9102    49.6438        -6954.857       -6954.857
     9104    49.6438        -6986.661       -6986.661
     9106    49.6439        -7000.689       -7000.689
     9108    49.6441        -7004.771       -7004.771
     9110    49.6439        -7005.640       -7005.640
     9112    49.6440        -7009.475       -7009.475
     9114    49.6441        -7004.703       -7004.703
     9116    49.6442        -7009.433       -7009.433
     9118    49.6441        -6996.251       -6996.251
     9120    49.6443        -6985.873       -6985.873
     9122    49.6443        -6977.900       -6977.900
     9124    49.6446        -6980.728       -6980.728
     9126    49.6448        -6983.696       -6983.696
     9128    49.6448        -6989.283       -6989.283
     9130    49.6449        -7007.177       -7007.177
     9132    49.6450        -7006.480       -7006.480
     9134    49.6450        -6965.495       -6965.495
     9136    49.6453        -6974.072       -6974.072
     9138    49.6454        -6980.600       -6980.600
     9140    49.6457        -6964.407       -6964.407
     9142    49.6458        -6965.983       -6965.983
     9144    49.6457        -6966.619       -6966.619
     9146    49.6457        -6943.102       -6943.102
     9148    49.6459        -6961.033       -6961.033
     9150    49.6459        -6970.923       -6970.923
     9152    49.6460        -6977.204       -6977.204
     9154    49.6461        -6990.374       -6990.374
     9156    49.6463        -6994.124       -6994.124
     9158    49.6463        -6999.034       -6999.034
     9160    49.6464        -7000.680       -7000.680
     9162    49.6466        -6966.427       -6966.427
     9164    49.6468        -6987.969       -6987.969
     9166    49.6466        -6996.333       -6996.333
     9168    49.6469        -6981.259       -6981.259
     9170    49.6469        -7020.042       -7020.042
     9172    49.6472        -7011.811       -7011.811
     9174    49.6473        -7024.185       -7024.185
     9176    49.6471        -7038.173       -7038.173
     9178    49.6473        -7042.228       -7042.228
     9180    49.6474        -7023.879       -7023.879
     9182    49.6474        -6982.498       -6982.498
     9184    49.6472        -6972.748       -6972.748
     9186    49.6473        -6984.795       -6984.795
     9188    49.6474        -6991.070       -6991.070
     9190    49.6477        -7015.923       -7015.923
     9192    49.6479        -7004.440       -7004.440
     9194    49.6482        -7012.003       -7012.003
     9196    49.6484        -6985.449       -6985.449
     9198    49.6482        -7021.186       -7021.186
     9200    49.6485        -7013.059       -7013.059
     9202    49.6484        -7029.449       -7029.449
     9204    49.6485        -7000.456       -7000.456
     9206    49.6485        -7004.468       -7004.468
     9208    49.6484        -7026.668       -7026.668
     9210    49.6483        -7074.828       -7074.828
     9212    49.6481        -7061.758       -7061.758
     9214    49.6482        -7042.232       -7042.232
     9216    49.6484        -7053.268       -7053.268
     9218    49.6484        -7055.947       -7055.947
     9220    49.6485        -7046.530       -7046.530
     9222    49.6488        -7042.100       -7042.100
     9224    49.6488        -7014.079       -7014.079
     9226    49.6489        -7021.550       -7021.550
     9228    49.6488        -7033.195       -7033.195
     9230    49.6489        -7037.253       -7037.253
     9232    49.6488        -7024.494       -7024.494
     9234    49.6488        -7009.306       -7009.306
     9236    49.6486        -7014.247       -7014.247
     9238    49.6487        -6993.306       -6993.306
     9240    49.6487        -7020.210       -7020.210
     9242    49.6488        -7020.972       -7020.972
     9244    49.6488        -7022.734       -7022.734
     9246    49.6488        -6982.612       -6982.612
     9248    49.6492        -7000.867       -7000.867
     9250    49.6492        -6989.235       -6989.235
     9252    49.6492        -6978.934       -6978.934
     9254    49.6492        -6982.294       -6982.294
     9256    49.6491        -7002.420       -7002.420
     9258    49.6490        -6996.163       -6996.163
     9260    49.6490        -6997.502       -6997.502
     9262    49.6492        -7004.768       -7004.768
     9264    49.6492        -7014.615       -7014.615
     9266    49.6490        -7016.837       -7016.837
     9268    49.6491        -7002.853       -7002.853
     9270    49.6492        -6984.231       -6984.231
     9272    49.6491        -7006.506       -7006.506
     9274    49.6492        -7020.032       -7020.032
     9276    49.6492        -7000.871       -7000.871
     9278    49.6492        -7029.225       -7029.225
     9280    49.6491        -7026.348       -7026.348
     9282    49.6492        -6996.476       -6996.476
     9284    49.6492        -7017.794       -7017.794
     9286    49.6494        -7032.543       -7032.543
     9288    49.6496        -6998.230       -6998.230
     9290    49.6496        -6979.619       -6979.619
     9292    49.6497        -6991.728       -6991.728
     9294    49.6498        -6986.970       -6986.970
     9296    49.6498        -6965.518       -6965.518
     9298    49.6499        -7039.123       -7039.123
     9300    49.6498        -7054.472       -7054.472
     9302    49.6498        -7030.455       -7030.455
     9304    49.6498        -7031.749       -7031.749
     9306    49.6497        -7034.684       -7034.684
     9308    49.6498        -7027.881       -7027.881
     9310    49.6499        -7035.417       -7035.417
     9312    49.6501        -7019.119       -7019.119
     9314    49.6502        -7011.381       -7011.381
     9316    49.6503        -7003.287       -7003.287
     9318    49.6504        -7000.332       -7000.332
     9320    49.6503        -7004.104       -7004.104
     9322    49.6504        -7003.188       -7003.188
     9324    49.6505        -7014.815       -7014.815
     9326    49.6505        -7007.559       -7007.559
     9328    49.6505        -7013.080       -7013.080
     9330    49.6506        -6985.761       -6985.761
     9332    49.6506        -6969.997       -6969.997
     9334    49.6505        -7007.212       -7007.212
     9336    49.6506        -7018.161       -7018.161
     9338    49.6504        -7038.976       -7038.976
     9340    49.6506        -7057.233       -7057.233
     9342    49.6508        -7060.824       -7060.824
     9344    49.6506        -7046.424       -7046.424
     9346    49.6507        -7060.307       -7060.307
     9348    49.6508        -7066.715       -7066.715
     9350    49.6509        -7023.146       -7023.146
     9352    49.6509        -7043.032       -7043.032
     9354    49.6508        -7069.791       -7069.791
     9356    49.6507        -7058.989       -7058.989
     9358    49.6505        -7038.953       -7038.953
     9360    49.6506        -7067.883       -7067.883
     9362    49.6505        -7074.957       -7074.957
     9364    49.6503        -7049.844       -7049.844
     9366    49.6502        -7086.087       -7086.087
     9368    49.6502        -7059.863       -7059.863
     9370    49.6501        -7026.691       -7026.691
     9372    49.6501        -7050.105       -7050.105
     9374    49.6501        -7061.111       -7061.111
     9376    49.6499        -7074.655       -7074.655
     9378    49.6500        -7060.106       -7060.106
     9380    49.6501        -7027.157       -7027.157
     9382    49.6501        -7034.849       -7034.849
     9384    49.6500        -7038.274       -7038.274
     9386    49.6499        -7028.514       -7028.514
     9388    49.6500        -7010.774       -7010.774
     9390    49.6500        -7012.326       -7012.326
     9392    49.6503        -7030.861       -7030.861
     9394    49.6502        -7017.068       -7017.068
     9396    49.6502        -7002.297       -7002.297
     9398    49.6503        -7020.536       -7020.536
     9400    49.6504        -7018.909       -7018.909
     9402    49.6505        -7008.268       -7008.268
     9404    49.6506        -6982.076       -6982.076
     9406    49.6508        -7021.025       -7021.025
     9408    49.6508        -7014.150       -7014.150
     9410    49.6511        -7015.117       -7015.117
     9412    49.6512        -6999.172       -6999.172
     9414    49.6512        -7036.911       -7036.911
     9416    49.6513        -7039.205       -7039.205
     9418    49.6513        -7052.012       -7052.012
     9420    49.6513        -7020.351       -7020.351
     9422    49.6512        -6998.282       -6998.282
     9424    49.6514        -7029.121       -7029.121
     9426    49.6513        -7030.409       -7030.409
     9428    49.6515        -7065.655       -7065.655
     9430    49.6514        -7032.539       -7032.539
     9432    49.6514        -7043.265       -7043.265
     9434    49.6513        -7076.626       -7076.626
     9436    49.6511        -7069.430       -7069.430
     9438    49.6511        -7034.375       -7034.375
     9440    49.6513        -7036.313       -7036.313
     9442    49.6514        -7027.606       -7027.606
     9444    49.6513        -7031.095       -7031.095
     9446    49.6514        -6975.284       -6975.284
     9448    49.6515        -6954.915       -6954.915
     9450    49.6516        -6945.681       -6945.681
     9452    49.6517        -6964.379       -6964.379
     9454    49.6519        -6967.848       -6967.848
     9456    49.6520        -7013.768       -7013.768
     9458    49.6521        -6994.071       -6994.071
     9460    49.6523        -6989.900       -6989.900
     9462    49.6522        -6995.617       -6995.617
     9464    49.6523        -6972.926       -6972.926
     9466    49.6524        -6985.660       -6985.660
     9468    49.6527        -6992.268       -6992.268
     9470    49.6527        -6992.005       -6992.005
     9472    49.6528        -7006.801       -7006.801
     9474    49.6526        -7003.347       -7003.347
     9476    49.6527        -7017.784       -7017.784
     9478    49.6527        -7010.475       -7010.475
     9480    49.6527        -7026.287       -7026.287
     9482    49.6526        -7009.966       -7009.966
     9484    49.6526        -6997.494       -6997.494
     9486    49.6527        -7011.113       -7011.113
     9488    49.6529        -6982.622       -6982.622
     9490    49.6528        -6983.803       -6983.803
     9492    49.6530        -6999.216       -6999.216
     9494    49.6530        -7020.684       -7020.684
     9496    49.6532        -7017.774       -7017.774
     9498    49.6533        -7032.289       -7032.289
     9500    49.6534        -7018.518       -7018.518
     9502    49.6533        -6999.258       -6999.258
     9504    49.6534        -7017.504       -7017.504
     9506    49.6534        -6982.175       -6982.175
     9508    49.6534        -6963.190       -6963.190
     9510    49.6534        -6993.141       -6993.141
     9512    49.6535        -6987.661       -6987.661
     9514    49.6536        -6964.303       -6964.303
     9516    49.6539        -6963.565       -6963.565
     9518    49.6540        -6935.785       -6935.785
     9520    49.6541        -6933.648       -6933.648
     9522    49.6543        -6936.458       -6936.458
     9524    49.6543        -6930.461       -6930.461
     9526    49.6543        -6929.377       -6929.377
     9528    49.6543        -6941.099       -6941.099
     9530    49.6543        -6938.598       -6938.598
     9532    49.6544        -6919.530       -6919.530
     9534    49.6547        -6954.639       -6954.639
     9536    49.6548        -6977.835       -6977.835
     9538    49.6549        -6968.058       -6968.058
     9540    49.6550        -6946.585       -6946.585
     9542    49.6551        -6936.034       -6936.034
     9544    49.6553        -6943.159       -6943.159
     9546    49.6553        -6948.784       -6948.784
     9548    49.6551        -6946.718       -6946.718
     9550    49.6551        -6956.741       -6956.741
     9552    49.6553        -6950.249       -6950.249
     9554    49.6553        -6953.262       -6953.262
     9556    49.6553        -6937.176       -6937.176
     9558    49.6555        -6975.647       -6975.647
     9560    49.6556        -6970.320       -6970.320
     9562    49.6559        -6966.614       -6966.614
     9564    49.6562        -6957.282       -6957.282
     9566    49.6562        -6979.753       -6979.753
     9568    49.6563        -6966.591       -6966.591
     9570    49.6563        -6973.514       -6973.514
     9572    49.6564        -6982.556       -6982.556
     9574    49.6565        -6960.130       -6960.130
     9576    49.6564        -6971.171       -6971.171
     9578    49.6565        -6956.004       -6956.004
     9580    49.6565        -6956.662       -6956.662
     9582    49.6567        -6971.555       -6971.555
     9584    49.6566        -6969.817       -6969.817
     9586    49.6567        -6955.572       -6955.572
     9588    49.6568        -6976.973       -6976.973
     9590    49.6568        -6955.233       -6955.233
     9592    49.6571        -6978.678       -6978.678
     9594    49.6572        -6966.863       -6966.863
     9596    49.6570        -6996.776       -6996.776
     9598    49.6568        -6990.213       -6990.213
     9600    49.6568        -6989.955       -6989.955
     9602    49.6571        -6971.103       -6971.103
     9604    49.6570        -7000.769       -7000.769
     9606    49.6570        -6994.270       -6994.270
     9608    49.6571        -7015.176       -7015.176
     9610    49.6572        -7016.175       -7016.175
     9612    49.6572        -7005.246       -7005.246
     9614    49.6571        -6987.183       -6987.183
     9616    49.6572        -7009.422       -7009.422
     9618    49.6572        -6985.322       -6985.322
     9620    49.6572        -7005.470       -7005.470
     9622    49.6572        -7002.694       -7002.694
     9624    49.6570        -6982.861       -6982.861
     9626    49.6568        -6977.949       -6977.949
     9628    49.6567        -6956.818       -6956.818
     9630    49.6567        -6958.967       -6958.967
     9632    49.6567        -6955.583       -6955.583
     9634    49.6569        -6972.514       -6972.514
     9636    49.6569        -6950.421       -6950.421
     9638    49.6570        -6936.825       -6936.825
     9640    49.6571        -6952.325       -6952.325
     9642    49.6573        -6961.436       -6961.436
     9644    49.6575        -6967.038       -6967.038
     9646    49.6576        -6971.459       -6971.459
     9648    49.6576        -6978.270       -6978.270
     9650    49.6579        -6983.048       -6983.048
     9652    49.6582        -7015.131       -7015.131
     9654    49.6582        -7001.115       -7001.115
     9656    49.6582        -7013.520       -7013.520
     9658    49.6582        -7032.189       -7032.189
     9660    49.6581        -7018.697       -7018.697
     9662    49.6582        -7017.031       -7017.031
     9664    49.6583        -7025.418       -7025.418
     9666    49.6583        -7040.513       -7040.513
     9668    49.6584        -7035.314       -7035.314
     9670    49.6584        -7018.755       -7018.755
     9672    49.6585        -7025.936       -7025.936
     9674    49.6584        -7041.104       -7041.104
     9676    49.6586        -7053.144       -7053.144
     9678    49.6587        -7063.235       -7063.235
     9680    49.6586        -7042.547       -7042.547
     9682    49.6584        -7022.570       -7022.570
     9684    49.6583        -7038.427       -7038.427
     9686    49.6582        -7018.172       -7018.172
     9688    49.6583        -7060.248       -7060.248
     9690    49.6583        -7093.502       -7093.502
     9692    49.6583        -7076.185       -7076.185
     9694    49.6583        -7061.397       -7061.397
     9696    49.6583        -7029.951       -7029.951
     9698    49.6584        -7063.423       -7063.423
     9700    49.6585        -7032.208       -7032.208
     9702    49.6586        -7000.877       -7000.877
     9704    49.6585        -7015.714       -7015.714
     9706    49.6584        -7017.334       -7017.334
     9708    49.6583        -7027.790       -7027.790
     9710    49.6584        -7012.420       -7012.420
     9712    49.6585        -7030.301       -7030.301
     9714    49.6585        -7023.237       -7023.237
     9716    49.6585        -7017.116       -7017.116
     9718    49.6587        -7016.145       -7016.145
     9720    49.6588        -7016.666       -7016.666
     9722    49.6588        -7032.913       -7032.913
     9724    49.6588        -7025.441       -7025.441
     9726    49.6591        -7014.293       -7014.293
     9728    49.6593        -7029.037       -7029.037
     9730    49.6594        -7038.653       -7038.653
     9732    49.6596        -7050.502       -7050.502
     9734    49.6600        -7012.001       -7012.001
     9736    49.6600        -7017.903       -7017.903
     9738    49.6600        -7043.630       -7043.630
     9740    49.6600        -7069.333       -7069.333
     9742    49.6602        -7068.549       -7068.549
     9744    49.6604        -7038.017       -7038.017
     9746    49.6604        -7036.437       -7036.437
     9748    49.6605        -7035.925       -7035.925
     9750    49.6605        -7048.517       -7048.517
     9752    49.6607        -7061.803       -7061.803
     9754    49.6609        -7056.345       -7056.345
     9756    49.6610        -7080.696       -7080.696
     9758    49.6610        -7064.379       -7064.379
     9760    49.6610        -7035.200       -7035.200
     9762    49.6611        -7056.101       -7056.101
     9764    49.6612        -7017.780       -7017.780
     9766    49.6612        -7007.539       -7007.539
     9768    49.6612        -6995.305       -6995.305
     9770    49.6612        -7006.863       -7006.863
     9772    49.6614        -7024.680       -7024.680
     9774    49.6614        -7032.983       -7032.983
     9776    49.6615        -7039.170       -7039.170
     9778    49.6614        -7007.903       -7007.903
     9780    49.6615        -7006.990       -7006.990
     9782    49.6615        -7030.739       -7030.739
     9784    49.6616        -7010.362       -7010.362
     9786    49.6616        -7034.641       -7034.641
     9788    49.6619        -7027.578       -7027.578
     9790    49.6619        -7011.862       -7011.862
     9792    49.6621        -7002.377       -7002.377
     9794    49.6621        -7019.230       -7019.230
     9796    49.6622        -7005.169       -7005.169
     9798    49.6622        -7012.524       -7012.524
     9800    49.6623        -7000.093       -7000.093
     9802    49.6626        -7017.362       -7017.362
     9804    49.6626        -7027.458       -7027.458
     9806    49.6625        -7012.223       -7012.223
     9808    49.6626        -6987.935       -6987.935
     9810    49.6625        -6998.357       -6998.357
     9812    49.6624        -6985.921       -6985.921
     9814    49.6626        -6995.340       -6995.340
     9816    49.6626        -6998.328       -6998.328
     9818    49.6627        -7002.067       -7002.067
     9820    49.6628        -6998.433       -6998.433
     9822    49.6629        -6984.996       -6984.996
     9824    49.6629        -7002.445       -7002.445
     9826    49.6630        -7038.181       -7038.181
     9828    49.6629        -7048.339       -7048.339
     9830    49.6632        -7041.417       -7041.417
     9832    49.6632        -7039.278       -7039.278
     9834    49.6634        -7010.405       -7010.405
     9836    49.6634        -7014.794       -7014.794
     9838    49.6636        -7008.263       -7008.263
     9840    49.6636        -6998.708       -6998.708
     9842    49.6635        -7016.983       -7016.983
     9844    49.6635        -7007.679       -7007.679
     9846    49.6636        -7015.032       -7015.032
     9848    49.6634        -7029.671       -7029.671
     9850    49.6634        -7039.110       -7039.110
     9852    49.6635        -7033.410       -7033.410
     9854    49.6633        -7038.701       -7038.701
     9856    49.6634        -7024.569       -7024.569
     9858    49.6634        -7001.957       -7001.957
     9860    49.6635        -7012.130       -7012.130
     9862    49.6636        -7032.917       -7032.917
     9864    49.6635        -7014.492       -7014.492
     9866    49.6636        -7006.552       -7006.552
     9868    49.6635        -7002.609       -7002.609
     9870    49.6636        -7000.475       -7000.475
     9872    49.6637        -7000.188       -7000.188
     9874    49.6637        -7027.046       -7027.046
     9876    49.6636        -7026.772       -7026.772
     9878    49.6637        -7037.668       -7037.668
     9880    49.6638        -7050.197       -7050.197
     9882    49.6638        -7017.190       -7017.190
     9884    49.6638        -6993.287       -6993.287
     9886    49.6638        -6999.720       -6999.720
     9888    49.6639        -7015.524       -7015.524
     9890    49.6641        -7008.553       -7008.553
     9892    49.6642        -7025.997       -7025.997
     9894    49.6642        -6986.789       -6986.789
     9896    49.6644        -6992.156       -6992.156
     9898    49.6643        -7006.439       -7006.439
     9900    49.6643        -6991.928       -6991.928
     9902    49.6643        -7002.285       -7002.285
     9904    49.6642        -7013.260       -7013.260
     9906    49.6640        -7036.002       -7036.002
     9908    49.6641        -7006.656       -7006.656
     9910    49.6641        -7013.990       -7013.990
     9912    49.6642        -7012.537       -7012.537
     9914    49.6642        -7012.610       -7012.610
     9916    49.6641        -7038.988       -7038.988
     9918    49.6641        -7041.664       -7041.664
     9920    49.6642        -7001.060       -7001.060
     9922    49.6641        -7009.960       -7009.960
     9924    49.6640        -7015.501       -7015.501
     9926    49.6639        -6999.737       -6999.737
     9928    49.6638        -6987.957       -6987.957
     9930    49.6640        -7023.494       -7023.494
     9932    49.6639        -7029.122       -7029.122
     9934    49.6639        -7028.201       -7028.201
     9936    49.6641        -6979.861       -6979.861
     9938    49.6641        -7006.497       -7006.497
     9940    49.6641        -7021.419       -7021.419
