No. moves  % accept.        E_tot           E_sr
     28678    49.7428        -7076.577       -7076.577
     28680    49.7427        -7044.177       -7044.177
     28682    49.7427        -7065.527       -7065.527
     28684    49.7427        -7057.774       -7057.774
     28686    49.7427        -7050.485       -7050.485
     28688    49.7427        -7052.706       -7052.706
     28690    49.7426        -7044.536       -7044.536
     28692    49.7426        -7029.602       -7029.602
     28694    49.7426        -7040.633       -7040.633
     28696    49.7425        -7004.501       -7004.501
     28698    49.7425        -7006.501       -7006.501
     28700    49.7425        -7010.879       -7010.879
     28702    49.7425        -7000.434       -7000.434
     28704    49.7425        -7005.358       -7005.358
     28706    49.7425        -7028.066       -7028.066
     28708    49.7425        -7014.353       -7014.353
     28710    49.7425        -7015.052       -7015.052
     28712    49.7425        -7015.464       -7015.464
     28714    49.7424        -7050.389       -7050.389
     28716    49.7424        -7033.220       -7033.220
     28718    49.7424        -7038.216       -7038.216
     28720    49.7424        -7052.701       -7052.701
     28722    49.7424        -7082.597       -7082.597
     28724    49.7424        -7069.245       -7069.245
     28726    49.7423        -7044.368       -7044.368
     28728    49.7423        -7055.919       -7055.919
     28730    49.7423        -7053.327       -7053.327
     28732    49.7424        -7076.152       -7076.152
     28734    49.7424        -7069.374       -7069.374
     28736    49.7424        -7081.426       -7081.426
     28738    49.7424        -7033.187       -7033.187
     28740    49.7423        -7040.515       -7040.515
     28742    49.7424        -7059.936       -7059.936
     28744    49.7424        -7084.858       -7084.858
     28746    49.7424        -7092.543       -7092.543
     28748    49.7424        -7080.043       -7080.043
     28750    49.7425        -7066.644       -7066.644
     28752    49.7425        -7087.804       -7087.804
     28754    49.7425        -7106.090       -7106.090
     28756    49.7424        -7081.966       -7081.966
     28758    49.7424        -7074.215       -7074.215
     28760    49.7424        -7069.971       -7069.971
     28762    49.7423        -7078.317       -7078.317
     28764    49.7423        -7102.272       -7102.272
     28766    49.7422        -7067.537       -7067.537
     28768    49.7422        -7078.158       -7078.158
     28770    49.7422        -7079.449       -7079.449
     28772    49.7422        -7064.881       -7064.881
     28774    49.7422        -7047.599       -7047.599
     28776    49.7422        -7044.159       -7044.159
     28778    49.7422        -7030.827       -7030.827
     28780    49.7423        -7032.956       -7032.956
     28782    49.7422        -7020.130       -7020.130
     28784    49.7423        -7014.952       -7014.952
     28786    49.7423        -7039.342       -7039.342
     28788    49.7423        -7023.273       -7023.273
     28790    49.7423        -7000.060       -7000.060
     28792    49.7423        -7009.979       -7009.979
     28794    49.7423        -6990.824       -6990.824
     28796    49.7424        -7009.165       -7009.165
     28798    49.7423        -7062.335       -7062.335
     28800    49.7423        -7059.908       -7059.908
     28802    49.7423        -7069.996       -7069.996
     28804    49.7424        -7081.727       -7081.727
     28806    49.7423        -7070.575       -7070.575
     28808    49.7423        -7017.675       -7017.675
     28810    49.7424        -7020.654       -7020.654
     28812    49.7423        -7044.512       -7044.512
     28814    49.7423        -7055.250       -7055.250
     28816    49.7423        -7053.409       -7053.409
     28818    49.7424        -7051.476       -7051.476
     28820    49.7423        -7047.492       -7047.492
     28822    49.7424        -6997.734       -6997.734
     28824    49.7424        -7004.147       -7004.147
     28826    49.7424        -7022.145       -7022.145
     28828    49.7424        -7019.054       -7019.054
     28830    49.7424        -7002.959       -7002.959
     28832    49.7424        -7007.740       -7007.740
     28834    49.7424        -7026.995       -7026.995
     28836    49.7424        -6991.999       -6991.999
     28838    49.7425        -7026.993       -7026.993
     28840    49.7425        -7027.039       -7027.039
     28842    49.7426        -7016.471       -7016.471
     28844    49.7426        -7007.277       -7007.277
     28846    49.7425        -7016.452       -7016.452
     28848    49.7426        -6992.539       -6992.539
     28850    49.7425        -6986.065       -6986.065
     28852    49.7425        -7020.980       -7020.980
     28854    49.7425        -7045.760       -7045.760
     28856    49.7425        -7062.629       -7062.629
     28858    49.7425        -7026.412       -7026.412
     28860    49.7425        -7028.897       -7028.897
     28862    49.7425        -7039.607       -7039.607
     28864    49.7425        -7037.508       -7037.508
     28866    49.7425        -7068.682       -7068.682
     28868    49.7424        -7061.670       -7061.670
     28870    49.7425        -7076.394       -7076.394
     28872    49.7424        -7071.957       -7071.957
     28874    49.7424        -7040.534       -7040.534
     28876    49.7424        -7039.975       -7039.975
     28878    49.7423        -7033.793       -7033.793
     28880    49.7424        -7037.235       -7037.235
     28882    49.7423        -7059.357       -7059.357
     28884    49.7423        -7075.987       -7075.987
     28886    49.7422        -7051.788       -7051.788
     28888    49.7422        -7051.356       -7051.356
     28890    49.7422        -7034.677       -7034.677
     28892    49.7422        -7051.981       -7051.981
     28894    49.7422        -7043.247       -7043.247
     28896    49.7423        -7047.967       -7047.967
     28898    49.7423        -7022.522       -7022.522
     28900    49.7423        -7039.159       -7039.159
     28902    49.7423        -7039.459       -7039.459
     28904    49.7423        -7037.988       -7037.988
     28906    49.7424        -7042.014       -7042.014
     28908    49.7424        -7030.659       -7030.659
     28910    49.7423        -7046.916       -7046.916
     28912    49.7423        -7031.635       -7031.635
     28914    49.7423        -7055.635       -7055.635
     28916    49.7423        -7049.040       -7049.040
     28918    49.7422        -7057.804       -7057.804
     28920    49.7422        -7086.917       -7086.917
     28922    49.7422        -7063.247       -7063.247
     28924    49.7422        -7059.785       -7059.785
     28926    49.7421        -7033.749       -7033.749
     28928    49.7422        -7018.998       -7018.998
     28930    49.7421        -7024.832       -7024.832
     28932    49.7421        -7031.135       -7031.135
     28934    49.7421        -7010.016       -7010.016
     28936    49.7421        -6989.734       -6989.734
     28938    49.7421        -6997.253       -6997.253
     28940    49.7421        -7025.883       -7025.883
     28942    49.7420        -7020.887       -7020.887
     28944    49.7420        -6984.707       -6984.707
     28946    49.7421        -7017.947       -7017.947
     28948    49.7420        -6987.016       -6987.016
     28950    49.7420        -6988.989       -6988.989
     28952    49.7420        -6994.055       -6994.055
     28954    49.7420        -7015.248       -7015.248
     28956    49.7420        -7030.016       -7030.016
     28958    49.7420        -7037.955       -7037.955
     28960    49.7421        -7031.733       -7031.733
     28962    49.7421        -7011.372       -7011.372
     28964    49.7421        -7015.487       -7015.487
     28966    49.7421        -7001.090       -7001.090
     28968    49.7421        -7021.447       -7021.447
     28970    49.7421        -7023.165       -7023.165
     28972    49.7422        -7037.344       -7037.344
     28974    49.7422        -7048.376       -7048.376
     28976    49.7421        -7043.587       -7043.587
     28978    49.7422        -7037.452       -7037.452
     28980    49.7421        -7063.125       -7063.125
     28982    49.7421        -7071.674       -7071.674
     28984    49.7420        -7072.571       -7072.571
     28986    49.7420        -7083.146       -7083.146
     28988    49.7420        -7098.381       -7098.381
     28990    49.7420        -7091.086       -7091.086
     28992    49.7421        -7074.773       -7074.773
     28994    49.7421        -7030.607       -7030.607
     28996    49.7422        -7050.410       -7050.410
     28998    49.7422        -7025.228       -7025.228
     29000    49.7423        -7020.300       -7020.300
     29002    49.7423        -7071.474       -7071.474
     29004    49.7422        -7046.604       -7046.604
     29006    49.7423        -7042.678       -7042.678
     29008    49.7423        -7042.809       -7042.809
     29010    49.7423        -7034.939       -7034.939
     29012    49.7423        -7046.854       -7046.854
     29014    49.7423        -7067.052       -7067.052
     29016    49.7423        -7018.294       -7018.294
     29018    49.7423        -7026.766       -7026.766
     29020    49.7423        -7019.771       -7019.771
     29022    49.7423        -7018.650       -7018.650
     29024    49.7423        -7037.136       -7037.136
     29026    49.7423        -7025.964       -7025.964
     29028    49.7424        -7013.940       -7013.940
     29030    49.7424        -6984.471       -6984.471
     29032    49.7424        -6997.827       -6997.827
     29034    49.7424        -7027.707       -7027.707
     29036    49.7424        -7037.529       -7037.529
     29038    49.7424        -7027.722       -7027.722
     29040    49.7424        -7040.831       -7040.831
     29042    49.7424        -7035.189       -7035.189
     29044    49.7424        -7011.041       -7011.041
     29046    49.7424        -7026.727       -7026.727
     29048    49.7423        -7032.616       -7032.616
     29050    49.7423        -7039.124       -7039.124
     29052    49.7424        -7026.887       -7026.887
     29054    49.7424        -7010.797       -7010.797
     29056    49.7423        -7011.104       -7011.104
     29058    49.7424        -6974.037       -6974.037
     29060    49.7424        -6973.907       -6973.907
     29062    49.7424        -6953.376       -6953.376
     29064    49.7425        -6983.661       -6983.661
     29066    49.7425        -7018.948       -7018.948
     29068    49.7425        -7023.037       -7023.037
     29070    49.7425        -7027.221       -7027.221
     29072    49.7426        -7003.175       -7003.175
     29074    49.7426        -7010.987       -7010.987
     29076    49.7427        -6980.696       -6980.696
     29078    49.7427        -7014.674       -7014.674
     29080    49.7426        -7029.884       -7029.884
     29082    49.7426        -7026.208       -7026.208
     29084    49.7426        -7007.838       -7007.838
     29086    49.7427        -7007.478       -7007.478
     29088    49.7426        -7011.722       -7011.722
     29090    49.7426        -7001.321       -7001.321
     29092    49.7427        -7006.291       -7006.291
     29094    49.7427        -7021.075       -7021.075
     29096    49.7426        -7030.561       -7030.561
     29098    49.7427        -6991.993       -6991.993
     29100    49.7426        -6981.945       -6981.945
     29102    49.7426        -7001.990       -7001.990
     29104    49.7426        -7033.339       -7033.339
     29106    49.7426        -7035.864       -7035.864
     29108    49.7425        -7022.085       -7022.085
     29110    49.7426        -7021.399       -7021.399
     29112    49.7426        -7018.697       -7018.697
     29114    49.7426        -7023.433       -7023.433
     29116    49.7426        -7028.302       -7028.302
     29118    49.7425        -7078.967       -7078.967
     29120    49.7425        -7081.960       -7081.960
     29122    49.7425        -7062.247       -7062.247
     29124    49.7425        -7055.938       -7055.938
     29126    49.7425        -7055.166       -7055.166
     29128    49.7425        -7060.914       -7060.914
     29130    49.7425        -7055.739       -7055.739
     29132    49.7425        -7031.637       -7031.637
     29134    49.7425        -7050.195       -7050.195
     29136    49.7425        -7039.107       -7039.107
     29138    49.7426        -7064.084       -7064.084
     29140    49.7426        -7073.030       -7073.030
     29142    49.7425        -7076.047       -7076.047
     29144    49.7426        -7059.448       -7059.448
     29146    49.7425        -7045.115       -7045.115
     29148    49.7426        -7009.838       -7009.838
     29150    49.7426        -7010.499       -7010.499
     29152    49.7426        -7033.632       -7033.632
     29154    49.7426        -7039.611       -7039.611
     29156    49.7425        -7048.749       -7048.749
     29158    49.7425        -7029.301       -7029.301
     29160    49.7425        -7013.025       -7013.025
     29162    49.7426        -7005.856       -7005.856
     29164    49.7426        -7012.507       -7012.507
     29166    49.7426        -7045.581       -7045.581
     29168    49.7427        -7072.057       -7072.057
     29170    49.7427        -7078.658       -7078.658
     29172    49.7427        -7071.935       -7071.935
     29174    49.7427        -7094.155       -7094.155
     29176    49.7427        -7073.695       -7073.695
     29178    49.7427        -7050.570       -7050.570
     29180    49.7427        -7038.757       -7038.757
     29182    49.7426        -7056.850       -7056.850
     29184    49.7427        -7062.544       -7062.544
     29186    49.7427        -7042.220       -7042.220
     29188    49.7427        -7019.014       -7019.014
     29190    49.7428        -7032.503       -7032.503
     29192    49.7427        -7039.005       -7039.005
     29194    49.7427        -7052.209       -7052.209
     29196    49.7428        -7035.003       -7035.003
     29198    49.7427        -7033.731       -7033.731
     29200    49.7427        -7023.519       -7023.519
     29202    49.7427        -7027.928       -7027.928
     29204    49.7428        -7037.696       -7037.696
     29206    49.7428        -7055.045       -7055.045
     29208    49.7428        -7073.685       -7073.685
     29210    49.7428        -7050.856       -7050.856
     29212    49.7427        -7057.107       -7057.107
     29214    49.7428        -7063.402       -7063.402
     29216    49.7428        -7058.795       -7058.795
     29218    49.7428        -7057.076       -7057.076
     29220    49.7427        -7064.023       -7064.023
     29222    49.7427        -7041.601       -7041.601
     29224    49.7427        -7046.196       -7046.196
     29226    49.7427        -7077.293       -7077.293
     29228    49.7427        -7078.284       -7078.284
     29230    49.7427        -7048.129       -7048.129
     29232    49.7426        -7074.304       -7074.304
     29234    49.7426        -7051.087       -7051.087
     29236    49.7426        -7023.974       -7023.974
     29238    49.7427        -6990.019       -6990.019
     29240    49.7427        -6979.736       -6979.736
     29242    49.7427        -7000.139       -7000.139
     29244    49.7427        -6978.002       -6978.002
     29246    49.7427        -6977.426       -6977.426
     29248    49.7427        -6980.563       -6980.563
     29250    49.7427        -6980.752       -6980.752
     29252    49.7427        -6969.174       -6969.174
     29254    49.7428        -6992.537       -6992.537
     29256    49.7427        -7009.205       -7009.205
     29258    49.7427        -6998.403       -6998.403
     29260    49.7427        -7022.442       -7022.442
     29262    49.7427        -6991.694       -6991.694
     29264    49.7427        -7007.106       -7007.106
     29266    49.7428        -7006.374       -7006.374
     29268    49.7428        -7001.318       -7001.318
     29270    49.7427        -7046.509       -7046.509
     29272    49.7426        -7029.631       -7029.631
     29274    49.7427        -7046.738       -7046.738
     29276    49.7426        -7039.617       -7039.617
     29278    49.7427        -7030.052       -7030.052
     29280    49.7426        -7001.780       -7001.780
     29282    49.7427        -6997.829       -6997.829
     29284    49.7427        -6985.864       -6985.864
     29286    49.7427        -7010.380       -7010.380
     29288    49.7427        -7017.678       -7017.678
     29290    49.7427        -7018.594       -7018.594
     29292    49.7428        -7030.135       -7030.135
     29294    49.7428        -7034.923       -7034.923
     29296    49.7428        -7040.030       -7040.030
     29298    49.7428        -7013.890       -7013.890
     29300    49.7428        -7016.230       -7016.230
     29302    49.7428        -7031.066       -7031.066
     29304    49.7427        -7034.317       -7034.317
     29306    49.7427        -7032.137       -7032.137
     29308    49.7427        -7006.762       -7006.762
     29310    49.7427        -6999.781       -6999.781
     29312    49.7428        -7007.867       -7007.867
     29314    49.7429        -7046.027       -7046.027
     29316    49.7429        -7044.969       -7044.969
     29318    49.7430        -7042.587       -7042.587
     29320    49.7430        -7082.429       -7082.429
     29322    49.7430        -7087.980       -7087.980
     29324    49.7431        -7079.139       -7079.139
     29326    49.7430        -7101.172       -7101.172
     29328    49.7430        -7114.361       -7114.361
     29330    49.7430        -7081.326       -7081.326
     29332    49.7430        -7102.283       -7102.283
     29334    49.7429        -7091.793       -7091.793
     29336    49.7428        -7083.941       -7083.941
     29338    49.7428        -7073.546       -7073.546
     29340    49.7428        -7069.674       -7069.674
     29342    49.7427        -7081.082       -7081.082
     29344    49.7427        -7066.609       -7066.609
     29346    49.7427        -7068.066       -7068.066
     29348    49.7427        -7041.760       -7041.760
     29350    49.7427        -7037.906       -7037.906
     29352    49.7427        -7044.217       -7044.217
     29354    49.7427        -7034.148       -7034.148
     29356    49.7427        -7027.723       -7027.723
     29358    49.7427        -7034.000       -7034.000
     29360    49.7427        -7039.978       -7039.978
     29362    49.7427        -7045.157       -7045.157
     29364    49.7427        -7064.424       -7064.424
     29366    49.7428        -7064.554       -7064.554
     29368    49.7428        -7094.383       -7094.383
     29370    49.7427        -7053.017       -7053.017
     29372    49.7427        -7049.644       -7049.644
     29374    49.7426        -7050.290       -7050.290
     29376    49.7426        -7046.226       -7046.226
     29378    49.7427        -7016.236       -7016.236
     29380    49.7427        -7050.642       -7050.642
     29382    49.7428        -7038.754       -7038.754
     29384    49.7429        -7032.531       -7032.531
     29386    49.7429        -7038.959       -7038.959
     29388    49.7429        -7030.343       -7030.343
     29390    49.7429        -7048.715       -7048.715
     29392    49.7429        -7028.859       -7028.859
     29394    49.7430        -7037.967       -7037.967
     29396    49.7430        -7031.571       -7031.571
     29398    49.7430        -7032.788       -7032.788
     29400    49.7429        -7023.118       -7023.118
     29402    49.7430        -7025.171       -7025.171
     29404    49.7430        -7016.380       -7016.380
     29406    49.7429        -7034.509       -7034.509
     29408    49.7430        -7041.000       -7041.000
     29410    49.7429        -7021.413       -7021.413
     29412    49.7429        -7050.261       -7050.261
     29414    49.7429        -7044.872       -7044.872
     29416    49.7429        -7057.255       -7057.255
     29418    49.7429        -7063.835       -7063.835
     29420    49.7428        -7055.202       -7055.202
     29422    49.7428        -7054.282       -7054.282
     29424    49.7427        -7064.931       -7064.931
     29426    49.7427        -7052.758       -7052.758
     29428    49.7427        -7051.684       -7051.684
     29430    49.7426        -7025.860       -7025.860
     29432    49.7426        -7019.880       -7019.880
     29434    49.7426        -6995.335       -6995.335
     29436    49.7425        -6983.757       -6983.757
     29438    49.7426        -6997.179       -6997.179
     29440    49.7426        -7003.851       -7003.851
     29442    49.7426        -6975.555       -6975.555
     29444    49.7425        -6981.142       -6981.142
     29446    49.7425        -6991.266       -6991.266
     29448    49.7425        -7001.808       -7001.808
     29450    49.7424        -6997.588       -6997.588
     29452    49.7423        -6995.237       -6995.237
     29454    49.7423        -6973.836       -6973.836
     29456    49.7423        -6991.693       -6991.693
     29458    49.7424        -6982.630       -6982.630
     29460    49.7424        -6973.596       -6973.596
     29462    49.7424        -6973.700       -6973.700
     29464    49.7424        -6985.667       -6985.667
     29466    49.7425        -7002.628       -7002.628
     29468    49.7425        -6996.340       -6996.340
     29470    49.7425        -7000.706       -7000.706
     29472    49.7426        -6999.402       -6999.402
     29474    49.7426        -7003.097       -7003.097
     29476    49.7426        -7011.745       -7011.745
     29478    49.7426        -7007.415       -7007.415
     29480    49.7427        -7000.769       -7000.769
     29482    49.7427        -6989.718       -6989.718
     29484    49.7426        -7010.441       -7010.441
     29486    49.7426        -6991.374       -6991.374
     29488    49.7427        -6966.270       -6966.270
     29490    49.7427        -6998.976       -6998.976
     29492    49.7427        -7005.154       -7005.154
     29494    49.7427        -7004.530       -7004.530
     29496    49.7427        -7004.482       -7004.482
     29498    49.7427        -6992.744       -6992.744
     29500    49.7427        -7013.287       -7013.287
     29502    49.7427        -7009.482       -7009.482
     29504    49.7426        -6973.020       -6973.020
     29506    49.7426        -6981.648       -6981.648
     29508    49.7426        -7007.954       -7007.954
     29510    49.7426        -7031.112       -7031.112
     29512    49.7426        -7016.050       -7016.050
     29514    49.7426        -7022.048       -7022.048
     29516    49.7426        -6990.547       -6990.547
     29518    49.7426        -7021.859       -7021.859
     29520    49.7425        -7039.640       -7039.640
     29522    49.7425        -7043.114       -7043.114
     29524    49.7424        -7008.360       -7008.360
     29526    49.7424        -7012.500       -7012.500
     29528    49.7425        -7005.143       -7005.143
     29530    49.7426        -7007.242       -7007.242
     29532    49.7426        -7024.967       -7024.967
     29534    49.7425        -7033.482       -7033.482
     29536    49.7426        -7012.153       -7012.153
     29538    49.7426        -7026.474       -7026.474
     29540    49.7426        -7033.401       -7033.401
     29542    49.7427        -7027.543       -7027.543
     29544    49.7427        -7020.200       -7020.200
     29546    49.7427        -6984.714       -6984.714
     29548    49.7427        -7002.848       -7002.848
     29550    49.7427        -7008.853       -7008.853
     29552    49.7427        -7024.700       -7024.700
     29554    49.7427        -7029.160       -7029.160
     29556    49.7428        -7055.693       -7055.693
     29558    49.7428        -7049.499       -7049.499
     29560    49.7427        -7040.492       -7040.492
     29562    49.7427        -7039.190       -7039.190
     29564    49.7427        -7049.833       -7049.833
     29566    49.7427        -7044.559       -7044.559
     29568    49.7427        -7051.555       -7051.555
     29570    49.7427        -7038.477       -7038.477
     29572    49.7428        -7031.071       -7031.071
     29574    49.7428        -7033.028       -7033.028
     29576    49.7428        -7030.932       -7030.932
     29578    49.7428        -7019.774       -7019.774
     29580    49.7427        -7006.015       -7006.015
     29582    49.7427        -7034.873       -7034.873
     29584    49.7427        -7034.364       -7034.364
     29586    49.7428        -7030.333       -7030.333
     29588    49.7427        -7004.098       -7004.098
     29590    49.7428        -7006.794       -7006.794
     29592    49.7427        -6990.752       -6990.752
     29594    49.7429        -7008.625       -7008.625
     29596    49.7429        -7025.508       -7025.508
     29598    49.7428        -7019.153       -7019.153
     29600    49.7428        -6999.617       -6999.617
     29602    49.7428        -6993.874       -6993.874
     29604    49.7428        -7000.024       -7000.024
     29606    49.7428        -7033.676       -7033.676
     29608    49.7428        -7038.185       -7038.185
     29610    49.7428        -7054.574       -7054.574
     29612    49.7428        -7061.469       -7061.469
     29614    49.7428        -7045.879       -7045.879
     29616    49.7428        -7057.652       -7057.652
     29618    49.7427        -7025.090       -7025.090
     29620    49.7427        -7029.569       -7029.569
     29622    49.7428        -7055.653       -7055.653
     29624    49.7428        -7053.665       -7053.665
     29626    49.7429        -7041.910       -7041.910
     29628    49.7429        -7028.353       -7028.353
     29630    49.7429        -7041.099       -7041.099
     29632    49.7429        -7045.325       -7045.325
     29634    49.7429        -7031.316       -7031.316
     29636    49.7429        -7002.400       -7002.400
     29638    49.7429        -7002.901       -7002.901
     29640    49.7429        -6988.175       -6988.175
     29642    49.7429        -6990.676       -6990.676
     29644    49.7429        -6987.669       -6987.669
     29646    49.7429        -6985.229       -6985.229
     29648    49.7429        -6975.716       -6975.716
     29650    49.7429        -6988.107       -6988.107
     29652    49.7429        -6981.880       -6981.880
     29654    49.7429        -7026.287       -7026.287
     29656    49.7429        -7036.103       -7036.103
     29658    49.7430        -7014.394       -7014.394
     29660    49.7430        -7005.761       -7005.761
     29662    49.7430        -7008.675       -7008.675
     29664    49.7430        -7007.993       -7007.993
     29666    49.7429        -7005.127       -7005.127
     29668    49.7430        -7005.326       -7005.326
     29670    49.7430        -6990.286       -6990.286
     29672    49.7430        -6989.738       -6989.738
     29674    49.7430        -7016.678       -7016.678
     29676    49.7429        -6999.789       -6999.789
     29678    49.7430        -7006.279       -7006.279
     29680    49.7430        -6992.679       -6992.679
     29682    49.7430        -7004.295       -7004.295
     29684    49.7430        -7002.979       -7002.979
     29686    49.7430        -6993.103       -6993.103
     29688    49.7430        -6991.334       -6991.334
     29690    49.7430        -7001.750       -7001.750
     29692    49.7430        -6991.834       -6991.834
     29694    49.7430        -7043.235       -7043.235
     29696    49.7430        -7037.351       -7037.351
     29698    49.7430        -6994.806       -6994.806
     29700    49.7429        -6986.424       -6986.424
     29702    49.7430        -6976.691       -6976.691
     29704    49.7430        -7009.039       -7009.039
     29706    49.7431        -6991.188       -6991.188
     29708    49.7430        -7008.430       -7008.430
     29710    49.7430        -7024.659       -7024.659
     29712    49.7430        -7007.634       -7007.634
     29714    49.7430        -6998.476       -6998.476
     29716    49.7430        -7017.464       -7017.464
     29718    49.7431        -7001.535       -7001.535
     29720    49.7431        -6991.026       -6991.026
     29722    49.7432        -7004.046       -7004.046
     29724    49.7432        -6989.667       -6989.667
     29726    49.7432        -6977.302       -6977.302
     29728    49.7432        -6996.931       -6996.931
     29730    49.7432        -7013.104       -7013.104
     29732    49.7432        -7029.855       -7029.855
     29734    49.7432        -7030.492       -7030.492
     29736    49.7433        -7023.295       -7023.295
     29738    49.7433        -7015.621       -7015.621
     29740    49.7434        -7009.244       -7009.244
     29742    49.7433        -7016.445       -7016.445
     29744    49.7433        -7012.445       -7012.445
     29746    49.7433        -7023.528       -7023.528
     29748    49.7434        -7032.597       -7032.597
     29750    49.7434        -7033.394       -7033.394
     29752    49.7434        -7062.456       -7062.456
     29754    49.7434        -7062.245       -7062.245
     29756    49.7434        -7081.702       -7081.702
     29758    49.7433        -7076.158       -7076.158
     29760    49.7433        -7094.340       -7094.340
     29762    49.7433        -7100.883       -7100.883
     29764    49.7433        -7088.977       -7088.977
     29766    49.7433        -7058.477       -7058.477
     29768    49.7433        -7068.451       -7068.451
     29770    49.7433        -7102.854       -7102.854
     29772    49.7433        -7068.432       -7068.432
     29774    49.7433        -7067.831       -7067.831
     29776    49.7432        -7076.573       -7076.573
     29778    49.7432        -7070.320       -7070.320
     29780    49.7432        -7059.780       -7059.780
     29782    49.7431        -7057.603       -7057.603
     29784    49.7432        -7039.253       -7039.253
     29786    49.7431        -7049.622       -7049.622
     29788    49.7431        -7054.498       -7054.498
     29790    49.7431        -7057.763       -7057.763
     29792    49.7431        -7078.562       -7078.562
     29794    49.7431        -7069.430       -7069.430
     29796    49.7432        -7056.688       -7056.688
     29798    49.7432        -7045.954       -7045.954
     29800    49.7432        -7038.403       -7038.403
     29802    49.7432        -7043.476       -7043.476
     29804    49.7433        -7023.783       -7023.783
     29806    49.7433        -7008.592       -7008.592
     29808    49.7432        -6969.912       -6969.912
     29810    49.7432        -6987.541       -6987.541
     29812    49.7432        -6998.968       -6998.968
     29814    49.7433        -6996.847       -6996.847
     29816    49.7433        -7011.993       -7011.993
     29818    49.7433        -6993.582       -6993.582
     29820    49.7433        -7001.924       -7001.924
     29822    49.7434        -6972.485       -6972.485
     29824    49.7433        -6988.761       -6988.761
     29826    49.7433        -7000.083       -7000.083
     29828    49.7433        -6977.443       -6977.443
     29830    49.7433        -7032.589       -7032.589
     29832    49.7433        -7005.814       -7005.814
     29834    49.7433        -7014.859       -7014.859
     29836    49.7433        -7015.232       -7015.232
     29838    49.7434        -7019.472       -7019.472
     29840    49.7434        -7023.553       -7023.553
     29842    49.7433        -7027.158       -7027.158
     29844    49.7433        -7012.295       -7012.295
     29846    49.7433        -7005.105       -7005.105
     29848    49.7433        -7022.733       -7022.733
     29850    49.7433        -7036.687       -7036.687
     29852    49.7433        -7016.877       -7016.877
     29854    49.7433        -7017.552       -7017.552
     29856    49.7433        -7028.707       -7028.707
     29858    49.7434        -7016.686       -7016.686
     29860    49.7434        -7039.800       -7039.800
     29862    49.7434        -7034.606       -7034.606
     29864    49.7435        -7043.482       -7043.482
     29866    49.7435        -7001.055       -7001.055
     29868    49.7436        -7001.256       -7001.256
     29870    49.7436        -7024.182       -7024.182
     29872    49.7436        -6993.517       -6993.517
     29874    49.7436        -7038.078       -7038.078
     29876    49.7437        -7029.469       -7029.469
     29878    49.7437        -7013.417       -7013.417
     29880    49.7437        -7014.891       -7014.891
     29882    49.7438        -7030.976       -7030.976
     29884    49.7438        -7036.092       -7036.092
     29886    49.7437        -7019.611       -7019.611
     29888    49.7437        -7022.629       -7022.629
     29890    49.7437        -7021.086       -7021.086
     29892    49.7437        -7043.303       -7043.303
     29894    49.7437        -7042.624       -7042.624
     29896    49.7436        -7031.523       -7031.523
     29898    49.7436        -7025.447       -7025.447
     29900    49.7435        -7004.963       -7004.963
     29902    49.7435        -7010.115       -7010.115
     29904    49.7436        -6984.616       -6984.616
     29906    49.7436        -7009.645       -7009.645
     29908    49.7436        -7044.242       -7044.242
     29910    49.7436        -7047.856       -7047.856
     29912    49.7436        -7055.957       -7055.957
     29914    49.7436        -7037.906       -7037.906
     29916    49.7436        -7058.453       -7058.453
     29918    49.7436        -7070.024       -7070.024
     29920    49.7436        -7059.592       -7059.592
     29922    49.7436        -7052.139       -7052.139
     29924    49.7435        -7048.587       -7048.587
     29926    49.7436        -7040.330       -7040.330
     29928    49.7436        -7066.504       -7066.504
     29930    49.7435        -7059.536       -7059.536
     29932    49.7435        -7066.724       -7066.724
     29934    49.7435        -7039.684       -7039.684
     29936    49.7435        -7065.791       -7065.791
     29938    49.7434        -7042.007       -7042.007
     29940    49.7435        -7060.071       -7060.071
     29942    49.7436        -7096.428       -7096.428
     29944    49.7435        -7085.145       -7085.145
     29946    49.7435        -7059.552       -7059.552
     29948    49.7435        -7089.466       -7089.466
     29950    49.7434        -7093.791       -7093.791
     29952    49.7434        -7092.519       -7092.519
     29954    49.7434        -7084.300       -7084.300
     29956    49.7433        -7059.549       -7059.549
     29958    49.7433        -7041.463       -7041.463
     29960    49.7433        -7058.198       -7058.198
     29962    49.7432        -7045.992       -7045.992
     29964    49.7432        -7078.602       -7078.602
     29966    49.7432        -7085.422       -7085.422
     29968    49.7432        -7077.054       -7077.054
     29970    49.7432        -7050.521       -7050.521
     29972    49.7432        -7084.793       -7084.793
     29974    49.7433        -7073.041       -7073.041
     29976    49.7433        -7053.177       -7053.177
     29978    49.7434        -7015.671       -7015.671
     29980    49.7434        -7010.496       -7010.496
     29982    49.7434        -6994.273       -6994.273
     29984    49.7434        -7020.015       -7020.015
     29986    49.7433        -7030.007       -7030.007
     29988    49.7434        -7028.295       -7028.295
     29990    49.7434        -7028.550       -7028.550
     29992    49.7433        -7024.020       -7024.020
     29994    49.7434        -7047.515       -7047.515
     29996    49.7433        -7046.595       -7046.595
     29998    49.7433        -7046.776       -7046.776
     30000    49.7433        -7069.700       -7069.700
     30002    49.7433        -7032.674       -7032.674
     30004    49.7433        -7052.494       -7052.494
     30006    49.7432        -7036.092       -7036.092
