No. moves  % accept.       <E_tot>         <E_sr>
     33062    49.7457        -7022.908       -7022.908
     33064    49.7457        -7022.909       -7022.909
     33066    49.7457        -7022.912       -7022.912
     33068    49.7458        -7022.916       -7022.916
     33070    49.7458        -7022.920       -7022.920
     33072    49.7458        -7022.921       -7022.921
     33074    49.7457        -7022.922       -7022.922
     33076    49.7458        -7022.924       -7022.924
     33078    49.7457        -7022.925       -7022.925
     33080    49.7457        -7022.925       -7022.925
     33082    49.7457        -7022.926       -7022.926
     33084    49.7457        -7022.926       -7022.926
     33086    49.7458        -7022.928       -7022.928
     33088    49.7458        -7022.926       -7022.926
     33090    49.7457        -7022.926       -7022.926
     33092    49.7457        -7022.924       -7022.924
     33094    49.7457        -7022.924       -7022.924
     33096    49.7457        -7022.924       -7022.924
     33098    49.7458        -7022.922       -7022.922
     33100    49.7457        -7022.922       -7022.922
     33102    49.7457        -7022.924       -7022.924
     33104    49.7457        -7022.925       -7022.925
     33106    49.7457        -7022.922       -7022.922
     33108    49.7458        -7022.921       -7022.921
     33110    49.7458        -7022.921       -7022.921
     33112    49.7458        -7022.918       -7022.918
     33114    49.7457        -7022.918       -7022.918
     33116    49.7458        -7022.917       -7022.917
     33118    49.7458        -7022.919       -7022.919
     33120    49.7458        -7022.918       -7022.918
     33122    49.7458        -7022.917       -7022.917
     33124    49.7457        -7022.916       -7022.916
     33126    49.7458        -7022.915       -7022.915
     33128    49.7458        -7022.914       -7022.914
     33130    49.7458        -7022.913       -7022.913
     33132    49.7459        -7022.912       -7022.912
     33134    49.7459        -7022.913       -7022.913
     33136    49.7459        -7022.915       -7022.915
     33138    49.7459        -7022.914       -7022.914
     33140    49.7458        -7022.913       -7022.913
     33142    49.7459        -7022.909       -7022.909
     33144    49.7459        -7022.906       -7022.906
     33146    49.7460        -7022.902       -7022.902
     33148    49.7459        -7022.899       -7022.899
     33150    49.7459        -7022.896       -7022.896
     33152    49.7460        -7022.891       -7022.891
     33154    49.7460        -7022.887       -7022.887
     33156    49.7460        -7022.882       -7022.882
     33158    49.7460        -7022.880       -7022.880
     33160    49.7461        -7022.877       -7022.877
     33162    49.7461        -7022.872       -7022.872
     33164    49.7461        -7022.869       -7022.869
     33166    49.7461        -7022.867       -7022.867
     33168    49.7461        -7022.865       -7022.865
     33170    49.7462        -7022.864       -7022.864
     33172    49.7461        -7022.860       -7022.860
     33174    49.7461        -7022.856       -7022.856
     33176    49.7461        -7022.850       -7022.850
     33178    49.7461        -7022.845       -7022.845
     33180    49.7462        -7022.841       -7022.841
     33182    49.7461        -7022.839       -7022.839
     33184    49.7461        -7022.838       -7022.838
     33186    49.7461        -7022.837       -7022.837
     33188    49.7462        -7022.835       -7022.835
     33190    49.7462        -7022.832       -7022.832
     33192    49.7462        -7022.832       -7022.832
     33194    49.7462        -7022.831       -7022.831
     33196    49.7462        -7022.830       -7022.830
     33198    49.7461        -7022.827       -7022.827
     33200    49.7462        -7022.824       -7022.824
     33202    49.7462        -7022.821       -7022.821
     33204    49.7462        -7022.818       -7022.818
     33206    49.7462        -7022.815       -7022.815
     33208    49.7462        -7022.814       -7022.814
     33210    49.7462        -7022.814       -7022.814
     33212    49.7462        -7022.813       -7022.813
     33214    49.7462        -7022.813       -7022.813
     33216    49.7461        -7022.813       -7022.813
     33218    49.7461        -7022.812       -7022.812
     33220    49.7462        -7022.809       -7022.809
     33222    49.7462        -7022.806       -7022.806
     33224    49.7463        -7022.803       -7022.803
     33226    49.7463        -7022.800       -7022.800
     33228    49.7463        -7022.797       -7022.797
     33230    49.7463        -7022.793       -7022.793
     33232    49.7462        -7022.788       -7022.788
     33234    49.7462        -7022.786       -7022.786
     33236    49.7462        -7022.785       -7022.785
     33238    49.7462        -7022.781       -7022.781
     33240    49.7462        -7022.776       -7022.776
     33242    49.7462        -7022.772       -7022.772
     33244    49.7462        -7022.768       -7022.768
     33246    49.7462        -7022.766       -7022.766
     33248    49.7462        -7022.765       -7022.765
     33250    49.7462        -7022.766       -7022.766
     33252    49.7461        -7022.766       -7022.766
     33254    49.7461        -7022.765       -7022.765
     33256    49.7462        -7022.764       -7022.764
     33258    49.7462        -7022.763       -7022.763
     33260    49.7462        -7022.762       -7022.762
     33262    49.7462        -7022.761       -7022.761
     33264    49.7461        -7022.761       -7022.761
     33266    49.7462        -7022.760       -7022.760
     33268    49.7462        -7022.755       -7022.755
     33270    49.7462        -7022.747       -7022.747
     33272    49.7462        -7022.742       -7022.742
     33274    49.7462        -7022.736       -7022.736
     33276    49.7462        -7022.731       -7022.731
     33278    49.7463        -7022.725       -7022.725
     33280    49.7462        -7022.718       -7022.718
     33282    49.7462        -7022.711       -7022.711
     33284    49.7463        -7022.704       -7022.704
     33286    49.7463        -7022.698       -7022.698
     33288    49.7462        -7022.690       -7022.690
     33290    49.7463        -7022.686       -7022.686
     33292    49.7463        -7022.684       -7022.684
     33294    49.7463        -7022.682       -7022.682
     33296    49.7463        -7022.679       -7022.679
     33298    49.7463        -7022.675       -7022.675
     33300    49.7463        -7022.671       -7022.671
     33302    49.7462        -7022.668       -7022.668
     33304    49.7463        -7022.666       -7022.666
     33306    49.7463        -7022.666       -7022.666
     33308    49.7463        -7022.666       -7022.666
     33310    49.7464        -7022.669       -7022.669
     33312    49.7464        -7022.672       -7022.672
     33314    49.7464        -7022.674       -7022.674
     33316    49.7464        -7022.675       -7022.675
     33318    49.7464        -7022.675       -7022.675
     33320    49.7464        -7022.673       -7022.673
     33322    49.7464        -7022.673       -7022.673
     33324    49.7464        -7022.670       -7022.670
     33326    49.7464        -7022.667       -7022.667
     33328    49.7464        -7022.665       -7022.665
     33330    49.7464        -7022.662       -7022.662
     33332    49.7463        -7022.659       -7022.659
     33334    49.7463        -7022.656       -7022.656
     33336    49.7464        -7022.654       -7022.654
     33338    49.7463        -7022.653       -7022.653
     33340    49.7463        -7022.651       -7022.651
     33342    49.7463        -7022.651       -7022.651
     33344    49.7464        -7022.651       -7022.651
     33346    49.7463        -7022.649       -7022.649
     33348    49.7464        -7022.645       -7022.645
     33350    49.7464        -7022.644       -7022.644
     33352    49.7465        -7022.643       -7022.643
     33354    49.7464        -7022.643       -7022.643
     33356    49.7465        -7022.646       -7022.646
     33358    49.7465        -7022.648       -7022.648
     33360    49.7464        -7022.652       -7022.652
     33362    49.7464        -7022.655       -7022.655
     33364    49.7465        -7022.658       -7022.658
     33366    49.7465        -7022.660       -7022.660
     33368    49.7465        -7022.661       -7022.661
     33370    49.7466        -7022.662       -7022.662
     33372    49.7466        -7022.662       -7022.662
     33374    49.7467        -7022.663       -7022.663
     33376    49.7466        -7022.662       -7022.662
     33378    49.7467        -7022.662       -7022.662
     33380    49.7466        -7022.664       -7022.664
     33382    49.7466        -7022.665       -7022.665
     33384    49.7466        -7022.666       -7022.666
     33386    49.7465        -7022.668       -7022.668
     33388    49.7465        -7022.667       -7022.667
     33390    49.7465        -7022.666       -7022.666
     33392    49.7465        -7022.666       -7022.666
     33394    49.7464        -7022.665       -7022.665
     33396    49.7464        -7022.665       -7022.665
     33398    49.7464        -7022.665       -7022.665
     33400    49.7464        -7022.664       -7022.664
     33402    49.7463        -7022.664       -7022.664
     33404    49.7464        -7022.659       -7022.659
     33406    49.7464        -7022.655       -7022.655
     33408    49.7464        -7022.652       -7022.652
     33410    49.7465        -7022.651       -7022.651
     33412    49.7465        -7022.649       -7022.649
     33414    49.7465        -7022.648       -7022.648
     33416    49.7465        -7022.650       -7022.650
     33418    49.7464        -7022.652       -7022.652
     33420    49.7464        -7022.654       -7022.654
     33422    49.7465        -7022.653       -7022.653
     33424    49.7465        -7022.653       -7022.653
     33426    49.7465        -7022.655       -7022.655
     33428    49.7466        -7022.654       -7022.654
     33430    49.7466        -7022.655       -7022.655
     33432    49.7466        -7022.651       -7022.651
     33434    49.7466        -7022.646       -7022.646
     33436    49.7467        -7022.644       -7022.644
     33438    49.7467        -7022.643       -7022.643
     33440    49.7467        -7022.642       -7022.642
     33442    49.7467        -7022.640       -7022.640
     33444    49.7467        -7022.638       -7022.638
     33446    49.7467        -7022.638       -7022.638
     33448    49.7467        -7022.638       -7022.638
     33450    49.7467        -7022.635       -7022.635
     33452    49.7467        -7022.635       -7022.635
     33454    49.7467        -7022.634       -7022.634
     33456    49.7468        -7022.633       -7022.633
     33458    49.7467        -7022.632       -7022.632
     33460    49.7468        -7022.626       -7022.626
     33462    49.7468        -7022.619       -7022.619
     33464    49.7468        -7022.615       -7022.615
     33466    49.7468        -7022.611       -7022.611
     33468    49.7468        -7022.607       -7022.607
     33470    49.7468        -7022.604       -7022.604
     33472    49.7468        -7022.601       -7022.601
     33474    49.7469        -7022.600       -7022.600
     33476    49.7469        -7022.597       -7022.597
     33478    49.7469        -7022.595       -7022.595
     33480    49.7468        -7022.594       -7022.594
     33482    49.7468        -7022.592       -7022.592
     33484    49.7468        -7022.590       -7022.590
     33486    49.7467        -7022.586       -7022.586
     33488    49.7468        -7022.582       -7022.582
     33490    49.7468        -7022.580       -7022.580
     33492    49.7468        -7022.576       -7022.576
     33494    49.7468        -7022.573       -7022.573
     33496    49.7468        -7022.569       -7022.569
     33498    49.7468        -7022.564       -7022.564
     33500    49.7468        -7022.560       -7022.560
     33502    49.7469        -7022.556       -7022.556
     33504    49.7468        -7022.552       -7022.552
     33506    49.7468        -7022.545       -7022.545
     33508    49.7468        -7022.541       -7022.541
     33510    49.7468        -7022.539       -7022.539
     33512    49.7468        -7022.537       -7022.537
     33514    49.7468        -7022.534       -7022.534
     33516    49.7468        -7022.530       -7022.530
     33518    49.7468        -7022.527       -7022.527
     33520    49.7468        -7022.523       -7022.523
     33522    49.7468        -7022.521       -7022.521
     33524    49.7468        -7022.518       -7022.518
     33526    49.7469        -7022.515       -7022.515
     33528    49.7470        -7022.510       -7022.510
     33530    49.7470        -7022.507       -7022.507
     33532    49.7470        -7022.504       -7022.504
     33534    49.7471        -7022.498       -7022.498
     33536    49.7471        -7022.496       -7022.496
     33538    49.7471        -7022.490       -7022.490
     33540    49.7471        -7022.487       -7022.487
     33542    49.7472        -7022.488       -7022.488
     33544    49.7472        -7022.490       -7022.490
     33546    49.7472        -7022.488       -7022.488
     33548    49.7472        -7022.485       -7022.485
     33550    49.7472        -7022.481       -7022.481
     33552    49.7472        -7022.475       -7022.475
     33554    49.7472        -7022.471       -7022.471
     33556    49.7473        -7022.466       -7022.466
     33558    49.7473        -7022.462       -7022.462
     33560    49.7473        -7022.458       -7022.458
     33562    49.7473        -7022.454       -7022.454
     33564    49.7473        -7022.451       -7022.451
     33566    49.7473        -7022.449       -7022.449
     33568    49.7473        -7022.448       -7022.448
     33570    49.7472        -7022.446       -7022.446
     33572    49.7472        -7022.445       -7022.445
     33574    49.7472        -7022.444       -7022.444
     33576    49.7472        -7022.444       -7022.444
     33578    49.7472        -7022.441       -7022.441
     33580    49.7472        -7022.439       -7022.439
     33582    49.7472        -7022.436       -7022.436
     33584    49.7472        -7022.433       -7022.433
     33586    49.7472        -7022.432       -7022.432
     33588    49.7472        -7022.430       -7022.430
     33590    49.7472        -7022.429       -7022.429
     33592    49.7473        -7022.429       -7022.429
     33594    49.7473        -7022.427       -7022.427
     33596    49.7472        -7022.425       -7022.425
     33598    49.7472        -7022.424       -7022.424
     33600    49.7472        -7022.422       -7022.422
     33602    49.7473        -7022.424       -7022.424
     33604    49.7472        -7022.424       -7022.424
     33606    49.7472        -7022.425       -7022.425
     33608    49.7472        -7022.427       -7022.427
     33610    49.7472        -7022.426       -7022.426
     33612    49.7472        -7022.425       -7022.425
     33614    49.7472        -7022.422       -7022.422
     33616    49.7473        -7022.417       -7022.417
     33618    49.7473        -7022.414       -7022.414
     33620    49.7473        -7022.411       -7022.411
     33622    49.7474        -7022.410       -7022.410
     33624    49.7473        -7022.407       -7022.407
     33626    49.7474        -7022.406       -7022.406
     33628    49.7474        -7022.405       -7022.405
     33630    49.7474        -7022.403       -7022.403
     33632    49.7474        -7022.402       -7022.402
     33634    49.7474        -7022.404       -7022.404
     33636    49.7474        -7022.404       -7022.404
     33638    49.7474        -7022.403       -7022.403
     33640    49.7474        -7022.399       -7022.399
     33642    49.7474        -7022.396       -7022.396
     33644    49.7473        -7022.394       -7022.394
     33646    49.7473        -7022.393       -7022.393
     33648    49.7473        -7022.391       -7022.391
     33650    49.7473        -7022.390       -7022.390
     33652    49.7473        -7022.388       -7022.388
     33654    49.7472        -7022.387       -7022.387
     33656    49.7472        -7022.384       -7022.384
     33658    49.7472        -7022.384       -7022.384
     33660    49.7472        -7022.383       -7022.383
     33662    49.7472        -7022.383       -7022.383
     33664    49.7472        -7022.383       -7022.383
     33666    49.7473        -7022.385       -7022.385
     33668    49.7473        -7022.388       -7022.388
     33670    49.7473        -7022.390       -7022.390
     33672    49.7473        -7022.393       -7022.393
     33674    49.7473        -7022.393       -7022.393
     33676    49.7473        -7022.394       -7022.394
     33678    49.7473        -7022.396       -7022.396
     33680    49.7472        -7022.397       -7022.397
     33682    49.7473        -7022.399       -7022.399
     33684    49.7473        -7022.397       -7022.397
     33686    49.7474        -7022.395       -7022.395
     33688    49.7474        -7022.394       -7022.394
     33690    49.7474        -7022.391       -7022.391
     33692    49.7474        -7022.386       -7022.386
     33694    49.7475        -7022.381       -7022.381
     33696    49.7475        -7022.376       -7022.376
     33698    49.7474        -7022.371       -7022.371
     33700    49.7474        -7022.369       -7022.369
     33702    49.7474        -7022.367       -7022.367
     33704    49.7474        -7022.366       -7022.366
     33706    49.7474        -7022.365       -7022.365
     33708    49.7474        -7022.363       -7022.363
     33710    49.7473        -7022.361       -7022.361
     33712    49.7473        -7022.360       -7022.360
     33714    49.7473        -7022.357       -7022.357
     33716    49.7474        -7022.355       -7022.355
     33718    49.7474        -7022.353       -7022.353
     33720    49.7474        -7022.352       -7022.352
     33722    49.7474        -7022.350       -7022.350
     33724    49.7474        -7022.348       -7022.348
     33726    49.7474        -7022.345       -7022.345
     33728    49.7474        -7022.345       -7022.345
     33730    49.7474        -7022.346       -7022.346
     33732    49.7475        -7022.346       -7022.346
     33734    49.7475        -7022.347       -7022.347
     33736    49.7475        -7022.347       -7022.347
     33738    49.7476        -7022.344       -7022.344
     33740    49.7475        -7022.342       -7022.342
     33742    49.7475        -7022.340       -7022.340
     33744    49.7475        -7022.337       -7022.337
     33746    49.7475        -7022.334       -7022.334
     33748    49.7475        -7022.331       -7022.331
     33750    49.7475        -7022.325       -7022.325
     33752    49.7475        -7022.323       -7022.323
     33754    49.7475        -7022.322       -7022.322
     33756    49.7475        -7022.319       -7022.319
     33758    49.7475        -7022.318       -7022.318
     33760    49.7475        -7022.319       -7022.319
     33762    49.7475        -7022.321       -7022.321
     33764    49.7475        -7022.323       -7022.323
     33766    49.7475        -7022.325       -7022.325
     33768    49.7475        -7022.325       -7022.325
     33770    49.7475        -7022.325       -7022.325
     33772    49.7475        -7022.325       -7022.325
     33774    49.7475        -7022.325       -7022.325
     33776    49.7475        -7022.326       -7022.326
     33778    49.7475        -7022.326       -7022.326
     33780    49.7475        -7022.326       -7022.326
     33782    49.7475        -7022.327       -7022.327
     33784    49.7474        -7022.331       -7022.331
     33786    49.7474        -7022.336       -7022.336
     33788    49.7474        -7022.341       -7022.341
     33790    49.7474        -7022.346       -7022.346
     33792    49.7474        -7022.351       -7022.351
     33794    49.7473        -7022.355       -7022.355
     33796    49.7474        -7022.360       -7022.360
     33798    49.7474        -7022.365       -7022.365
     33800    49.7473        -7022.370       -7022.370
     33802    49.7473        -7022.374       -7022.374
     33804    49.7473        -7022.376       -7022.376
     33806    49.7473        -7022.379       -7022.379
     33808    49.7472        -7022.383       -7022.383
     33810    49.7472        -7022.387       -7022.387
     33812    49.7473        -7022.391       -7022.391
     33814    49.7472        -7022.392       -7022.392
     33816    49.7472        -7022.393       -7022.393
     33818    49.7473        -7022.390       -7022.390
     33820    49.7473        -7022.389       -7022.389
     33822    49.7474        -7022.389       -7022.389
     33824    49.7474        -7022.388       -7022.388
     33826    49.7474        -7022.385       -7022.385
     33828    49.7474        -7022.382       -7022.382
     33830    49.7474        -7022.380       -7022.380
     33832    49.7475        -7022.377       -7022.377
     33834    49.7475        -7022.372       -7022.372
     33836    49.7475        -7022.371       -7022.371
     33838    49.7475        -7022.368       -7022.368
     33840    49.7475        -7022.366       -7022.366
     33842    49.7475        -7022.365       -7022.365
     33844    49.7475        -7022.363       -7022.363
     33846    49.7475        -7022.361       -7022.361
     33848    49.7475        -7022.359       -7022.359
     33850    49.7475        -7022.357       -7022.357
     33852    49.7474        -7022.357       -7022.357
     33854    49.7474        -7022.357       -7022.357
     33856    49.7474        -7022.356       -7022.356
     33858    49.7474        -7022.355       -7022.355
     33860    49.7474        -7022.353       -7022.353
     33862    49.7474        -7022.353       -7022.353
     33864    49.7474        -7022.352       -7022.352
     33866    49.7474        -7022.351       -7022.351
     33868    49.7474        -7022.350       -7022.350
     33870    49.7474        -7022.351       -7022.351
     33872    49.7473        -7022.351       -7022.351
     33874    49.7473        -7022.347       -7022.347
     33876    49.7473        -7022.342       -7022.342
     33878    49.7473        -7022.338       -7022.338
     33880    49.7473        -7022.333       -7022.333
     33882    49.7473        -7022.329       -7022.329
     33884    49.7473        -7022.327       -7022.327
     33886    49.7474        -7022.325       -7022.325
     33888    49.7473        -7022.325       -7022.325
     33890    49.7474        -7022.324       -7022.324
     33892    49.7474        -7022.326       -7022.326
     33894    49.7473        -7022.327       -7022.327
     33896    49.7473        -7022.328       -7022.328
     33898    49.7472        -7022.329       -7022.329
     33900    49.7472        -7022.329       -7022.329
     33902    49.7472        -7022.329       -7022.329
     33904    49.7472        -7022.325       -7022.325
     33906    49.7471        -7022.320       -7022.320
     33908    49.7471        -7022.315       -7022.315
     33910    49.7471        -7022.312       -7022.312
     33912    49.7471        -7022.310       -7022.310
     33914    49.7471        -7022.308       -7022.308
     33916    49.7471        -7022.307       -7022.307
     33918    49.7470        -7022.307       -7022.307
     33920    49.7470        -7022.306       -7022.306
     33922    49.7470        -7022.307       -7022.307
     33924    49.7470        -7022.309       -7022.309
     33926    49.7470        -7022.311       -7022.311
     33928    49.7470        -7022.320       -7022.320
     33930    49.7470        -7022.329       -7022.329
     33932    49.7469        -7022.335       -7022.335
     33934    49.7469        -7022.339       -7022.339
     33936    49.7469        -7022.342       -7022.342
     33938    49.7468        -7022.343       -7022.343
     33940    49.7468        -7022.343       -7022.343
     33942    49.7468        -7022.342       -7022.342
     33944    49.7468        -7022.344       -7022.344
     33946    49.7468        -7022.342       -7022.342
     33948    49.7467        -7022.339       -7022.339
     33950    49.7468        -7022.336       -7022.336
     33952    49.7467        -7022.334       -7022.334
     33954    49.7467        -7022.333       -7022.333
     33956    49.7467        -7022.332       -7022.332
     33958    49.7467        -7022.332       -7022.332
     33960    49.7467        -7022.330       -7022.330
     33962    49.7467        -7022.330       -7022.330
     33964    49.7467        -7022.329       -7022.329
     33966    49.7467        -7022.330       -7022.330
     33968    49.7467        -7022.331       -7022.331
     33970    49.7467        -7022.330       -7022.330
     33972    49.7467        -7022.329       -7022.329
     33974    49.7467        -7022.329       -7022.329
     33976    49.7467        -7022.327       -7022.327
     33978    49.7467        -7022.325       -7022.325
     33980    49.7467        -7022.327       -7022.327
     33982    49.7467        -7022.330       -7022.330
     33984    49.7466        -7022.331       -7022.331
     33986    49.7467        -7022.333       -7022.333
     33988    49.7467        -7022.332       -7022.332
     33990    49.7467        -7022.333       -7022.333
     33992    49.7467        -7022.334       -7022.334
     33994    49.7467        -7022.336       -7022.336
     33996    49.7467        -7022.340       -7022.340
     33998    49.7467        -7022.342       -7022.342
     34000    49.7467        -7022.344       -7022.344
     34002    49.7467        -7022.346       -7022.346
     34004    49.7467        -7022.347       -7022.347
     34006    49.7467        -7022.348       -7022.348
     34008    49.7467        -7022.351       -7022.351
     34010    49.7467        -7022.355       -7022.355
     34012    49.7468        -7022.361       -7022.361
     34014    49.7468        -7022.366       -7022.366
     34016    49.7468        -7022.371       -7022.371
     34018    49.7468        -7022.373       -7022.373
     34020    49.7469        -7022.372       -7022.372
     34022    49.7469        -7022.371       -7022.371
     34024    49.7469        -7022.370       -7022.370
     34026    49.7469        -7022.369       -7022.369
     34028    49.7469        -7022.368       -7022.368
     34030    49.7469        -7022.366       -7022.366
     34032    49.7469        -7022.367       -7022.367
     34034    49.7468        -7022.365       -7022.365
     34036    49.7468        -7022.366       -7022.366
     34038    49.7468        -7022.367       -7022.367
     34040    49.7468        -7022.368       -7022.368
     34042    49.7468        -7022.365       -7022.365
     34044    49.7468        -7022.363       -7022.363
     34046    49.7468        -7022.363       -7022.363
     34048    49.7468        -7022.363       -7022.363
     34050    49.7468        -7022.361       -7022.361
     34052    49.7468        -7022.359       -7022.359
     34054    49.7468        -7022.356       -7022.356
     34056    49.7467        -7022.352       -7022.352
     34058    49.7467        -7022.349       -7022.349
     34060    49.7467        -7022.346       -7022.346
     34062    49.7467        -7022.344       -7022.344
     34064    49.7467        -7022.340       -7022.340
     34066    49.7468        -7022.340       -7022.340
     34068    49.7468        -7022.340       -7022.340
     34070    49.7469        -7022.342       -7022.342
     34072    49.7469        -7022.343       -7022.343
     34074    49.7469        -7022.343       -7022.343
     34076    49.7469        -7022.345       -7022.345
     34078    49.7469        -7022.346       -7022.346
     34080    49.7469        -7022.346       -7022.346
     34082    49.7469        -7022.346       -7022.346
     34084    49.7469        -7022.347       -7022.347
     34086    49.7470        -7022.347       -7022.347
     34088    49.7469        -7022.348       -7022.348
     34090    49.7469        -7022.346       -7022.346
     34092    49.7470        -7022.346       -7022.346
     34094    49.7470        -7022.346       -7022.346
     34096    49.7470        -7022.346       -7022.346
     34098    49.7470        -7022.343       -7022.343
     34100    49.7471        -7022.338       -7022.338
     34102    49.7471        -7022.334       -7022.334
     34104    49.7471        -7022.331       -7022.331
     34106    49.7471        -7022.327       -7022.327
     34108    49.7471        -7022.325       -7022.325
     34110    49.7471        -7022.323       -7022.323
     34112    49.7472        -7022.321       -7022.321
     34114    49.7472        -7022.320       -7022.320
     34116    49.7472        -7022.318       -7022.318
     34118    49.7472        -7022.315       -7022.315
     34120    49.7472        -7022.311       -7022.311
     34122    49.7472        -7022.308       -7022.308
     34124    49.7472        -7022.303       -7022.303
     34126    49.7473        -7022.300       -7022.300
     34128    49.7473        -7022.296       -7022.296
     34130    49.7473        -7022.293       -7022.293
     34132    49.7473        -7022.288       -7022.288
     34134    49.7473        -7022.287       -7022.287
     34136    49.7473        -7022.284       -7022.284
     34138    49.7474        -7022.281       -7022.281
     34140    49.7474        -7022.278       -7022.278
     34142    49.7474        -7022.277       -7022.277
     34144    49.7474        -7022.272       -7022.272
     34146    49.7474        -7022.269       -7022.269
     34148    49.7474        -7022.267       -7022.267
     34150    49.7474        -7022.265       -7022.265
     34152    49.7474        -7022.263       -7022.263
     34154    49.7474        -7022.260       -7022.260
     34156    49.7473        -7022.258       -7022.258
     34158    49.7474        -7022.255       -7022.255
     34160    49.7474        -7022.253       -7022.253
     34162    49.7474        -7022.250       -7022.250
     34164    49.7474        -7022.251       -7022.251
     34166    49.7474        -7022.251       -7022.251
     34168    49.7474        -7022.251       -7022.251
     34170    49.7474        -7022.250       -7022.250
     34172    49.7474        -7022.251       -7022.251
     34174    49.7474        -7022.251       -7022.251
     34176    49.7474        -7022.250       -7022.250
     34178    49.7474        -7022.251       -7022.251
     34180    49.7474        -7022.251       -7022.251
     34182    49.7474        -7022.253       -7022.253
     34184    49.7474        -7022.255       -7022.255
     34186    49.7474        -7022.257       -7022.257
     34188    49.7474        -7022.260       -7022.260
     34190    49.7474        -7022.264       -7022.264
     34192    49.7474        -7022.265       -7022.265
     34194    49.7474        -7022.265       -7022.265
     34196    49.7474        -7022.266       -7022.266
     34198    49.7474        -7022.266       -7022.266
     34200    49.7475        -7022.263       -7022.263
     34202    49.7475        -7022.261       -7022.261
     34204    49.7475        -7022.261       -7022.261
     34206    49.7475        -7022.260       -7022.260
     34208    49.7476        -7022.260       -7022.260
     34210    49.7476        -7022.259       -7022.259
     34212    49.7476        -7022.258       -7022.258
     34214    49.7475        -7022.258       -7022.258
     34216    49.7475        -7022.257       -7022.257
     34218    49.7475        -7022.254       -7022.254
     34220    49.7476        -7022.253       -7022.253
     34222    49.7475        -7022.254       -7022.254
     34224    49.7475        -7022.254       -7022.254
     34226    49.7475        -7022.256       -7022.256
     34228    49.7476        -7022.255       -7022.255
     34230    49.7475        -7022.256       -7022.256
     34232    49.7476        -7022.256       -7022.256
     34234    49.7476        -7022.256       -7022.256
     34236    49.7477        -7022.257       -7022.257
     34238    49.7477        -7022.258       -7022.258
     34240    49.7477        -7022.259       -7022.259
     34242    49.7476        -7022.258       -7022.258
     34244    49.7475        -7022.257       -7022.257
     34246    49.7475        -7022.255       -7022.255
     34248    49.7475        -7022.254       -7022.254
     34250    49.7475        -7022.253       -7022.253
     34252    49.7475        -7022.254       -7022.254
     34254    49.7475        -7022.255       -7022.255
     34256    49.7475        -7022.259       -7022.259
     34258    49.7475        -7022.262       -7022.262
     34260    49.7475        -7022.263       -7022.263
     34262    49.7474        -7022.264       -7022.264
     34264    49.7475        -7022.266       -7022.266
     34266    49.7475        -7022.265       -7022.265
     34268    49.7475        -7022.263       -7022.263
     34270    49.7474        -7022.264       -7022.264
     34272    49.7475        -7022.268       -7022.268
     34274    49.7475        -7022.270       -7022.270
     34276    49.7475        -7022.273       -7022.273
     34278    49.7474        -7022.275       -7022.275
     34280    49.7474        -7022.278       -7022.278
     34282    49.7474        -7022.281       -7022.281
     34284    49.7474        -7022.283       -7022.283
     34286    49.7474        -7022.284       -7022.284
     34288    49.7474        -7022.284       -7022.284
     34290    49.7474        -7022.287       -7022.287
     34292    49.7475        -7022.287       -7022.287
     34294    49.7475        -7022.288       -7022.288
     34296    49.7475        -7022.288       -7022.288
     34298    49.7475        -7022.286       -7022.286
     34300    49.7475        -7022.285       -7022.285
     34302    49.7475        -7022.284       -7022.284
     34304    49.7474        -7022.284       -7022.284
     34306    49.7474        -7022.284       -7022.284
     34308    49.7473        -7022.286       -7022.286
     34310    49.7473        -7022.289       -7022.289
     34312    49.7473        -7022.289       -7022.289
     34314    49.7473        -7022.289       -7022.289
     34316    49.7473        -7022.290       -7022.290
     34318    49.7473        -7022.292       -7022.292
     34320    49.7473        -7022.292       -7022.292
     34322    49.7473        -7022.293       -7022.293
     34324    49.7473        -7022.297       -7022.297
     34326    49.7474        -7022.297       -7022.297
     34328    49.7474        -7022.297       -7022.297
     34330    49.7474        -7022.297       -7022.297
     34332    49.7474        -7022.297       -7022.297
     34334    49.7474        -7022.299       -7022.299
     34336    49.7475        -7022.300       -7022.300
     34338    49.7475        -7022.300       -7022.300
     34340    49.7475        -7022.299       -7022.299
     34342    49.7476        -7022.298       -7022.298
     34344    49.7476        -7022.297       -7022.297
     34346    49.7476        -7022.294       -7022.294
     34348    49.7476        -7022.294       -7022.294
     34350    49.7476        -7022.296       -7022.296
     34352    49.7476        -7022.299       -7022.299
     34354    49.7476        -7022.299       -7022.299
     34356    49.7476        -7022.299       -7022.299
     34358    49.7476        -7022.300       -7022.300
     34360    49.7476        -7022.301       -7022.301
     34362    49.7476        -7022.303       -7022.303
     34364    49.7477        -7022.307       -7022.307
     34366    49.7476        -7022.310       -7022.310
     34368    49.7476        -7022.312       -7022.312
     34370    49.7476        -7022.312       -7022.312
     34372    49.7476        -7022.309       -7022.309
     34374    49.7476        -7022.309       -7022.309
     34376    49.7476        -7022.308       -7022.308
     34378    49.7476        -7022.309       -7022.309
     34380    49.7477        -7022.310       -7022.310
     34382    49.7478        -7022.313       -7022.313
     34384    49.7478        -7022.312       -7022.312
     34386    49.7479        -7022.309       -7022.309
     34388    49.7479        -7022.305       -7022.305
     34390    49.7479        -7022.304       -7022.304
