No. moves  % accept.       <E_tot>         <E_sr>
     12670    49.6938        -7017.540       -7017.540
     12672    49.6939        -7017.518       -7017.518
     12674    49.6940        -7017.491       -7017.491
     12676    49.6940        -7017.477       -7017.477
     12678    49.6940        -7017.472       -7017.472
     12680    49.6940        -7017.463       -7017.463
     12682    49.6941        -7017.468       -7017.468
     12684    49.6941        -7017.473       -7017.473
     12686    49.6941        -7017.463       -7017.463
     12688    49.6941        -7017.444       -7017.444
     12690    49.6941        -7017.435       -7017.435
     12692    49.6941        -7017.429       -7017.429
     12694    49.6940        -7017.421       -7017.421
     12696    49.6941        -7017.417       -7017.417
     12698    49.6940        -7017.428       -7017.428
     12700    49.6939        -7017.420       -7017.420
     12702    49.6940        -7017.407       -7017.407
     12704    49.6940        -7017.396       -7017.396
     12706    49.6941        -7017.374       -7017.374
     12708    49.6942        -7017.338       -7017.338
     12710    49.6941        -7017.304       -7017.304
     12712    49.6942        -7017.267       -7017.267
     12714    49.6942        -7017.235       -7017.235
     12716    49.6942        -7017.207       -7017.207
     12718    49.6942        -7017.191       -7017.191
     12720    49.6942        -7017.181       -7017.181
     12722    49.6942        -7017.189       -7017.189
     12724    49.6943        -7017.184       -7017.184
     12726    49.6945        -7017.165       -7017.165
     12728    49.6945        -7017.145       -7017.145
     12730    49.6945        -7017.137       -7017.137
     12732    49.6944        -7017.114       -7017.114
     12734    49.6945        -7017.107       -7017.107
     12736    49.6944        -7017.100       -7017.100
     12738    49.6945        -7017.096       -7017.096
     12740    49.6946        -7017.091       -7017.091
     12742    49.6946        -7017.075       -7017.075
     12744    49.6945        -7017.054       -7017.054
     12746    49.6946        -7017.034       -7017.034
     12748    49.6946        -7017.003       -7017.003
     12750    49.6948        -7016.990       -7016.990
     12752    49.6948        -7016.969       -7016.969
     12754    49.6948        -7016.937       -7016.937
     12756    49.6949        -7016.893       -7016.893
     12758    49.6949        -7016.855       -7016.855
     12760    49.6950        -7016.811       -7016.811
     12762    49.6950        -7016.762       -7016.762
     12764    49.6951        -7016.728       -7016.728
     12766    49.6952        -7016.700       -7016.700
     12768    49.6953        -7016.688       -7016.688
     12770    49.6952        -7016.678       -7016.678
     12772    49.6953        -7016.681       -7016.681
     12774    49.6952        -7016.688       -7016.688
     12776    49.6952        -7016.716       -7016.716
     12778    49.6953        -7016.726       -7016.726
     12780    49.6952        -7016.744       -7016.744
     12782    49.6951        -7016.782       -7016.782
     12784    49.6952        -7016.834       -7016.834
     12786    49.6950        -7016.863       -7016.863
     12788    49.6952        -7016.884       -7016.884
     12790    49.6951        -7016.883       -7016.883
     12792    49.6952        -7016.877       -7016.877
     12794    49.6953        -7016.900       -7016.900
     12796    49.6952        -7016.899       -7016.899
     12798    49.6953        -7016.904       -7016.904
     12800    49.6954        -7016.925       -7016.925
     12802    49.6954        -7016.944       -7016.944
     12804    49.6954        -7016.948       -7016.948
     12806    49.6953        -7016.952       -7016.952
     12808    49.6953        -7016.939       -7016.939
     12810    49.6952        -7016.932       -7016.932
     12812    49.6953        -7016.941       -7016.941
     12814    49.6953        -7016.955       -7016.955
     12816    49.6952        -7016.970       -7016.970
     12818    49.6951        -7016.981       -7016.981
     12820    49.6951        -7016.993       -7016.993
     12822    49.6950        -7016.999       -7016.999
     12824    49.6950        -7016.995       -7016.995
     12826    49.6949        -7017.011       -7017.011
     12828    49.6948        -7017.024       -7017.024
     12830    49.6949        -7017.036       -7017.036
     12832    49.6948        -7017.048       -7017.048
     12834    49.6948        -7017.054       -7017.054
     12836    49.6948        -7017.071       -7017.071
     12838    49.6947        -7017.081       -7017.081
     12840    49.6947        -7017.089       -7017.089
     12842    49.6947        -7017.103       -7017.103
     12844    49.6948        -7017.118       -7017.118
     12846    49.6948        -7017.140       -7017.140
     12848    49.6947        -7017.152       -7017.152
     12850    49.6947        -7017.143       -7017.143
     12852    49.6947        -7017.109       -7017.109
     12854    49.6948        -7017.096       -7017.096
     12856    49.6947        -7017.089       -7017.089
     12858    49.6948        -7017.080       -7017.080
     12860    49.6950        -7017.084       -7017.084
     12862    49.6951        -7017.089       -7017.089
     12864    49.6950        -7017.102       -7017.102
     12866    49.6952        -7017.135       -7017.135
     12868    49.6953        -7017.151       -7017.151
     12870    49.6954        -7017.172       -7017.172
     12872    49.6955        -7017.200       -7017.200
     12874    49.6954        -7017.222       -7017.222
     12876    49.6954        -7017.246       -7017.246
     12878    49.6954        -7017.276       -7017.276
     12880    49.6955        -7017.301       -7017.301
     12882    49.6956        -7017.304       -7017.304
     12884    49.6956        -7017.303       -7017.303
     12886    49.6955        -7017.314       -7017.314
     12888    49.6954        -7017.327       -7017.327
     12890    49.6953        -7017.329       -7017.329
     12892    49.6954        -7017.330       -7017.330
     12894    49.6953        -7017.351       -7017.351
     12896    49.6953        -7017.380       -7017.380
     12898    49.6952        -7017.408       -7017.408
     12900    49.6953        -7017.440       -7017.440
     12902    49.6952        -7017.479       -7017.479
     12904    49.6951        -7017.499       -7017.499
     12906    49.6951        -7017.533       -7017.533
     12908    49.6951        -7017.591       -7017.591
     12910    49.6952        -7017.633       -7017.633
     12912    49.6951        -7017.683       -7017.683
     12914    49.6950        -7017.733       -7017.733
     12916    49.6950        -7017.786       -7017.786
     12918    49.6950        -7017.828       -7017.828
     12920    49.6953        -7017.859       -7017.859
     12922    49.6951        -7017.874       -7017.874
     12924    49.6951        -7017.881       -7017.881
     12926    49.6950        -7017.869       -7017.869
     12928    49.6950        -7017.873       -7017.873
     12930    49.6952        -7017.869       -7017.869
     12932    49.6953        -7017.887       -7017.887
     12934    49.6953        -7017.888       -7017.888
     12936    49.6952        -7017.880       -7017.880
     12938    49.6951        -7017.897       -7017.897
     12940    49.6952        -7017.916       -7017.916
     12942    49.6953        -7017.923       -7017.923
     12944    49.6953        -7017.920       -7017.920
     12946    49.6952        -7017.901       -7017.901
     12948    49.6950        -7017.902       -7017.902
     12950    49.6950        -7017.925       -7017.925
     12952    49.6949        -7017.945       -7017.945
     12954    49.6950        -7017.971       -7017.971
     12956    49.6951        -7018.004       -7018.004
     12958    49.6951        -7018.053       -7018.053
     12960    49.6952        -7018.077       -7018.077
     12962    49.6952        -7018.117       -7018.117
     12964    49.6953        -7018.150       -7018.150
     12966    49.6953        -7018.193       -7018.193
     12968    49.6953        -7018.206       -7018.206
     12970    49.6953        -7018.230       -7018.230
     12972    49.6952        -7018.257       -7018.257
     12974    49.6951        -7018.286       -7018.286
     12976    49.6951        -7018.306       -7018.306
     12978    49.6951        -7018.325       -7018.325
     12980    49.6951        -7018.344       -7018.344
     12982    49.6950        -7018.368       -7018.368
     12984    49.6950        -7018.397       -7018.397
     12986    49.6949        -7018.422       -7018.422
     12988    49.6950        -7018.416       -7018.416
     12990    49.6951        -7018.434       -7018.434
     12992    49.6952        -7018.460       -7018.460
     12994    49.6953        -7018.462       -7018.462
     12996    49.6952        -7018.471       -7018.471
     12998    49.6952        -7018.468       -7018.468
     13000    49.6951        -7018.477       -7018.477
     13002    49.6950        -7018.472       -7018.472
     13004    49.6951        -7018.461       -7018.461
     13006    49.6951        -7018.459       -7018.459
     13008    49.6951        -7018.476       -7018.476
     13010    49.6951        -7018.493       -7018.493
     13012    49.6951        -7018.518       -7018.518
     13014    49.6952        -7018.527       -7018.527
     13016    49.6951        -7018.519       -7018.519
     13018    49.6951        -7018.514       -7018.514
     13020    49.6951        -7018.517       -7018.517
     13022    49.6952        -7018.512       -7018.512
     13024    49.6953        -7018.512       -7018.512
     13026    49.6955        -7018.519       -7018.519
     13028    49.6954        -7018.526       -7018.526
     13030    49.6956        -7018.513       -7018.513
     13032    49.6957        -7018.512       -7018.512
     13034    49.6958        -7018.526       -7018.526
     13036    49.6959        -7018.547       -7018.547
     13038    49.6959        -7018.569       -7018.569
     13040    49.6960        -7018.570       -7018.570
     13042    49.6960        -7018.581       -7018.581
     13044    49.6961        -7018.595       -7018.595
     13046    49.6961        -7018.606       -7018.606
     13048    49.6961        -7018.595       -7018.595
     13050    49.6961        -7018.586       -7018.586
     13052    49.6961        -7018.582       -7018.582
     13054    49.6960        -7018.583       -7018.583
     13056    49.6960        -7018.580       -7018.580
     13058    49.6959        -7018.567       -7018.567
     13060    49.6959        -7018.562       -7018.562
     13062    49.6958        -7018.553       -7018.553
     13064    49.6957        -7018.540       -7018.540
     13066    49.6957        -7018.532       -7018.532
     13068    49.6957        -7018.526       -7018.526
     13070    49.6958        -7018.526       -7018.526
     13072    49.6958        -7018.545       -7018.545
     13074    49.6958        -7018.550       -7018.550
     13076    49.6958        -7018.554       -7018.554
     13078    49.6958        -7018.548       -7018.548
     13080    49.6958        -7018.562       -7018.562
     13082    49.6959        -7018.558       -7018.558
     13084    49.6959        -7018.577       -7018.577
     13086    49.6959        -7018.596       -7018.596
     13088    49.6959        -7018.596       -7018.596
     13090    49.6959        -7018.596       -7018.596
     13092    49.6959        -7018.600       -7018.600
     13094    49.6960        -7018.612       -7018.612
     13096    49.6958        -7018.610       -7018.610
     13098    49.6959        -7018.600       -7018.600
     13100    49.6959        -7018.584       -7018.584
     13102    49.6960        -7018.580       -7018.580
     13104    49.6959        -7018.580       -7018.580
     13106    49.6959        -7018.583       -7018.583
     13108    49.6959        -7018.592       -7018.592
     13110    49.6960        -7018.586       -7018.586
     13112    49.6959        -7018.594       -7018.594
     13114    49.6960        -7018.581       -7018.581
     13116    49.6959        -7018.562       -7018.562
     13118    49.6959        -7018.550       -7018.550
     13120    49.6958        -7018.548       -7018.548
     13122    49.6958        -7018.551       -7018.551
     13124    49.6957        -7018.560       -7018.560
     13126    49.6957        -7018.574       -7018.574
     13128    49.6958        -7018.583       -7018.583
     13130    49.6959        -7018.588       -7018.588
     13132    49.6959        -7018.608       -7018.608
     13134    49.6958        -7018.612       -7018.612
     13136    49.6958        -7018.623       -7018.623
     13138    49.6958        -7018.637       -7018.637
     13140    49.6958        -7018.636       -7018.636
     13142    49.6957        -7018.629       -7018.629
     13144    49.6957        -7018.639       -7018.639
     13146    49.6958        -7018.648       -7018.648
     13148    49.6958        -7018.645       -7018.645
     13150    49.6958        -7018.640       -7018.640
     13152    49.6957        -7018.622       -7018.622
     13154    49.6957        -7018.613       -7018.613
     13156    49.6957        -7018.595       -7018.595
     13158    49.6957        -7018.590       -7018.590
     13160    49.6957        -7018.588       -7018.588
     13162    49.6958        -7018.599       -7018.599
     13164    49.6959        -7018.587       -7018.587
     13166    49.6960        -7018.589       -7018.589
     13168    49.6960        -7018.595       -7018.595
     13170    49.6959        -7018.632       -7018.632
     13172    49.6958        -7018.653       -7018.653
     13174    49.6958        -7018.671       -7018.671
     13176    49.6958        -7018.676       -7018.676
     13178    49.6958        -7018.675       -7018.675
     13180    49.6957        -7018.682       -7018.682
     13182    49.6957        -7018.694       -7018.694
     13184    49.6958        -7018.715       -7018.715
     13186    49.6959        -7018.730       -7018.730
     13188    49.6959        -7018.751       -7018.751
     13190    49.6959        -7018.766       -7018.766
     13192    49.6959        -7018.780       -7018.780
     13194    49.6959        -7018.815       -7018.815
     13196    49.6958        -7018.840       -7018.840
     13198    49.6957        -7018.849       -7018.849
     13200    49.6958        -7018.854       -7018.854
     13202    49.6958        -7018.850       -7018.850
     13204    49.6958        -7018.852       -7018.852
     13206    49.6959        -7018.849       -7018.849
     13208    49.6960        -7018.831       -7018.831
     13210    49.6960        -7018.833       -7018.833
     13212    49.6960        -7018.820       -7018.820
     13214    49.6959        -7018.835       -7018.835
     13216    49.6959        -7018.857       -7018.857
     13218    49.6960        -7018.885       -7018.885
     13220    49.6960        -7018.925       -7018.925
     13222    49.6960        -7018.968       -7018.968
     13224    49.6961        -7019.005       -7019.005
     13226    49.6961        -7019.027       -7019.027
     13228    49.6961        -7019.045       -7019.045
     13230    49.6961        -7019.059       -7019.059
     13232    49.6962        -7019.069       -7019.069
     13234    49.6963        -7019.060       -7019.060
     13236    49.6964        -7019.063       -7019.063
     13238    49.6963        -7019.059       -7019.059
     13240    49.6964        -7019.033       -7019.033
     13242    49.6965        -7019.028       -7019.028
     13244    49.6965        -7019.011       -7019.011
     13246    49.6966        -7019.000       -7019.000
     13248    49.6965        -7018.996       -7018.996
     13250    49.6967        -7018.991       -7018.991
     13252    49.6968        -7018.980       -7018.980
     13254    49.6970        -7018.977       -7018.977
     13256    49.6969        -7018.981       -7018.981
     13258    49.6969        -7019.002       -7019.002
     13260    49.6969        -7019.021       -7019.021
     13262    49.6969        -7019.036       -7019.036
     13264    49.6969        -7019.058       -7019.058
     13266    49.6968        -7019.069       -7019.069
     13268    49.6969        -7019.094       -7019.094
     13270    49.6968        -7019.116       -7019.116
     13272    49.6968        -7019.112       -7019.112
     13274    49.6968        -7019.114       -7019.114
     13276    49.6968        -7019.096       -7019.096
     13278    49.6969        -7019.078       -7019.078
     13280    49.6970        -7019.058       -7019.058
     13282    49.6971        -7019.054       -7019.054
     13284    49.6971        -7019.036       -7019.036
     13286    49.6971        -7019.040       -7019.040
     13288    49.6972        -7019.051       -7019.051
     13290    49.6973        -7019.051       -7019.051
     13292    49.6973        -7019.049       -7019.049
     13294    49.6974        -7019.046       -7019.046
     13296    49.6974        -7019.043       -7019.043
     13298    49.6974        -7019.038       -7019.038
     13300    49.6974        -7019.022       -7019.022
     13302    49.6973        -7019.021       -7019.021
     13304    49.6975        -7019.018       -7019.018
     13306    49.6974        -7019.010       -7019.010
     13308    49.6975        -7018.989       -7018.989
     13310    49.6976        -7018.968       -7018.968
     13312    49.6977        -7018.931       -7018.931
     13314    49.6976        -7018.903       -7018.903
     13316    49.6976        -7018.889       -7018.889
     13318    49.6975        -7018.882       -7018.882
     13320    49.6976        -7018.863       -7018.863
     13322    49.6975        -7018.846       -7018.846
     13324    49.6974        -7018.816       -7018.816
     13326    49.6975        -7018.800       -7018.800
     13328    49.6975        -7018.769       -7018.769
     13330    49.6976        -7018.755       -7018.755
     13332    49.6976        -7018.745       -7018.745
     13334    49.6978        -7018.726       -7018.726
     13336    49.6979        -7018.713       -7018.713
     13338    49.6979        -7018.705       -7018.705
     13340    49.6978        -7018.698       -7018.698
     13342    49.6979        -7018.686       -7018.686
     13344    49.6979        -7018.668       -7018.668
     13346    49.6979        -7018.669       -7018.669
     13348    49.6980        -7018.648       -7018.648
     13350    49.6980        -7018.647       -7018.647
     13352    49.6981        -7018.637       -7018.637
     13354    49.6981        -7018.635       -7018.635
     13356    49.6983        -7018.626       -7018.626
     13358    49.6985        -7018.620       -7018.620
     13360    49.6987        -7018.602       -7018.602
     13362    49.6986        -7018.578       -7018.578
     13364    49.6987        -7018.564       -7018.564
     13366    49.6987        -7018.569       -7018.569
     13368    49.6987        -7018.578       -7018.578
     13370    49.6987        -7018.586       -7018.586
     13372    49.6986        -7018.574       -7018.574
     13374    49.6987        -7018.576       -7018.576
     13376    49.6988        -7018.575       -7018.575
     13378    49.6988        -7018.577       -7018.577
     13380    49.6989        -7018.572       -7018.572
     13382    49.6991        -7018.576       -7018.576
     13384    49.6992        -7018.563       -7018.563
     13386    49.6993        -7018.531       -7018.531
     13388    49.6995        -7018.511       -7018.511
     13390    49.6996        -7018.495       -7018.495
     13392    49.6996        -7018.480       -7018.480
     13394    49.6998        -7018.471       -7018.471
     13396    49.6998        -7018.457       -7018.457
     13398    49.6998        -7018.441       -7018.441
     13400    49.6999        -7018.417       -7018.417
     13402    49.7000        -7018.397       -7018.397
     13404    49.7001        -7018.388       -7018.388
     13406    49.7000        -7018.365       -7018.365
     13408    49.7000        -7018.344       -7018.344
     13410    49.7000        -7018.312       -7018.312
     13412    49.7002        -7018.286       -7018.286
     13414    49.7002        -7018.260       -7018.260
     13416    49.7003        -7018.242       -7018.242
     13418    49.7003        -7018.219       -7018.219
     13420    49.7003        -7018.206       -7018.206
     13422    49.7003        -7018.194       -7018.194
     13424    49.7005        -7018.169       -7018.169
     13426    49.7005        -7018.138       -7018.138
     13428    49.7006        -7018.121       -7018.121
     13430    49.7005        -7018.100       -7018.100
     13432    49.7004        -7018.103       -7018.103
     13434    49.7004        -7018.092       -7018.092
     13436    49.7003        -7018.084       -7018.084
     13438    49.7004        -7018.096       -7018.096
     13440    49.7004        -7018.105       -7018.105
     13442    49.7005        -7018.109       -7018.109
     13444    49.7006        -7018.121       -7018.121
     13446    49.7006        -7018.116       -7018.116
     13448    49.7007        -7018.112       -7018.112
     13450    49.7007        -7018.106       -7018.106
     13452    49.7006        -7018.104       -7018.104
     13454    49.7006        -7018.088       -7018.088
     13456    49.7005        -7018.098       -7018.098
     13458    49.7005        -7018.111       -7018.111
     13460    49.7003        -7018.125       -7018.125
     13462    49.7002        -7018.131       -7018.131
     13464    49.7003        -7018.154       -7018.154
     13466    49.7002        -7018.169       -7018.169
     13468    49.7002        -7018.194       -7018.194
     13470    49.6999        -7018.213       -7018.213
     13472    49.7000        -7018.219       -7018.219
     13474    49.7000        -7018.222       -7018.222
     13476    49.7000        -7018.206       -7018.206
     13478    49.6999        -7018.196       -7018.196
     13480    49.6999        -7018.201       -7018.201
     13482    49.7000        -7018.204       -7018.204
     13484    49.7000        -7018.196       -7018.196
     13486    49.7000        -7018.181       -7018.181
     13488    49.7001        -7018.171       -7018.171
     13490    49.7002        -7018.160       -7018.160
     13492    49.7002        -7018.160       -7018.160
     13494    49.7001        -7018.175       -7018.175
     13496    49.7000        -7018.192       -7018.192
     13498    49.7001        -7018.200       -7018.200
     13500    49.7000        -7018.198       -7018.198
     13502    49.6999        -7018.214       -7018.214
     13504    49.6999        -7018.226       -7018.226
     13506    49.6998        -7018.251       -7018.251
     13508    49.6998        -7018.286       -7018.286
     13510    49.6997        -7018.310       -7018.310
     13512    49.6998        -7018.316       -7018.316
     13514    49.6998        -7018.318       -7018.318
     13516    49.6998        -7018.318       -7018.318
     13518    49.6999        -7018.329       -7018.329
     13520    49.6998        -7018.344       -7018.344
     13522    49.6997        -7018.357       -7018.357
     13524    49.6998        -7018.378       -7018.378
     13526    49.6998        -7018.380       -7018.380
     13528    49.6998        -7018.366       -7018.366
     13530    49.6998        -7018.358       -7018.358
     13532    49.7000        -7018.347       -7018.347
     13534    49.6999        -7018.331       -7018.331
     13536    49.7001        -7018.320       -7018.320
     13538    49.7001        -7018.303       -7018.303
     13540    49.7001        -7018.280       -7018.280
     13542    49.7002        -7018.257       -7018.257
     13544    49.7002        -7018.263       -7018.263
     13546    49.7002        -7018.272       -7018.272
     13548    49.7002        -7018.290       -7018.290
     13550    49.7002        -7018.298       -7018.298
     13552    49.7002        -7018.317       -7018.317
     13554    49.7002        -7018.335       -7018.335
     13556    49.7001        -7018.366       -7018.366
     13558    49.7003        -7018.394       -7018.394
     13560    49.7002        -7018.409       -7018.409
     13562    49.7002        -7018.424       -7018.424
     13564    49.7002        -7018.433       -7018.433
     13566    49.7003        -7018.433       -7018.433
     13568    49.7003        -7018.436       -7018.436
     13570    49.7003        -7018.440       -7018.440
     13572    49.7003        -7018.423       -7018.423
     13574    49.7003        -7018.417       -7018.417
     13576    49.7004        -7018.395       -7018.395
     13578    49.7004        -7018.366       -7018.366
     13580    49.7004        -7018.343       -7018.343
     13582    49.7005        -7018.334       -7018.334
     13584    49.7006        -7018.329       -7018.329
     13586    49.7007        -7018.336       -7018.336
     13588    49.7006        -7018.350       -7018.350
     13590    49.7007        -7018.360       -7018.360
     13592    49.7008        -7018.371       -7018.371
     13594    49.7009        -7018.373       -7018.373
     13596    49.7009        -7018.396       -7018.396
     13598    49.7009        -7018.409       -7018.409
     13600    49.7008        -7018.424       -7018.424
     13602    49.7009        -7018.441       -7018.441
     13604    49.7008        -7018.450       -7018.450
     13606    49.7009        -7018.470       -7018.470
     13608    49.7008        -7018.478       -7018.478
     13610    49.7009        -7018.484       -7018.484
     13612    49.7008        -7018.502       -7018.502
     13614    49.7008        -7018.516       -7018.516
     13616    49.7008        -7018.519       -7018.519
     13618    49.7008        -7018.510       -7018.510
     13620    49.7010        -7018.500       -7018.500
     13622    49.7010        -7018.477       -7018.477
     13624    49.7011        -7018.458       -7018.458
     13626    49.7012        -7018.444       -7018.444
     13628    49.7012        -7018.430       -7018.430
     13630    49.7012        -7018.418       -7018.418
     13632    49.7013        -7018.396       -7018.396
     13634    49.7013        -7018.380       -7018.380
     13636    49.7013        -7018.377       -7018.377
     13638    49.7012        -7018.363       -7018.363
     13640    49.7012        -7018.363       -7018.363
     13642    49.7013        -7018.349       -7018.349
     13644    49.7014        -7018.337       -7018.337
     13646    49.7014        -7018.349       -7018.349
     13648    49.7014        -7018.363       -7018.363
     13650    49.7013        -7018.376       -7018.376
     13652    49.7013        -7018.391       -7018.391
     13654    49.7014        -7018.388       -7018.388
     13656    49.7013        -7018.379       -7018.379
     13658    49.7013        -7018.373       -7018.373
     13660    49.7012        -7018.392       -7018.392
     13662    49.7011        -7018.395       -7018.395
     13664    49.7011        -7018.403       -7018.403
     13666    49.7011        -7018.414       -7018.414
     13668    49.7010        -7018.394       -7018.394
     13670    49.7011        -7018.382       -7018.382
     13672    49.7008        -7018.367       -7018.367
     13674    49.7009        -7018.378       -7018.378
     13676    49.7009        -7018.387       -7018.387
     13678    49.7010        -7018.383       -7018.383
     13680    49.7010        -7018.390       -7018.390
     13682    49.7010        -7018.386       -7018.386
     13684    49.7009        -7018.367       -7018.367
     13686    49.7010        -7018.354       -7018.354
     13688    49.7011        -7018.347       -7018.347
     13690    49.7010        -7018.351       -7018.351
     13692    49.7010        -7018.345       -7018.345
     13694    49.7009        -7018.343       -7018.343
     13696    49.7010        -7018.329       -7018.329
     13698    49.7011        -7018.342       -7018.342
     13700    49.7011        -7018.356       -7018.356
     13702    49.7011        -7018.355       -7018.355
     13704    49.7010        -7018.354       -7018.354
     13706    49.7011        -7018.337       -7018.337
     13708    49.7010        -7018.329       -7018.329
     13710    49.7012        -7018.310       -7018.310
     13712    49.7012        -7018.312       -7018.312
     13714    49.7012        -7018.317       -7018.317
     13716    49.7012        -7018.321       -7018.321
     13718    49.7012        -7018.321       -7018.321
     13720    49.7012        -7018.310       -7018.310
     13722    49.7012        -7018.302       -7018.302
     13724    49.7013        -7018.298       -7018.298
     13726    49.7015        -7018.309       -7018.309
     13728    49.7014        -7018.306       -7018.306
     13730    49.7014        -7018.292       -7018.292
     13732    49.7014        -7018.279       -7018.279
     13734    49.7015        -7018.283       -7018.283
     13736    49.7017        -7018.299       -7018.299
     13738    49.7017        -7018.315       -7018.315
     13740    49.7018        -7018.329       -7018.329
     13742    49.7018        -7018.332       -7018.332
     13744    49.7019        -7018.325       -7018.325
     13746    49.7018        -7018.309       -7018.309
     13748    49.7019        -7018.299       -7018.299
     13750    49.7019        -7018.296       -7018.296
     13752    49.7019        -7018.299       -7018.299
     13754    49.7021        -7018.278       -7018.278
     13756    49.7021        -7018.275       -7018.275
     13758    49.7021        -7018.283       -7018.283
     13760    49.7019        -7018.297       -7018.297
     13762    49.7019        -7018.315       -7018.315
     13764    49.7020        -7018.323       -7018.323
     13766    49.7019        -7018.332       -7018.332
     13768    49.7020        -7018.342       -7018.342
     13770    49.7020        -7018.338       -7018.338
     13772    49.7021        -7018.352       -7018.352
     13774    49.7023        -7018.354       -7018.354
     13776    49.7023        -7018.366       -7018.366
     13778    49.7022        -7018.377       -7018.377
     13780    49.7024        -7018.370       -7018.370
     13782    49.7024        -7018.364       -7018.364
     13784    49.7024        -7018.350       -7018.350
     13786    49.7023        -7018.356       -7018.356
     13788    49.7023        -7018.365       -7018.365
     13790    49.7023        -7018.371       -7018.371
     13792    49.7024        -7018.359       -7018.359
     13794    49.7023        -7018.344       -7018.344
     13796    49.7023        -7018.329       -7018.329
     13798    49.7023        -7018.316       -7018.316
     13800    49.7025        -7018.307       -7018.307
     13802    49.7026        -7018.291       -7018.291
     13804    49.7025        -7018.288       -7018.288
     13806    49.7026        -7018.290       -7018.290
     13808    49.7025        -7018.295       -7018.295
     13810    49.7024        -7018.291       -7018.291
     13812    49.7023        -7018.278       -7018.278
     13814    49.7024        -7018.275       -7018.275
     13816    49.7023        -7018.280       -7018.280
     13818    49.7024        -7018.285       -7018.285
     13820    49.7024        -7018.291       -7018.291
     13822    49.7024        -7018.289       -7018.289
     13824    49.7024        -7018.283       -7018.283
     13826    49.7024        -7018.269       -7018.269
     13828    49.7025        -7018.263       -7018.263
     13830    49.7026        -7018.241       -7018.241
     13832    49.7026        -7018.221       -7018.221
     13834    49.7025        -7018.195       -7018.195
     13836    49.7025        -7018.183       -7018.183
     13838    49.7026        -7018.157       -7018.157
     13840    49.7026        -7018.143       -7018.143
     13842    49.7026        -7018.150       -7018.150
     13844    49.7026        -7018.140       -7018.140
     13846    49.7026        -7018.136       -7018.136
     13848    49.7026        -7018.121       -7018.121
     13850    49.7025        -7018.103       -7018.103
     13852    49.7026        -7018.087       -7018.087
     13854    49.7027        -7018.078       -7018.078
     13856    49.7028        -7018.079       -7018.079
     13858    49.7028        -7018.083       -7018.083
     13860    49.7028        -7018.076       -7018.076
     13862    49.7029        -7018.072       -7018.072
     13864    49.7030        -7018.070       -7018.070
     13866    49.7030        -7018.067       -7018.067
     13868    49.7031        -7018.059       -7018.059
     13870    49.7031        -7018.034       -7018.034
     13872    49.7033        -7018.019       -7018.019
     13874    49.7031        -7017.992       -7017.992
     13876    49.7032        -7017.980       -7017.980
     13878    49.7031        -7017.975       -7017.975
     13880    49.7032        -7017.965       -7017.965
     13882    49.7032        -7017.960       -7017.960
     13884    49.7032        -7017.944       -7017.944
     13886    49.7032        -7017.920       -7017.920
     13888    49.7034        -7017.904       -7017.904
     13890    49.7035        -7017.895       -7017.895
     13892    49.7035        -7017.879       -7017.879
     13894    49.7036        -7017.858       -7017.858
     13896    49.7037        -7017.827       -7017.827
     13898    49.7037        -7017.789       -7017.789
     13900    49.7037        -7017.760       -7017.760
     13902    49.7037        -7017.734       -7017.734
     13904    49.7037        -7017.705       -7017.705
     13906    49.7036        -7017.681       -7017.681
     13908    49.7036        -7017.664       -7017.664
     13910    49.7037        -7017.654       -7017.654
     13912    49.7038        -7017.658       -7017.658
     13914    49.7037        -7017.657       -7017.657
     13916    49.7036        -7017.657       -7017.657
     13918    49.7035        -7017.666       -7017.666
     13920    49.7036        -7017.678       -7017.678
     13922    49.7037        -7017.677       -7017.677
     13924    49.7038        -7017.672       -7017.672
     13926    49.7038        -7017.665       -7017.665
     13928    49.7036        -7017.653       -7017.653
     13930    49.7035        -7017.653       -7017.653
     13932    49.7037        -7017.652       -7017.652
     13934    49.7036        -7017.659       -7017.659
     13936    49.7036        -7017.664       -7017.664
     13938    49.7037        -7017.660       -7017.660
     13940    49.7037        -7017.656       -7017.656
     13942    49.7036        -7017.658       -7017.658
     13944    49.7036        -7017.655       -7017.655
     13946    49.7035        -7017.652       -7017.652
     13948    49.7037        -7017.638       -7017.638
     13950    49.7038        -7017.628       -7017.628
     13952    49.7038        -7017.628       -7017.628
     13954    49.7038        -7017.626       -7017.626
     13956    49.7038        -7017.617       -7017.617
     13958    49.7038        -7017.618       -7017.618
     13960    49.7038        -7017.630       -7017.630
     13962    49.7038        -7017.633       -7017.633
     13964    49.7039        -7017.641       -7017.641
     13966    49.7040        -7017.649       -7017.649
     13968    49.7042        -7017.654       -7017.654
     13970    49.7042        -7017.645       -7017.645
     13972    49.7042        -7017.641       -7017.641
     13974    49.7042        -7017.639       -7017.639
     13976    49.7042        -7017.634       -7017.634
     13978    49.7042        -7017.638       -7017.638
     13980    49.7043        -7017.656       -7017.656
     13982    49.7043        -7017.664       -7017.664
     13984    49.7044        -7017.658       -7017.658
     13986    49.7044        -7017.666       -7017.666
     13988    49.7044        -7017.678       -7017.678
     13990    49.7044        -7017.686       -7017.686
     13992    49.7044        -7017.673       -7017.673
     13994    49.7044        -7017.674       -7017.674
     13996    49.7044        -7017.675       -7017.675
     13998    49.7044        -7017.650       -7017.650
