No. moves  % accept.       <E_tot>         <E_sr>
     12958    49.7195        -7018.103       -7018.103
     12960    49.7195        -7018.117       -7018.117
     12962    49.7195        -7018.127       -7018.127
     12964    49.7197        -7018.141       -7018.141
     12966    49.7197        -7018.137       -7018.137
     12968    49.7198        -7018.127       -7018.127
     12970    49.7198        -7018.115       -7018.115
     12972    49.7199        -7018.101       -7018.101
     12974    49.7200        -7018.092       -7018.092
     12976    49.7202        -7018.076       -7018.076
     12978    49.7201        -7018.059       -7018.059
     12980    49.7201        -7018.042       -7018.042
     12982    49.7201        -7018.029       -7018.029
     12984    49.7203        -7018.010       -7018.010
     12986    49.7203        -7017.994       -7017.994
     12988    49.7204        -7017.972       -7017.972
     12990    49.7205        -7017.960       -7017.960
     12992    49.7205        -7017.962       -7017.962
     12994    49.7203        -7017.971       -7017.971
     12996    49.7205        -7018.001       -7018.001
     12998    49.7205        -7018.024       -7018.024
     13000    49.7206        -7018.035       -7018.035
     13002    49.7208        -7018.055       -7018.055
     13004    49.7210        -7018.089       -7018.089
     13006    49.7209        -7018.118       -7018.118
     13008    49.7209        -7018.135       -7018.135
     13010    49.7209        -7018.142       -7018.142
     13012    49.7211        -7018.141       -7018.141
     13014    49.7211        -7018.146       -7018.146
     13016    49.7211        -7018.162       -7018.162
     13018    49.7212        -7018.176       -7018.176
     13020    49.7213        -7018.201       -7018.201
     13022    49.7213        -7018.219       -7018.219
     13024    49.7212        -7018.212       -7018.212
     13026    49.7213        -7018.227       -7018.227
     13028    49.7214        -7018.264       -7018.264
     13030    49.7214        -7018.286       -7018.286
     13032    49.7215        -7018.282       -7018.282
     13034    49.7217        -7018.277       -7018.277
     13036    49.7217        -7018.274       -7018.274
     13038    49.7215        -7018.277       -7018.277
     13040    49.7215        -7018.268       -7018.268
     13042    49.7215        -7018.261       -7018.261
     13044    49.7215        -7018.255       -7018.255
     13046    49.7215        -7018.239       -7018.239
     13048    49.7216        -7018.236       -7018.236
     13050    49.7216        -7018.228       -7018.228
     13052    49.7215        -7018.220       -7018.220
     13054    49.7216        -7018.219       -7018.219
     13056    49.7219        -7018.237       -7018.237
     13058    49.7218        -7018.259       -7018.259
     13060    49.7219        -7018.277       -7018.277
     13062    49.7219        -7018.285       -7018.285
     13064    49.7218        -7018.292       -7018.292
     13066    49.7219        -7018.307       -7018.307
     13068    49.7219        -7018.291       -7018.291
     13070    49.7219        -7018.273       -7018.273
     13072    49.7220        -7018.261       -7018.261
     13074    49.7220        -7018.269       -7018.269
     13076    49.7219        -7018.280       -7018.280
     13078    49.7217        -7018.309       -7018.309
     13080    49.7217        -7018.320       -7018.320
     13082    49.7218        -7018.332       -7018.332
     13084    49.7216        -7018.346       -7018.346
     13086    49.7217        -7018.364       -7018.364
     13088    49.7216        -7018.389       -7018.389
     13090    49.7216        -7018.401       -7018.401
     13092    49.7215        -7018.436       -7018.436
     13094    49.7216        -7018.460       -7018.460
     13096    49.7216        -7018.458       -7018.458
     13098    49.7216        -7018.456       -7018.456
     13100    49.7217        -7018.466       -7018.466
     13102    49.7217        -7018.459       -7018.459
     13104    49.7217        -7018.446       -7018.446
     13106    49.7217        -7018.443       -7018.443
     13108    49.7216        -7018.451       -7018.451
     13110    49.7216        -7018.466       -7018.466
     13112    49.7215        -7018.469       -7018.469
     13114    49.7214        -7018.466       -7018.466
     13116    49.7213        -7018.476       -7018.476
     13118    49.7213        -7018.484       -7018.484
     13120    49.7213        -7018.495       -7018.495
     13122    49.7213        -7018.491       -7018.491
     13124    49.7214        -7018.499       -7018.499
     13126    49.7213        -7018.523       -7018.523
     13128    49.7213        -7018.538       -7018.538
     13130    49.7213        -7018.562       -7018.562
     13132    49.7212        -7018.579       -7018.579
     13134    49.7213        -7018.587       -7018.587
     13136    49.7214        -7018.606       -7018.606
     13138    49.7213        -7018.627       -7018.627
     13140    49.7214        -7018.632       -7018.632
     13142    49.7213        -7018.641       -7018.641
     13144    49.7214        -7018.649       -7018.649
     13146    49.7215        -7018.663       -7018.663
     13148    49.7216        -7018.667       -7018.667
     13150    49.7217        -7018.671       -7018.671
     13152    49.7216        -7018.667       -7018.667
     13154    49.7215        -7018.672       -7018.672
     13156    49.7214        -7018.684       -7018.684
     13158    49.7213        -7018.682       -7018.682
     13160    49.7213        -7018.682       -7018.682
     13162    49.7214        -7018.694       -7018.694
     13164    49.7215        -7018.706       -7018.706
     13166    49.7216        -7018.733       -7018.733
     13168    49.7216        -7018.739       -7018.739
     13170    49.7215        -7018.767       -7018.767
     13172    49.7214        -7018.788       -7018.788
     13174    49.7214        -7018.795       -7018.795
     13176    49.7214        -7018.811       -7018.811
     13178    49.7215        -7018.822       -7018.822
     13180    49.7216        -7018.831       -7018.831
     13182    49.7215        -7018.823       -7018.823
     13184    49.7215        -7018.819       -7018.819
     13186    49.7214        -7018.807       -7018.807
     13188    49.7216        -7018.800       -7018.800
     13190    49.7216        -7018.788       -7018.788
     13192    49.7218        -7018.752       -7018.752
     13194    49.7217        -7018.726       -7018.726
     13196    49.7217        -7018.711       -7018.711
     13198    49.7218        -7018.710       -7018.710
     13200    49.7220        -7018.698       -7018.698
     13202    49.7220        -7018.688       -7018.688
     13204    49.7221        -7018.677       -7018.677
     13206    49.7221        -7018.658       -7018.658
     13208    49.7223        -7018.638       -7018.638
     13210    49.7223        -7018.634       -7018.634
     13212    49.7223        -7018.638       -7018.638
     13214    49.7223        -7018.635       -7018.635
     13216    49.7222        -7018.613       -7018.613
     13218    49.7223        -7018.584       -7018.584
     13220    49.7223        -7018.546       -7018.546
     13222    49.7223        -7018.523       -7018.523
     13224    49.7223        -7018.508       -7018.508
     13226    49.7223        -7018.476       -7018.476
     13228    49.7224        -7018.453       -7018.453
     13230    49.7225        -7018.446       -7018.446
     13232    49.7226        -7018.447       -7018.447
     13234    49.7228        -7018.441       -7018.441
     13236    49.7228        -7018.418       -7018.418
     13238    49.7228        -7018.382       -7018.382
     13240    49.7229        -7018.378       -7018.378
     13242    49.7230        -7018.374       -7018.374
     13244    49.7231        -7018.364       -7018.364
     13246    49.7231        -7018.340       -7018.340
     13248    49.7232        -7018.314       -7018.314
     13250    49.7233        -7018.285       -7018.285
     13252    49.7233        -7018.271       -7018.271
     13254    49.7232        -7018.273       -7018.273
     13256    49.7233        -7018.271       -7018.271
     13258    49.7234        -7018.273       -7018.273
     13260    49.7233        -7018.263       -7018.263
     13262    49.7230        -7018.251       -7018.251
     13264    49.7231        -7018.232       -7018.232
     13266    49.7232        -7018.216       -7018.216
     13268    49.7232        -7018.202       -7018.202
     13270    49.7232        -7018.183       -7018.183
     13272    49.7232        -7018.162       -7018.162
     13274    49.7233        -7018.153       -7018.153
     13276    49.7234        -7018.148       -7018.148
     13278    49.7234        -7018.135       -7018.135
     13280    49.7233        -7018.143       -7018.143
     13282    49.7234        -7018.162       -7018.162
     13284    49.7233        -7018.169       -7018.169
     13286    49.7233        -7018.182       -7018.182
     13288    49.7232        -7018.188       -7018.188
     13290    49.7232        -7018.198       -7018.198
     13292    49.7232        -7018.212       -7018.212
     13294    49.7232        -7018.200       -7018.200
     13296    49.7232        -7018.188       -7018.188
     13298    49.7230        -7018.178       -7018.178
     13300    49.7230        -7018.157       -7018.157
     13302    49.7230        -7018.132       -7018.132
     13304    49.7230        -7018.117       -7018.117
     13306    49.7231        -7018.093       -7018.093
     13308    49.7230        -7018.071       -7018.071
     13310    49.7231        -7018.049       -7018.049
     13312    49.7230        -7018.043       -7018.043
     13314    49.7230        -7018.037       -7018.037
     13316    49.7229        -7018.034       -7018.034
     13318    49.7230        -7018.027       -7018.027
     13320    49.7230        -7018.009       -7018.009
     13322    49.7231        -7017.983       -7017.983
     13324    49.7231        -7017.953       -7017.953
     13326    49.7230        -7017.918       -7017.918
     13328    49.7231        -7017.888       -7017.888
     13330    49.7232        -7017.849       -7017.849
     13332    49.7234        -7017.822       -7017.822
     13334    49.7235        -7017.783       -7017.783
     13336    49.7235        -7017.754       -7017.754
     13338    49.7236        -7017.730       -7017.730
     13340    49.7236        -7017.713       -7017.713
     13342    49.7236        -7017.691       -7017.691
     13344    49.7237        -7017.676       -7017.676
     13346    49.7236        -7017.678       -7017.678
     13348    49.7236        -7017.671       -7017.671
     13350    49.7236        -7017.662       -7017.662
     13352    49.7235        -7017.642       -7017.642
     13354    49.7235        -7017.618       -7017.618
     13356    49.7235        -7017.610       -7017.610
     13358    49.7234        -7017.590       -7017.590
     13360    49.7232        -7017.558       -7017.558
     13362    49.7232        -7017.543       -7017.543
     13364    49.7231        -7017.540       -7017.540
     13366    49.7230        -7017.529       -7017.529
     13368    49.7231        -7017.523       -7017.523
     13370    49.7231        -7017.516       -7017.516
     13372    49.7232        -7017.517       -7017.517
     13374    49.7232        -7017.517       -7017.517
     13376    49.7232        -7017.516       -7017.516
     13378    49.7233        -7017.530       -7017.530
     13380    49.7232        -7017.541       -7017.541
     13382    49.7231        -7017.544       -7017.544
     13384    49.7233        -7017.548       -7017.548
     13386    49.7233        -7017.551       -7017.551
     13388    49.7234        -7017.553       -7017.553
     13390    49.7235        -7017.557       -7017.557
     13392    49.7235        -7017.560       -7017.560
     13394    49.7235        -7017.577       -7017.577
     13396    49.7236        -7017.596       -7017.596
     13398    49.7235        -7017.624       -7017.624
     13400    49.7235        -7017.646       -7017.646
     13402    49.7234        -7017.674       -7017.674
     13404    49.7234        -7017.691       -7017.691
     13406    49.7234        -7017.704       -7017.704
     13408    49.7234        -7017.726       -7017.726
     13410    49.7233        -7017.745       -7017.745
     13412    49.7233        -7017.751       -7017.751
     13414    49.7234        -7017.763       -7017.763
     13416    49.7233        -7017.773       -7017.773
     13418    49.7234        -7017.779       -7017.779
     13420    49.7234        -7017.786       -7017.786
     13422    49.7235        -7017.794       -7017.794
     13424    49.7235        -7017.802       -7017.802
     13426    49.7236        -7017.814       -7017.814
     13428    49.7235        -7017.835       -7017.835
     13430    49.7234        -7017.870       -7017.870
     13432    49.7234        -7017.903       -7017.903
     13434    49.7235        -7017.914       -7017.914
     13436    49.7236        -7017.902       -7017.902
     13438    49.7236        -7017.895       -7017.895
     13440    49.7236        -7017.893       -7017.893
     13442    49.7236        -7017.884       -7017.884
     13444    49.7235        -7017.868       -7017.868
     13446    49.7235        -7017.845       -7017.845
     13448    49.7235        -7017.811       -7017.811
     13450    49.7236        -7017.789       -7017.789
     13452    49.7236        -7017.773       -7017.773
     13454    49.7237        -7017.772       -7017.772
     13456    49.7237        -7017.763       -7017.763
     13458    49.7236        -7017.751       -7017.751
     13460    49.7237        -7017.743       -7017.743
     13462    49.7237        -7017.746       -7017.746
     13464    49.7236        -7017.757       -7017.757
     13466    49.7237        -7017.770       -7017.770
     13468    49.7236        -7017.786       -7017.786
     13470    49.7235        -7017.794       -7017.794
     13472    49.7235        -7017.808       -7017.808
     13474    49.7234        -7017.824       -7017.824
     13476    49.7233        -7017.833       -7017.833
     13478    49.7234        -7017.839       -7017.839
     13480    49.7234        -7017.852       -7017.852
     13482    49.7233        -7017.867       -7017.867
     13484    49.7232        -7017.891       -7017.891
     13486    49.7232        -7017.904       -7017.904
     13488    49.7231        -7017.919       -7017.919
     13490    49.7230        -7017.929       -7017.929
     13492    49.7231        -7017.921       -7017.921
     13494    49.7232        -7017.925       -7017.925
     13496    49.7232        -7017.932       -7017.932
     13498    49.7231        -7017.927       -7017.927
     13500    49.7231        -7017.928       -7017.928
     13502    49.7231        -7017.918       -7017.918
     13504    49.7232        -7017.914       -7017.914
     13506    49.7232        -7017.913       -7017.913
     13508    49.7232        -7017.908       -7017.908
     13510    49.7233        -7017.918       -7017.918
     13512    49.7233        -7017.936       -7017.936
     13514    49.7233        -7017.947       -7017.947
     13516    49.7232        -7017.968       -7017.968
     13518    49.7234        -7017.998       -7017.998
     13520    49.7234        -7018.023       -7018.023
     13522    49.7233        -7018.040       -7018.040
     13524    49.7232        -7018.050       -7018.050
     13526    49.7232        -7018.061       -7018.061
     13528    49.7232        -7018.072       -7018.072
     13530    49.7232        -7018.077       -7018.077
     13532    49.7232        -7018.082       -7018.082
     13534    49.7234        -7018.074       -7018.074
     13536    49.7233        -7018.082       -7018.082
     13538    49.7232        -7018.097       -7018.097
     13540    49.7232        -7018.101       -7018.101
     13542    49.7231        -7018.114       -7018.114
     13544    49.7231        -7018.120       -7018.120
     13546    49.7231        -7018.127       -7018.127
     13548    49.7231        -7018.114       -7018.114
     13550    49.7231        -7018.105       -7018.105
     13552    49.7232        -7018.079       -7018.079
     13554    49.7233        -7018.057       -7018.057
     13556    49.7233        -7018.044       -7018.044
     13558    49.7233        -7018.046       -7018.046
     13560    49.7233        -7018.057       -7018.057
     13562    49.7232        -7018.066       -7018.066
     13564    49.7232        -7018.082       -7018.082
     13566    49.7233        -7018.090       -7018.090
     13568    49.7232        -7018.093       -7018.093
     13570    49.7232        -7018.097       -7018.097
     13572    49.7233        -7018.111       -7018.111
     13574    49.7234        -7018.138       -7018.138
     13576    49.7232        -7018.144       -7018.144
     13578    49.7233        -7018.152       -7018.152
     13580    49.7233        -7018.155       -7018.155
     13582    49.7232        -7018.162       -7018.162
     13584    49.7233        -7018.168       -7018.168
     13586    49.7232        -7018.183       -7018.183
     13588    49.7232        -7018.193       -7018.193
     13590    49.7232        -7018.219       -7018.219
     13592    49.7232        -7018.238       -7018.238
     13594    49.7231        -7018.240       -7018.240
     13596    49.7231        -7018.243       -7018.243
     13598    49.7233        -7018.252       -7018.252
     13600    49.7232        -7018.254       -7018.254
     13602    49.7234        -7018.254       -7018.254
     13604    49.7233        -7018.253       -7018.253
     13606    49.7234        -7018.250       -7018.250
     13608    49.7233        -7018.250       -7018.250
     13610    49.7232        -7018.267       -7018.267
     13612    49.7233        -7018.282       -7018.282
     13614    49.7233        -7018.300       -7018.300
     13616    49.7234        -7018.312       -7018.312
     13618    49.7234        -7018.333       -7018.333
     13620    49.7234        -7018.329       -7018.329
     13622    49.7234        -7018.321       -7018.321
     13624    49.7234        -7018.326       -7018.326
     13626    49.7233        -7018.322       -7018.322
     13628    49.7234        -7018.318       -7018.318
     13630    49.7234        -7018.336       -7018.336
     13632    49.7233        -7018.346       -7018.346
     13634    49.7233        -7018.354       -7018.354
     13636    49.7233        -7018.365       -7018.365
     13638    49.7232        -7018.373       -7018.373
     13640    49.7232        -7018.388       -7018.388
     13642    49.7232        -7018.384       -7018.384
     13644    49.7232        -7018.390       -7018.390
     13646    49.7231        -7018.386       -7018.386
     13648    49.7231        -7018.383       -7018.383
     13650    49.7231        -7018.407       -7018.407
     13652    49.7231        -7018.419       -7018.419
     13654    49.7231        -7018.420       -7018.420
     13656    49.7231        -7018.421       -7018.421
     13658    49.7231        -7018.408       -7018.408
     13660    49.7229        -7018.391       -7018.391
     13662    49.7229        -7018.379       -7018.379
     13664    49.7230        -7018.376       -7018.376
     13666    49.7229        -7018.384       -7018.384
     13668    49.7228        -7018.377       -7018.377
     13670    49.7228        -7018.361       -7018.361
     13672    49.7227        -7018.372       -7018.372
     13674    49.7226        -7018.374       -7018.374
     13676    49.7226        -7018.385       -7018.385
     13678    49.7225        -7018.392       -7018.392
     13680    49.7225        -7018.396       -7018.396
     13682    49.7225        -7018.395       -7018.395
     13684    49.7225        -7018.403       -7018.403
     13686    49.7225        -7018.412       -7018.412
     13688    49.7224        -7018.428       -7018.428
     13690    49.7225        -7018.440       -7018.440
     13692    49.7224        -7018.436       -7018.436
     13694    49.7222        -7018.446       -7018.446
     13696    49.7221        -7018.454       -7018.454
     13698    49.7222        -7018.438       -7018.438
     13700    49.7222        -7018.427       -7018.427
     13702    49.7223        -7018.433       -7018.433
     13704    49.7222        -7018.436       -7018.436
     13706    49.7221        -7018.452       -7018.452
     13708    49.7220        -7018.460       -7018.460
     13710    49.7220        -7018.480       -7018.480
     13712    49.7220        -7018.485       -7018.485
     13714    49.7221        -7018.502       -7018.502
     13716    49.7222        -7018.517       -7018.517
     13718    49.7221        -7018.539       -7018.539
     13720    49.7219        -7018.561       -7018.561
     13722    49.7218        -7018.584       -7018.584
     13724    49.7218        -7018.603       -7018.603
     13726    49.7218        -7018.625       -7018.625
     13728    49.7219        -7018.647       -7018.647
     13730    49.7219        -7018.655       -7018.655
     13732    49.7219        -7018.652       -7018.652
     13734    49.7220        -7018.644       -7018.644
     13736    49.7220        -7018.634       -7018.634
     13738    49.7221        -7018.625       -7018.625
     13740    49.7220        -7018.625       -7018.625
     13742    49.7219        -7018.614       -7018.614
     13744    49.7219        -7018.599       -7018.599
     13746    49.7218        -7018.581       -7018.581
     13748    49.7217        -7018.575       -7018.575
     13750    49.7217        -7018.569       -7018.569
     13752    49.7216        -7018.561       -7018.561
     13754    49.7216        -7018.560       -7018.560
     13756    49.7216        -7018.560       -7018.560
     13758    49.7216        -7018.572       -7018.572
     13760    49.7218        -7018.579       -7018.579
     13762    49.7219        -7018.583       -7018.583
     13764    49.7217        -7018.607       -7018.607
     13766    49.7216        -7018.632       -7018.632
     13768    49.7217        -7018.627       -7018.627
     13770    49.7217        -7018.642       -7018.642
     13772    49.7216        -7018.665       -7018.665
     13774    49.7216        -7018.678       -7018.678
     13776    49.7215        -7018.676       -7018.676
     13778    49.7213        -7018.676       -7018.676
     13780    49.7211        -7018.686       -7018.686
     13782    49.7210        -7018.703       -7018.703
     13784    49.7210        -7018.720       -7018.720
     13786    49.7210        -7018.716       -7018.716
     13788    49.7210        -7018.720       -7018.720
     13790    49.7211        -7018.709       -7018.709
     13792    49.7211        -7018.709       -7018.709
     13794    49.7212        -7018.700       -7018.700
     13796    49.7212        -7018.688       -7018.688
     13798    49.7211        -7018.669       -7018.669
     13800    49.7211        -7018.651       -7018.651
     13802    49.7211        -7018.621       -7018.621
     13804    49.7212        -7018.598       -7018.598
     13806    49.7212        -7018.579       -7018.579
     13808    49.7213        -7018.569       -7018.569
     13810    49.7213        -7018.543       -7018.543
     13812    49.7213        -7018.513       -7018.513
     13814    49.7214        -7018.481       -7018.481
     13816    49.7213        -7018.464       -7018.464
     13818    49.7214        -7018.441       -7018.441
     13820    49.7213        -7018.422       -7018.422
     13822    49.7214        -7018.384       -7018.384
     13824    49.7215        -7018.351       -7018.351
     13826    49.7216        -7018.332       -7018.332
     13828    49.7215        -7018.317       -7018.317
     13830    49.7216        -7018.293       -7018.293
     13832    49.7216        -7018.274       -7018.274
     13834    49.7216        -7018.257       -7018.257
     13836    49.7217        -7018.249       -7018.249
     13838    49.7216        -7018.234       -7018.234
     13840    49.7216        -7018.216       -7018.216
     13842    49.7216        -7018.206       -7018.206
     13844    49.7216        -7018.187       -7018.187
     13846    49.7215        -7018.184       -7018.184
     13848    49.7217        -7018.164       -7018.164
     13850    49.7218        -7018.150       -7018.150
     13852    49.7219        -7018.138       -7018.138
     13854    49.7220        -7018.119       -7018.119
     13856    49.7221        -7018.100       -7018.100
     13858    49.7221        -7018.088       -7018.088
     13860    49.7221        -7018.089       -7018.089
     13862    49.7221        -7018.081       -7018.081
     13864    49.7222        -7018.076       -7018.076
     13866    49.7222        -7018.081       -7018.081
     13868    49.7221        -7018.092       -7018.092
     13870    49.7220        -7018.080       -7018.080
     13872    49.7220        -7018.079       -7018.079
     13874    49.7218        -7018.077       -7018.077
     13876    49.7220        -7018.090       -7018.090
     13878    49.7219        -7018.097       -7018.097
     13880    49.7218        -7018.092       -7018.092
     13882    49.7218        -7018.088       -7018.088
     13884    49.7219        -7018.066       -7018.066
     13886    49.7219        -7018.049       -7018.049
     13888    49.7219        -7018.032       -7018.032
     13890    49.7219        -7018.025       -7018.025
     13892    49.7220        -7018.037       -7018.037
     13894    49.7220        -7018.062       -7018.062
     13896    49.7218        -7018.071       -7018.071
     13898    49.7218        -7018.078       -7018.078
     13900    49.7218        -7018.081       -7018.081
     13902    49.7220        -7018.079       -7018.079
     13904    49.7220        -7018.081       -7018.081
     13906    49.7222        -7018.068       -7018.068
     13908    49.7221        -7018.067       -7018.067
     13910    49.7222        -7018.064       -7018.064
     13912    49.7223        -7018.065       -7018.065
     13914    49.7224        -7018.054       -7018.054
     13916    49.7225        -7018.045       -7018.045
     13918    49.7225        -7018.036       -7018.036
     13920    49.7227        -7018.039       -7018.039
     13922    49.7227        -7018.038       -7018.038
     13924    49.7225        -7018.056       -7018.056
     13926    49.7226        -7018.060       -7018.060
     13928    49.7225        -7018.062       -7018.062
     13930    49.7225        -7018.061       -7018.061
     13932    49.7223        -7018.067       -7018.067
     13934    49.7222        -7018.091       -7018.091
     13936    49.7221        -7018.109       -7018.109
     13938    49.7222        -7018.129       -7018.129
     13940    49.7223        -7018.152       -7018.152
     13942    49.7223        -7018.163       -7018.163
     13944    49.7224        -7018.170       -7018.170
     13946    49.7223        -7018.173       -7018.173
     13948    49.7223        -7018.192       -7018.192
     13950    49.7222        -7018.218       -7018.218
     13952    49.7223        -7018.228       -7018.228
     13954    49.7223        -7018.230       -7018.230
     13956    49.7224        -7018.219       -7018.219
     13958    49.7225        -7018.214       -7018.214
     13960    49.7224        -7018.209       -7018.209
     13962    49.7223        -7018.211       -7018.211
     13964    49.7223        -7018.212       -7018.212
     13966    49.7223        -7018.211       -7018.211
     13968    49.7224        -7018.213       -7018.213
     13970    49.7224        -7018.223       -7018.223
     13972    49.7224        -7018.240       -7018.240
     13974    49.7223        -7018.238       -7018.238
     13976    49.7223        -7018.226       -7018.226
     13978    49.7223        -7018.221       -7018.221
     13980    49.7223        -7018.214       -7018.214
     13982    49.7224        -7018.200       -7018.200
     13984    49.7223        -7018.196       -7018.196
     13986    49.7224        -7018.179       -7018.179
     13988    49.7224        -7018.161       -7018.161
     13990    49.7225        -7018.135       -7018.135
     13992    49.7226        -7018.118       -7018.118
     13994    49.7226        -7018.102       -7018.102
     13996    49.7226        -7018.080       -7018.080
     13998    49.7226        -7018.057       -7018.057
     14000    49.7226        -7018.043       -7018.043
     14002    49.7227        -7018.014       -7018.014
     14004    49.7229        -7017.981       -7017.981
     14006    49.7230        -7017.957       -7017.957
     14008    49.7231        -7017.936       -7017.936
     14010    49.7231        -7017.922       -7017.922
     14012    49.7232        -7017.911       -7017.911
     14014    49.7232        -7017.901       -7017.901
     14016    49.7232        -7017.887       -7017.887
     14018    49.7232        -7017.870       -7017.870
     14020    49.7233        -7017.863       -7017.863
     14022    49.7234        -7017.858       -7017.858
     14024    49.7234        -7017.861       -7017.861
     14026    49.7234        -7017.871       -7017.871
     14028    49.7234        -7017.878       -7017.878
     14030    49.7235        -7017.879       -7017.879
     14032    49.7236        -7017.873       -7017.873
     14034    49.7235        -7017.859       -7017.859
     14036    49.7235        -7017.839       -7017.839
     14038    49.7234        -7017.821       -7017.821
     14040    49.7233        -7017.803       -7017.803
     14042    49.7232        -7017.789       -7017.789
     14044    49.7232        -7017.774       -7017.774
     14046    49.7232        -7017.756       -7017.756
     14048    49.7232        -7017.753       -7017.753
     14050    49.7234        -7017.743       -7017.743
     14052    49.7233        -7017.749       -7017.749
     14054    49.7233        -7017.742       -7017.742
     14056    49.7234        -7017.742       -7017.742
     14058    49.7235        -7017.735       -7017.735
     14060    49.7236        -7017.739       -7017.739
     14062    49.7238        -7017.736       -7017.736
     14064    49.7238        -7017.725       -7017.725
     14066    49.7239        -7017.708       -7017.708
     14068    49.7240        -7017.692       -7017.692
     14070    49.7241        -7017.675       -7017.675
     14072    49.7241        -7017.668       -7017.668
     14074    49.7241        -7017.653       -7017.653
     14076    49.7243        -7017.637       -7017.637
     14078    49.7243        -7017.640       -7017.640
     14080    49.7244        -7017.641       -7017.641
     14082    49.7244        -7017.637       -7017.637
     14084    49.7244        -7017.627       -7017.627
     14086    49.7245        -7017.620       -7017.620
     14088    49.7245        -7017.613       -7017.613
     14090    49.7245        -7017.599       -7017.599
     14092    49.7245        -7017.593       -7017.593
     14094    49.7245        -7017.588       -7017.588
     14096    49.7244        -7017.582       -7017.582
     14098    49.7244        -7017.588       -7017.588
     14100    49.7244        -7017.584       -7017.584
     14102    49.7243        -7017.581       -7017.581
     14104    49.7243        -7017.558       -7017.558
     14106    49.7244        -7017.554       -7017.554
     14108    49.7244        -7017.542       -7017.542
     14110    49.7243        -7017.520       -7017.520
     14112    49.7243        -7017.504       -7017.504
     14114    49.7243        -7017.495       -7017.495
     14116    49.7244        -7017.495       -7017.495
     14118    49.7243        -7017.501       -7017.501
     14120    49.7243        -7017.496       -7017.496
     14122    49.7244        -7017.486       -7017.486
     14124    49.7245        -7017.493       -7017.493
     14126    49.7246        -7017.486       -7017.486
     14128    49.7245        -7017.479       -7017.479
     14130    49.7245        -7017.472       -7017.472
     14132    49.7246        -7017.466       -7017.466
     14134    49.7246        -7017.464       -7017.464
     14136    49.7247        -7017.452       -7017.452
     14138    49.7247        -7017.435       -7017.435
     14140    49.7247        -7017.412       -7017.412
     14142    49.7247        -7017.396       -7017.396
     14144    49.7247        -7017.383       -7017.383
     14146    49.7247        -7017.368       -7017.368
     14148    49.7248        -7017.351       -7017.351
     14150    49.7247        -7017.330       -7017.330
     14152    49.7246        -7017.316       -7017.316
     14154    49.7246        -7017.310       -7017.310
     14156    49.7248        -7017.318       -7017.318
     14158    49.7249        -7017.326       -7017.326
     14160    49.7248        -7017.317       -7017.317
     14162    49.7247        -7017.308       -7017.308
     14164    49.7248        -7017.304       -7017.304
     14166    49.7248        -7017.310       -7017.310
     14168    49.7249        -7017.311       -7017.311
     14170    49.7251        -7017.293       -7017.293
     14172    49.7250        -7017.267       -7017.267
     14174    49.7251        -7017.255       -7017.255
     14176    49.7251        -7017.246       -7017.246
     14178    49.7253        -7017.221       -7017.221
     14180    49.7253        -7017.207       -7017.207
     14182    49.7253        -7017.192       -7017.192
     14184    49.7254        -7017.176       -7017.176
     14186    49.7253        -7017.167       -7017.167
     14188    49.7253        -7017.144       -7017.144
     14190    49.7254        -7017.123       -7017.123
     14192    49.7254        -7017.113       -7017.113
     14194    49.7255        -7017.103       -7017.103
     14196    49.7257        -7017.094       -7017.094
     14198    49.7257        -7017.081       -7017.081
     14200    49.7259        -7017.075       -7017.075
     14202    49.7259        -7017.063       -7017.063
     14204    49.7259        -7017.053       -7017.053
     14206    49.7260        -7017.043       -7017.043
     14208    49.7261        -7017.030       -7017.030
     14210    49.7262        -7017.029       -7017.029
     14212    49.7263        -7017.020       -7017.020
     14214    49.7263        -7017.014       -7017.014
     14216    49.7265        -7017.002       -7017.002
     14218    49.7265        -7016.997       -7016.997
     14220    49.7265        -7016.983       -7016.983
     14222    49.7267        -7016.973       -7016.973
     14224    49.7267        -7016.969       -7016.969
     14226    49.7268        -7016.958       -7016.958
     14228    49.7268        -7016.942       -7016.942
     14230    49.7268        -7016.928       -7016.928
     14232    49.7269        -7016.914       -7016.914
     14234    49.7268        -7016.907       -7016.907
     14236    49.7268        -7016.912       -7016.912
     14238    49.7267        -7016.912       -7016.912
     14240    49.7267        -7016.910       -7016.910
     14242    49.7267        -7016.928       -7016.928
     14244    49.7267        -7016.924       -7016.924
     14246    49.7267        -7016.922       -7016.922
     14248    49.7267        -7016.913       -7016.913
     14250    49.7269        -7016.915       -7016.915
     14252    49.7269        -7016.908       -7016.908
     14254    49.7270        -7016.905       -7016.905
     14256    49.7270        -7016.898       -7016.898
     14258    49.7272        -7016.882       -7016.882
     14260    49.7272        -7016.877       -7016.877
     14262    49.7273        -7016.875       -7016.875
     14264    49.7274        -7016.878       -7016.878
     14266    49.7274        -7016.875       -7016.875
     14268    49.7275        -7016.868       -7016.868
     14270    49.7276        -7016.864       -7016.864
     14272    49.7277        -7016.853       -7016.853
     14274    49.7277        -7016.834       -7016.834
     14276    49.7277        -7016.828       -7016.828
     14278    49.7277        -7016.825       -7016.825
     14280    49.7279        -7016.806       -7016.806
     14282    49.7280        -7016.785       -7016.785
     14284    49.7280        -7016.777       -7016.777
     14286    49.7281        -7016.767       -7016.767
