No. moves  % accept.        E_tot           E_sr
     2142    49.2483        -6986.115       -6986.115
     2144    49.2489        -7000.883       -7000.883
     2146    49.2499        -7012.266       -7012.266
     2148    49.2511        -6982.239       -6982.239
     2150    49.2514        -7015.395       -7015.395
     2152    49.2515        -7024.992       -7024.992
     2154    49.2523        -7041.158       -7041.158
     2156    49.2524        -7038.685       -7038.685
     2158    49.2534        -7039.026       -7039.026
     2160    49.2545        -7041.724       -7041.724
     2162    49.2553        -7009.213       -7009.213
     2164    49.2558        -7021.643       -7021.643
     2166    49.2562        -7011.823       -7011.823
     2168    49.2568        -6994.810       -6994.810
     2170    49.2579        -7002.526       -7002.526
     2172    49.2580        -7021.344       -7021.344
     2174    49.2587        -6978.818       -6978.818
     2176    49.2579        -6979.785       -6979.785
     2178    49.2589        -6985.055       -6985.055
     2180    49.2594        -7004.140       -7004.140
     2182    49.2599        -6998.425       -6998.425
     2184    49.2606        -6996.613       -6996.613
     2186    49.2609        -6973.487       -6973.487
     2188    49.2612        -6981.533       -6981.533
     2190    49.2620        -7002.967       -7002.967
     2192    49.2630        -7022.831       -7022.831
     2194    49.2633        -7021.705       -7021.705
     2196    49.2641        -7023.036       -7023.036
     2198    49.2649        -7011.336       -7011.336
     2200    49.2653        -7009.490       -7009.490
     2202    49.2670        -6994.268       -6994.268
     2204    49.2672        -6988.289       -6988.289
     2206    49.2677        -6981.473       -6981.473
     2208    49.2685        -7019.010       -7019.010
     2210    49.2691        -6992.660       -6992.660
     2212    49.2701        -7011.423       -7011.423
     2214    49.2711        -7003.795       -7003.795
     2216    49.2728        -6980.197       -6980.197
     2218    49.2733        -6986.874       -6986.874
     2220    49.2743        -6962.424       -6962.424
     2222    49.2751        -6966.557       -6966.557
     2224    49.2759        -6968.367       -6968.367
     2226    49.2770        -6979.619       -6979.619
     2228    49.2784        -6986.949       -6986.949
     2230    49.2795        -6993.657       -6993.657
     2232    49.2799        -7007.958       -7007.958
     2234    49.2802        -6968.740       -6968.740
     2236    49.2812        -6972.024       -6972.024
     2238    49.2821        -6981.447       -6981.447
     2240    49.2831        -6981.993       -6981.993
     2242    49.2836        -6989.923       -6989.923
     2244    49.2842        -6992.714       -6992.714
     2246    49.2850        -6984.385       -6984.385
     2248    49.2857        -6977.035       -6977.035
     2250    49.2872        -7014.146       -7014.146
     2252    49.2879        -6985.715       -6985.715
     2254    49.2898        -7013.114       -7013.114
     2256    49.2904        -6990.477       -6990.477
     2258    49.2907        -6968.285       -6968.285
     2260    49.2913        -6983.791       -6983.791
     2262    49.2926        -7008.713       -7008.713
     2264    49.2939        -7003.972       -7003.972
     2266    49.2948        -7016.713       -7016.713
     2268    49.2955        -6979.147       -6979.147
     2270    49.2975        -7009.062       -7009.062
     2272    49.2979        -7031.321       -7031.321
     2274    49.2988        -7021.388       -7021.388
     2276    49.2990        -7026.016       -7026.016
     2278    49.2993        -7004.967       -7004.967
     2280    49.2997        -7024.166       -7024.166
     2282    49.3010        -7002.347       -7002.347
     2284    49.3015        -6987.605       -6987.605
     2286    49.3017        -6963.558       -6963.558
     2288    49.3024        -6962.944       -6962.944
     2290    49.3026        -7015.472       -7015.472
     2292    49.3037        -7009.426       -7009.426
     2294    49.3044        -7005.061       -7005.061
     2296    49.3044        -7011.521       -7011.521
     2298    49.3056        -6982.073       -6982.073
     2300    49.3067        -6983.679       -6983.679
     2302    49.3067        -7001.229       -7001.229
     2304    49.3073        -7029.453       -7029.453
     2306    49.3077        -7010.882       -7010.882
     2308    49.3083        -7016.362       -7016.362
     2310    49.3086        -7027.772       -7027.772
     2312    49.3098        -7041.361       -7041.361
     2314    49.3108        -7032.072       -7032.072
     2316    49.3112        -7034.951       -7034.951
     2318    49.3117        -7048.452       -7048.452
     2320    49.3124        -7016.267       -7016.267
     2322    49.3131        -7039.047       -7039.047
     2324    49.3134        -7033.333       -7033.333
     2326    49.3138        -7034.639       -7034.639
     2328    49.3142        -7014.781       -7014.781
     2330    49.3147        -7044.925       -7044.925
     2332    49.3149        -7027.806       -7027.806
     2334    49.3153        -7026.186       -7026.186
     2336    49.3162        -7030.511       -7030.511
     2338    49.3156        -7020.736       -7020.736
     2340    49.3162        -6993.085       -6993.085
     2342    49.3159        -6994.523       -6994.523
     2344    49.3155        -6992.092       -6992.092
     2346    49.3160        -6995.478       -6995.478
     2348    49.3164        -6981.481       -6981.481
     2350    49.3177        -6995.100       -6995.100
     2352    49.3184        -6971.552       -6971.552
     2354    49.3191        -6986.821       -6986.821
     2356    49.3200        -6992.613       -6992.613
     2358    49.3209        -6995.939       -6995.939
     2360    49.3227        -7008.467       -7008.467
     2362    49.3230        -7005.775       -7005.775
     2364    49.3227        -6992.203       -6992.203
     2366    49.3227        -7000.970       -7000.970
     2368    49.3234        -6997.108       -6997.108
     2370    49.3238        -7019.785       -7019.785
     2372    49.3242        -7034.214       -7034.214
     2374    49.3246        -7044.797       -7044.797
     2376    49.3250        -7028.436       -7028.436
     2378    49.3261        -7021.324       -7021.324
     2380    49.3267        -6979.256       -6979.256
     2382    49.3275        -7011.509       -7011.509
     2384    49.3275        -7008.358       -7008.358
     2386    49.3279        -7012.261       -7012.261
     2388    49.3278        -7010.792       -7010.792
     2390    49.3278        -6972.305       -6972.305
     2392    49.3274        -6972.647       -6972.647
     2394    49.3280        -6988.234       -6988.234
     2396    49.3285        -6968.870       -6968.870
     2398    49.3291        -7024.512       -7024.512
     2400    49.3292        -7005.632       -7005.632
     2402    49.3298        -7016.878       -7016.878
     2404    49.3308        -7001.610       -7001.610
     2406    49.3303        -7021.220       -7021.220
     2408    49.3302        -7005.936       -7005.936
     2410    49.3304        -7010.390       -7010.390
     2412    49.3309        -7018.333       -7018.333
     2414    49.3316        -7013.883       -7013.883
     2416    49.3319        -7023.257       -7023.257
     2418    49.3324        -6984.973       -6984.973
     2420    49.3330        -7011.796       -7011.796
     2422    49.3341        -7015.670       -7015.670
     2424    49.3339        -7022.727       -7022.727
     2426    49.3342        -7008.812       -7008.812
     2428    49.3351        -7016.955       -7016.955
     2430    49.3356        -7020.116       -7020.116
     2432    49.3364        -7022.873       -7022.873
     2434    49.3365        -7039.421       -7039.421
     2436    49.3365        -7000.222       -7000.222
     2438    49.3368        -7027.042       -7027.042
     2440    49.3374        -7027.151       -7027.151
     2442    49.3369        -7049.579       -7049.579
     2444    49.3374        -7022.424       -7022.424
     2446    49.3381        -7040.069       -7040.069
     2448    49.3391        -7030.400       -7030.400
     2450    49.3397        -7012.547       -7012.547
     2452    49.3403        -7013.144       -7013.144
     2454    49.3408        -7016.562       -7016.562
     2456    49.3415        -7015.699       -7015.699
     2458    49.3416        -6998.932       -6998.932
     2460    49.3422        -7021.800       -7021.800
     2462    49.3419        -7037.951       -7037.951
     2464    49.3422        -7028.975       -7028.975
     2466    49.3424        -7030.206       -7030.206
     2468    49.3431        -7005.386       -7005.386
     2470    49.3429        -6994.806       -6994.806
     2472    49.3428        -7014.355       -7014.355
     2474    49.3432        -7027.141       -7027.141
     2476    49.3429        -7018.852       -7018.852
     2478    49.3429        -7021.327       -7021.327
     2480    49.3434        -7016.805       -7016.805
     2482    49.3446        -7022.860       -7022.860
     2484    49.3443        -7009.438       -7009.438
     2486    49.3439        -7046.992       -7046.992
     2488    49.3448        -7057.350       -7057.350
     2490    49.3450        -7010.455       -7010.455
     2492    49.3445        -7049.641       -7049.641
     2494    49.3452        -7033.688       -7033.688
     2496    49.3452        -7039.300       -7039.300
     2498    49.3455        -7023.572       -7023.572
     2500    49.3454        -7042.869       -7042.869
     2502    49.3459        -7054.004       -7054.004
     2504    49.3460        -7062.936       -7062.936
     2506    49.3456        -7073.906       -7073.906
     2508    49.3458        -7041.520       -7041.520
     2510    49.3460        -7041.112       -7041.112
     2512    49.3472        -7033.218       -7033.218
     2514    49.3474        -7030.935       -7030.935
     2516    49.3475        -7031.455       -7031.455
     2518    49.3474        -7010.621       -7010.621
     2520    49.3481        -7015.254       -7015.254
     2522    49.3481        -7044.775       -7044.775
     2524    49.3470        -7021.982       -7021.982
     2526    49.3465        -7004.922       -7004.922
     2528    49.3473        -7057.551       -7057.551
     2530    49.3475        -7042.364       -7042.364
     2532    49.3475        -7040.575       -7040.575
     2534    49.3471        -7030.788       -7030.788
     2536    49.3471        -7041.551       -7041.551
     2538    49.3474        -7018.024       -7018.024
     2540    49.3478        -7017.641       -7017.641
     2542    49.3487        -7005.713       -7005.713
     2544    49.3489        -6982.344       -6982.344
     2546    49.3492        -7003.989       -7003.989
     2548    49.3492        -7011.306       -7011.306
     2550    49.3497        -7018.961       -7018.961
     2552    49.3496        -6993.934       -6993.934
     2554    49.3502        -6995.789       -6995.789
     2556    49.3508        -6979.734       -6979.734
     2558    49.3512        -6981.649       -6981.649
     2560    49.3522        -6970.597       -6970.597
     2562    49.3531        -7020.650       -7020.650
     2564    49.3544        -7002.291       -7002.291
     2566    49.3550        -7010.744       -7010.744
     2568    49.3557        -6999.433       -6999.433
     2570    49.3560        -6988.564       -6988.564
     2572    49.3560        -6983.591       -6983.591
     2574    49.3558        -6997.593       -6997.593
     2576    49.3552        -6990.714       -6990.714
     2578    49.3559        -6990.821       -6990.821
     2580    49.3568        -7018.255       -7018.255
     2582    49.3558        -6998.206       -6998.206
     2584    49.3565        -7031.931       -7031.931
     2586    49.3577        -7034.505       -7034.505
     2588    49.3583        -7023.519       -7023.519
     2590    49.3590        -7029.822       -7029.822
     2592    49.3592        -7041.894       -7041.894
     2594    49.3599        -7024.110       -7024.110
     2596    49.3601        -7028.342       -7028.342
     2598    49.3607        -7021.641       -7021.641
     2600    49.3611        -7009.424       -7009.424
     2602    49.3622        -6997.520       -6997.520
     2604    49.3622        -7020.120       -7020.120
     2606    49.3626        -7021.328       -7021.328
     2608    49.3625        -7031.587       -7031.587
     2610    49.3631        -7013.625       -7013.625
     2612    49.3636        -7034.398       -7034.398
     2614    49.3629        -7047.457       -7047.457
     2616    49.3637        -7051.999       -7051.999
     2618    49.3639        -7046.330       -7046.330
     2620    49.3642        -7019.226       -7019.226
     2622    49.3645        -7043.488       -7043.488
     2624    49.3649        -7024.260       -7024.260
     2626    49.3653        -7019.650       -7019.650
     2628    49.3654        -7027.149       -7027.149
     2630    49.3659        -7029.161       -7029.161
     2632    49.3660        -7013.961       -7013.961
     2634    49.3661        -7023.145       -7023.145
     2636    49.3662        -7025.146       -7025.146
     2638    49.3662        -7015.521       -7015.521
     2640    49.3665        -7012.099       -7012.099
     2642    49.3663        -7027.700       -7027.700
     2644    49.3665        -7018.341       -7018.341
     2646    49.3668        -7016.692       -7016.692
     2648    49.3666        -6989.710       -6989.710
     2650    49.3666        -7024.653       -7024.653
     2652    49.3677        -7011.852       -7011.852
     2654    49.3682        -7016.591       -7016.591
     2656    49.3689        -7006.147       -7006.147
     2658    49.3696        -7003.789       -7003.789
     2660    49.3705        -6994.494       -6994.494
     2662    49.3700        -7025.472       -7025.472
     2664    49.3709        -7009.402       -7009.402
     2666    49.3712        -7031.694       -7031.694
     2668    49.3713        -6996.571       -6996.571
     2670    49.3717        -7015.979       -7015.979
     2672    49.3721        -7014.742       -7014.742
     2674    49.3720        -7025.651       -7025.651
     2676    49.3729        -7026.131       -7026.131
     2678    49.3731        -6994.323       -6994.323
     2680    49.3738        -6984.446       -6984.446
     2682    49.3749        -6988.943       -6988.943
     2684    49.3753        -6969.869       -6969.869
     2686    49.3761        -6967.155       -6967.155
     2688    49.3766        -6976.095       -6976.095
     2690    49.3777        -6983.435       -6983.435
     2692    49.3779        -7005.262       -7005.262
     2694    49.3784        -7012.027       -7012.027
     2696    49.3785        -7005.169       -7005.169
     2698    49.3782        -7000.278       -7000.278
     2700    49.3782        -7008.901       -7008.901
     2702    49.3788        -7006.955       -7006.955
     2704    49.3789        -7029.342       -7029.342
     2706    49.3790        -7022.256       -7022.256
     2708    49.3797        -7034.246       -7034.246
     2710    49.3800        -7031.631       -7031.631
     2712    49.3801        -7010.151       -7010.151
     2714    49.3804        -7036.246       -7036.246
     2716    49.3806        -7040.184       -7040.184
     2718    49.3805        -7034.783       -7034.783
     2720    49.3806        -7024.422       -7024.422
     2722    49.3813        -7037.382       -7037.382
     2724    49.3810        -7008.562       -7008.562
     2726    49.3823        -6998.537       -6998.537
     2728    49.3831        -7003.974       -7003.974
     2730    49.3837        -7004.012       -7004.012
     2732    49.3838        -7000.343       -7000.343
     2734    49.3837        -7022.621       -7022.621
     2736    49.3839        -7015.550       -7015.550
     2738    49.3835        -7006.350       -7006.350
     2740    49.3838        -7034.899       -7034.899
     2742    49.3831        -7027.500       -7027.500
     2744    49.3832        -7026.168       -7026.168
     2746    49.3841        -7025.302       -7025.302
     2748    49.3845        -7022.483       -7022.483
     2750    49.3852        -7020.370       -7020.370
     2752    49.3853        -7037.412       -7037.412
     2754    49.3852        -7002.928       -7002.928
     2756    49.3854        -6991.472       -6991.472
     2758    49.3860        -6997.480       -6997.480
     2760    49.3860        -7016.382       -7016.382
     2762    49.3868        -7026.369       -7026.369
     2764    49.3870        -7045.297       -7045.297
     2766    49.3868        -7062.601       -7062.601
     2768    49.3876        -7022.234       -7022.234
     2770    49.3881        -7021.214       -7021.214
     2772    49.3885        -6988.918       -6988.918
     2774    49.3886        -6987.578       -6987.578
     2776    49.3879        -6989.584       -6989.584
     2778    49.3881        -6973.214       -6973.214
     2780    49.3881        -7008.339       -7008.339
     2782    49.3890        -6995.464       -6995.464
     2784    49.3893        -6994.388       -6994.388
     2786    49.3899        -7014.724       -7014.724
     2788    49.3900        -7039.105       -7039.105
     2790    49.3907        -7024.428       -7024.428
     2792    49.3911        -7051.101       -7051.101
     2794    49.3914        -7045.554       -7045.554
     2796    49.3920        -7032.476       -7032.476
     2798    49.3921        -7035.013       -7035.013
     2800    49.3920        -6997.783       -6997.783
     2802    49.3930        -6991.435       -6991.435
     2804    49.3933        -7005.829       -7005.829
     2806    49.3940        -7019.186       -7019.186
     2808    49.3943        -7040.636       -7040.636
     2810    49.3942        -7038.937       -7038.937
     2812    49.3944        -7024.726       -7024.726
     2814    49.3952        -7010.244       -7010.244
     2816    49.3952        -7005.132       -7005.132
     2818    49.3955        -6958.740       -6958.740
     2820    49.3963        -6975.757       -6975.757
     2822    49.3964        -6971.744       -6971.744
     2824    49.3971        -6997.381       -6997.381
     2826    49.3972        -7010.298       -7010.298
     2828    49.3971        -7018.888       -7018.888
     2830    49.3972        -7025.557       -7025.557
     2832    49.3978        -7030.541       -7030.541
     2834    49.3974        -7048.569       -7048.569
     2836    49.3972        -7045.439       -7045.439
     2838    49.3974        -7040.497       -7040.497
     2840    49.3975        -7027.602       -7027.602
     2842    49.3978        -7026.777       -7026.777
     2844    49.3981        -7035.628       -7035.628
     2846    49.3979        -7054.631       -7054.631
     2848    49.3983        -7049.480       -7049.480
     2850    49.3989        -7051.894       -7051.894
     2852    49.3989        -7047.245       -7047.245
     2854    49.3994        -7042.442       -7042.442
     2856    49.3999        -7041.915       -7041.915
     2858    49.4006        -7014.618       -7014.618
     2860    49.4001        -7057.589       -7057.589
     2862    49.4004        -7085.817       -7085.817
     2864    49.4008        -7052.039       -7052.039
     2866    49.4003        -7032.872       -7032.872
     2868    49.4005        -7048.644       -7048.644
     2870    49.4013        -7053.206       -7053.206
     2872    49.4015        -7058.319       -7058.319
     2874    49.4019        -7037.580       -7037.580
     2876    49.4023        -7057.489       -7057.489
     2878    49.4029        -7007.243       -7007.243
     2880    49.4039        -6989.539       -6989.539
     2882    49.4040        -7001.013       -7001.013
     2884    49.4049        -6991.342       -6991.342
     2886    49.4055        -6982.324       -6982.324
     2888    49.4058        -7021.831       -7021.831
     2890    49.4061        -7030.487       -7030.487
     2892    49.4066        -7005.489       -7005.489
     2894    49.4074        -7001.504       -7001.504
     2896    49.4082        -7025.721       -7025.721
     2898    49.4087        -7019.194       -7019.194
     2900    49.4094        -7018.922       -7018.922
     2902    49.4099        -7027.205       -7027.205
     2904    49.4104        -7006.389       -7006.389
     2906    49.4112        -7047.531       -7047.531
     2908    49.4122        -7044.641       -7044.641
     2910    49.4123        -6999.966       -6999.966
     2912    49.4127        -7004.700       -7004.700
     2914    49.4126        -6993.980       -6993.980
     2916    49.4126        -7011.687       -7011.687
     2918    49.4130        -7033.995       -7033.995
     2920    49.4130        -7045.985       -7045.985
     2922    49.4138        -7038.149       -7038.149
     2924    49.4138        -7022.717       -7022.717
     2926    49.4138        -7015.272       -7015.272
     2928    49.4138        -7045.346       -7045.346
     2930    49.4138        -7042.887       -7042.887
     2932    49.4142        -7046.716       -7046.716
     2934    49.4139        -7034.031       -7034.031
     2936    49.4138        -7011.260       -7011.260
     2938    49.4137        -7038.000       -7038.000
     2940    49.4141        -7037.605       -7037.605
     2942    49.4148        -7031.072       -7031.072
     2944    49.4154        -7065.991       -7065.991
     2946    49.4154        -7054.182       -7054.182
     2948    49.4157        -7053.901       -7053.901
     2950    49.4161        -7043.645       -7043.645
     2952    49.4164        -7032.926       -7032.926
     2954    49.4166        -7060.420       -7060.420
     2956    49.4163        -7051.399       -7051.399
     2958    49.4165        -7044.109       -7044.109
     2960    49.4170        -7045.516       -7045.516
     2962    49.4165        -7060.799       -7060.799
     2964    49.4171        -7063.528       -7063.528
     2966    49.4168        -7053.064       -7053.064
     2968    49.4167        -7026.656       -7026.656
     2970    49.4170        -7038.104       -7038.104
     2972    49.4170        -7047.053       -7047.053
     2974    49.4175        -7040.229       -7040.229
     2976    49.4179        -7057.390       -7057.390
     2978    49.4180        -7008.003       -7008.003
     2980    49.4191        -7007.431       -7007.431
     2982    49.4196        -7004.216       -7004.216
     2984    49.4201        -7042.200       -7042.200
     2986    49.4205        -7040.466       -7040.466
     2988    49.4213        -7005.404       -7005.404
     2990    49.4214        -7027.373       -7027.373
     2992    49.4213        -7048.481       -7048.481
     2994    49.4218        -7026.333       -7026.333
     2996    49.4217        -7043.037       -7043.037
     2998    49.4221        -7066.803       -7066.803
     3000    49.4221        -7039.304       -7039.304
     3002    49.4222        -7053.587       -7053.587
     3004    49.4224        -7038.129       -7038.129
     3006    49.4227        -7065.087       -7065.087
     3008    49.4226        -7049.091       -7049.091
     3010    49.4225        -7038.638       -7038.638
     3012    49.4231        -7027.969       -7027.969
     3014    49.4234        -7022.169       -7022.169
     3016    49.4236        -7037.544       -7037.544
     3018    49.4238        -7023.202       -7023.202
     3020    49.4242        -7019.528       -7019.528
     3022    49.4244        -6989.564       -6989.564
     3024    49.4246        -6991.219       -6991.219
     3026    49.4251        -7019.396       -7019.396
     3028    49.4257        -7023.962       -7023.962
     3030    49.4262        -7024.194       -7024.194
     3032    49.4268        -7005.617       -7005.617
     3034    49.4272        -7010.988       -7010.988
     3036    49.4273        -7017.021       -7017.021
     3038    49.4283        -7025.226       -7025.226
     3040    49.4289        -7008.188       -7008.188
     3042    49.4296        -7014.201       -7014.201
     3044    49.4298        -7006.090       -7006.090
     3046    49.4301        -7022.987       -7022.987
     3048    49.4306        -7003.751       -7003.751
     3050    49.4306        -6992.221       -6992.221
     3052    49.4304        -7003.064       -7003.064
     3054    49.4306        -7035.780       -7035.780
     3056    49.4307        -7025.620       -7025.620
     3058    49.4314        -7011.019       -7011.019
     3060    49.4317        -7043.512       -7043.512
     3062    49.4320        -7020.646       -7020.646
     3064    49.4322        -7037.063       -7037.063
     3066    49.4326        -7015.560       -7015.560
     3068    49.4325        -7021.457       -7021.457
     3070    49.4327        -7005.415       -7005.415
     3072    49.4324        -7044.483       -7044.483
     3074    49.4326        -7063.368       -7063.368
     3076    49.4327        -7037.959       -7037.959
     3078    49.4327        -7033.460       -7033.460
     3080    49.4334        -7061.516       -7061.516
     3082    49.4334        -7029.630       -7029.630
     3084    49.4334        -7033.865       -7033.865
     3086    49.4336        -7036.379       -7036.379
     3088    49.4334        -7043.745       -7043.745
     3090    49.4336        -7045.632       -7045.632
     3092    49.4338        -7011.551       -7011.551
     3094    49.4338        -6996.502       -6996.502
     3096    49.4337        -6978.217       -6978.217
     3098    49.4338        -6963.781       -6963.781
     3100    49.4338        -6988.282       -6988.282
     3102    49.4341        -6975.256       -6975.256
     3104    49.4341        -6991.431       -6991.431
     3106    49.4335        -7002.599       -7002.599
     3108    49.4335        -6988.547       -6988.547
     3110    49.4331        -6998.194       -6998.194
     3112    49.4334        -7004.703       -7004.703
     3114    49.4332        -6994.617       -6994.617
     3116    49.4333        -7032.286       -7032.286
     3118    49.4335        -7020.935       -7020.935
     3120    49.4336        -7025.397       -7025.397
     3122    49.4337        -7025.091       -7025.091
     3124    49.4342        -7006.347       -7006.347
     3126    49.4346        -6994.682       -6994.682
     3128    49.4345        -6991.852       -6991.852
     3130    49.4344        -7002.464       -7002.464
     3132    49.4347        -6994.008       -6994.008
     3134    49.4351        -6987.725       -6987.725
     3136    49.4354        -6997.186       -6997.186
     3138    49.4356        -6995.582       -6995.582
     3140    49.4359        -6997.087       -6997.087
     3142    49.4359        -7035.734       -7035.734
     3144    49.4361        -7016.024       -7016.024
     3146    49.4364        -7046.252       -7046.252
     3148    49.4364        -7045.119       -7045.119
     3150    49.4364        -7030.950       -7030.950
     3152    49.4363        -7005.778       -7005.778
     3154    49.4365        -7001.844       -7001.844
     3156    49.4368        -7003.946       -7003.946
     3158    49.4372        -7044.095       -7044.095
     3160    49.4367        -7019.783       -7019.783
     3162    49.4368        -7023.867       -7023.867
     3164    49.4372        -7002.871       -7002.871
     3166    49.4375        -7019.151       -7019.151
     3168    49.4377        -7016.729       -7016.729
     3170    49.4378        -7023.023       -7023.023
     3172    49.4382        -7034.130       -7034.130
     3174    49.4384        -7034.085       -7034.085
     3176    49.4385        -7056.616       -7056.616
     3178    49.4384        -7059.674       -7059.674
     3180    49.4390        -7075.959       -7075.959
     3182    49.4397        -7057.703       -7057.703
     3184    49.4398        -7064.200       -7064.200
     3186    49.4398        -7049.083       -7049.083
     3188    49.4399        -7040.291       -7040.291
     3190    49.4406        -7055.513       -7055.513
     3192    49.4409        -7030.804       -7030.804
     3194    49.4408        -7034.075       -7034.075
     3196    49.4414        -7034.747       -7034.747
     3198    49.4419        -7037.163       -7037.163
     3200    49.4419        -7060.917       -7060.917
     3202    49.4417        -7016.165       -7016.165
     3204    49.4419        -7076.622       -7076.622
     3206    49.4429        -7083.880       -7083.880
     3208    49.4426        -7086.093       -7086.093
     3210    49.4424        -7065.797       -7065.797
     3212    49.4422        -7067.190       -7067.190
     3214    49.4422        -7055.965       -7055.965
     3216    49.4427        -7042.977       -7042.977
     3218    49.4419        -7037.624       -7037.624
     3220    49.4424        -7043.906       -7043.906
     3222    49.4428        -7046.439       -7046.439
     3224    49.4429        -7067.718       -7067.718
     3226    49.4432        -7068.680       -7068.680
     3228    49.4434        -7043.374       -7043.374
     3230    49.4434        -7021.831       -7021.831
     3232    49.4437        -7013.282       -7013.282
     3234    49.4439        -7001.018       -7001.018
     3236    49.4440        -7014.698       -7014.698
     3238    49.4436        -6992.387       -6992.387
     3240    49.4437        -7005.432       -7005.432
     3242    49.4436        -7011.364       -7011.364
     3244    49.4435        -7021.095       -7021.095
     3246    49.4437        -7019.960       -7019.960
     3248    49.4436        -7011.236       -7011.236
     3250    49.4432        -7037.917       -7037.917
     3252    49.4432        -7061.074       -7061.074
     3254    49.4438        -7037.195       -7037.195
     3256    49.4437        -7046.892       -7046.892
     3258    49.4442        -7019.659       -7019.659
     3260    49.4437        -7020.240       -7020.240
     3262    49.4446        -7023.437       -7023.437
     3264    49.4452        -7022.835       -7022.835
     3266    49.4456        -7020.304       -7020.304
     3268    49.4456        -7045.956       -7045.956
     3270    49.4453        -7038.073       -7038.073
     3272    49.4458        -7026.904       -7026.904
     3274    49.4464        -7040.940       -7040.940
     3276    49.4465        -7053.203       -7053.203
     3278    49.4471        -7023.758       -7023.758
     3280    49.4478        -7044.577       -7044.577
     3282    49.4480        -7005.821       -7005.821
     3284    49.4481        -6990.152       -6990.152
     3286    49.4485        -7009.037       -7009.037
     3288    49.4491        -7026.613       -7026.613
     3290    49.4494        -6996.285       -6996.285
     3292    49.4496        -7020.111       -7020.111
     3294    49.4498        -7000.390       -7000.390
     3296    49.4493        -7003.777       -7003.777
     3298    49.4495        -7005.907       -7005.907
     3300    49.4493        -6976.229       -6976.229
     3302    49.4499        -7012.676       -7012.676
     3304    49.4505        -7015.171       -7015.171
     3306    49.4509        -7049.271       -7049.271
     3308    49.4514        -7036.231       -7036.231
     3310    49.4512        -7004.161       -7004.161
     3312    49.4509        -6988.503       -6988.503
     3314    49.4512        -7023.544       -7023.544
     3316    49.4508        -7012.479       -7012.479
     3318    49.4512        -6991.498       -6991.498
     3320    49.4512        -7043.485       -7043.485
     3322    49.4514        -7037.393       -7037.393
     3324    49.4515        -7064.825       -7064.825
     3326    49.4512        -7020.749       -7020.749
     3328    49.4507        -7061.300       -7061.300
     3330    49.4513        -7047.633       -7047.633
     3332    49.4513        -7068.189       -7068.189
     3334    49.4510        -7030.204       -7030.204
     3336    49.4510        -7056.578       -7056.578
     3338    49.4512        -7040.224       -7040.224
     3340    49.4512        -7043.439       -7043.439
     3342    49.4512        -7006.031       -7006.031
     3344    49.4516        -6981.611       -6981.611
     3346    49.4524        -6999.604       -6999.604
     3348    49.4525        -7018.003       -7018.003
     3350    49.4527        -7010.728       -7010.728
     3352    49.4528        -7028.902       -7028.902
     3354    49.4523        -7004.073       -7004.073
     3356    49.4523        -7016.943       -7016.943
     3358    49.4528        -7001.928       -7001.928
     3360    49.4532        -7008.862       -7008.862
     3362    49.4535        -7001.466       -7001.466
     3364    49.4542        -7021.431       -7021.431
     3366    49.4549        -7035.159       -7035.159
     3368    49.4556        -7025.382       -7025.382
     3370    49.4559        -7011.873       -7011.873
     3372    49.4558        -7014.183       -7014.183
     3374    49.4562        -6998.574       -6998.574
     3376    49.4556        -6979.285       -6979.285
     3378    49.4555        -6987.217       -6987.217
     3380    49.4557        -7006.324       -7006.324
     3382    49.4555        -6995.512       -6995.512
     3384    49.4561        -6993.620       -6993.620
     3386    49.4564        -6977.977       -6977.977
     3388    49.4569        -7003.198       -7003.198
     3390    49.4574        -7006.298       -7006.298
     3392    49.4573        -7003.437       -7003.437
     3394    49.4581        -6997.104       -6997.104
     3396    49.4586        -7022.309       -7022.309
     3398    49.4595        -7025.571       -7025.571
     3400    49.4595        -6986.895       -6986.895
     3402    49.4596        -6982.051       -6982.051
     3404    49.4600        -6975.364       -6975.364
     3406    49.4605        -6989.977       -6989.977
     3408    49.4604        -7003.347       -7003.347
     3410    49.4603        -6996.407       -6996.407
     3412    49.4605        -7009.463       -7009.463
     3414    49.4606        -7008.274       -7008.274
     3416    49.4605        -7035.380       -7035.380
     3418    49.4609        -7040.171       -7040.171
     3420    49.4614        -7011.208       -7011.208
     3422    49.4613        -6994.813       -6994.813
     3424    49.4616        -6989.145       -6989.145
     3426    49.4620        -7008.470       -7008.470
     3428    49.4626        -7010.199       -7010.199
     3430    49.4629        -7007.732       -7007.732
     3432    49.4634        -7050.092       -7050.092
     3434    49.4634        -7023.024       -7023.024
     3436    49.4639        -7047.582       -7047.582
     3438    49.4641        -7049.433       -7049.433
     3440    49.4650        -7035.417       -7035.417
     3442    49.4651        -7015.826       -7015.826
     3444    49.4653        -7027.767       -7027.767
     3446    49.4653        -7038.111       -7038.111
     3448    49.4656        -7031.890       -7031.890
     3450    49.4655        -7029.212       -7029.212
     3452    49.4651        -7003.939       -7003.939
     3454    49.4654        -6964.397       -6964.397
     3456    49.4659        -6987.023       -6987.023
     3458    49.4667        -6975.994       -6975.994
     3460    49.4671        -6993.319       -6993.319
     3462    49.4676        -6963.358       -6963.358
     3464    49.4685        -6959.841       -6959.841
     3466    49.4689        -6952.461       -6952.461
     3468    49.4691        -6975.267       -6975.267
     3470    49.4695        -7005.238       -7005.238
