No. moves  % accept.        E_tot           E_sr
     29034    49.7660        -7020.451       -7020.451
     29036    49.7660        -7036.789       -7036.789
     29038    49.7660        -7042.334       -7042.334
     29040    49.7660        -7025.049       -7025.049
     29042    49.7661        -7030.572       -7030.572
     29044    49.7660        -7045.246       -7045.246
     29046    49.7661        -7020.741       -7020.741
     29048    49.7661        -7010.261       -7010.261
     29050    49.7661        -6989.215       -6989.215
     29052    49.7661        -7011.612       -7011.612
     29054    49.7661        -6997.060       -6997.060
     29056    49.7660        -7005.344       -7005.344
     29058    49.7661        -7020.353       -7020.353
     29060    49.7660        -7026.153       -7026.153
     29062    49.7661        -7011.783       -7011.783
     29064    49.7661        -7018.580       -7018.580
     29066    49.7661        -6986.781       -6986.781
     29068    49.7661        -6975.991       -6975.991
     29070    49.7662        -6962.584       -6962.584
     29072    49.7661        -6987.712       -6987.712
     29074    49.7662        -6994.712       -6994.712
     29076    49.7663        -6998.201       -6998.201
     29078    49.7662        -6981.879       -6981.879
     29080    49.7663        -6981.649       -6981.649
     29082    49.7663        -7003.208       -7003.208
     29084    49.7663        -7033.596       -7033.596
     29086    49.7664        -7002.808       -7002.808
     29088    49.7663        -7014.480       -7014.480
     29090    49.7664        -6999.635       -6999.635
     29092    49.7664        -6978.433       -6978.433
     29094    49.7664        -7004.430       -7004.430
     29096    49.7664        -7008.091       -7008.091
     29098    49.7665        -7046.600       -7046.600
     29100    49.7665        -7029.716       -7029.716
     29102    49.7665        -7026.311       -7026.311
     29104    49.7665        -7033.212       -7033.212
     29106    49.7665        -6995.114       -6995.114
     29108    49.7665        -7013.930       -7013.930
     29110    49.7665        -7030.778       -7030.778
     29112    49.7666        -7025.110       -7025.110
     29114    49.7666        -6999.310       -6999.310
     29116    49.7667        -7027.000       -7027.000
     29118    49.7667        -7014.628       -7014.628
     29120    49.7667        -7014.439       -7014.439
     29122    49.7667        -7030.827       -7030.827
     29124    49.7667        -7053.853       -7053.853
     29126    49.7666        -7034.523       -7034.523
     29128    49.7666        -7024.338       -7024.338
     29130    49.7666        -7055.512       -7055.512
     29132    49.7666        -7032.569       -7032.569
     29134    49.7665        -7045.376       -7045.376
     29136    49.7666        -7030.335       -7030.335
     29138    49.7666        -7012.490       -7012.490
     29140    49.7665        -7057.571       -7057.571
     29142    49.7665        -7071.906       -7071.906
     29144    49.7664        -7063.035       -7063.035
     29146    49.7664        -7066.523       -7066.523
     29148    49.7665        -7059.798       -7059.798
     29150    49.7664        -7041.144       -7041.144
     29152    49.7664        -7068.023       -7068.023
     29154    49.7664        -7070.375       -7070.375
     29156    49.7665        -7067.148       -7067.148
     29158    49.7666        -7047.381       -7047.381
     29160    49.7666        -7023.882       -7023.882
     29162    49.7666        -7031.795       -7031.795
     29164    49.7665        -7044.805       -7044.805
     29166    49.7665        -7056.693       -7056.693
     29168    49.7665        -7067.152       -7067.152
     29170    49.7665        -7079.837       -7079.837
     29172    49.7664        -7050.208       -7050.208
     29174    49.7664        -7038.411       -7038.411
     29176    49.7664        -7065.400       -7065.400
     29178    49.7664        -7063.174       -7063.174
     29180    49.7664        -7092.332       -7092.332
     29182    49.7663        -7088.527       -7088.527
     29184    49.7664        -7066.330       -7066.330
     29186    49.7664        -7052.041       -7052.041
     29188    49.7664        -7048.545       -7048.545
     29190    49.7664        -7076.490       -7076.490
     29192    49.7664        -7054.856       -7054.856
     29194    49.7664        -7037.518       -7037.518
     29196    49.7663        -7030.068       -7030.068
     29198    49.7663        -6999.846       -6999.846
     29200    49.7663        -7019.224       -7019.224
     29202    49.7664        -7030.306       -7030.306
     29204    49.7664        -7018.350       -7018.350
     29206    49.7665        -7015.962       -7015.962
     29208    49.7665        -7024.987       -7024.987
     29210    49.7666        -7070.830       -7070.830
     29212    49.7665        -7069.404       -7069.404
     29214    49.7665        -7057.773       -7057.773
     29216    49.7665        -7049.841       -7049.841
     29218    49.7665        -7045.946       -7045.946
     29220    49.7666        -7044.388       -7044.388
     29222    49.7666        -7051.863       -7051.863
     29224    49.7666        -7053.434       -7053.434
     29226    49.7666        -7013.117       -7013.117
     29228    49.7666        -7026.994       -7026.994
     29230    49.7666        -7062.812       -7062.812
     29232    49.7666        -7071.480       -7071.480
     29234    49.7665        -7067.494       -7067.494
     29236    49.7665        -7071.833       -7071.833
     29238    49.7665        -7052.946       -7052.946
     29240    49.7665        -7024.693       -7024.693
     29242    49.7665        -7005.347       -7005.347
     29244    49.7665        -7016.020       -7016.020
     29246    49.7664        -7024.965       -7024.965
     29248    49.7665        -7022.088       -7022.088
     29250    49.7665        -7013.121       -7013.121
     29252    49.7664        -7050.074       -7050.074
     29254    49.7664        -7051.299       -7051.299
     29256    49.7664        -7019.038       -7019.038
     29258    49.7664        -7000.630       -7000.630
     29260    49.7664        -7025.949       -7025.949
     29262    49.7664        -7017.062       -7017.062
     29264    49.7664        -7041.437       -7041.437
     29266    49.7664        -7023.259       -7023.259
     29268    49.7664        -7053.749       -7053.749
     29270    49.7664        -7054.439       -7054.439
     29272    49.7663        -7030.851       -7030.851
     29274    49.7663        -7012.591       -7012.591
     29276    49.7663        -7006.533       -7006.533
     29278    49.7663        -7012.685       -7012.685
     29280    49.7663        -7017.872       -7017.872
     29282    49.7664        -6987.458       -6987.458
     29284    49.7664        -6993.004       -6993.004
     29286    49.7665        -6990.950       -6990.950
     29288    49.7665        -6970.444       -6970.444
     29290    49.7665        -6975.285       -6975.285
     29292    49.7665        -6952.537       -6952.537
     29294    49.7665        -6989.721       -6989.721
     29296    49.7665        -7003.707       -7003.707
     29298    49.7665        -7005.667       -7005.667
     29300    49.7666        -6981.788       -6981.788
     29302    49.7666        -6973.376       -6973.376
     29304    49.7667        -6977.834       -6977.834
     29306    49.7667        -7004.424       -7004.424
     29308    49.7666        -6995.085       -6995.085
     29310    49.7667        -6956.991       -6956.991
     29312    49.7667        -6984.490       -6984.490
     29314    49.7666        -6999.963       -6999.963
     29316    49.7666        -7028.089       -7028.089
     29318    49.7666        -7002.110       -7002.110
     29320    49.7666        -6998.534       -6998.534
     29322    49.7666        -7023.676       -7023.676
     29324    49.7666        -7030.797       -7030.797
     29326    49.7665        -7035.509       -7035.509
     29328    49.7665        -7019.109       -7019.109
     29330    49.7665        -7026.788       -7026.788
     29332    49.7665        -6984.112       -6984.112
     29334    49.7665        -7020.470       -7020.470
     29336    49.7665        -7003.398       -7003.398
     29338    49.7665        -7004.721       -7004.721
     29340    49.7665        -7021.789       -7021.789
     29342    49.7665        -7016.040       -7016.040
     29344    49.7665        -7044.385       -7044.385
     29346    49.7665        -7030.666       -7030.666
     29348    49.7665        -7024.208       -7024.208
     29350    49.7665        -7054.372       -7054.372
     29352    49.7665        -7044.583       -7044.583
     29354    49.7665        -7042.024       -7042.024
     29356    49.7666        -7036.841       -7036.841
     29358    49.7665        -7002.879       -7002.879
     29360    49.7665        -7021.549       -7021.549
     29362    49.7665        -7035.505       -7035.505
     29364    49.7666        -7051.994       -7051.994
     29366    49.7666        -7052.002       -7052.002
     29368    49.7667        -7008.856       -7008.856
     29370    49.7666        -7002.285       -7002.285
     29372    49.7666        -6996.745       -6996.745
     29374    49.7666        -6998.250       -6998.250
     29376    49.7666        -6997.139       -6997.139
     29378    49.7666        -6977.243       -6977.243
     29380    49.7667        -7004.174       -7004.174
     29382    49.7667        -6962.576       -6962.576
     29384    49.7668        -6973.315       -6973.315
     29386    49.7669        -6996.262       -6996.262
     29388    49.7669        -6991.277       -6991.277
     29390    49.7670        -6984.109       -6984.109
     29392    49.7670        -7020.255       -7020.255
     29394    49.7670        -7038.049       -7038.049
     29396    49.7669        -7032.434       -7032.434
     29398    49.7669        -7022.901       -7022.901
     29400    49.7669        -7027.881       -7027.881
     29402    49.7669        -7037.017       -7037.017
     29404    49.7669        -7030.153       -7030.153
     29406    49.7668        -7042.704       -7042.704
     29408    49.7668        -7020.599       -7020.599
     29410    49.7668        -7037.409       -7037.409
     29412    49.7668        -7021.256       -7021.256
     29414    49.7668        -7005.806       -7005.806
     29416    49.7668        -7001.772       -7001.772
     29418    49.7669        -7000.133       -7000.133
     29420    49.7668        -7008.890       -7008.890
     29422    49.7668        -7004.606       -7004.606
     29424    49.7668        -7044.989       -7044.989
     29426    49.7667        -7041.742       -7041.742
     29428    49.7667        -7012.733       -7012.733
     29430    49.7668        -7016.797       -7016.797
     29432    49.7668        -7018.917       -7018.917
     29434    49.7667        -7016.608       -7016.608
     29436    49.7667        -7015.258       -7015.258
     29438    49.7668        -7014.320       -7014.320
     29440    49.7668        -7025.652       -7025.652
     29442    49.7668        -6989.248       -6989.248
     29444    49.7668        -6984.477       -6984.477
     29446    49.7668        -7001.081       -7001.081
     29448    49.7668        -6997.553       -6997.553
     29450    49.7667        -7032.349       -7032.349
     29452    49.7666        -7030.234       -7030.234
     29454    49.7667        -7035.464       -7035.464
     29456    49.7667        -7058.689       -7058.689
     29458    49.7667        -7054.182       -7054.182
     29460    49.7667        -7024.174       -7024.174
     29462    49.7667        -7013.452       -7013.452
     29464    49.7668        -7003.763       -7003.763
     29466    49.7668        -7015.656       -7015.656
     29468    49.7669        -7024.471       -7024.471
     29470    49.7669        -7005.381       -7005.381
     29472    49.7669        -7024.352       -7024.352
     29474    49.7670        -7013.860       -7013.860
     29476    49.7670        -7018.984       -7018.984
     29478    49.7670        -7010.845       -7010.845
     29480    49.7670        -6986.670       -6986.670
     29482    49.7669        -7018.540       -7018.540
     29484    49.7669        -7022.173       -7022.173
     29486    49.7669        -7010.411       -7010.411
     29488    49.7670        -7025.374       -7025.374
     29490    49.7670        -7007.967       -7007.967
     29492    49.7670        -6990.264       -6990.264
     29494    49.7670        -6992.932       -6992.932
     29496    49.7671        -6980.685       -6980.685
     29498    49.7670        -7012.929       -7012.929
     29500    49.7671        -7024.403       -7024.403
     29502    49.7670        -7028.344       -7028.344
     29504    49.7671        -7033.289       -7033.289
     29506    49.7670        -7033.486       -7033.486
     29508    49.7670        -7049.359       -7049.359
     29510    49.7670        -7024.374       -7024.374
     29512    49.7671        -7038.407       -7038.407
     29514    49.7671        -7029.502       -7029.502
     29516    49.7672        -7021.212       -7021.212
     29518    49.7672        -7017.208       -7017.208
     29520    49.7672        -7020.834       -7020.834
     29522    49.7672        -7034.286       -7034.286
     29524    49.7672        -7028.745       -7028.745
     29526    49.7672        -7009.732       -7009.732
     29528    49.7672        -6991.283       -6991.283
     29530    49.7672        -7008.181       -7008.181
     29532    49.7672        -7029.407       -7029.407
     29534    49.7673        -7002.842       -7002.842
     29536    49.7673        -6997.799       -6997.799
     29538    49.7673        -6988.917       -6988.917
     29540    49.7674        -7008.533       -7008.533
     29542    49.7674        -7033.674       -7033.674
     29544    49.7675        -7018.590       -7018.590
     29546    49.7675        -7016.686       -7016.686
     29548    49.7675        -7014.344       -7014.344
     29550    49.7676        -7005.373       -7005.373
     29552    49.7677        -7029.564       -7029.564
     29554    49.7677        -7035.594       -7035.594
     29556    49.7677        -7036.452       -7036.452
     29558    49.7677        -7020.725       -7020.725
     29560    49.7677        -7018.081       -7018.081
     29562    49.7677        -7003.688       -7003.688
     29564    49.7677        -7015.624       -7015.624
     29566    49.7677        -7036.471       -7036.471
     29568    49.7677        -7052.591       -7052.591
     29570    49.7677        -7057.705       -7057.705
     29572    49.7677        -7009.596       -7009.596
     29574    49.7677        -6995.867       -6995.867
     29576    49.7678        -7023.743       -7023.743
     29578    49.7678        -7011.904       -7011.904
     29580    49.7678        -7028.101       -7028.101
     29582    49.7677        -7018.655       -7018.655
     29584    49.7677        -7005.391       -7005.391
     29586    49.7677        -7010.850       -7010.850
     29588    49.7677        -7017.125       -7017.125
     29590    49.7677        -7010.736       -7010.736
     29592    49.7677        -7018.449       -7018.449
     29594    49.7678        -7028.184       -7028.184
     29596    49.7677        -7038.380       -7038.380
     29598    49.7677        -7067.138       -7067.138
     29600    49.7677        -7052.406       -7052.406
     29602    49.7677        -7010.386       -7010.386
     29604    49.7678        -7036.892       -7036.892
     29606    49.7678        -7054.942       -7054.942
     29608    49.7677        -7072.058       -7072.058
     29610    49.7678        -7051.910       -7051.910
     29612    49.7678        -7065.196       -7065.196
     29614    49.7678        -7029.483       -7029.483
     29616    49.7677        -7045.180       -7045.180
     29618    49.7678        -7049.230       -7049.230
     29620    49.7678        -7022.470       -7022.470
     29622    49.7678        -7017.705       -7017.705
     29624    49.7678        -7021.368       -7021.368
     29626    49.7678        -7038.146       -7038.146
     29628    49.7678        -7014.652       -7014.652
     29630    49.7678        -6990.776       -6990.776
     29632    49.7678        -6994.190       -6994.190
     29634    49.7678        -6964.249       -6964.249
     29636    49.7678        -7002.607       -7002.607
     29638    49.7678        -6990.767       -6990.767
     29640    49.7677        -7002.147       -7002.147
     29642    49.7677        -7006.786       -7006.786
     29644    49.7677        -6998.454       -6998.454
     29646    49.7677        -6986.104       -6986.104
     29648    49.7677        -6994.159       -6994.159
     29650    49.7677        -6996.473       -6996.473
     29652    49.7676        -7003.584       -7003.584
     29654    49.7676        -7009.980       -7009.980
     29656    49.7676        -6986.497       -6986.497
     29658    49.7677        -7013.172       -7013.172
     29660    49.7677        -7024.043       -7024.043
     29662    49.7676        -7019.540       -7019.540
     29664    49.7676        -7008.979       -7008.979
     29666    49.7677        -6981.130       -6981.130
     29668    49.7677        -6988.934       -6988.934
     29670    49.7677        -6984.384       -6984.384
     29672    49.7677        -6974.245       -6974.245
     29674    49.7677        -7007.596       -7007.596
     29676    49.7677        -7023.386       -7023.386
     29678    49.7677        -7005.087       -7005.087
     29680    49.7678        -6989.057       -6989.057
     29682    49.7678        -6987.260       -6987.260
     29684    49.7679        -6984.088       -6984.088
     29686    49.7679        -7017.078       -7017.078
     29688    49.7679        -7036.054       -7036.054
     29690    49.7679        -7032.502       -7032.502
     29692    49.7678        -7025.812       -7025.812
     29694    49.7678        -7019.618       -7019.618
     29696    49.7678        -7020.661       -7020.661
     29698    49.7678        -7006.587       -7006.587
     29700    49.7679        -6980.282       -6980.282
     29702    49.7679        -6984.930       -6984.930
     29704    49.7679        -7024.216       -7024.216
     29706    49.7680        -6996.702       -6996.702
     29708    49.7680        -7014.892       -7014.892
     29710    49.7680        -7001.803       -7001.803
     29712    49.7681        -6997.255       -6997.255
     29714    49.7681        -6997.765       -6997.765
     29716    49.7682        -7032.039       -7032.039
     29718    49.7681        -7011.647       -7011.647
     29720    49.7682        -7008.742       -7008.742
     29722    49.7682        -6996.624       -6996.624
     29724    49.7682        -7027.355       -7027.355
     29726    49.7682        -7019.596       -7019.596
     29728    49.7683        -7045.725       -7045.725
     29730    49.7683        -7030.393       -7030.393
     29732    49.7683        -7006.831       -7006.831
     29734    49.7683        -6981.303       -6981.303
     29736    49.7684        -7005.833       -7005.833
     29738    49.7684        -7008.676       -7008.676
     29740    49.7684        -7004.695       -7004.695
     29742    49.7685        -7007.525       -7007.525
     29744    49.7685        -6989.697       -6989.697
     29746    49.7685        -7012.737       -7012.737
     29748    49.7685        -7018.617       -7018.617
     29750    49.7685        -7019.466       -7019.466
     29752    49.7686        -6994.609       -6994.609
     29754    49.7686        -7014.424       -7014.424
     29756    49.7686        -7023.153       -7023.153
     29758    49.7686        -7035.674       -7035.674
     29760    49.7686        -7033.723       -7033.723
     29762    49.7686        -7051.447       -7051.447
     29764    49.7685        -7058.316       -7058.316
     29766    49.7685        -7033.044       -7033.044
     29768    49.7686        -7049.660       -7049.660
     29770    49.7686        -7030.020       -7030.020
     29772    49.7685        -7023.056       -7023.056
     29774    49.7685        -7030.560       -7030.560
     29776    49.7685        -7026.564       -7026.564
     29778    49.7685        -7021.200       -7021.200
     29780    49.7686        -7002.453       -7002.453
     29782    49.7686        -6995.818       -6995.818
     29784    49.7687        -7018.186       -7018.186
     29786    49.7687        -7023.903       -7023.903
     29788    49.7687        -7017.175       -7017.175
     29790    49.7688        -7032.561       -7032.561
     29792    49.7688        -7054.527       -7054.527
     29794    49.7688        -7043.491       -7043.491
     29796    49.7688        -7036.191       -7036.191
     29798    49.7689        -7047.258       -7047.258
     29800    49.7688        -7033.931       -7033.931
     29802    49.7688        -7014.726       -7014.726
     29804    49.7688        -6994.302       -6994.302
     29806    49.7688        -7007.023       -7007.023
     29808    49.7688        -7006.637       -7006.637
     29810    49.7688        -7000.750       -7000.750
     29812    49.7688        -7015.250       -7015.250
     29814    49.7687        -7023.995       -7023.995
     29816    49.7688        -7007.519       -7007.519
     29818    49.7687        -7011.216       -7011.216
     29820    49.7688        -6999.924       -6999.924
     29822    49.7688        -7002.698       -7002.698
     29824    49.7687        -7029.854       -7029.854
     29826    49.7687        -7036.618       -7036.618
     29828    49.7687        -7038.678       -7038.678
     29830    49.7687        -7035.721       -7035.721
     29832    49.7687        -7021.368       -7021.368
     29834    49.7687        -6993.534       -6993.534
     29836    49.7687        -6971.241       -6971.241
     29838    49.7687        -6957.444       -6957.444
     29840    49.7687        -6972.163       -6972.163
     29842    49.7687        -6977.472       -6977.472
     29844    49.7688        -6983.051       -6983.051
     29846    49.7688        -6963.696       -6963.696
     29848    49.7688        -6989.439       -6989.439
     29850    49.7688        -6976.022       -6976.022
     29852    49.7688        -6995.023       -6995.023
     29854    49.7688        -6989.861       -6989.861
     29856    49.7688        -7014.509       -7014.509
     29858    49.7689        -6995.561       -6995.561
     29860    49.7689        -6998.032       -6998.032
     29862    49.7689        -7003.674       -7003.674
     29864    49.7689        -6996.418       -6996.418
     29866    49.7689        -7027.339       -7027.339
     29868    49.7689        -7005.500       -7005.500
     29870    49.7689        -7009.747       -7009.747
     29872    49.7689        -7024.746       -7024.746
     29874    49.7689        -6990.266       -6990.266
     29876    49.7689        -7005.979       -7005.979
     29878    49.7690        -7012.853       -7012.853
     29880    49.7690        -7038.754       -7038.754
     29882    49.7690        -7023.519       -7023.519
     29884    49.7690        -7047.576       -7047.576
     29886    49.7690        -7046.884       -7046.884
     29888    49.7690        -7037.456       -7037.456
     29890    49.7690        -7014.741       -7014.741
     29892    49.7689        -7003.671       -7003.671
     29894    49.7690        -7009.168       -7009.168
     29896    49.7690        -7019.911       -7019.911
     29898    49.7689        -6999.449       -6999.449
     29900    49.7690        -6991.751       -6991.751
     29902    49.7690        -7012.821       -7012.821
     29904    49.7690        -7032.541       -7032.541
     29906    49.7691        -7035.414       -7035.414
     29908    49.7691        -7018.793       -7018.793
     29910    49.7691        -7026.130       -7026.130
     29912    49.7691        -7041.305       -7041.305
     29914    49.7691        -7039.653       -7039.653
     29916    49.7692        -7049.384       -7049.384
     29918    49.7692        -7037.877       -7037.877
     29920    49.7693        -7047.482       -7047.482
     29922    49.7693        -7012.485       -7012.485
     29924    49.7693        -7011.145       -7011.145
     29926    49.7694        -7023.335       -7023.335
     29928    49.7694        -7024.498       -7024.498
     29930    49.7694        -7025.132       -7025.132
     29932    49.7695        -7017.342       -7017.342
     29934    49.7695        -6989.837       -6989.837
     29936    49.7695        -7008.936       -7008.936
     29938    49.7695        -7010.613       -7010.613
     29940    49.7695        -6992.754       -6992.754
     29942    49.7695        -7014.448       -7014.448
     29944    49.7695        -7013.536       -7013.536
     29946    49.7696        -7031.362       -7031.362
     29948    49.7696        -6986.497       -6986.497
     29950    49.7696        -6987.083       -6987.083
     29952    49.7695        -7012.319       -7012.319
     29954    49.7696        -6971.902       -6971.902
     29956    49.7696        -7015.257       -7015.257
     29958    49.7696        -7025.282       -7025.282
     29960    49.7695        -7015.966       -7015.966
     29962    49.7696        -7035.622       -7035.622
     29964    49.7696        -7047.591       -7047.591
     29966    49.7696        -7026.820       -7026.820
     29968    49.7696        -7013.667       -7013.667
     29970    49.7696        -7031.406       -7031.406
     29972    49.7696        -7043.085       -7043.085
     29974    49.7697        -7037.485       -7037.485
     29976    49.7697        -7022.544       -7022.544
     29978    49.7696        -7012.526       -7012.526
     29980    49.7696        -7011.608       -7011.608
     29982    49.7697        -7023.468       -7023.468
     29984    49.7697        -7041.324       -7041.324
     29986    49.7697        -7041.363       -7041.363
     29988    49.7696        -7001.761       -7001.761
     29990    49.7697        -7000.703       -7000.703
     29992    49.7697        -7032.635       -7032.635
     29994    49.7697        -7009.685       -7009.685
     29996    49.7697        -7024.030       -7024.030
     29998    49.7697        -7011.653       -7011.653
     30000    49.7697        -7012.678       -7012.678
     30002    49.7697        -7019.646       -7019.646
     30004    49.7696        -7026.431       -7026.431
     30006    49.7697        -7066.767       -7066.767
     30008    49.7697        -7049.929       -7049.929
     30010    49.7696        -7044.470       -7044.470
     30012    49.7695        -7046.476       -7046.476
     30014    49.7695        -7039.845       -7039.845
     30016    49.7695        -7032.358       -7032.358
     30018    49.7695        -7010.452       -7010.452
     30020    49.7695        -7038.287       -7038.287
     30022    49.7696        -7009.466       -7009.466
     30024    49.7696        -7014.587       -7014.587
     30026    49.7696        -7004.912       -7004.912
     30028    49.7696        -7030.127       -7030.127
     30030    49.7696        -7011.972       -7011.972
     30032    49.7697        -7042.286       -7042.286
     30034    49.7696        -7020.826       -7020.826
     30036    49.7697        -7033.047       -7033.047
     30038    49.7696        -7046.576       -7046.576
     30040    49.7697        -7037.006       -7037.006
     30042    49.7697        -7015.513       -7015.513
     30044    49.7697        -7004.839       -7004.839
     30046    49.7697        -6984.404       -6984.404
     30048    49.7697        -6993.867       -6993.867
     30050    49.7697        -7022.455       -7022.455
     30052    49.7698        -7026.996       -7026.996
     30054    49.7698        -7008.953       -7008.953
     30056    49.7698        -7032.055       -7032.055
     30058    49.7699        -7030.960       -7030.960
     30060    49.7699        -7039.871       -7039.871
     30062    49.7699        -7067.538       -7067.538
     30064    49.7698        -7054.663       -7054.663
     30066    49.7698        -7050.771       -7050.771
     30068    49.7697        -7082.082       -7082.082
     30070    49.7696        -7067.253       -7067.253
     30072    49.7696        -7031.750       -7031.750
     30074    49.7696        -7043.746       -7043.746
     30076    49.7696        -7054.369       -7054.369
     30078    49.7696        -7018.209       -7018.209
     30080    49.7696        -7017.947       -7017.947
     30082    49.7696        -6999.587       -6999.587
     30084    49.7696        -7035.521       -7035.521
     30086    49.7696        -7055.701       -7055.701
     30088    49.7696        -7029.898       -7029.898
     30090    49.7696        -7045.471       -7045.471
     30092    49.7696        -7052.596       -7052.596
     30094    49.7696        -7055.428       -7055.428
     30096    49.7696        -7063.389       -7063.389
     30098    49.7695        -7060.400       -7060.400
     30100    49.7694        -7065.558       -7065.558
     30102    49.7694        -7060.744       -7060.744
     30104    49.7695        -7079.266       -7079.266
     30106    49.7695        -7060.383       -7060.383
     30108    49.7695        -7076.405       -7076.405
     30110    49.7694        -7052.483       -7052.483
     30112    49.7695        -7037.625       -7037.625
     30114    49.7695        -7036.740       -7036.740
     30116    49.7695        -7019.658       -7019.658
     30118    49.7695        -7035.845       -7035.845
     30120    49.7695        -7014.096       -7014.096
     30122    49.7695        -7036.013       -7036.013
     30124    49.7694        -7028.585       -7028.585
     30126    49.7694        -7075.079       -7075.079
     30128    49.7694        -7020.314       -7020.314
     30130    49.7694        -7033.930       -7033.930
     30132    49.7694        -7016.055       -7016.055
     30134    49.7694        -7039.819       -7039.819
     30136    49.7694        -6998.359       -6998.359
     30138    49.7694        -6993.606       -6993.606
     30140    49.7694        -7009.771       -7009.771
     30142    49.7694        -6992.446       -6992.446
     30144    49.7694        -7004.910       -7004.910
     30146    49.7693        -7037.545       -7037.545
     30148    49.7694        -7048.470       -7048.470
     30150    49.7694        -7011.647       -7011.647
     30152    49.7693        -6997.539       -6997.539
     30154    49.7693        -7029.397       -7029.397
     30156    49.7694        -7030.336       -7030.336
     30158    49.7693        -7036.120       -7036.120
     30160    49.7694        -7054.136       -7054.136
     30162    49.7694        -7052.475       -7052.475
     30164    49.7694        -7051.430       -7051.430
     30166    49.7693        -7023.685       -7023.685
     30168    49.7694        -7033.547       -7033.547
     30170    49.7694        -7010.496       -7010.496
     30172    49.7693        -7038.645       -7038.645
     30174    49.7693        -7049.572       -7049.572
     30176    49.7694        -7047.251       -7047.251
     30178    49.7694        -7042.498       -7042.498
     30180    49.7694        -7037.142       -7037.142
     30182    49.7694        -7024.951       -7024.951
     30184    49.7694        -7023.322       -7023.322
     30186    49.7694        -6998.451       -6998.451
     30188    49.7695        -6998.669       -6998.669
     30190    49.7695        -6993.745       -6993.745
     30192    49.7695        -6991.555       -6991.555
     30194    49.7695        -6990.036       -6990.036
     30196    49.7695        -6969.931       -6969.931
     30198    49.7695        -7002.491       -7002.491
     30200    49.7695        -6973.871       -6973.871
     30202    49.7695        -6952.108       -6952.108
     30204    49.7696        -6953.892       -6953.892
     30206    49.7696        -6934.294       -6934.294
     30208    49.7697        -6945.861       -6945.861
     30210    49.7697        -6942.394       -6942.394
     30212    49.7697        -6963.487       -6963.487
     30214    49.7697        -6941.204       -6941.204
     30216    49.7697        -6964.657       -6964.657
     30218    49.7698        -6938.712       -6938.712
     30220    49.7698        -6948.517       -6948.517
     30222    49.7697        -6943.694       -6943.694
     30224    49.7697        -6982.367       -6982.367
     30226    49.7697        -6982.047       -6982.047
     30228    49.7697        -6952.783       -6952.783
     30230    49.7697        -6969.190       -6969.190
     30232    49.7697        -6987.302       -6987.302
     30234    49.7697        -7003.222       -7003.222
     30236    49.7697        -6959.451       -6959.451
     30238    49.7698        -6967.378       -6967.378
     30240    49.7698        -6963.133       -6963.133
     30242    49.7697        -6984.374       -6984.374
     30244    49.7697        -7000.203       -7000.203
     30246    49.7697        -6992.180       -6992.180
     30248    49.7697        -6967.837       -6967.837
     30250    49.7697        -6965.145       -6965.145
     30252    49.7697        -6987.969       -6987.969
     30254    49.7697        -6976.949       -6976.949
     30256    49.7697        -6994.598       -6994.598
     30258    49.7697        -6980.629       -6980.629
     30260    49.7698        -6943.665       -6943.665
     30262    49.7697        -6944.066       -6944.066
     30264    49.7698        -6939.792       -6939.792
     30266    49.7698        -6952.443       -6952.443
     30268    49.7698        -6957.351       -6957.351
     30270    49.7699        -6949.413       -6949.413
     30272    49.7699        -6995.725       -6995.725
     30274    49.7700        -6968.082       -6968.082
     30276    49.7700        -6955.513       -6955.513
     30278    49.7700        -6982.545       -6982.545
     30280    49.7701        -6983.699       -6983.699
     30282    49.7701        -6979.095       -6979.095
     30284    49.7701        -7000.873       -7000.873
     30286    49.7701        -6996.792       -6996.792
     30288    49.7701        -6973.549       -6973.549
     30290    49.7701        -6970.015       -6970.015
     30292    49.7702        -6988.985       -6988.985
     30294    49.7702        -6996.658       -6996.658
     30296    49.7703        -6980.169       -6980.169
     30298    49.7703        -7014.494       -7014.494
     30300    49.7703        -7001.301       -7001.301
     30302    49.7703        -7010.046       -7010.046
     30304    49.7703        -7018.554       -7018.554
     30306    49.7702        -6975.704       -6975.704
     30308    49.7702        -6983.949       -6983.949
     30310    49.7702        -7024.694       -7024.694
     30312    49.7702        -7021.937       -7021.937
     30314    49.7702        -7016.470       -7016.470
     30316    49.7701        -7003.990       -7003.990
     30318    49.7701        -7010.136       -7010.136
     30320    49.7702        -7024.236       -7024.236
     30322    49.7701        -7093.107       -7093.107
     30324    49.7701        -7080.048       -7080.048
     30326    49.7702        -7068.466       -7068.466
     30328    49.7701        -7044.286       -7044.286
     30330    49.7701        -7037.307       -7037.307
     30332    49.7701        -7007.378       -7007.378
     30334    49.7702        -7034.594       -7034.594
     30336    49.7702        -7022.222       -7022.222
     30338    49.7702        -7009.718       -7009.718
     30340    49.7703        -6983.273       -6983.273
     30342    49.7703        -6994.654       -6994.654
     30344    49.7703        -7033.613       -7033.613
     30346    49.7704        -7017.747       -7017.747
     30348    49.7704        -7045.179       -7045.179
     30350    49.7704        -7013.716       -7013.716
     30352    49.7704        -7007.982       -7007.982
     30354    49.7705        -7021.376       -7021.376
     30356    49.7705        -6992.574       -6992.574
     30358    49.7705        -7034.436       -7034.436
     30360    49.7705        -7004.355       -7004.355
     30362    49.7705        -7024.080       -7024.080
