No. moves  % accept.   % acc. vol.    E_tot          E_sr          Vol       Lx        Ly        Lz
     14956    89.2998        57.3014         -117.109      -117.109     1323074185.30  1097.81223  1097.81223  1097.81223
     14958    89.3011        57.3071         -113.254      -113.254     1324042506.94  1098.07999  1098.07999  1098.07999
     14960    89.3023        57.3061         -116.212      -116.212     1323778022.43  1098.00687  1098.00687  1098.00687
     14962    89.3036        57.3052         -119.471      -119.471     1323919827.84  1098.04607  1098.04607  1098.04607
     14964    89.3049        57.3042         -120.746      -120.746     1324652318.41  1098.24854  1098.24854  1098.24854
     14966    89.3062        57.3099         -120.233      -120.233     1325848826.48  1098.57911  1098.57911  1098.57911
     14968    89.3075        57.3156         -121.846      -121.846     1326403945.12  1098.73241  1098.73241  1098.73241
     14970    89.3087        57.3079         -118.757      -118.757     1326403945.12  1098.73241  1098.73241  1098.73241
     14972    89.3100        57.3070         -116.481      -116.481     1325971167.22  1098.61290  1098.61290  1098.61290
     14974    89.3112        57.2993         -121.050      -121.050     1325971167.22  1098.61290  1098.61290  1098.61290
     14976    89.3125        57.3050         -117.672      -117.672     1327120006.70  1098.93009  1098.93009  1098.93009
     14978    89.3138        57.3107         -118.562      -118.562     1327903948.69  1099.14643  1099.14643  1099.14643
     14980    89.3151        57.3031         -120.167      -120.167     1327903948.69  1099.14643  1099.14643  1099.14643
     14982    89.3163        57.3021         -123.106      -123.106     1328892606.84  1099.41914  1099.41914  1099.41914
     14984    89.3176        57.3078         -126.048      -126.048     1329457662.18  1099.57495  1099.57495  1099.57495
     14986    89.3189        57.3068         -128.719      -128.719     1330387618.26  1099.83127  1099.83127  1099.83127
     14988    89.3201        57.2992         -129.549      -129.549     1330387618.26  1099.83127  1099.83127  1099.83127
     14990    89.3214        57.2982         -130.193      -130.193     1331285399.79  1100.07862  1100.07862  1100.07862
     14992    89.3226        57.3039         -129.951      -129.951     1331043405.29  1100.01196  1100.01196  1100.01196
     14994    89.3239        57.3096         -128.592      -128.592     1331806327.01  1100.22208  1100.22208  1100.22208
     14996    89.3251        57.3153         -125.958      -125.958     1333476961.92  1100.68194  1100.68194  1100.68194
     14998    89.3264        57.3210         -123.892      -123.892     1334256462.37  1100.89637  1100.89637  1100.89637
     15000    89.3277        57.3200         -125.281      -125.281     1334570696.78  1100.98278  1100.98278  1100.98278
     15002    89.3290        57.3257         -125.636      -125.636     1335038442.89  1101.11140  1101.11140  1101.11140
     15004    89.3302        57.3314         -121.530      -121.530     1336332630.60  1101.46709  1101.46709  1101.46709
     15006    89.3315        57.3371         -121.544      -121.544     1337666558.90  1101.83346  1101.83346  1101.83346
     15008    89.3328        57.3361         -119.644      -119.644     1337833356.01  1101.87925  1101.87925  1101.87925
     15010    89.3340        57.3351         -122.523      -122.523     1338223864.42  1101.98646  1101.98646  1101.98646
     15012    89.3353        57.3408         -119.483      -119.483     1338976496.97  1102.19301  1102.19301  1102.19301
     15014    89.3366        57.3465         -119.898      -119.898     1339471872.24  1102.32891  1102.32891  1102.32891
     15016    89.3378        57.3522         -120.108      -120.108     1339532257.03  1102.34548  1102.34548  1102.34548
     15018    89.3391        57.3445         -120.615      -120.615     1339532257.03  1102.34548  1102.34548  1102.34548
     15020    89.3404        57.3502         -121.983      -121.983     1340303150.84  1102.55690  1102.55690  1102.55690
     15022    89.3416        57.3559         -123.999      -123.999     1341858955.86  1102.98335  1102.98335  1102.98335
     15024    89.3429        57.3482         -120.359      -120.359     1341858955.86  1102.98335  1102.98335  1102.98335
     15026    89.3441        57.3406         -122.257      -122.257     1341858955.86  1102.98335  1102.98335  1102.98335
     15028    89.3453        57.3330         -121.946      -121.946     1341858955.86  1102.98335  1102.98335  1102.98335
     15030    89.3466        57.3320         -123.822      -123.822     1342803661.62  1103.24213  1103.24213  1103.24213
     15032    89.3478        57.3310         -124.380      -124.380     1343307891.39  1103.38021  1103.38021  1103.38021
     15034    89.3491        57.3367         -122.189      -122.189     1343601149.67  1103.46049  1103.46049  1103.46049
     15036    89.3503        57.3424         -126.473      -126.473     1345605043.81  1104.00880  1104.00880  1104.00880
     15038    89.3516        57.3414         -123.409      -123.409     1345725386.44  1104.04171  1104.04171  1104.04171
     15040    89.3528        57.3404         -123.008      -123.008     1346301491.45  1104.19924  1104.19924  1104.19924
     15042    89.3541        57.3394         -120.485      -120.485     1346875303.93  1104.35609  1104.35609  1104.35609
     15044    89.3554        57.3385         -126.037      -126.037     1347258983.05  1104.46094  1104.46094  1104.46094
     15046    89.3566        57.3375         -124.806      -124.806     1347271101.75  1104.46425  1104.46425  1104.46425
     15048    89.3579        57.3365         -121.457      -121.457     1347849114.52  1104.62218  1104.62218  1104.62218
     15050    89.3591        57.3355         -123.248      -123.248     1348414703.35  1104.77667  1104.77667  1104.77667
     15052    89.3604        57.3346         -121.313      -121.313     1349506848.08  1105.07486  1105.07486  1105.07486
     15054    89.3617        57.3402         -122.878      -122.878     1349501937.38  1105.07352  1105.07352  1105.07352
     15056    89.3629        57.3459         -120.988      -120.988     1350926691.88  1105.46228  1105.46228  1105.46228
     15058    89.3641        57.3516         -119.152      -119.152     1351534337.62  1105.62800  1105.62800  1105.62800
     15060    89.3654        57.3506         -117.691      -117.691     1351488710.85  1105.61556  1105.61556  1105.61556
     15062    89.3666        57.3496         -120.522      -120.522     1351249833.25  1105.55041  1105.55041  1105.55041
     15064    89.3679        57.3486         -122.823      -122.823     1351190646.63  1105.53427  1105.53427  1105.53427
     15066    89.3691        57.3543         -124.876      -124.876     1350696933.40  1105.39960  1105.39960  1105.39960
     15068    89.3704        57.3600         -126.405      -126.405     1351919630.72  1105.73305  1105.73305  1105.73305
     15070    89.3716        57.3524         -127.612      -127.612     1351919630.72  1105.73305  1105.73305  1105.73305
     15072    89.3729        57.3447         -126.867      -126.867     1351919630.72  1105.73305  1105.73305  1105.73305
     15074    89.3741        57.3371         -127.245      -127.245     1351919630.72  1105.73305  1105.73305  1105.73305
     15076    89.3753        57.3362         -128.022      -128.022     1352786087.20  1105.96923  1105.96923  1105.96923
     15078    89.3766        57.3286         -129.691      -129.691     1352786087.20  1105.96923  1105.96923  1105.96923
     15080    89.3778        57.3342         -127.431      -127.431     1352934459.02  1106.00966  1106.00966  1106.00966
     15082    89.3790        57.3266         -124.522      -124.522     1352934459.02  1106.00966  1106.00966  1106.00966
     15084    89.3802        57.3256         -125.207      -125.207     1353369680.81  1106.12824  1106.12824  1106.12824
     15086    89.3815        57.3247         -123.852      -123.852     1353950735.39  1106.28652  1106.28652  1106.28652
     15088    89.3827        57.3237         -124.629      -124.629     1354993931.90  1106.57057  1106.57057  1106.57057
     15090    89.3840        57.3227         -128.679      -128.679     1354946835.28  1106.55775  1106.55775  1106.55775
     15092    89.3852        57.3284         -128.416      -128.416     1353395480.73  1106.13527  1106.13527  1106.13527
     15094    89.3864        57.3340         -125.110      -125.110     1354138722.27  1106.33772  1106.33772  1106.33772
     15096    89.3877        57.3397         -127.572      -127.572     1355431664.34  1106.68972  1106.68972  1106.68972
     15098    89.3889        57.3387         -123.378      -123.378     1356013821.40  1106.84814  1106.84814  1106.84814
     15100    89.3901        57.3311         -124.342      -124.342     1356013821.40  1106.84814  1106.84814  1106.84814
     15102    89.3914        57.3368         -124.738      -124.738     1356741010.04  1107.04596  1107.04596  1107.04596
     15104    89.3926        57.3358         -121.932      -121.932     1357255204.88  1107.18580  1107.18580  1107.18580
     15106    89.3938        57.3415         -123.508      -123.508     1357669842.43  1107.29853  1107.29853  1107.29853
     15108    89.3951        57.3405         -122.436      -122.436     1358101562.74  1107.41589  1107.41589  1107.41589
     15110    89.3963        57.3329         -122.220      -122.220     1358101562.74  1107.41589  1107.41589  1107.41589
     15112    89.3976        57.3253         -122.935      -122.935     1358101562.74  1107.41589  1107.41589  1107.41589
     15114    89.3988        57.3310         -123.342      -123.342     1358888792.03  1107.62982  1107.62982  1107.62982
     15116    89.4001        57.3234         -124.392      -124.392     1358888792.03  1107.62982  1107.62982  1107.62982
     15118    89.4013        57.3290         -124.451      -124.451     1359743183.20  1107.86191  1107.86191  1107.86191
     15120    89.4026        57.3280         -125.108      -125.108     1359724651.03  1107.85687  1107.85687  1107.85687
     15122    89.4038        57.3205         -125.025      -125.025     1359724651.03  1107.85687  1107.85687  1107.85687
     15124    89.4051        57.3261         -125.001      -125.001     1359687876.10  1107.84689  1107.84689  1107.84689
     15126    89.4063        57.3317         -125.821      -125.821     1360956086.60  1108.19122  1108.19122  1108.19122
     15128    89.4075        57.3308         -122.909      -122.909     1361835271.78  1108.42980  1108.42980  1108.42980
     15130    89.4088        57.3298         -123.795      -123.795     1361826499.77  1108.42742  1108.42742  1108.42742
     15132    89.4100        57.3288         -124.698      -124.698     1362452272.62  1108.59717  1108.59717  1108.59717
     15134    89.4113        57.3279         -123.674      -123.674     1362927190.85  1108.72597  1108.72597  1108.72597
     15136    89.4126        57.3203         -122.379      -122.379     1362927190.85  1108.72597  1108.72597  1108.72597
     15138    89.4138        57.3127         -122.979      -122.979     1362927190.85  1108.72597  1108.72597  1108.72597
     15140    89.4151        57.3052         -125.274      -125.274     1362927190.85  1108.72597  1108.72597  1108.72597
     15142    89.4163        57.3042         -122.054      -122.054     1363051699.84  1108.75973  1108.75973  1108.75973
     15144    89.4176        57.3098         -119.018      -119.018     1363359175.86  1108.84309  1108.84309  1108.84309
     15146    89.4188        57.3023         -119.275      -119.275     1363359175.86  1108.84309  1108.84309  1108.84309
     15148    89.4201        57.3079         -117.118      -117.118     1364004182.34  1109.01793  1109.01793  1109.01793
     15150    89.4213        57.3069         -120.032      -120.032     1365063841.19  1109.30504  1109.30504  1109.30504
     15152    89.4225        57.3126         -119.756      -119.756     1366095451.90  1109.58442  1109.58442  1109.58442
     15154    89.4237        57.3116         -116.367      -116.367     1366802622.45  1109.77584  1109.77584  1109.77584
     15156    89.4250        57.3106         -118.170      -118.170     1367843445.62  1110.05747  1110.05747  1110.05747
     15158    89.4262        57.3097         -116.928      -116.928     1368160714.89  1110.14329  1110.14329  1110.14329
     15160    89.4274        57.3087         -115.367      -115.367     1368422274.17  1110.21403  1110.21403  1110.21403
     15162    89.4287        57.3011         -116.118      -116.118     1368422274.17  1110.21403  1110.21403  1110.21403
     15164    89.4299        57.3002         -116.539      -116.539     1369247469.82  1110.43715  1110.43715  1110.43715
     15166    89.4312        57.3058         -116.943      -116.943     1369513028.53  1110.50893  1110.50893  1110.50893
     15168    89.4324        57.3049         -118.116      -118.116     1369881397.83  1110.60849  1110.60849  1110.60849
     15170    89.4337        57.3039         -116.745      -116.745     1370982319.43  1110.90593  1110.90593  1110.90593
     15172    89.4349        57.3029         -116.354      -116.354     1371712312.48  1111.10307  1111.10307  1111.10307
     15174    89.4362        57.2954         -119.993      -119.993     1371712312.48  1111.10307  1111.10307  1111.10307
     15176    89.4374        57.3010         -117.935      -117.935     1373403416.91  1111.55948  1111.55948  1111.55948
     15178    89.4386        57.3066         -120.711      -120.711     1373954008.38  1111.70800  1111.70800  1111.70800
     15180    89.4399        57.3057         -122.117      -122.117     1374839281.61  1111.94672  1111.94672  1111.94672
     15182    89.4411        57.3047         -121.690      -121.690     1373841428.50  1111.67764  1111.67764  1111.67764
     15184    89.4423        57.3103         -118.587      -118.587     1373686051.06  1111.63573  1111.63573  1111.63573
     15186    89.4436        57.3159         -122.136      -122.136     1374757396.47  1111.92464  1111.92464  1111.92464
     15188    89.4448        57.3084         -119.407      -119.407     1374757396.47  1111.92464  1111.92464  1111.92464
     15190    89.4461        57.3009         -120.151      -120.151     1374757396.47  1111.92464  1111.92464  1111.92464
     15192    89.4473        57.2999         -120.768      -120.768     1374156518.89  1111.76262  1111.76262  1111.76262
     15194    89.4485        57.3055         -122.603      -122.603     1375870824.58  1112.22475  1112.22475  1112.22475
     15196    89.4498        57.3111         -123.493      -123.493     1376317256.85  1112.34503  1112.34503  1112.34503
     15198    89.4510        57.3102         -124.945      -124.945     1376365793.88  1112.35811  1112.35811  1112.35811
     15200    89.4522        57.3026         -124.110      -124.110     1376365793.88  1112.35811  1112.35811  1112.35811
     15202    89.4534        57.3082         -120.807      -120.807     1377849633.16  1112.75770  1112.75770  1112.75770
     15204    89.4547        57.3007         -125.933      -125.933     1377849633.16  1112.75770  1112.75770  1112.75770
     15206    89.4559        57.2998         -123.792      -123.792     1378798732.24  1113.01314  1113.01314  1113.01314
     15208    89.4571        57.2922         -122.626      -122.626     1378798732.24  1113.01314  1113.01314  1113.01314
     15210    89.4584        57.2913         -124.187      -124.187     1378347606.56  1112.89174  1112.89174  1112.89174
     15212    89.4596        57.2903         -129.027      -129.027     1378882553.68  1113.03569  1113.03569  1113.03569
     15214    89.4608        57.2959         -128.741      -128.741     1379732480.45  1113.26434  1113.26434  1113.26434
     15216    89.4620        57.2950         -126.426      -126.426     1379945807.71  1113.32171  1113.32171  1113.32171
     15218    89.4632        57.2940         -124.974      -124.974     1380102607.43  1113.36387  1113.36387  1113.36387
     15220    89.4644        57.2865         -125.189      -125.189     1380102607.43  1113.36387  1113.36387  1113.36387
     15222    89.4656        57.2789         -127.171      -127.171     1380102607.43  1113.36387  1113.36387  1113.36387
     15224    89.4668        57.2780         -127.609      -127.609     1380485597.39  1113.46685  1113.46685  1113.46685
     15226    89.4681        57.2836         -127.769      -127.769     1381486341.78  1113.73585  1113.73585  1113.73585
     15228    89.4693        57.2892         -126.002      -126.002     1381619669.77  1113.77168  1113.77168  1113.77168
     15230    89.4705        57.2948         -127.550      -127.550     1381759644.34  1113.80929  1113.80929  1113.80929
     15232    89.4717        57.3004         -125.507      -125.507     1383322253.77  1114.22899  1114.22899  1114.22899
     15234    89.4730        57.2995         -125.375      -125.375     1383352652.26  1114.23715  1114.23715  1114.23715
     15236    89.4742        57.2985         -122.024      -122.024     1383395920.28  1114.24877  1114.24877  1114.24877
     15238    89.4754        57.2975         -120.550      -120.550     1383417255.31  1114.25450  1114.25450  1114.25450
     15240    89.4767        57.2966         -119.010      -119.010     1383865172.69  1114.37474  1114.37474  1114.37474
     15242    89.4779        57.3022         -117.277      -117.277     1384121959.10  1114.44366  1114.44366  1114.44366
     15244    89.4791        57.3012         -115.360      -115.360     1384869098.89  1114.64415  1114.64415  1114.64415
     15246    89.4803        57.3068         -112.833      -112.833     1385659211.87  1114.85609  1114.85609  1114.85609
     15248    89.4816        57.3059         -108.974      -108.974     1385560396.23  1114.82959  1114.82959  1114.82959
     15250    89.4828        57.3049         -113.480      -113.480     1385777900.58  1114.88792  1114.88792  1114.88792
     15252    89.4841        57.3040         -113.926      -113.926     1386570936.55  1115.10055  1115.10055  1115.10055
     15254    89.4853        57.3096         -109.729      -109.729     1387476470.97  1115.34325  1115.34325  1115.34325
     15256    89.4865        57.3086         -113.726      -113.726     1388547598.27  1115.63019  1115.63019  1115.63019
     15258    89.4877        57.3076         -114.273      -114.273     1388604238.29  1115.64536  1115.64536  1115.64536
     15260    89.4889        57.3132         -117.457      -117.457     1389226909.78  1115.81209  1115.81209  1115.81209
     15262    89.4902        57.3123         -117.701      -117.701     1389907940.50  1115.99439  1115.99439  1115.99439
     15264    89.4914        57.3179         -116.454      -116.454     1391228132.77  1116.34762  1116.34762  1116.34762
     15266    89.4926        57.3235         -114.722      -114.722     1391725490.16  1116.48063  1116.48063  1116.48063
     15268    89.4939        57.3291         -115.080      -115.080     1392797128.09  1116.76713  1116.76713  1116.76713
     15270    89.4951        57.3215         -114.559      -114.559     1392797128.09  1116.76713  1116.76713  1116.76713
     15272    89.4963        57.3140         -114.565      -114.565     1392797128.09  1116.76713  1116.76713  1116.76713
     15274    89.4975        57.3196         -115.298      -115.298     1393727310.67  1117.01568  1117.01568  1117.01568
     15276    89.4988        57.3252         -115.435      -115.435     1394570339.52  1117.24085  1117.24085  1117.24085
     15278    89.5000        57.3177         -119.116      -119.116     1394570339.52  1117.24085  1117.24085  1117.24085
     15280    89.5012        57.3102         -124.501      -124.501     1394570339.52  1117.24085  1117.24085  1117.24085
     15282    89.5024        57.3027         -122.875      -122.875     1394570339.52  1117.24085  1117.24085  1117.24085
     15284    89.5036        57.3018         -120.767      -120.767     1394044224.58  1117.10034  1117.10034  1117.10034
     15286    89.5048        57.3008         -121.460      -121.460     1394294012.33  1117.16706  1117.16706  1117.16706
     15288    89.5060        57.2998         -120.082      -120.082     1394449716.90  1117.20864  1117.20864  1117.20864
     15290    89.5073        57.3054         -117.109      -117.109     1396260972.74  1117.69215  1117.69215  1117.69215
     15292    89.5085        57.3045         -117.055      -117.055     1396091782.85  1117.64700  1117.64700  1117.64700
     15294    89.5097        57.2970         -116.255      -116.255     1396091782.85  1117.64700  1117.64700  1117.64700
     15296    89.5110        57.3026         -115.130      -115.130     1396517119.67  1117.76049  1117.76049  1117.76049
     15298    89.5122        57.3016         -113.571      -113.571     1397365455.06  1117.98678  1117.98678  1117.98678
     15300    89.5134        57.3072         -107.946      -107.946     1397543232.68  1118.03419  1118.03419  1118.03419
     15302    89.5146        57.3128         -109.227      -109.227     1398433568.72  1118.27156  1118.27156  1118.27156
     15304    89.5159        57.3118         -113.192      -113.192     1399259589.96  1118.49170  1118.49170  1118.49170
     15306    89.5171        57.3174         -113.780      -113.780     1399871030.11  1118.65459  1118.65459  1118.65459
     15308    89.5183        57.3230         -114.117      -114.117     1400104414.42  1118.71675  1118.71675  1118.71675
     15310    89.5195        57.3220         -113.824      -113.824     1400705742.17  1118.87689  1118.87689  1118.87689
     15312    89.5207        57.3211         -116.792      -116.792     1400455514.26  1118.81026  1118.81026  1118.81026
     15314    89.5220        57.3266         -116.675      -116.675     1401126754.16  1118.98898  1118.98898  1118.98898
     15316    89.5232        57.3191         -115.893      -115.893     1401126754.16  1118.98898  1118.98898  1118.98898
     15318    89.5244        57.3117         -112.696      -112.696     1401126754.16  1118.98898  1118.98898  1118.98898
     15320    89.5256        57.3107         -114.100      -114.100     1401027424.39  1118.96253  1118.96253  1118.96253
     15322    89.5268        57.3032         -113.724      -113.724     1401027424.39  1118.96253  1118.96253  1118.96253
     15324    89.5281        57.2957         -117.774      -117.774     1401027424.39  1118.96253  1118.96253  1118.96253
     15326    89.5293        57.2948         -117.575      -117.575     1401969223.67  1119.21321  1119.21321  1119.21321
     15328    89.5306        57.2938         -113.028      -113.028     1402385413.43  1119.32395  1119.32395  1119.32395
     15330    89.5317        57.2994         -114.816      -114.816     1403049705.39  1119.50066  1119.50066  1119.50066
     15332    89.5330        57.2985         -119.093      -119.093     1403209754.66  1119.54322  1119.54322  1119.54322
     15334    89.5342        57.3040         -118.222      -118.222     1403379580.99  1119.58839  1119.58839  1119.58839
     15336    89.5354        57.3031         -114.320      -114.320     1403081197.63  1119.50903  1119.50903  1119.50903
     15338    89.5366        57.2956         -113.954      -113.954     1403081197.63  1119.50903  1119.50903  1119.50903
     15340    89.5379        57.2947         -113.399      -113.399     1403021412.63  1119.49313  1119.49313  1119.49313
     15342    89.5391        57.2937         -115.196      -115.196     1403276341.54  1119.56093  1119.56093  1119.56093
     15344    89.5403        57.2928         -115.907      -115.907     1404364706.74  1119.85030  1119.85030  1119.85030
     15346    89.5415        57.2983         -111.828      -111.828     1405478916.25  1120.14638  1120.14638  1120.14638
     15348    89.5428        57.2974         -110.676      -110.676     1405188817.18  1120.06930  1120.06930  1120.06930
     15350    89.5440        57.2964         -115.171      -115.171     1405609715.41  1120.18112  1120.18112  1120.18112
     15352    89.5452        57.3020         -112.996      -112.996     1406582609.58  1120.43951  1120.43951  1120.43951
     15354    89.5464        57.3010         -111.819      -111.819     1407613503.56  1120.71317  1120.71317  1120.71317
     15356    89.5476        57.3066         -113.310      -113.310     1407881723.52  1120.78435  1120.78435  1120.78435
     15358    89.5489        57.3056         -114.661      -114.661     1408639325.22  1120.98535  1120.98535  1120.98535
     15360    89.5501        57.3047         -117.188      -117.188     1408781592.07  1121.02309  1121.02309  1121.02309
     15362    89.5513        57.3102         -115.605      -115.605     1410035499.44  1121.35558  1121.35558  1121.35558
     15364    89.5525        57.3158         -116.605      -116.605     1409764077.13  1121.28363  1121.28363  1121.28363
     15366    89.5537        57.3149         -118.618      -118.618     1410113505.85  1121.37626  1121.37626  1121.37626
     15368    89.5549        57.3204         -117.342      -117.342     1410254886.93  1121.41374  1121.41374  1121.41374
     15370    89.5561        57.3260         -121.664      -121.664     1412050294.37  1121.88943  1121.88943  1121.88943
     15372    89.5573        57.3250         -120.985      -120.985     1412174523.32  1121.92233  1121.92233  1121.92233
     15374    89.5585        57.3306         -122.572      -122.572     1413020592.68  1122.14634  1122.14634  1122.14634
     15376    89.5597        57.3296         -120.035      -120.035     1413926981.69  1122.38622  1122.38622  1122.38622
     15378    89.5609        57.3221         -121.053      -121.053     1413926981.69  1122.38622  1122.38622  1122.38622
     15380    89.5621        57.3212         -120.338      -120.338     1413947410.72  1122.39163  1122.39163  1122.39163
     15382    89.5633        57.3202         -120.501      -120.501     1414815338.81  1122.62124  1122.62124  1122.62124
     15384    89.5645        57.3193         -121.791      -121.791     1415562084.33  1122.81871  1122.81871  1122.81871
     15386    89.5657        57.3248         -121.468      -121.468     1416083873.28  1122.95665  1122.95665  1122.95665
     15388    89.5669        57.3239         -121.443      -121.443     1416963564.48  1123.18914  1123.18914  1123.18914
     15390    89.5681        57.3294         -116.909      -116.909     1417926443.23  1123.44350  1123.44350  1123.44350
     15392    89.5693        57.3350         -117.731      -117.731     1418457359.83  1123.58370  1123.58370  1123.58370
     15394    89.5705        57.3340         -114.285      -114.285     1419549633.66  1123.87202  1123.87202  1123.87202
     15396    89.5717        57.3396         -112.174      -112.174     1420065382.05  1124.00812  1124.00812  1124.00812
     15398    89.5729        57.3451         -114.120      -114.120     1421791907.40  1124.46346  1124.46346  1124.46346
     15400    89.5741        57.3506         -113.052      -113.052     1422761985.00  1124.71914  1124.71914  1124.71914
     15402    89.5754        57.3497         -109.290      -109.290     1422989618.37  1124.77912  1124.77912  1124.77912
     15404    89.5766        57.3422         -112.868      -112.868     1422989618.37  1124.77912  1124.77912  1124.77912
     15406    89.5778        57.3478         -114.799      -114.799     1423965861.43  1125.03628  1125.03628  1125.03628
     15408    89.5790        57.3533         -115.539      -115.539     1423769848.49  1124.98465  1124.98465  1124.98465
     15410    89.5802        57.3589         -117.644      -117.644     1423322836.46  1124.86690  1124.86690  1124.86690
     15412    89.5814        57.3514         -118.267      -118.267     1423322836.46  1124.86690  1124.86690  1124.86690
     15414    89.5826        57.3505         -117.954      -117.954     1424450547.58  1125.16391  1125.16391  1125.16391
     15416    89.5838        57.3560         -118.325      -118.325     1425126746.61  1125.34192  1125.34192  1125.34192
     15418    89.5850        57.3550         -115.849      -115.849     1424858916.29  1125.27142  1125.27142  1125.27142
     15420    89.5862        57.3541         -118.561      -118.561     1424926652.85  1125.28925  1125.28925  1125.28925
     15422    89.5874        57.3531         -116.261      -116.261     1425114186.85  1125.33861  1125.33861  1125.33861
     15424    89.5886        57.3587         -115.650      -115.650     1426717696.44  1125.76053  1125.76053  1125.76053
     15426    89.5898        57.3577         -115.708      -115.708     1426279247.90  1125.64519  1125.64519  1125.64519
     15428    89.5910        57.3568         -115.545      -115.545     1427049922.58  1125.84790  1125.84790  1125.84790
     15430    89.5922        57.3623         -114.284      -114.284     1428790051.23  1126.30533  1126.30533  1126.30533
     15432    89.5934        57.3613         -116.802      -116.802     1428981762.49  1126.35570  1126.35570  1126.35570
     15434    89.5946        57.3669         -112.307      -112.307     1429695154.71  1126.54311  1126.54311  1126.54311
     15436    89.5958        57.3724         -111.456      -111.456     1430227685.10  1126.68296  1126.68296  1126.68296
     15438    89.5970        57.3714         -113.839      -113.839     1431069102.85  1126.90387  1126.90387  1126.90387
     15440    89.5982        57.3705         -114.442      -114.442     1430802095.86  1126.83378  1126.83378  1126.83378
     15442    89.5994        57.3695         -109.173      -109.173     1431116750.57  1126.91637  1126.91637  1126.91637
     15444    89.6006        57.3686         -112.424      -112.424     1432237527.42  1127.21048  1127.21048  1127.21048
     15446    89.6018        57.3741         -115.564      -115.564     1432514814.80  1127.28322  1127.28322  1127.28322
     15448    89.6030        57.3731         -116.800      -116.800     1432916243.55  1127.38850  1127.38850  1127.38850
     15450    89.6042        57.3786         -117.022      -117.022     1432722229.81  1127.33762  1127.33762  1127.33762
     15452    89.6054        57.3842         -114.880      -114.880     1433334988.67  1127.49831  1127.49831  1127.49831
     15454    89.6066        57.3897         -113.200      -113.200     1433503699.46  1127.54255  1127.54255  1127.54255
     15456    89.6078        57.3952         -114.585      -114.585     1433443471.00  1127.52676  1127.52676  1127.52676
     15458    89.6090        57.4007         -112.430      -112.430     1435531328.16  1128.07392  1128.07392  1128.07392
     15460    89.6102        57.4062         -117.672      -117.672     1436292746.02  1128.27333  1128.27333  1128.27333
     15462    89.6114        57.4053         -117.191      -117.191     1436635773.50  1128.36314  1128.36314  1128.36314
     15464    89.6127        57.4043         -115.120      -115.120     1437572205.57  1128.60825  1128.60825  1128.60825
     15466    89.6139        57.4033         -115.221      -115.221     1437920810.27  1128.69947  1128.69947  1128.69947
     15468    89.6151        57.3959         -114.774      -114.774     1437920810.27  1128.69947  1128.69947  1128.69947
     15470    89.6163        57.3885         -117.375      -117.375     1437920810.27  1128.69947  1128.69947  1128.69947
     15472    89.6175        57.3940         -117.977      -117.977     1439066867.42  1128.99926  1128.99926  1128.99926
     15474    89.6186        57.3930         -113.902      -113.902     1439108537.27  1129.01016  1129.01016  1129.01016
     15476    89.6199        57.3986         -113.230      -113.230     1439709179.38  1129.16721  1129.16721  1129.16721
     15478    89.6211        57.4041         -111.700      -111.700     1440294697.71  1129.32026  1129.32026  1129.32026
     15480    89.6223        57.4031         -108.136      -108.136     1440532071.55  1129.38230  1129.38230  1129.38230
     15482    89.6235        57.4021         -115.873      -115.873     1440418878.39  1129.35272  1129.35272  1129.35272
     15484    89.6246        57.4076         -112.811      -112.811     1440623357.46  1129.40616  1129.40616  1129.40616
     15486    89.6259        57.4067         -111.737      -111.737     1440581587.63  1129.39524  1129.39524  1129.39524
     15488    89.6271        57.4122         -107.389      -107.389     1441478051.39  1129.62946  1129.62946  1129.62946
     15490    89.6283        57.4177         -108.837      -108.837     1442042821.72  1129.77697  1129.77697  1129.77697
     15492    89.6295        57.4167         -108.136      -108.136     1442221807.95  1129.82371  1129.82371  1129.82371
     15494    89.6307        57.4158         -106.334      -106.334     1442926460.50  1130.00769  1130.00769  1130.00769
     15496    89.6319        57.4148         -105.005      -105.005     1443564713.18  1130.17428  1130.17428  1130.17428
     15498    89.6331        57.4139         -108.434      -108.434     1443555327.20  1130.17183  1130.17183  1130.17183
     15500    89.6343        57.4129         -107.558      -107.558     1443788042.20  1130.23256  1130.23256  1130.23256
     15502    89.6355        57.4184         -109.446      -109.446     1444708601.72  1130.47272  1130.47272  1130.47272
     15504    89.6367        57.4239         -110.294      -110.294     1445146846.22  1130.58701  1130.58701  1130.58701
     15506    89.6379        57.4229         -111.433      -111.433     1445132884.37  1130.58337  1130.58337  1130.58337
     15508    89.6391        57.4284         -108.010      -108.010     1445785014.71  1130.75341  1130.75341  1130.75341
     15510    89.6404        57.4339         -112.311      -112.311     1445476858.91  1130.67307  1130.67307  1130.67307
     15512    89.6416        57.4394         -112.438      -112.438     1446318155.51  1130.89238  1130.89238  1130.89238
     15514    89.6428        57.4384         -112.667      -112.667     1447210603.70  1131.12494  1131.12494  1131.12494
     15516    89.6440        57.4375         -108.281      -108.281     1447313577.86  1131.15177  1131.15177  1131.15177
     15518    89.6452        57.4365         -107.404      -107.404     1448254330.43  1131.39680  1131.39680  1131.39680
     15520    89.6464        57.4356         -106.320      -106.320     1447848084.74  1131.29100  1131.29100  1131.29100
     15522    89.6476        57.4411         -106.851      -106.851     1448093335.89  1131.35487  1131.35487  1131.35487
