No. moves  % accept.   % accept. vol.   <E_tot>      <E_sr>    <Vol>      <Lx>     <Ly>    <Lz>
     21358    92.3330    59.7575    -133.989       -133.989      1615708454.23      1136.09051      1136.09051      1136.09051
     21360    92.3336    59.7566    -133.972       -133.972      1616001014.85      1136.15201      1136.15201      1136.15201
     21362    92.3343    59.7510    -133.954       -133.954      1616293472.47      1136.21348      1136.21348      1136.21348
     21364    92.3350    59.7500    -133.936       -133.936      1616586016.07      1136.27497      1136.27497      1136.27497
     21366    92.3357    59.7491    -133.918       -133.918      1616878470.09      1136.33643      1136.33643      1136.33643
     21368    92.3364    59.7529    -133.901       -133.901      1617170919.17      1136.39789      1136.39789      1136.39789
     21370    92.3371    59.7567    -133.883       -133.883      1617463593.49      1136.45938      1136.45938      1136.45938
     21372    92.3378    59.7604    -133.866       -133.866      1617756115.52      1136.52084      1136.52084      1136.52084
     21374    92.3385    59.7595    -133.848       -133.848      1618048690.73      1136.58229      1136.58229      1136.58229
     21376    92.3391    59.7633    -133.831       -133.831      1618341420.91      1136.64377      1136.64377      1136.64377
     21378    92.3398    59.7624    -133.813       -133.813      1618633891.76      1136.70520      1136.70520      1136.70520
     21380    92.3405    59.7661    -133.796       -133.796      1618926553.66      1136.76666      1136.76666      1136.76666
     21382    92.3412    59.7699    -133.778       -133.778      1619219547.15      1136.82815      1136.82815      1136.82815
     21384    92.3419    59.7690    -133.761       -133.761      1619512213.86      1136.88960      1136.88960      1136.88960
     21386    92.3426    59.7727    -133.743       -133.743      1619805226.03      1136.95108      1136.95108      1136.95108
     21388    92.3433    59.7718    -133.725       -133.725      1620098198.35      1137.01256      1137.01256      1137.01256
     21390    92.3440    59.7756    -133.708       -133.708      1620390835.56      1137.07398      1137.07398      1137.07398
     21392    92.3446    59.7794    -133.690       -133.690      1620683426.64      1137.13539      1137.13539      1137.13539
     21394    92.3453    59.7784    -133.672       -133.672      1620975649.03      1137.19673      1137.19673      1137.19673
     21396    92.3460    59.7729    -133.655       -133.655      1621267768.84      1137.25806      1137.25806      1137.25806
     21398    92.3467    59.7719    -133.638       -133.638      1621559995.13      1137.31939      1137.31939      1137.31939
     21400    92.3474    59.7710    -133.620       -133.620      1621852450.48      1137.38075      1137.38075      1137.38075
     21402    92.3481    59.7748    -133.602       -133.602      1622144951.79      1137.44211      1137.44211      1137.44211
     21404    92.3488    59.7785    -133.585       -133.585      1622437442.36      1137.50347      1137.50347      1137.50347
     21406    92.3494    59.7823    -133.567       -133.567      1622729679.35      1137.56478      1137.56478      1137.56478
     21408    92.3501    59.7861    -133.550       -133.550      1623022060.79      1137.62611      1137.62611      1137.62611
     21410    92.3508    59.7805    -133.532       -133.532      1623314339.74      1137.68741      1137.68741      1137.68741
     21412    92.3515    59.7796    -133.515       -133.515      1623606788.10      1137.74874      1137.74874      1137.74874
     21414    92.3522    59.7833    -133.498       -133.498      1623899598.29      1137.81011      1137.81011      1137.81011
     21416    92.3529    59.7777    -133.480       -133.480      1624192305.89      1137.87146      1137.87146      1137.87146
     21418    92.3536    59.7815    -133.463       -133.463      1624484822.27      1137.93278      1137.93278      1137.93278
     21420    92.3542    59.7806    -133.445       -133.445      1624777212.44      1137.99407      1137.99407      1137.99407
     21422    92.3549    59.7843    -133.427       -133.427      1625069714.36      1138.05537      1138.05537      1138.05537
     21424    92.3556    59.7788    -133.409       -133.409      1625362113.87      1138.11665      1138.11665      1138.11665
     21426    92.3563    59.7778    -133.392       -133.392      1625654586.87      1138.17794      1138.17794      1138.17794
     21428    92.3570    59.7816    -133.374       -133.374      1625947178.67      1138.23924      1138.23924      1138.23924
     21430    92.3576    59.7807    -133.356       -133.356      1626239773.03      1138.30053      1138.30053      1138.30053
     21432    92.3583    59.7844    -133.339       -133.339      1626532864.29      1138.36189      1138.36189      1138.36189
     21434    92.3590    59.7882    -133.321       -133.321      1626825896.05      1138.42323      1138.42323      1138.42323
     21436    92.3597    59.7919    -133.304       -133.304      1627118872.86      1138.48457      1138.48457      1138.48457
     21438    92.3604    59.7910    -133.286       -133.286      1627411992.75      1138.54591      1138.54591      1138.54591
     21440    92.3611    59.7901    -133.269       -133.269      1627705168.77      1138.60726      1138.60726      1138.60726
     21442    92.3617    59.7939    -133.251       -133.251      1627998377.46      1138.66861      1138.66861      1138.66861
     21444    92.3624    59.7976    -133.233       -133.233      1628291864.00      1138.72999      1138.72999      1138.72999
     21446    92.3631    59.7967    -133.215       -133.215      1628585223.30      1138.79135      1138.79135      1138.79135
     21448    92.3638    59.7958    -133.197       -133.197      1628878613.57      1138.85271      1138.85271      1138.85271
     21450    92.3645    59.7995    -133.179       -133.179      1629171937.92      1138.91405      1138.91405      1138.91405
     21452    92.3652    59.7986    -133.161       -133.161      1629464983.24      1138.97534      1138.97534      1138.97534
     21454    92.3659    59.7977    -133.143       -133.143      1629758076.67      1139.03664      1139.03664      1139.03664
     21456    92.3665    59.8015    -133.125       -133.125      1630051093.29      1139.09792      1139.09792      1139.09792
     21458    92.3672    59.8005    -133.108       -133.108      1630343999.54      1139.15917      1139.15917      1139.15917
     21460    92.3679    59.7996    -133.090       -133.090      1630636873.20      1139.22041      1139.22041      1139.22041
     21462    92.3686    59.7941    -133.073       -133.073      1630929644.64      1139.28164      1139.28164      1139.28164
     21464    92.3693    59.7978    -133.055       -133.055      1631222506.61      1139.34287      1139.34287      1139.34287
     21466    92.3699    59.8015    -133.038       -133.038      1631515729.64      1139.40414      1139.40414      1139.40414
     21468    92.3706    59.8006    -133.021       -133.021      1631808875.23      1139.46540      1139.46540      1139.46540
     21470    92.3713    59.7997    -133.004       -133.004      1632101998.95      1139.52665      1139.52665      1139.52665
     21472    92.3720    59.7988    -132.986       -132.986      1632394942.98      1139.58787      1139.58787      1139.58787
     21474    92.3726    59.7979    -132.969       -132.969      1632687658.89      1139.64905      1139.64905      1139.64905
     21476    92.3733    59.7923    -132.951       -132.951      1632980272.77      1139.71021      1139.71021      1139.71021
     21478    92.3740    59.7868    -132.933       -132.933      1633272784.68      1139.77134      1139.77134      1139.77134
     21480    92.3747    59.7858    -132.915       -132.915      1633565437.37      1139.83249      1139.83249      1139.83249
     21482    92.3754    59.7849    -132.897       -132.897      1633857758.44      1139.89359      1139.89359      1139.89359
     21484    92.3761    59.7887    -132.880       -132.880      1634150272.80      1139.95470      1139.95470      1139.95470
     21486    92.3767    59.7924    -132.862       -132.862      1634442936.53      1140.01584      1140.01584      1140.01584
     21488    92.3774    59.7915    -132.844       -132.844      1634735373.38      1140.07693      1140.07693      1140.07693
     21490    92.3781    59.7953    -132.826       -132.826      1635027837.76      1140.13802      1140.13802      1140.13802
     21492    92.3788    59.7990    -132.808       -132.808      1635320283.43      1140.19910      1140.19910      1140.19910
     21494    92.3794    59.8027    -132.790       -132.790      1635612890.65      1140.26021      1140.26021      1140.26021
     21496    92.3801    59.7972    -132.772       -132.772      1635905396.06      1140.32129      1140.32129      1140.32129
     21498    92.3808    59.8009    -132.754       -132.754      1636198303.13      1140.38242      1140.38242      1140.38242
     21500    92.3815    59.8047    -132.736       -132.736      1636491368.65      1140.44357      1140.44357      1140.44357
     21502    92.3822    59.8084    -132.718       -132.718      1636784039.85      1140.50466      1140.50466      1140.50466
     21504    92.3829    59.8121    -132.700       -132.700      1637077061.97      1140.56579      1140.56579      1140.56579
     21506    92.3835    59.8159    -132.682       -132.682      1637370167.27      1140.62693      1140.62693      1140.62693
     21508    92.3842    59.8196    -132.664       -132.664      1637663000.63      1140.68802      1140.68802      1140.68802
     21510    92.3849    59.8233    -132.646       -132.646      1637956073.36      1140.74915      1140.74915      1140.74915
     21512    92.3856    59.8271    -132.628       -132.628      1638249382.22      1140.81030      1140.81030      1140.81030
     21514    92.3863    59.8308    -132.610       -132.610      1638542798.53      1140.87146      1140.87146      1140.87146
     21516    92.3870    59.8299    -132.593       -132.593      1638836202.68      1140.93262      1140.93262      1140.93262
     21518    92.3876    59.8290    -132.575       -132.575      1639129239.91      1140.99371      1140.99371      1140.99371
     21520    92.3883    59.8281    -132.557       -132.557      1639422327.24      1141.05481      1141.05481      1141.05481
     21522    92.3890    59.8318    -132.540       -132.540      1639715540.04      1141.11591      1141.11591      1141.11591
     21524    92.3897    59.8309    -132.522       -132.522      1640008690.36      1141.17701      1141.17701      1141.17701
     21526    92.3904    59.8346    -132.504       -132.504      1640302018.67      1141.23812      1141.23812      1141.23812
     21528    92.3910    59.8384    -132.486       -132.486      1640595644.63      1141.29927      1141.29927      1141.29927
     21530    92.3917    59.8421    -132.469       -132.469      1640888878.34      1141.36036      1141.36036      1141.36036
     21532    92.3924    59.8412    -132.451       -132.451      1641182310.86      1141.42147      1141.42147      1141.42147
     21534    92.3931    59.8449    -132.434       -132.434      1641475586.74      1141.48255      1141.48255      1141.48255
     21536    92.3937    59.8440    -132.416       -132.416      1641769026.81      1141.54365      1141.54365      1141.54365
     21538    92.3944    59.8431    -132.398       -132.398      1642062550.36      1141.60476      1141.60476      1141.60476
     21540    92.3951    59.8422    -132.381       -132.381      1642356261.31      1141.66588      1141.66588      1141.66588
     21542    92.3958    59.8366    -132.364       -132.364      1642649870.47      1141.72699      1141.72699      1141.72699
     21544    92.3965    59.8357    -132.347       -132.347      1642943554.26      1141.78810      1141.78810      1141.78810
     21546    92.3971    59.8348    -132.329       -132.329      1643237121.20      1141.84919      1141.84919      1141.84919
     21548    92.3978    59.8339    -132.312       -132.312      1643530492.62      1141.91025      1141.91025      1141.91025
     21550    92.3985    59.8376    -132.295       -132.295      1643823870.12      1141.97130      1141.97130      1141.97130
     21552    92.3992    59.8367    -132.278       -132.278      1644117244.90      1142.03234      1142.03234      1142.03234
     21554    92.3998    59.8358    -132.261       -132.261      1644410757.49      1142.09339      1142.09339      1142.09339
     21556    92.4005    59.8395    -132.244       -132.244      1644704262.00      1142.15444      1142.15444      1142.15444
     21558    92.4012    59.8432    -132.227       -132.227      1644997594.20      1142.21546      1142.21546      1142.21546
     21560    92.4019    59.8469    -132.210       -132.210      1645290809.01      1142.27646      1142.27646      1142.27646
     21562    92.4026    59.8507    -132.193       -132.193      1645584239.19      1142.33748      1142.33748      1142.33748
     21564    92.4032    59.8451    -132.176       -132.176      1645877567.87      1142.39848      1142.39848      1142.39848
     21566    92.4039    59.8442    -132.158       -132.158      1646170741.70      1142.45945      1142.45945      1142.45945
     21568    92.4046    59.8479    -132.141       -132.141      1646464210.16      1142.52046      1142.52046      1142.52046
     21570    92.4052    59.8470    -132.124       -132.124      1646757749.37      1142.58147      1142.58147      1142.58147
     21572    92.4059    59.8507    -132.106       -132.106      1647051139.56      1142.64245      1142.64245      1142.64245
     21574    92.4066    59.8498    -132.089       -132.089      1647344749.68      1142.70347      1142.70347      1142.70347
     21576    92.4073    59.8535    -132.072       -132.072      1647637958.62      1142.76441      1142.76441      1142.76441
     21578    92.4079    59.8573    -132.055       -132.055      1647931092.45      1142.82534      1142.82534      1142.82534
     21580    92.4086    59.8610    -132.038       -132.038      1648224429.72      1142.88629      1142.88629      1142.88629
     21582    92.4093    59.8601    -132.021       -132.021      1648517921.80      1142.94726      1142.94726      1142.94726
     21584    92.4099    59.8592    -132.004       -132.004      1648811203.96      1143.00820      1143.00820      1143.00820
     21586    92.4106    59.8582    -131.987       -131.987      1649104488.59      1143.06912      1143.06912      1143.06912
     21588    92.4113    59.8620    -131.970       -131.970      1649397568.95      1143.13002      1143.13002      1143.13002
     21590    92.4120    59.8564    -131.953       -131.953      1649690548.17      1143.19089      1143.19089      1143.19089
     21592    92.4126    59.8555    -131.935       -131.935      1649983257.82      1143.25171      1143.25171      1143.25171
     21594    92.4133    59.8592    -131.918       -131.918      1650275865.53      1143.31251      1143.31251      1143.31251
     21596    92.4140    59.8629    -131.901       -131.901      1650568248.06      1143.37328      1143.37328      1143.37328
     21598    92.4147    59.8620    -131.883       -131.883      1650860429.19      1143.43400      1143.43400      1143.43400
     21600    92.4154    59.8611    -131.866       -131.866      1651152546.80      1143.49472      1143.49472      1143.49472
     21602    92.4160    59.8602    -131.849       -131.849      1651444687.90      1143.55542      1143.55542      1143.55542
     21604    92.4167    59.8547    -131.832       -131.832      1651736728.30      1143.61611      1143.61611      1143.61611
     21606    92.4173    59.8537    -131.815       -131.815      1652028480.94      1143.67675      1143.67675      1143.67675
     21608    92.4180    59.8575    -131.797       -131.797      1652320233.89      1143.73739      1143.73739      1143.73739
     21610    92.4187    59.8519    -131.780       -131.780      1652611886.33      1143.79800      1143.79800      1143.79800
     21612    92.4194    59.8510    -131.763       -131.763      1652903523.01      1143.85861      1143.85861      1143.85861
     21614    92.4200    59.8547    -131.745       -131.745      1653195437.79      1143.91925      1143.91925      1143.91925
     21616    92.4207    59.8492    -131.728       -131.728      1653487252.05      1143.97986      1143.97986      1143.97986
     21618    92.4214    59.8483    -131.710       -131.710      1653778762.84      1144.04043      1144.04043      1144.04043
     21620    92.4221    59.8474    -131.693       -131.693      1654070015.66      1144.10096      1144.10096      1144.10096
     21622    92.4227    59.8465    -131.675       -131.675      1654361084.73      1144.16145      1144.16145      1144.16145
     21624    92.4234    59.8502    -131.658       -131.658      1654652368.85      1144.22196      1144.22196      1144.22196
     21626    92.4241    59.8539    -131.641       -131.641      1654943449.98      1144.28245      1144.28245      1144.28245
     21628    92.4247    59.8530    -131.623       -131.623      1655234355.74      1144.34289      1144.34289      1144.34289
     21630    92.4254    59.8567    -131.606       -131.606      1655525398.22      1144.40336      1144.40336      1144.40336
     21632    92.4261    59.8604    -131.589       -131.589      1655816342.34      1144.46380      1144.46380      1144.46380
     21634    92.4268    59.8595    -131.572       -131.572      1656107476.58      1144.52427      1144.52427      1144.52427
     21636    92.4274    59.8586    -131.554       -131.554      1656398733.41      1144.58474      1144.58474      1144.58474
     21638    92.4281    59.8577    -131.537       -131.537      1656690147.21      1144.64524      1144.64524      1144.64524
     21640    92.4288    59.8614    -131.521       -131.521      1656981495.54      1144.70572      1144.70572      1144.70572
     21642    92.4294    59.8651    -131.504       -131.504      1657273037.92      1144.76622      1144.76622      1144.76622
     21644    92.4301    59.8688    -131.487       -131.487      1657564669.44      1144.82673      1144.82673      1144.82673
     21646    92.4308    59.8679    -131.470       -131.470      1657856468.94      1144.88726      1144.88726      1144.88726
     21648    92.4315    59.8716    -131.453       -131.453      1658148680.58      1144.94784      1144.94784      1144.94784
     21650    92.4321    59.8707    -131.435       -131.435      1658440862.45      1145.00842      1145.00842      1145.00842
     21652    92.4328    59.8651    -131.418       -131.418      1658732944.02      1145.06897      1145.06897      1145.06897
     21654    92.4335    59.8642    -131.401       -131.401      1659025135.03      1145.12953      1145.12953      1145.12953
     21656    92.4341    59.8679    -131.383       -131.383      1659317222.33      1145.19007      1145.19007      1145.19007
     21658    92.4348    59.8716    -131.366       -131.366      1659609222.81      1145.25060      1145.25060      1145.25060
     21660    92.4355    59.8707    -131.348       -131.348      1659901177.91      1145.31111      1145.31111      1145.31111
     21662    92.4361    59.8744    -131.331       -131.331      1660193631.39      1145.37169      1145.37169      1145.37169
     21664    92.4368    59.8735    -131.314       -131.314      1660486004.29      1145.43225      1145.43225      1145.43225
     21666    92.4375    59.8772    -131.297       -131.297      1660778289.25      1145.49279      1145.49279      1145.49279
     21668    92.4382    59.8763    -131.280       -131.280      1661070771.73      1145.55336      1145.55336      1145.55336
     21670    92.4388    59.8800    -131.262       -131.262      1661363700.43      1145.61398      1145.61398      1145.61398
     21672    92.4395    59.8791    -131.245       -131.245      1661656530.48      1145.67459      1145.67459      1145.67459
     21674    92.4402    59.8782    -131.227       -131.227      1661949101.85      1145.73515      1145.73515      1145.73515
     21676    92.4408    59.8773    -131.210       -131.210      1662241550.72      1145.79569      1145.79569      1145.79569
     21678    92.4415    59.8810    -131.192       -131.192      1662534035.45      1145.85622      1145.85622      1145.85622
     21680    92.4422    59.8847    -131.175       -131.175      1662826467.12      1145.91674      1145.91674      1145.91674
     21682    92.4429    59.8884    -131.158       -131.158      1663119030.88      1145.97728      1145.97728      1145.97728
     21684    92.4435    59.8875    -131.141       -131.141      1663411597.13      1146.03781      1146.03781      1146.03781
     21686    92.4442    59.8866    -131.124       -131.124      1663703876.30      1146.09829      1146.09829      1146.09829
     21688    92.4449    59.8903    -131.107       -131.107      1663995726.50      1146.15871      1146.15871      1146.15871
     21690    92.4455    59.8940    -131.089       -131.089      1664288070.54      1146.21919      1146.21919      1146.21919
     21692    92.4462    59.8977    -131.071       -131.071      1664580556.66      1146.27968      1146.27968      1146.27968
     21694    92.4469    59.8921    -131.054       -131.054      1664872942.73      1146.34016      1146.34016      1146.34016
     21696    92.4476    59.8958    -131.036       -131.036      1665165306.63      1146.40062      1146.40062      1146.40062
     21698    92.4482    59.8903    -131.018       -131.018      1665457570.55      1146.46107      1146.46107      1146.46107
     21700    92.4489    59.8940    -131.000       -131.000      1665749649.45      1146.52148      1146.52148      1146.52148
     21702    92.4496    59.8977    -130.983       -130.983      1666041923.14      1146.58191      1146.58191      1146.58191
     21704    92.4503    59.9014    -130.965       -130.965      1666333911.25      1146.64230      1146.64230      1146.64230
     21706    92.4509    59.9005    -130.948       -130.948      1666625632.10      1146.70264      1146.70264      1146.70264
     21708    92.4516    59.8950    -130.930       -130.930      1666917253.29      1146.76296      1146.76296      1146.76296
     21710    92.4523    59.8987    -130.912       -130.912      1667209156.22      1146.82332      1146.82332      1146.82332
     21712    92.4530    59.8978    -130.895       -130.895      1667501154.50      1146.88368      1146.88368      1146.88368
     21714    92.4536    59.9014    -130.877       -130.877      1667793396.58      1146.94408      1146.94408      1146.94408
     21716    92.4543    59.9051    -130.859       -130.859      1668085583.30      1147.00446      1147.00446      1147.00446
     21718    92.4549    59.9088    -130.842       -130.842      1668377538.29      1147.06480      1147.06480      1147.06480
     21720    92.4556    59.9125    -130.824       -130.824      1668669253.93      1147.12510      1147.12510      1147.12510
     21722    92.4563    59.9070    -130.806       -130.806      1668960870.04      1147.18538      1147.18538      1147.18538
     21724    92.4570    59.9107    -130.788       -130.788      1669252160.08      1147.24560      1147.24560      1147.24560
     21726    92.4576    59.9144    -130.771       -130.771      1669543251.81      1147.30579      1147.30579      1147.30579
     21728    92.4583    59.9135    -130.754       -130.754      1669834355.93      1147.36598      1147.36598      1147.36598
     21730    92.4590    59.9172    -130.736       -130.736      1670126041.40      1147.42624      1147.42624      1147.42624
     21732    92.4596    59.9163    -130.719       -130.719      1670417968.71      1147.48654      1147.48654      1147.48654
     21734    92.4603    59.9199    -130.702       -130.702      1670709852.35      1147.54682      1147.54682      1147.54682
     21736    92.4610    59.9236    -130.684       -130.684      1671001626.04      1147.60708      1147.60708      1147.60708
     21738    92.4616    59.9227    -130.667       -130.667      1671293360.36      1147.66733      1147.66733      1147.66733
     21740    92.4623    59.9264    -130.650       -130.650      1671585046.70      1147.72757      1147.72757      1147.72757
     21742    92.4630    59.9255    -130.633       -130.633      1671876957.93      1147.78783      1147.78783      1147.78783
     21744    92.4636    59.9246    -130.616       -130.616      1672168823.09      1147.84809      1147.84809      1147.84809
     21746    92.4643    59.9283    -130.598       -130.598      1672460908.13      1147.90836      1147.90836      1147.90836
     21748    92.4650    59.9319    -130.581       -130.581      1672753294.32      1147.96868      1147.96868      1147.96868
     21750    92.4656    59.9310    -130.563       -130.563      1673045628.43      1148.02898      1148.02898      1148.02898
     21752    92.4663    59.9347    -130.546       -130.546      1673338240.39      1148.08932      1148.08932      1148.08932
     21754    92.4670    59.9384    -130.529       -130.529      1673631075.34      1148.14969      1148.14969      1148.14969
     21756    92.4676    59.9421    -130.511       -130.511      1673924257.10      1148.21010      1148.21010      1148.21010
     21758    92.4683    59.9412    -130.494       -130.494      1674217232.50      1148.27047      1148.27047      1148.27047
     21760    92.4690    59.9449    -130.477       -130.477      1674510200.50      1148.33084      1148.33084      1148.33084
     21762    92.4697    59.9485    -130.459       -130.459      1674803571.20      1148.39126      1148.39126      1148.39126
     21764    92.4703    59.9476    -130.442       -130.442      1675096708.61      1148.45164      1148.45164      1148.45164
     21766    92.4710    59.9513    -130.425       -130.425      1675389860.16      1148.51202      1148.51202      1148.51202
     21768    92.4717    59.9550    -130.407       -130.407      1675683543.26      1148.57247      1148.57247      1148.57247
     21770    92.4723    59.9541    -130.390       -130.390      1675977195.75      1148.63291      1148.63291      1148.63291
     21772    92.4730    59.9532    -130.372       -130.372      1676270737.56      1148.69333      1148.69333      1148.69333
     21774    92.4737    59.9522    -130.355       -130.355      1676564067.78      1148.75371      1148.75371      1148.75371
     21776    92.4743    59.9559    -130.338       -130.338      1676857435.30      1148.81409      1148.81409      1148.81409
     21778    92.4750    59.9596    -130.321       -130.321      1677151079.85      1148.87450      1148.87450      1148.87450
     21780    92.4757    59.9633    -130.304       -130.304      1677444475.93      1148.93488      1148.93488      1148.93488
     21782    92.4763    59.9624    -130.287       -130.287      1677737868.52      1148.99524      1148.99524      1148.99524
     21784    92.4770    59.9568    -130.271       -130.271      1678031161.52      1149.05559      1149.05559      1149.05559
     21786    92.4776    59.9605    -130.254       -130.254      1678324681.10      1149.11596      1149.11596      1149.11596
     21788    92.4783    59.9642    -130.238       -130.238      1678618059.11      1149.17631      1149.17631      1149.17631
     21790    92.4789    59.9633    -130.221       -130.221      1678911230.05      1149.23662      1149.23662      1149.23662
     21792    92.4796    59.9624    -130.204       -130.204      1679204469.40      1149.29693      1149.29693      1149.29693
     21794    92.4803    59.9660    -130.188       -130.188      1679498082.28      1149.35730      1149.35730      1149.35730
     21796    92.4809    59.9697    -130.171       -130.171      1679791799.44      1149.41767      1149.41767      1149.41767
     21798    92.4816    59.9642    -130.154       -130.154      1680085417.02      1149.47802      1149.47802      1149.47802
     21800    92.4823    59.9679    -130.136       -130.136      1680379069.16      1149.53837      1149.53837      1149.53837
     21802    92.4829    59.9670    -130.119       -130.119      1680672662.17      1149.59871      1149.59871      1149.59871
     21804    92.4836    59.9661    -130.102       -130.102      1680966059.09      1149.65901      1149.65901      1149.65901
     21806    92.4843    59.9651    -130.085       -130.085      1681259243.86      1149.71928      1149.71928      1149.71928
     21808    92.4849    59.9642    -130.067       -130.067      1681552418.22      1149.77954      1149.77954      1149.77954
     21810    92.4856    59.9679    -130.050       -130.050      1681845877.02      1149.83983      1149.83983      1149.83983
     21812    92.4862    59.9670    -130.033       -130.033      1682139272.29      1149.90011      1149.90011      1149.90011
     21814    92.4869    59.9707    -130.016       -130.016      1682432538.63      1149.96037      1149.96037      1149.96037
     21816    92.4876    59.9743    -129.999       -129.999      1682725700.26      1150.02060      1150.02060      1150.02060
     21818    92.4882    59.9734    -129.982       -129.982      1683018512.78      1150.08078      1150.08078      1150.08078
     21820    92.4889    59.9725    -129.965       -129.965      1683311049.38      1150.14091      1150.14091      1150.14091
     21822    92.4896    59.9716    -129.948       -129.948      1683603779.09      1150.20106      1150.20106      1150.20106
     21824    92.4902    59.9707    -129.931       -129.931      1683896443.83      1150.26120      1150.26120      1150.26120
     21826    92.4909    59.9698    -129.915       -129.915      1684188938.83      1150.32130      1150.32130      1150.32130
     21828    92.4916    59.9688    -129.898       -129.898      1684481341.05      1150.38139      1150.38139      1150.38139
     21830    92.4922    59.9725    -129.882       -129.882      1684773790.05      1150.44148      1150.44148      1150.44148
     21832    92.4929    59.9716    -129.865       -129.865      1685066345.78      1150.50158      1150.50158      1150.50158
     21834    92.4935    59.9753    -129.849       -129.849      1685358872.20      1150.56166      1150.56166      1150.56166
     21836    92.4942    59.9789    -129.832       -129.832      1685651353.30      1150.62174      1150.62174      1150.62174
     21838    92.4949    59.9780    -129.815       -129.815      1685943728.64      1150.68179      1150.68179      1150.68179
     21840    92.4955    59.9771    -129.799       -129.799      1686236148.61      1150.74185      1150.74185      1150.74185
     21842    92.4962    59.9762    -129.782       -129.782      1686528560.65      1150.80190      1150.80190      1150.80190
     21844    92.4968    59.9799    -129.765       -129.765      1686821324.91      1150.86199      1150.86199      1150.86199
     21846    92.4975    59.9789    -129.747       -129.747      1687114030.34      1150.92207      1150.92207      1150.92207
     21848    92.4982    59.9780    -129.730       -129.730      1687406700.48      1150.98214      1150.98214      1150.98214
     21850    92.4988    59.9817    -129.713       -129.713      1687699191.37      1151.04217      1151.04217      1151.04217
     21852    92.4995    59.9854    -129.696       -129.696      1687991929.39      1151.10224      1151.10224      1151.10224
     21854    92.5001    59.9799    -129.679       -129.679      1688284568.62      1151.16229      1151.16229      1151.16229
     21856    92.5008    59.9744    -129.662       -129.662      1688577109.12      1151.22231      1151.22231      1151.22231
     21858    92.5014    59.9780    -129.646       -129.646      1688869522.79      1151.28232      1151.28232      1151.28232
     21860    92.5021    59.9726    -129.629       -129.629      1689161837.83      1151.34230      1151.34230      1151.34230
     21862    92.5028    59.9716    -129.612       -129.612      1689454266.76      1151.40229      1151.40229      1151.40229
     21864    92.5034    59.9662    -129.595       -129.595      1689746597.10      1151.46226      1151.46226      1151.46226
     21866    92.5041    59.9698    -129.579       -129.579      1690038928.84      1151.52223      1151.52223      1151.52223
     21868    92.5048    59.9643    -129.562       -129.562      1690331162.06      1151.58218      1151.58218      1151.58218
     21870    92.5054    59.9588    -129.546       -129.546      1690623296.80      1151.64210      1151.64210      1151.64210
     21872    92.5061    59.9625    -129.529       -129.529      1690915460.60      1151.70203      1151.70203      1151.70203
     21874    92.5067    59.9662    -129.513       -129.513      1691207873.21      1151.76199      1151.76199      1151.76199
     21876    92.5074    59.9653    -129.496       -129.496      1691500110.90      1151.82191      1151.82191      1151.82191
     21878    92.5080    59.9643    -129.479       -129.479      1691792265.94      1151.88182      1151.88182      1151.88182
     21880    92.5087    59.9680    -129.463       -129.463      1692084614.09      1151.94175      1151.94175      1151.94175
     21882    92.5094    59.9671    -129.446       -129.446      1692377059.86      1152.00168      1152.00168      1152.00168
     21884    92.5100    59.9616    -129.430       -129.430      1692669407.19      1152.06160      1152.06160      1152.06160
     21886    92.5107    59.9653    -129.413       -129.413      1692961745.51      1152.12151      1152.12151      1152.12151
     21888    92.5113    59.9689    -129.396       -129.396      1693254078.17      1152.18142      1152.18142      1152.18142
     21890    92.5120    59.9680    -129.380       -129.380      1693546642.88      1152.24135      1152.24135      1152.24135
     21892    92.5127    59.9625    -129.363       -129.363      1693839109.18      1152.30126      1152.30126      1152.30126
     21894    92.5133    59.9616    -129.346       -129.346      1694131479.35      1152.36115      1152.36115      1152.36115
     21896    92.5140    59.9653    -129.330       -129.330      1694423899.40      1152.42105      1152.42105      1152.42105
     21898    92.5146    59.9689    -129.313       -129.313      1694716732.05      1152.48099      1152.48099      1152.48099
     21900    92.5153    59.9635    -129.297       -129.297      1695009466.26      1152.54092      1152.54092      1152.54092
     21902    92.5159    59.9671    -129.280       -129.280      1695302286.51      1152.60086      1152.60086      1152.60086
     21904    92.5166    59.9662    -129.264       -129.264      1695594797.68      1152.66074      1152.66074      1152.66074
     21906    92.5172    59.9607    -129.247       -129.247      1695887210.57      1152.72061      1152.72061      1152.72061
     21908    92.5179    59.9644    -129.230       -129.230      1696179718.67      1152.78048      1152.78048      1152.78048
     21910    92.5186    59.9635    -129.214       -129.214      1696472023.06      1152.84031      1152.84031      1152.84031
     21912    92.5192    59.9626    -129.197       -129.197      1696764253.83      1152.90013      1152.90013      1152.90013
     21914    92.5199    59.9662    -129.180       -129.180      1697056370.08      1152.95993      1152.95993      1152.95993
     21916    92.5205    59.9653    -129.163       -129.163      1697348258.61      1153.01969      1153.01969      1153.01969
     21918    92.5212    59.9690    -129.147       -129.147      1697640290.72      1153.07946      1153.07946      1153.07946
     21920    92.5219    59.9681    -129.130       -129.130      1697932372.83      1153.13924      1153.13924      1153.13924
     21922    92.5225    59.9717    -129.113       -129.113      1698224909.34      1153.19908      1153.19908      1153.19908
     21924    92.5232    59.9754    -129.096       -129.096      1698517706.91      1153.25895      1153.25895      1153.25895
