No. moves  % accept.   % accept. vol.   <E_tot>      <E_sr>    <Vol>      <Lx>     <Ly>    <Lz>
     18318    91.2387    58.9802    -149.141       -149.141      1207670673.86      1041.39170      1041.39170      1041.39170
     18320    91.2396    58.9847    -149.117       -149.117      1207921826.70      1041.45647      1041.45647      1041.45647
     18322    91.2406    58.9892    -149.093       -149.093      1208173274.98      1041.52129      1041.52129      1041.52129
     18324    91.2414    58.9937    -149.069       -149.069      1208424898.63      1041.58614      1041.58614      1041.58614
     18326    91.2424    58.9872    -149.044       -149.044      1208676401.40      1041.65096      1041.65096      1041.65096
     18328    91.2433    58.9917    -149.020       -149.020      1208928216.80      1041.71583      1041.71583      1041.71583
     18330    91.2442    58.9907    -148.995       -148.995      1209179981.10      1041.78068      1041.78068      1041.78068
     18332    91.2451    58.9897    -148.971       -148.971      1209431616.92      1041.84551      1041.84551      1041.84551
     18334    91.2460    58.9888    -148.946       -148.946      1209683330.21      1041.91033      1041.91033      1041.91033
     18336    91.2469    58.9932    -148.922       -148.922      1209935042.67      1041.97515      1041.97515      1041.97515
     18338    91.2478    58.9923    -148.897       -148.897      1210186909.45      1042.04000      1042.04000      1042.04000
     18340    91.2487    58.9913    -148.873       -148.873      1210438720.60      1042.10482      1042.10482      1042.10482
     18342    91.2496    58.9957    -148.849       -148.849      1210690929.85      1042.16971      1042.16971      1042.16971
     18344    91.2505    58.9948    -148.824       -148.824      1210942994.97      1042.23457      1042.23457      1042.23457
     18346    91.2514    58.9992    -148.800       -148.800      1211195061.81      1042.29942      1042.29942      1042.29942
     18348    91.2523    58.9983    -148.777       -148.777      1211447235.19      1042.36428      1042.36428      1042.36428
     18350    91.2532    58.9973    -148.753       -148.753      1211699019.09      1042.42906      1042.42906      1042.42906
     18352    91.2541    58.9963    -148.728       -148.728      1211950809.29      1042.49384      1042.49384      1042.49384
     18354    91.2550    58.9953    -148.703       -148.703      1212202513.30      1042.55859      1042.55859      1042.55859
     18356    91.2559    58.9943    -148.679       -148.679      1212454041.35      1042.62329      1042.62329      1042.62329
     18358    91.2568    58.9988    -148.654       -148.654      1212705803.73      1042.68804      1042.68804      1042.68804
     18360    91.2577    59.0033    -148.630       -148.630      1212957840.73      1042.75283      1042.75283      1042.75283
     18362    91.2586    59.0023    -148.605       -148.605      1213209643.25      1042.81757      1042.81757      1042.81757
     18364    91.2595    59.0013    -148.580       -148.580      1213461649.71      1042.88234      1042.88234      1042.88234
     18366    91.2605    59.0003    -148.555       -148.555      1213713850.66      1042.94714      1042.94714      1042.94714
     18368    91.2614    59.0048    -148.530       -148.530      1213966210.12      1043.01196      1043.01196      1043.01196
     18370    91.2623    59.0038    -148.505       -148.505      1214218527.05      1043.07676      1043.07676      1043.07676
     18372    91.2632    58.9974    -148.481       -148.481      1214470723.42      1043.14154      1043.14154      1043.14154
     18374    91.2641    58.9964    -148.456       -148.456      1214723088.70      1043.20634      1043.20634      1043.20634
     18376    91.2650    58.9954    -148.431       -148.431      1214975592.70      1043.27116      1043.27116      1043.27116
     18378    91.2659    58.9999    -148.406       -148.406      1215227972.73      1043.33594      1043.33594      1043.33594
     18380    91.2668    59.0044    -148.381       -148.381      1215480504.66      1043.40075      1043.40075      1043.40075
     18382    91.2677    59.0034    -148.356       -148.356      1215732982.20      1043.46554      1043.46554      1043.46554
     18384    91.2686    59.0024    -148.332       -148.332      1215985317.95      1043.53030      1043.53030      1043.53030
     18386    91.2695    59.0069    -148.308       -148.308      1216238216.62      1043.59516      1043.59516      1043.59516
     18388    91.2704    59.0113    -148.283       -148.283      1216491236.77      1043.66003      1043.66003      1043.66003
     18390    91.2713    59.0103    -148.259       -148.259      1216744172.68      1043.72488      1043.72488      1043.72488
     18392    91.2722    59.0094    -148.234       -148.234      1216997143.53      1043.78972      1043.78972      1043.78972
     18394    91.2731    59.0029    -148.211       -148.211      1217249993.83      1043.85454      1043.85454      1043.85454
     18396    91.2740    59.0074    -148.187       -148.187      1217503307.53      1043.91944      1043.91944      1043.91944
     18398    91.2749    59.0118    -148.164       -148.164      1217757027.64      1043.98441      1043.98441      1043.98441
     18400    91.2758    59.0109    -148.140       -148.140      1218010814.89      1044.04938      1044.04938      1044.04938
     18402    91.2767    59.0099    -148.117       -148.117      1218264645.62      1044.11435      1044.11435      1044.11435
     18404    91.2776    59.0089    -148.093       -148.093      1218518554.56      1044.17934      1044.17934      1044.17934
     18406    91.2785    59.0025    -148.070       -148.070      1218772342.68      1044.24429      1044.24429      1044.24429
     18408    91.2794    59.0015    -148.046       -148.046      1219026111.62      1044.30923      1044.30923      1044.30923
     18410    91.2803    59.0005    -148.022       -148.022      1219279778.88      1044.37414      1044.37414      1044.37414
     18412    91.2812    59.0050    -147.997       -147.997      1219533680.76      1044.43909      1044.43909      1044.43909
     18414    91.2821    58.9986    -147.972       -147.972      1219787461.93      1044.50401      1044.50401      1044.50401
     18416    91.2830    58.9976    -147.948       -147.948      1220041405.28      1044.56895      1044.56895      1044.56895
     18418    91.2839    58.9966    -147.923       -147.923      1220295511.23      1044.63391      1044.63391      1044.63391
     18420    91.2848    58.9957    -147.898       -147.898      1220549273.85      1044.69881      1044.69881      1044.69881
     18422    91.2857    59.0001    -147.874       -147.874      1220803054.47      1044.76369      1044.76369      1044.76369
     18424    91.2866    59.0046    -147.850       -147.850      1221056732.70      1044.82855      1044.82855      1044.82855
     18426    91.2875    59.0036    -147.826       -147.826      1221310653.45      1044.89345      1044.89345      1044.89345
     18428    91.2884    59.0080    -147.802       -147.802      1221564633.91      1044.95835      1044.95835      1044.95835
     18430    91.2892    59.0125    -147.778       -147.778      1221818826.87      1045.02329      1045.02329      1045.02329
     18432    91.2901    59.0061    -147.754       -147.754      1222072899.25      1045.08820      1045.08820      1045.08820
     18434    91.2910    58.9997    -147.729       -147.729      1222326851.14      1045.15307      1045.15307      1045.15307
     18436    91.2919    59.0041    -147.705       -147.705      1222580958.02      1045.21797      1045.21797      1045.21797
     18438    91.2928    59.0086    -147.681       -147.681      1222834655.39      1045.28278      1045.28278      1045.28278
     18440    91.2937    59.0130    -147.657       -147.657      1223088483.33      1045.34760      1045.34760      1045.34760
     18442    91.2946    59.0120    -147.632       -147.632      1223342394.17      1045.41244      1045.41244      1045.41244
     18444    91.2955    59.0111    -147.609       -147.609      1223596374.32      1045.47728      1045.47728      1045.47728
     18446    91.2964    59.0101    -147.585       -147.585      1223850015.75      1045.54205      1045.54205      1045.54205
     18448    91.2973    59.0037    -147.561       -147.561      1224103537.09      1045.60679      1045.60679      1045.60679
     18450    91.2982    59.0081    -147.538       -147.538      1224357436.57      1045.67159      1045.67159      1045.67159
     18452    91.2991    59.0072    -147.514       -147.514      1224611559.39      1045.73643      1045.73643      1045.73643
     18454    91.3000    59.0116    -147.491       -147.491      1224865744.23      1045.80127      1045.80127      1045.80127
     18456    91.3009    59.0106    -147.467       -147.467      1225120077.96      1045.86613      1045.86613      1045.86613
     18458    91.3017    59.0096    -147.443       -147.443      1225374366.68      1045.93098      1045.93098      1045.93098
     18460    91.3026    59.0141    -147.419       -147.419      1225629054.45      1045.99590      1045.99590      1045.99590
     18462    91.3035    59.0185    -147.396       -147.396      1225884051.04      1046.06086      1046.06086      1046.06086
     18464    91.3044    59.0175    -147.373       -147.373      1226139046.58      1046.12582      1046.12582      1046.12582
     18466    91.3053    59.0220    -147.349       -147.349      1226394546.71      1046.19087      1046.19087      1046.19087
     18468    91.3062    59.0264    -147.325       -147.325      1226650055.23      1046.25591      1046.25591      1046.25591
     18470    91.3071    59.0309    -147.302       -147.302      1226905712.86      1046.32097      1046.32097      1046.32097
     18472    91.3080    59.0245    -147.278       -147.278      1227161249.79      1046.38601      1046.38601      1046.38601
     18474    91.3089    59.0235    -147.255       -147.255      1227416711.77      1046.45101      1046.45101      1046.45101
     18476    91.3098    59.0279    -147.232       -147.232      1227672196.05      1046.51602      1046.51602      1046.51602
     18478    91.3107    59.0324    -147.209       -147.209      1227927509.30      1046.58099      1046.58099      1046.58099
     18480    91.3116    59.0260    -147.185       -147.185      1228182702.13      1046.64592      1046.64592      1046.64592
     18482    91.3125    59.0250    -147.162       -147.162      1228437808.30      1046.71083      1046.71083      1046.71083
     18484    91.3133    59.0294    -147.138       -147.138      1228692988.09      1046.77575      1046.77575      1046.77575
     18486    91.3142    59.0339    -147.114       -147.114      1228948025.85      1046.84063      1046.84063      1046.84063
     18488    91.3151    59.0329    -147.091       -147.091      1229202985.51      1046.90549      1046.90549      1046.90549
     18490    91.3160    59.0319    -147.066       -147.066      1229458063.59      1046.97037      1046.97037      1046.97037
     18492    91.3169    59.0309    -147.042       -147.042      1229713322.55      1047.03527      1047.03527      1047.03527
     18494    91.3178    59.0300    -147.018       -147.018      1229968135.09      1047.10008      1047.10008      1047.10008
     18496    91.3187    59.0290    -146.994       -146.994      1230222688.99      1047.16483      1047.16483      1047.16483
     18498    91.3196    59.0334    -146.970       -146.970      1230476969.56      1047.22952      1047.22952      1047.22952
     18500    91.3205    59.0270    -146.945       -146.945      1230731130.47      1047.29418      1047.29418      1047.29418
     18502    91.3214    59.0315    -146.922       -146.922      1230985852.11      1047.35895      1047.35895      1047.35895
     18504    91.3222    59.0305    -146.898       -146.898      1231240703.99      1047.42372      1047.42372      1047.42372
     18506    91.3231    59.0349    -146.874       -146.874      1231495761.47      1047.48853      1047.48853      1047.48853
     18508    91.3240    59.0339    -146.850       -146.850      1231750891.66      1047.55335      1047.55335      1047.55335
     18510    91.3249    59.0330    -146.826       -146.826      1232005897.67      1047.61813      1047.61813      1047.61813
     18512    91.3258    59.0320    -146.802       -146.802      1232260835.46      1047.68290      1047.68290      1047.68290
     18514    91.3267    59.0364    -146.779       -146.779      1232515704.87      1047.74764      1047.74764      1047.74764
     18516    91.3276    59.0354    -146.755       -146.755      1232770727.80      1047.81241      1047.81241      1047.81241
     18518    91.3285    59.0399    -146.731       -146.731      1233026247.37      1047.87726      1047.87726      1047.87726
     18520    91.3294    59.0335    -146.708       -146.708      1233281646.98      1047.94208      1047.94208      1047.94208
     18522    91.3303    59.0379    -146.685       -146.685      1233536425.44      1048.00678      1048.00678      1048.00678
     18524    91.3311    59.0315    -146.661       -146.661      1233791084.34      1048.07144      1048.07144      1048.07144
     18526    91.3320    59.0306    -146.637       -146.637      1234045714.33      1048.13609      1048.13609      1048.13609
     18528    91.3329    59.0296    -146.613       -146.613      1234300416.67      1048.20075      1048.20075      1048.20075
     18530    91.3338    59.0340    -146.589       -146.589      1234555263.33      1048.26543      1048.26543      1048.26543
     18532    91.3347    59.0330    -146.566       -146.566      1234810307.05      1048.33014      1048.33014      1048.33014
     18534    91.3356    59.0320    -146.542       -146.542      1235065491.06      1048.39487      1048.39487      1048.39487
     18536    91.3364    59.0365    -146.519       -146.519      1235320764.62      1048.45960      1048.45960      1048.45960
     18538    91.3373    59.0409    -146.496       -146.496      1235576245.59      1048.52437      1048.52437      1048.52437
     18540    91.3382    59.0399    -146.472       -146.472      1235831963.96      1048.58918      1048.58918      1048.58918
     18542    91.3391    59.0443    -146.449       -146.449      1236088193.32      1048.65407      1048.65407      1048.65407
     18544    91.3400    59.0487    -146.425       -146.425      1236344568.16      1048.71899      1048.71899      1048.71899
     18546    91.3409    59.0532    -146.401       -146.401      1236600568.17      1048.78382      1048.78382      1048.78382
     18548    91.3418    59.0576    -146.377       -146.377      1236856520.42      1048.84864      1048.84864      1048.84864
     18550    91.3427    59.0566    -146.353       -146.353      1237112719.85      1048.91350      1048.91350      1048.91350
     18552    91.3435    59.0556    -146.329       -146.329      1237369070.28      1048.97838      1048.97838      1048.97838
     18554    91.3444    59.0600    -146.305       -146.305      1237625630.56      1049.04329      1049.04329      1049.04329
     18556    91.3453    59.0591    -146.282       -146.282      1237882115.86      1049.10818      1049.10818      1049.10818
     18558    91.3462    59.0527    -146.258       -146.258      1238138481.27      1049.17304      1049.17304      1049.17304
     18560    91.3471    59.0571    -146.234       -146.234      1238394992.61      1049.23792      1049.23792      1049.23792
     18562    91.3480    59.0615    -146.210       -146.210      1238651547.33      1049.30280      1049.30280      1049.30280
     18564    91.3489    59.0552    -146.187       -146.187      1238907982.23      1049.36765      1049.36765      1049.36765
     18566    91.3497    59.0488    -146.164       -146.164      1239164297.37      1049.43247      1049.43247      1049.43247
     18568    91.3506    59.0532    -146.141       -146.141      1239420980.62      1049.49736      1049.49736      1049.49736
     18570    91.3515    59.0522    -146.118       -146.118      1239677827.34      1049.56226      1049.56226      1049.56226
     18572    91.3524    59.0566    -146.094       -146.094      1239934601.84      1049.62714      1049.62714      1049.62714
     18574    91.3532    59.0557    -146.071       -146.071      1240191524.73      1049.69205      1049.69205      1049.69205
     18576    91.3541    59.0601    -146.047       -146.047      1240448395.10      1049.75694      1049.75694      1049.75694
     18578    91.3550    59.0645    -146.024       -146.024      1240705210.58      1049.82180      1049.82180      1049.82180
     18580    91.3559    59.0689    -146.000       -146.000      1240962495.52      1049.88675      1049.88675      1049.88675
     18582    91.3568    59.0679    -145.977       -145.977      1241219591.80      1049.95166      1049.95166      1049.95166
     18584    91.3576    59.0669    -145.953       -145.953      1241476866.04      1050.01659      1050.01659      1050.01659
     18586    91.3585    59.0606    -145.930       -145.930      1241734020.42      1050.08150      1050.08150      1050.08150
     18588    91.3594    59.0596    -145.906       -145.906      1241991281.65      1050.14641      1050.14641      1050.14641
     18590    91.3603    59.0586    -145.883       -145.883      1242248381.77      1050.21129      1050.21129      1050.21129
     18592    91.3612    59.0630    -145.859       -145.859      1242505759.65      1050.27621      1050.27621      1050.27621
     18594    91.3621    59.0621    -145.835       -145.835      1242762952.76      1050.34109      1050.34109      1050.34109
     18596    91.3630    59.0611    -145.812       -145.812      1243020088.85      1050.40595      1050.40595      1050.40595
     18598    91.3638    59.0655    -145.788       -145.788      1243277286.14      1050.47081      1050.47081      1050.47081
     18600    91.3647    59.0699    -145.764       -145.764      1243534509.44      1050.53568      1050.53568      1050.53568
     18602    91.3656    59.0689    -145.740       -145.740      1243791473.18      1050.60048      1050.60048      1050.60048
     18604    91.3665    59.0679    -145.715       -145.715      1244048581.85      1050.66531      1050.66531      1050.66531
     18606    91.3674    59.0723    -145.691       -145.691      1244305654.98      1050.73012      1050.73012      1050.73012
     18608    91.3683    59.0767    -145.667       -145.667      1244563073.45      1050.79499      1050.79499      1050.79499
     18610    91.3692    59.0758    -145.643       -145.643      1244820697.24      1050.85989      1050.85989      1050.85989
     18612    91.3700    59.0694    -145.619       -145.619      1245078201.38      1050.92476      1050.92476      1050.92476
     18614    91.3709    59.0684    -145.596       -145.596      1245335871.00      1050.98965      1050.98965      1050.98965
     18616    91.3718    59.0728    -145.572       -145.572      1245593530.23      1051.05453      1051.05453      1051.05453
     18618    91.3727    59.0719    -145.548       -145.548      1245851302.97      1051.11943      1051.11943      1051.11943
     18620    91.3736    59.0709    -145.524       -145.524      1246109205.61      1051.18434      1051.18434      1051.18434
     18622    91.3745    59.0645    -145.500       -145.500      1246366988.61      1051.24923      1051.24923      1051.24923
     18624    91.3753    59.0636    -145.476       -145.476      1246624490.26      1051.31405      1051.31405      1051.31405
     18626    91.3762    59.0626    -145.451       -145.451      1246882165.98      1051.37890      1051.37890      1051.37890
     18628    91.3771    59.0616    -145.428       -145.428      1247139919.51      1051.44376      1051.44376      1051.44376
     18630    91.3780    59.0660    -145.404       -145.404      1247397967.86      1051.50866      1051.50866      1051.50866
     18632    91.3789    59.0650    -145.380       -145.380      1247655960.31      1051.57354      1051.57354      1051.57354
     18634    91.3798    59.0587    -145.355       -145.355      1247913833.24      1051.63840      1051.63840      1051.63840
     18636    91.3807    59.0577    -145.331       -145.331      1248171927.34      1051.70329      1051.70329      1051.70329
     18638    91.3815    59.0568    -145.307       -145.307      1248430248.31      1051.76821      1051.76821      1051.76821
     18640    91.3824    59.0612    -145.284       -145.284      1248688702.21      1051.83316      1051.83316      1051.83316
     18642    91.3832    59.0602    -145.260       -145.260      1248947206.84      1051.89810      1051.89810      1051.89810
     18644    91.3841    59.0592    -145.237       -145.237      1249205700.88      1051.96303      1051.96303      1051.96303
     18646    91.3850    59.0529    -145.213       -145.213      1249464075.34      1052.02794      1052.02794      1052.02794
     18648    91.3859    59.0519    -145.189       -145.189      1249722336.37      1052.09281      1052.09281      1052.09281
     18650    91.3868    59.0563    -145.166       -145.166      1249980905.55      1052.15774      1052.15774      1052.15774
     18652    91.3876    59.0607    -145.142       -145.142      1250239152.18      1052.22260      1052.22260      1052.22260
     18654    91.3885    59.0597    -145.119       -145.119      1250497593.02      1052.28748      1052.28748      1052.28748
     18656    91.3894    59.0641    -145.096       -145.096      1250756113.71      1052.35237      1052.35237      1052.35237
     18658    91.3903    59.0631    -145.073       -145.073      1251014605.95      1052.41726      1052.41726      1052.41726
     18660    91.3911    59.0622    -145.050       -145.050      1251273228.92      1052.48215      1052.48215      1052.48215
     18662    91.3920    59.0666    -145.026       -145.026      1251532214.67      1052.54711      1052.54711      1052.54711
     18664    91.3929    59.0709    -145.002       -145.002      1251790982.54      1052.61202      1052.61202      1052.61202
     18666    91.3938    59.0700    -144.978       -144.978      1252049966.86      1052.67696      1052.67696      1052.67696
     18668    91.3947    59.0690    -144.953       -144.953      1252309021.89      1052.74191      1052.74191      1052.74191
     18670    91.3955    59.0734    -144.929       -144.929      1252568283.16      1052.80689      1052.80689      1052.80689
     18672    91.3964    59.0724    -144.905       -144.905      1252827640.64      1052.87188      1052.87188      1052.87188
     18674    91.3973    59.0714    -144.881       -144.881      1253087067.73      1052.93688      1052.93688      1052.93688
     18676    91.3982    59.0758    -144.858       -144.858      1253346507.80      1053.00186      1053.00186      1053.00186
     18678    91.3991    59.0802    -144.834       -144.834      1253605545.71      1053.06677      1053.06677      1053.06677
     18680    91.3999    59.0846    -144.810       -144.810      1253864766.82      1053.13171      1053.13171      1053.13171
     18682    91.4008    59.0836    -144.786       -144.786      1254124123.70      1053.19666      1053.19666      1053.19666
     18684    91.4017    59.0826    -144.762       -144.762      1254383534.37      1053.26161      1053.26161      1053.26161
     18686    91.4026    59.0870    -144.738       -144.738      1254642701.17      1053.32651      1053.32651      1053.32651
     18688    91.4035    59.0914    -144.714       -144.714      1254901260.19      1053.39129      1053.39129      1053.39129
     18690    91.4043    59.0851    -144.689       -144.689      1255159700.19      1053.45604      1053.45604      1053.45604
     18692    91.4052    59.0895    -144.665       -144.665      1255418656.18      1053.52088      1053.52088      1053.52088
     18694    91.4061    59.0831    -144.641       -144.641      1255677493.03      1053.58569      1053.58569      1053.58569
     18696    91.4070    59.0875    -144.617       -144.617      1255936450.35      1053.65051      1053.65051      1053.65051
     18698    91.4079    59.0865    -144.593       -144.593      1256195362.47      1053.71532      1053.71532      1053.71532
     18700    91.4087    59.0856    -144.569       -144.569      1256454338.24      1053.78013      1053.78013      1053.78013
     18702    91.4096    59.0846    -144.546       -144.546      1256713434.96      1053.84496      1053.84496      1053.84496
     18704    91.4105    59.0890    -144.521       -144.521      1256972680.75      1053.90981      1053.90981      1053.90981
     18706    91.4114    59.0933    -144.497       -144.497      1257232321.47      1053.97472      1053.97472      1053.97472
     18708    91.4123    59.0924    -144.473       -144.473      1257491496.68      1054.03954      1054.03954      1054.03954
     18710    91.4131    59.0914    -144.449       -144.449      1257750905.46      1054.10440      1054.10440      1054.10440
     18712    91.4140    59.0904    -144.425       -144.425      1258010252.24      1054.16923      1054.16923      1054.16923
     18714    91.4149    59.0895    -144.401       -144.401      1258269555.22      1054.23405      1054.23405      1054.23405
     18716    91.4158    59.0885    -144.377       -144.377      1258528745.86      1054.29885      1054.29885      1054.29885
     18718    91.4167    59.0822    -144.352       -144.352      1258787817.58      1054.36361      1054.36361      1054.36361
     18720    91.4175    59.0865    -144.328       -144.328      1259047272.56      1054.42843      1054.42843      1054.42843
     18722    91.4184    59.0909    -144.303       -144.303      1259306482.56      1054.49321      1054.49321      1054.49321
     18724    91.4193    59.0953    -144.278       -144.278      1259566044.38      1054.55804      1054.55804      1054.55804
     18726    91.4202    59.0996    -144.254       -144.254      1259825818.08      1054.62290      1054.62290      1054.62290
     18728    91.4210    59.1040    -144.229       -144.229      1260085906.16      1054.68782      1054.68782      1054.68782
     18730    91.4219    59.1030    -144.205       -144.205      1260345957.44      1054.75271      1054.75271      1054.75271
     18732    91.4228    59.0967    -144.181       -144.181      1260605889.60      1054.81758      1054.81758      1054.81758
     18734    91.4237    59.0958    -144.157       -144.157      1260865593.07      1054.88240      1054.88240      1054.88240
     18736    91.4245    59.0948    -144.134       -144.134      1261125490.81      1054.94725      1054.94725      1054.94725
     18738    91.4254    59.0992    -144.110       -144.110      1261385626.08      1055.01214      1055.01214      1055.01214
     18740    91.4263    59.0982    -144.085       -144.085      1261645760.01      1055.07701      1055.07701      1055.07701
     18742    91.4272    59.0972    -144.060       -144.060      1261905525.00      1055.14182      1055.14182      1055.14182
     18744    91.4280    59.1016    -144.035       -144.035      1262165358.07      1055.20662      1055.20662      1055.20662
     18746    91.4289    59.1006    -144.010       -144.010      1262425294.35      1055.27144      1055.27144      1055.27144
     18748    91.4298    59.0996    -143.985       -143.985      1262685208.69      1055.33625      1055.33625      1055.33625
     18750    91.4307    59.0933    -143.961       -143.961      1262945004.21      1055.40102      1055.40102      1055.40102
     18752    91.4315    59.0977    -143.936       -143.936      1263204972.18      1055.46582      1055.46582      1055.46582
     18754    91.4324    59.1021    -143.912       -143.912      1263464742.94      1055.53058      1055.53058      1055.53058
     18756    91.4333    59.1011    -143.887       -143.887      1263724546.82      1055.59534      1055.59534      1055.59534
     18758    91.4342    59.1054    -143.863       -143.863      1263984877.60      1055.66018      1055.66018      1055.66018
     18760    91.4350    59.1098    -143.838       -143.838      1264245540.74      1055.72508      1055.72508      1055.72508
     18762    91.4359    59.1142    -143.814       -143.814      1264506465.22      1055.79002      1055.79002      1055.79002
     18764    91.4368    59.1185    -143.791       -143.791      1264767467.58      1055.85497      1055.85497      1055.85497
     18766    91.4376    59.1176    -143.767       -143.767      1265028521.72      1055.91992      1055.91992      1055.91992
     18768    91.4385    59.1166    -143.744       -143.744      1265289190.16      1055.98479      1055.98479      1055.98479
     18770    91.4394    59.1209    -143.720       -143.720      1265549667.29      1056.04962      1056.04962      1056.04962
     18772    91.4403    59.1200    -143.698       -143.698      1265810373.35      1056.11448      1056.11448      1056.11448
     18774    91.4411    59.1243    -143.674       -143.674      1266070951.04      1056.17932      1056.17932      1056.17932
     18776    91.4420    59.1233    -143.651       -143.651      1266331630.34      1056.24416      1056.24416      1056.24416
     18778    91.4429    59.1277    -143.627       -143.627      1266592484.56      1056.30903      1056.30903      1056.30903
     18780    91.4437    59.1321    -143.603       -143.603      1266853661.75      1056.37395      1056.37395      1056.37395
     18782    91.4446    59.1311    -143.579       -143.579      1267114921.85      1056.43887      1056.43887      1056.43887
     18784    91.4455    59.1354    -143.555       -143.555      1267376416.91      1056.50384      1056.50384      1056.50384
     18786    91.4463    59.1345    -143.531       -143.531      1267637830.64      1056.56878      1056.56878      1056.56878
     18788    91.4472    59.1388    -143.506       -143.506      1267899467.35      1056.63376      1056.63376      1056.63376
     18790    91.4481    59.1378    -143.482       -143.482      1268161237.68      1056.69875      1056.69875      1056.69875
     18792    91.4489    59.1369    -143.458       -143.458      1268422664.85      1056.76367      1056.76367      1056.76367
     18794    91.4498    59.1412    -143.434       -143.434      1268684413.51      1056.82864      1056.82864      1056.82864
     18796    91.4507    59.1349    -143.411       -143.411      1268946043.13      1056.89359      1056.89359      1056.89359
     18798    91.4515    59.1393    -143.387       -143.387      1269207916.69      1056.95857      1056.95857      1056.95857
     18800    91.4524    59.1436    -143.364       -143.364      1269470142.05      1057.02361      1057.02361      1057.02361
     18802    91.4533    59.1480    -143.341       -143.341      1269731791.98      1057.08853      1057.08853      1057.08853
     18804    91.4541    59.1523    -143.318       -143.318      1269993839.12      1057.15352      1057.15352      1057.15352
     18806    91.4550    59.1513    -143.294       -143.294      1270255831.93      1057.21849      1057.21849      1057.21849
     18808    91.4559    59.1504    -143.271       -143.271      1270518045.38      1057.28350      1057.28350      1057.28350
     18810    91.4567    59.1547    -143.248       -143.248      1270780373.82      1057.34852      1057.34852      1057.34852
     18812    91.4576    59.1537    -143.224       -143.224      1271042761.66      1057.41354      1057.41354      1057.41354
     18814    91.4585    59.1581    -143.201       -143.201      1271305310.30      1057.47859      1057.47859      1057.47859
     18816    91.4594    59.1624    -143.177       -143.177      1271567675.59      1057.54360      1057.54360      1057.54360
     18818    91.4602    59.1668    -143.154       -143.154      1271830109.52      1057.60860      1057.60860      1057.60860
     18820    91.4611    59.1658    -143.130       -143.130      1272092721.54      1057.67364      1057.67364      1057.67364
     18822    91.4620    59.1701    -143.106       -143.106      1272355314.19      1057.73866      1057.73866      1057.73866
     18824    91.4628    59.1691    -143.083       -143.083      1272618045.87      1057.80370      1057.80370      1057.80370
     18826    91.4637    59.1629    -143.060       -143.060      1272880658.48      1057.86872      1057.86872      1057.86872
     18828    91.4646    59.1619    -143.036       -143.036      1273143168.87      1057.93370      1057.93370      1057.93370
     18830    91.4654    59.1556    -143.012       -143.012      1273405560.34      1057.99866      1057.99866      1057.99866
     18832    91.4663    59.1546    -142.988       -142.988      1273667513.30      1058.06353      1058.06353      1058.06353
     18834    91.4672    59.1590    -142.965       -142.965      1273929385.65      1058.12837      1058.12837      1058.12837
     18836    91.4680    59.1633    -142.941       -142.941      1274191311.11      1058.19322      1058.19322      1058.19322
     18838    91.4689    59.1676    -142.918       -142.918      1274453364.82      1058.25809      1058.25809      1058.25809
     18840    91.4698    59.1667    -142.895       -142.895      1274715346.49      1058.32293      1058.32293      1058.32293
     18842    91.4706    59.1710    -142.872       -142.872      1274977384.93      1058.38778      1058.38778      1058.38778
     18844    91.4715    59.1700    -142.849       -142.849      1275239550.50      1058.45264      1058.45264      1058.45264
     18846    91.4723    59.1744    -142.826       -142.826      1275502067.75      1058.51756      1058.51756      1058.51756
     18848    91.4732    59.1734    -142.803       -142.803      1275764508.64      1058.58246      1058.58246      1058.58246
     18850    91.4741    59.1777    -142.780       -142.780      1276027280.70      1058.64741      1058.64741      1058.64741
     18852    91.4749    59.1820    -142.757       -142.757      1276289803.58      1058.71231      1058.71231      1058.71231
     18854    91.4758    59.1864    -142.734       -142.734      1276552223.21      1058.77718      1058.77718      1058.77718
     18856    91.4767    59.1801    -142.710       -142.710      1276814524.31      1058.84202      1058.84202      1058.84202
     18858    91.4775    59.1844    -142.688       -142.688      1277076874.47      1058.90686      1058.90686      1058.90686
     18860    91.4784    59.1888    -142.665       -142.665      1277338885.23      1058.97164      1058.97164      1058.97164
     18862    91.4793    59.1825    -142.642       -142.642      1277600777.73      1059.03638      1059.03638      1059.03638
     18864    91.4801    59.1815    -142.619       -142.619      1277862808.50      1059.10114      1059.10114      1059.10114
     18866    91.4810    59.1858    -142.596       -142.596      1278124924.27      1059.16592      1059.16592      1059.16592
     18868    91.4818    59.1849    -142.574       -142.574      1278387022.12      1059.23068      1059.23068      1059.23068
     18870    91.4827    59.1839    -142.551       -142.551      1278649070.92      1059.29542      1059.29542      1059.29542
     18872    91.4836    59.1829    -142.527       -142.527      1278911081.52      1059.36015      1059.36015      1059.36015
     18874    91.4844    59.1872    -142.504       -142.504      1279173119.58      1059.42488      1059.42488      1059.42488
     18876    91.4853    59.1916    -142.480       -142.480      1279435098.04      1059.48958      1059.48958      1059.48958
     18878    91.4861    59.1906    -142.456       -142.456      1279697130.38      1059.55429      1059.55429      1059.55429
     18880    91.4870    59.1949    -142.433       -142.433      1279959152.81      1059.61900      1059.61900      1059.61900
     18882    91.4879    59.1939    -142.409       -142.409      1280221321.90      1059.68372      1059.68372      1059.68372
     18884    91.4887    59.1983    -142.386       -142.386      1280483042.49      1059.74835      1059.74835      1059.74835
