No. moves  % accept.   % accept. vol.   <E_tot>      <E_sr>    <Vol>      <Lx>     <Ly>    <Lz>
     20356    92.5188    59.6581    -115.970       -115.970      1983171270.74      1110.92665      1102.62376      1485.66374
     20358    92.5195    59.6571    -115.953       -115.953      1983550411.38      1110.98980      1102.68644      1485.74819
     20360    92.5202    59.6562    -115.937       -115.937      1983929460.86      1111.05293      1102.74910      1485.83262
     20362    92.5209    59.6503    -115.921       -115.921      1984308364.01      1111.11604      1102.81173      1485.91702
     20364    92.5216    59.6494    -115.905       -115.905      1984687187.79      1111.17913      1102.87436      1486.00139
     20366    92.5223    59.6533    -115.889       -115.889      1985066458.46      1111.24227      1102.93702      1486.08583
     20368    92.5230    59.6573    -115.872       -115.872      1985445700.99      1111.30540      1102.99968      1486.17025
     20370    92.5237    59.6613    -115.855       -115.855      1985825236.31      1111.36856      1103.06237      1486.25472
     20372    92.5244    59.6603    -115.838       -115.838      1986205059.38      1111.43175      1103.12508      1486.33922
     20374    92.5251    59.6643    -115.822       -115.822      1986585046.31      1111.49495      1103.18781      1486.42374
     20376    92.5258    59.6633    -115.805       -115.805      1986965049.65      1111.55814      1103.25053      1486.50825
     20378    92.5265    59.6673    -115.788       -115.788      1987344966.78      1111.62132      1103.31324      1486.59274
     20380    92.5272    59.6663    -115.771       -115.771      1987725114.88      1111.68452      1103.37597      1486.67726
     20382    92.5279    59.6703    -115.755       -115.755      1988105515.75      1111.74775      1103.43872      1486.76181
     20384    92.5287    59.6693    -115.738       -115.738      1988485985.67      1111.81097      1103.50147      1486.84636
     20386    92.5294    59.6635    -115.722       -115.722      1988866309.06      1111.87417      1103.56420      1486.93088
     20388    92.5301    59.6625    -115.706       -115.706      1989246871.91      1111.93740      1103.62695      1487.01543
     20390    92.5308    59.6616    -115.689       -115.689      1989627219.18      1112.00059      1103.68967      1487.09994
     20392    92.5315    59.6656    -115.673       -115.673      1990007542.88      1112.06377      1103.75238      1487.18443
     20394    92.5322    59.6695    -115.657       -115.657      1990388244.22      1112.12699      1103.81513      1487.26898
     20396    92.5329    59.6686    -115.641       -115.641      1990769111.70      1112.19023      1103.87789      1487.35355
     20398    92.5336    59.6725    -115.625       -115.625      1991149893.26      1112.25344      1103.94064      1487.43809
     20400    92.5343    59.6765    -115.608       -115.608      1991531031.21      1112.31670      1104.00342      1487.52268
     20402    92.5350    59.6755    -115.592       -115.592      1991911832.68      1112.37990      1104.06615      1487.60721
     20404    92.5357    59.6746    -115.575       -115.575      1992292418.70      1112.44308      1104.12885      1487.69169
     20406    92.5364    59.6736    -115.558       -115.558      1992672961.02      1112.50624      1104.19154      1487.77616
     20408    92.5371    59.6727    -115.542       -115.542      1993053732.13      1112.56942      1104.25426      1487.86065
     20410    92.5378    59.6668    -115.525       -115.525      1993434356.93      1112.63258      1104.31694      1487.94512
     20412    92.5385    59.6659    -115.509       -115.509      1993814934.01      1112.69573      1104.37962      1488.02956
     20414    92.5392    59.6649    -115.493       -115.493      1994195652.08      1112.75889      1104.44230      1488.11402
     20416    92.5399    59.6640    -115.476       -115.476      1994576501.22      1112.82205      1104.50500      1488.19850
     20418    92.5406    59.6630    -115.461       -115.461      1994957216.60      1112.88519      1104.56767      1488.28294
     20420    92.5413    59.6572    -115.445       -115.445      1995337785.83      1112.94831      1104.63031      1488.36735
     20422    92.5420    59.6563    -115.429       -115.429      1995718159.25      1113.01140      1104.69293      1488.45172
     20424    92.5427    59.6504    -115.414       -115.414      1996098386.71      1113.07447      1104.75553      1488.53606
     20426    92.5434    59.6495    -115.398       -115.398      1996478759.51      1113.13754      1104.81813      1488.62041
     20428    92.5441    59.6485    -115.383       -115.383      1996859121.53      1113.20061      1104.88073      1488.70475
     20430    92.5448    59.6525    -115.367       -115.367      1997239608.96      1113.26369      1104.94333      1488.78911
     20432    92.5455    59.6515    -115.352       -115.352      1997619808.64      1113.32672      1105.00590      1488.87341
     20434    92.5462    59.6506    -115.336       -115.336      1997999666.72      1113.38971      1105.06841      1488.95764
     20436    92.5469    59.6545    -115.320       -115.320      1998379625.13      1113.45270      1105.13093      1489.04188
     20438    92.5476    59.6585    -115.304       -115.304      1998759893.97      1113.51573      1105.19349      1489.12616
     20440    92.5483    59.6575    -115.289       -115.289      1999139694.69      1113.57869      1105.25598      1489.21036
     20442    92.5490    59.6566    -115.273       -115.273      1999519354.26      1113.64162      1105.31844      1489.29453
     20444    92.5497    59.6556    -115.257       -115.257      1999899289.18      1113.70459      1105.38094      1489.37873
     20446    92.5504    59.6596    -115.241       -115.241      2000279794.92      1113.76761      1105.44349      1489.46302
     20448    92.5511    59.6586    -115.226       -115.226      2000660218.91      1113.83062      1105.50603      1489.54728
     20450    92.5518    59.6577    -115.210       -115.210      2001040756.53      1113.89364      1105.56858      1489.63156
     20452    92.5525    59.6616    -115.194       -115.194      2001421674.20      1113.95670      1105.63116      1489.71588
     20454    92.5532    59.6607    -115.177       -115.177      2001802813.25      1114.01977      1105.69377      1489.80024
     20456    92.5539    59.6646    -115.161       -115.161      2002184480.38      1114.08291      1105.75643      1489.88466
     20458    92.5546    59.6686    -115.144       -115.144      2002565993.70      1114.14601      1105.81906      1489.96906
     20460    92.5553    59.6725    -115.127       -115.127      2002947837.61      1114.20916      1105.88173      1490.05350
     20462    92.5560    59.6765    -115.111       -115.111      2003329788.96      1114.27230      1105.94441      1490.13795
     20464    92.5567    59.6804    -115.095       -115.095      2003711712.72      1114.33544      1106.00708      1490.22238
     20466    92.5574    59.6844    -115.078       -115.078      2004093459.04      1114.39855      1106.06971      1490.30678
     20468    92.5580    59.6834    -115.061       -115.061      2004475449.19      1114.46168      1106.13237      1490.39121
     20470    92.5587    59.6873    -115.044       -115.044      2004857725.56      1114.52485      1106.19506      1490.47568
     20472    92.5594    59.6864    -115.027       -115.027      2005239817.77      1114.58798      1106.25772      1490.56011
     20474    92.5601    59.6855    -115.010       -115.010      2005621866.37      1114.65110      1106.32037      1490.64452
     20476    92.5608    59.6845    -114.994       -114.994      2006003717.30      1114.71419      1106.38299      1490.72889
     20478    92.5615    59.6884    -114.979       -114.979      2006385060.20      1114.77721      1106.44554      1490.81317
     20480    92.5622    59.6924    -114.963       -114.963      2006767108.06      1114.84031      1106.50817      1490.89755
     20482    92.5629    59.6914    -114.947       -114.947      2007148995.65      1114.90338      1106.57077      1490.98190
     20484    92.5636    59.6905    -114.931       -114.931      2007530782.58      1114.96644      1106.63336      1491.06623
     20486    92.5643    59.6944    -114.915       -114.915      2007912763.49      1115.02951      1106.69596      1491.15058
     20488    92.5650    59.6984    -114.898       -114.898      2008294807.28      1115.09259      1106.75856      1491.23493
     20490    92.5657    59.7023    -114.882       -114.882      2008676984.18      1115.15567      1106.82117      1491.31929
     20492    92.5664    59.7062    -114.866       -114.866      2009059420.55      1115.21878      1106.88381      1491.40369
     20494    92.5671    59.7053    -114.850       -114.850      2009441913.84      1115.28188      1106.94644      1491.48808
     20496    92.5678    59.7092    -114.834       -114.834      2009824375.47      1115.34498      1107.00907      1491.57246
     20498    92.5685    59.7083    -114.818       -114.818      2010206902.07      1115.40808      1107.07170      1491.65685
     20500    92.5691    59.7073    -114.801       -114.801      2010589016.39      1115.47112      1107.13427      1491.74115
     20502    92.5698    59.7064    -114.785       -114.785      2010971403.00      1115.53419      1107.19687      1491.82550
     20504    92.5706    59.7103    -114.769       -114.769      2011353641.70      1115.59724      1107.25944      1491.90981
     20506    92.5712    59.7094    -114.752       -114.752      2011735740.51      1115.66026      1107.32199      1491.99409
     20508    92.5719    59.7084    -114.735       -114.735      2012117636.18      1115.72325      1107.38451      1492.07833
     20510    92.5726    59.7123    -114.719       -114.719      2012499409.52      1115.78622      1107.44701      1492.16254
     20512    92.5733    59.7114    -114.703       -114.703      2012881383.26      1115.84921      1107.50953      1492.24677
     20514    92.5740    59.7056    -114.686       -114.686      2013263211.69      1115.91217      1107.57202      1492.33097
     20516    92.5747    59.7046    -114.670       -114.670      2013644809.13      1115.97510      1107.63448      1492.41513
     20518    92.5754    59.7037    -114.655       -114.655      2014026371.95      1116.03801      1107.69692      1492.49927
     20520    92.5761    59.7027    -114.639       -114.639      2014407873.08      1116.10092      1107.75936      1492.58339
     20522    92.5768    59.6969    -114.623       -114.623      2014789229.18      1116.16380      1107.82177      1492.66748
     20524    92.5775    59.7008    -114.608       -114.608      2015170657.94      1116.22668      1107.88418      1492.75158
     20526    92.5782    59.6999    -114.592       -114.592      2015551667.29      1116.28951      1107.94654      1492.83559
     20528    92.5789    59.7038    -114.576       -114.576      2015932783.55      1116.35234      1108.00890      1492.91962
     20530    92.5796    59.7029    -114.560       -114.560      2016314116.04      1116.41519      1108.07128      1493.00367
     20532    92.5803    59.6971    -114.545       -114.545      2016695303.70      1116.47802      1108.13364      1493.08769
     20534    92.5810    59.7010    -114.529       -114.529      2017076449.54      1116.54083      1108.19598      1493.17170
     20536    92.5817    59.7000    -114.513       -114.513      2017457291.40      1116.60360      1108.25829      1493.25564
     20538    92.5824    59.6991    -114.497       -114.497      2017837909.97      1116.66634      1108.32056      1493.33955
     20540    92.5830    59.6933    -114.482       -114.482      2018218384.08      1116.72906      1108.38280      1493.42342
     20542    92.5837    59.6972    -114.466       -114.466      2018598962.14      1116.79178      1108.44506      1493.50730
     20544    92.5844    59.6963    -114.451       -114.451      2018979549.89      1116.85450      1108.50730      1493.59117
     20546    92.5851    59.7002    -114.436       -114.436      2019360091.91      1116.91720      1108.56954      1493.67502
     20548    92.5858    59.6992    -114.421       -114.421      2019740791.28      1116.97992      1108.63179      1493.75890
     20550    92.5865    59.6983    -114.405       -114.405      2020121674.22      1117.04265      1108.69405      1493.84279
     20552    92.5872    59.7022    -114.390       -114.390      2020502950.01      1117.10542      1108.75636      1493.92674
     20554    92.5879    59.6964    -114.374       -114.374      2020884081.29      1117.16817      1108.81864      1494.01065
     20556    92.5886    59.7003    -114.359       -114.359      2021265025.82      1117.23089      1108.88089      1494.09453
     20558    92.5893    59.7043    -114.343       -114.343      2021646434.38      1117.29366      1108.94319      1494.17847
     20560    92.5899    59.7082    -114.327       -114.327      2022028091.58      1117.35646      1109.00551      1494.26245
     20562    92.5906    59.7121    -114.311       -114.311      2022410244.48      1117.41930      1109.06789      1494.34649
     20564    92.5913    59.7111    -114.295       -114.295      2022792498.73      1117.48215      1109.13027      1494.43054
     20566    92.5920    59.7102    -114.280       -114.280      2023174731.56      1117.54499      1109.19264      1494.51458
     20568    92.5927    59.7141    -114.264       -114.264      2023557544.09      1117.60790      1109.25507      1494.59870
     20570    92.5934    59.7180    -114.249       -114.249      2023940681.05      1117.67084      1109.31754      1494.68287
     20572    92.5941    59.7171    -114.234       -114.234      2024324109.73      1117.73380      1109.38004      1494.76708
     20574    92.5948    59.7161    -114.218       -114.218      2024707795.14      1117.79679      1109.44255      1494.85131
     20576    92.5955    59.7152    -114.203       -114.203      2025091707.86      1117.85980      1109.50509      1494.93558
     20578    92.5962    59.7143    -114.187       -114.187      2025475918.84      1117.92284      1109.56766      1495.01988
     20580    92.5969    59.7182    -114.171       -114.171      2025859545.22      1117.98580      1109.63015      1495.10408
     20582    92.5976    59.7124    -114.155       -114.155      2026243026.59      1118.04874      1109.69262      1495.18825
     20584    92.5982    59.7114    -114.139       -114.139      2026626260.95      1118.11164      1109.75505      1495.27237
     20586    92.5989    59.7153    -114.123       -114.123      2027009221.73      1118.17451      1109.81745      1495.35644
     20588    92.5996    59.7193    -114.107       -114.107      2027392078.24      1118.23735      1109.87982      1495.44049
     20590    92.6003    59.7183    -114.091       -114.091      2027774790.74      1118.30017      1109.94218      1495.52450
     20592    92.6010    59.7174    -114.076       -114.076      2028157717.39      1118.36301      1110.00455      1495.60854
     20594    92.6017    59.7164    -114.060       -114.060      2028540441.39      1118.42582      1110.06689      1495.69253
     20596    92.6024    59.7203    -114.044       -114.044      2028923360.34      1118.48865      1110.12924      1495.77655
     20598    92.6031    59.7242    -114.028       -114.028      2029306189.18      1118.55146      1110.19158      1495.86055
     20600    92.6038    59.7282    -114.012       -114.012      2029689370.18      1118.61430      1110.25396      1495.94459
     20602    92.6045    59.7321    -113.996       -113.996      2030072980.43      1118.67719      1110.31638      1496.02869
     20604    92.6052    59.7360    -113.981       -113.981      2030456648.91      1118.74008      1110.37880      1496.11280
     20606    92.6058    59.7399    -113.965       -113.965      2030840242.50      1118.80296      1110.44120      1496.19688
     20608    92.6065    59.7389    -113.949       -113.949      2031224072.28      1118.86585      1110.50363      1496.28099
     20610    92.6072    59.7428    -113.934       -113.934      2031608632.62      1118.92883      1110.56613      1496.36521
     20612    92.6079    59.7467    -113.918       -113.918      2031993100.94      1118.99179      1110.62862      1496.44941
     20614    92.6086    59.7507    -113.902       -113.902      2032377495.46      1119.05473      1110.69110      1496.53359
     20616    92.6093    59.7497    -113.886       -113.886      2032761983.91      1119.11768      1110.75357      1496.61777
     20618    92.6100    59.7536    -113.870       -113.870      2033146723.24      1119.18065      1110.81608      1496.70198
     20620    92.6107    59.7478    -113.853       -113.853      2033531317.66      1119.24360      1110.87855      1496.78616
     20622    92.6114    59.7517    -113.837       -113.837      2033915993.25      1119.30655      1110.94103      1496.87035
     20624    92.6121    59.7508    -113.821       -113.821      2034300517.76      1119.36948      1111.00349      1496.95450
     20626    92.6128    59.7498    -113.804       -113.804      2034685286.16      1119.43243      1111.06597      1497.03869
     20628    92.6134    59.7537    -113.788       -113.788      2035069882.57      1119.49535      1111.12842      1497.12283
     20630    92.6141    59.7528    -113.772       -113.772      2035454721.28      1119.55830      1111.19090      1497.20701
     20632    92.6148    59.7470    -113.756       -113.756      2035839415.20      1119.62122      1111.25335      1497.29116
     20634    92.6155    59.7509    -113.740       -113.740      2036223867.44      1119.68410      1111.31576      1497.37525
     20636    92.6162    59.7548    -113.724       -113.724      2036608090.51      1119.74696      1111.37815      1497.45931
     20638    92.6169    59.7539    -113.709       -113.709      2036992139.28      1119.80978      1111.44050      1497.54332
     20640    92.6176    59.7529    -113.693       -113.693      2037376392.92      1119.87262      1111.50287      1497.62737
     20642    92.6182    59.7568    -113.678       -113.678      2037760804.26      1119.93548      1111.56526      1497.71142
     20644    92.6189    59.7510    -113.662       -113.662      2038145071.14      1119.99831      1111.62762      1497.79545
     20646    92.6196    59.7452    -113.647       -113.647      2038529193.63      1120.06112      1111.68996      1497.87944
     20648    92.6203    59.7443    -113.631       -113.631      2038913402.82      1120.12393      1111.75230      1497.96344
     20650    92.6210    59.7482    -113.615       -113.615      2039297487.94      1120.18672      1111.81462      1498.04741
     20652    92.6217    59.7521    -113.600       -113.600      2039681470.11      1120.24949      1111.87693      1498.13136
     20654    92.6224    59.7560    -113.585       -113.585      2040065633.65      1120.31228      1111.93924      1498.21533
     20656    92.6231    59.7599    -113.569       -113.569      2040450114.15      1120.37510      1112.00159      1498.29933
     20658    92.6238    59.7638    -113.554       -113.554      2040834531.76      1120.43790      1112.06393      1498.38332
     20660    92.6244    59.7628    -113.539       -113.539      2041218846.15      1120.50069      1112.12624      1498.46729
     20662    92.6251    59.7619    -113.524       -113.524      2041603170.09      1120.56347      1112.18855      1498.55124
     20664    92.6258    59.7609    -113.509       -113.509      2041987694.11      1120.62626      1112.25088      1498.63522
     20666    92.6265    59.7648    -113.494       -113.494      2042371841.04      1120.68901      1112.31316      1498.71914
     20668    92.6272    59.7639    -113.479       -113.479      2042755926.68      1120.75174      1112.37542      1498.80303
     20670    92.6279    59.7678    -113.464       -113.464      2043140331.86      1120.81451      1112.43772      1498.88696
     20672    92.6286    59.7717    -113.448       -113.448      2043524582.28      1120.87725      1112.49999      1498.97087
     20674    92.6292    59.7756    -113.433       -113.433      2043908795.91      1120.93997      1112.56225      1499.05475
     20676    92.6299    59.7746    -113.418       -113.418      2044293159.21      1121.00271      1112.62452      1499.13866
     20678    92.6306    59.7785    -113.403       -113.403      2044677628.22      1121.06546      1112.68679      1499.22257
     20680    92.6313    59.7776    -113.388       -113.388      2045061678.50      1121.12815      1112.74902      1499.30640
     20682    92.6320    59.7815    -113.373       -113.373      2045445967.64      1121.19086      1112.81126      1499.39027
     20684    92.6327    59.7805    -113.358       -113.358      2045830171.97      1121.25356      1112.87349      1499.47411
     20686    92.6333    59.7844    -113.343       -113.343      2046214629.77      1121.31628      1112.93574      1499.55799
     20688    92.6340    59.7834    -113.327       -113.327      2046599153.42      1121.37900      1112.99799      1499.64187
     20690    92.6347    59.7825    -113.312       -113.312      2046983515.09      1121.44169      1113.06021      1499.72571
     20692    92.6354    59.7864    -113.297       -113.297      2047367991.34      1121.50439      1113.12244      1499.80956
     20694    92.6361    59.7903    -113.282       -113.282      2047752313.45      1121.56707      1113.18465      1499.89338
     20696    92.6367    59.7942    -113.266       -113.266      2048136599.18      1121.62973      1113.24685      1499.97718
     20698    92.6374    59.7980    -113.251       -113.251      2048521419.71      1121.69246      1113.30911      1500.06106
     20700    92.6381    59.8019    -113.235       -113.235      2048906094.48      1121.75516      1113.37134      1500.14491
     20702    92.6388    59.8058    -113.219       -113.219      2049290895.17      1121.81786      1113.43358      1500.22877
     20704    92.6395    59.8097    -113.203       -113.203      2049675804.99      1121.88058      1113.49582      1500.31264
     20706    92.6402    59.8136    -113.187       -113.187      2050060786.08      1121.94329      1113.55807      1500.39651
     20708    92.6409    59.8126    -113.171       -113.171      2050445456.76      1122.00597      1113.62027      1500.48033
     20710    92.6415    59.8117    -113.156       -113.156      2050830138.74      1122.06864      1113.68247      1500.56413
     20712    92.6422    59.8156    -113.140       -113.140      2051214799.14      1122.13129      1113.74466      1500.64793
     20714    92.6429    59.8146    -113.125       -113.125      2051599388.85      1122.19394      1113.80684      1500.73170
     20716    92.6436    59.8137    -113.110       -113.110      2051983942.05      1122.25657      1113.86900      1500.81547
     20718    92.6443    59.8127    -113.094       -113.094      2052368758.97      1122.31923      1113.93119      1500.89926
     20720    92.6449    59.8069    -113.080       -113.080      2052753432.29      1122.38187      1113.99336      1500.98302
     20722    92.6456    59.8108    -113.065       -113.065      2053138234.98      1122.44451      1114.05554      1501.06680
     20724    92.6463    59.8147    -113.050       -113.050      2053523497.66      1122.50720      1114.11776      1501.15064
     20726    92.6470    59.8138    -113.036       -113.036      2053908834.61      1122.56989      1114.17999      1501.23448
     20728    92.6477    59.8128    -113.021       -113.021      2054294308.85      1122.63260      1114.24222      1501.31833
     20730    92.6483    59.8167    -113.007       -113.007      2054680047.43      1122.69533      1114.30448      1501.40222
     20732    92.6490    59.8206    -112.992       -112.992      2055066549.33      1122.75814      1114.36682      1501.48622
     20734    92.6497    59.8244    -112.977       -112.977      2055453036.74      1122.82094      1114.42916      1501.57021
     20736    92.6504    59.8187    -112.963       -112.963      2055839380.15      1122.88372      1114.49147      1501.65417
     20738    92.6510    59.8225    -112.949       -112.949      2056225512.73      1122.94647      1114.55375      1501.73808
     20740    92.6517    59.8168    -112.934       -112.934      2056611501.49      1123.00920      1114.61601      1501.82197
     20742    92.6524    59.8207    -112.920       -112.920      2056997501.55      1123.07192      1114.67826      1501.90585
     20744    92.6531    59.8197    -112.905       -112.905      2057383696.45      1123.13466      1114.74053      1501.98975
     20746    92.6537    59.8236    -112.891       -112.891      2057770270.25      1123.19743      1114.80283      1502.07370
     20748    92.6544    59.8275    -112.876       -112.876      2058156930.97      1123.26021      1114.86514      1502.15765
     20750    92.6551    59.8265    -112.861       -112.861      2058543474.80      1123.32297      1114.92743      1502.24158
     20752    92.6558    59.8256    -112.847       -112.847      2058930215.54      1123.38575      1114.98974      1502.32553
     20754    92.6564    59.8246    -112.832       -112.832      2059317162.65      1123.44854      1115.05206      1502.40951
     20756    92.6571    59.8188    -112.818       -112.818      2059703965.86      1123.51131      1115.11437      1502.49345
     20758    92.6578    59.8179    -112.803       -112.803      2060090430.03      1123.57403      1115.17662      1502.57733
     20760    92.6585    59.8121    -112.789       -112.789      2060476750.54      1123.63674      1115.23885      1502.66119
     20762    92.6591    59.8064    -112.774       -112.774      2060862927.46      1123.69941      1115.30106      1502.74500
     20764    92.6598    59.8006    -112.759       -112.759      2061248960.88      1123.76207      1115.36325      1502.82879
     20766    92.6605    59.8045    -112.745       -112.745      2061635091.73      1123.82473      1115.42544      1502.91259
     20768    92.6612    59.8035    -112.730       -112.730      2062020975.08      1123.88735      1115.48759      1502.99634
     20770    92.6618    59.8074    -112.715       -112.715      2062406883.53      1123.94997      1115.54975      1503.08008
     20772    92.6625    59.8065    -112.701       -112.701      2062792406.83      1124.01254      1115.61185      1503.16375
     20774    92.6632    59.8055    -112.686       -112.686      2063178015.88      1124.07511      1115.67395      1503.24743
     20776    92.6639    59.8046    -112.672       -112.672      2063563938.34      1124.13771      1115.73609      1503.33115
     20778    92.6645    59.8036    -112.658       -112.658      2063949499.32      1124.20027      1115.79817      1503.41481
     20780    92.6652    59.8027    -112.644       -112.644      2064335171.41      1124.26283      1115.86027      1503.49847
     20782    92.6659    59.8066    -112.630       -112.630      2064721000.54      1124.32540      1115.92237      1503.58215
     20784    92.6665    59.8056    -112.615       -112.615      2065106995.07      1124.38799      1115.98449      1503.66585
     20786    92.6672    59.8095    -112.601       -112.601      2065493593.37      1124.45064      1116.04667      1503.74963
     20788    92.6679    59.8134    -112.587       -112.587      2065880396.68      1124.51331      1116.10887      1503.83344
     20790    92.6685    59.8124    -112.573       -112.573      2066266782.33      1124.57592      1116.17102      1503.91717
     20792    92.6692    59.8115    -112.558       -112.558      2066653012.60      1124.63851      1116.23314      1504.00087
     20794    92.6699    59.8105    -112.544       -112.544      2067039187.70      1124.70108      1116.29524      1504.08455
     20796    92.6705    59.8144    -112.530       -112.530      2067425320.54      1124.76364      1116.35734      1504.16822
     20798    92.6712    59.8183    -112.516       -112.516      2067811742.62      1124.82624      1116.41946      1504.25193
     20800    92.6719    59.8125    -112.502       -112.502      2068198021.57      1124.88880      1116.48156      1504.33560
     20802    92.6725    59.8164    -112.488       -112.488      2068584554.69      1124.95139      1116.54369      1504.41930
     20804    92.6732    59.8154    -112.473       -112.473      2068971238.11      1125.01400      1116.60582      1504.50302
     20806    92.6739    59.8193    -112.459       -112.459      2069358099.23      1125.07661      1116.66797      1504.58676
     20808    92.6746    59.8183    -112.444       -112.444      2069745151.13      1125.13925      1116.73013      1504.67052
     20810    92.6752    59.8174    -112.429       -112.429      2070132288.45      1125.20188      1116.79230      1504.75429
     20812    92.6759    59.8165    -112.415       -112.415      2070519306.44      1125.26450      1116.85445      1504.83803
     20814    92.6766    59.8155    -112.401       -112.401      2070906284.95      1125.32711      1116.91659      1504.92175
     20816    92.6772    59.8146    -112.387       -112.387      2071293312.27      1125.38971      1116.97873      1505.00547
     20818    92.6779    59.8184    -112.373       -112.373      2071680258.40      1125.45230      1117.04085      1505.08917
     20820    92.6786    59.8175    -112.359       -112.359      2072067449.67      1125.51491      1117.10299      1505.17291
     20822    92.6793    59.8213    -112.345       -112.345      2072455195.50      1125.57758      1117.16519      1505.25671
     20824    92.6799    59.8156    -112.331       -112.331      2072842798.04      1125.64023      1117.22737      1505.34049
     20826    92.6806    59.8195    -112.316       -112.316      2073230453.17      1125.70287      1117.28955      1505.42427
     20828    92.6813    59.8233    -112.301       -112.301      2073617838.39      1125.76548      1117.35169      1505.50800
     20830    92.6820    59.8272    -112.287       -112.287      2074005920.15      1125.82817      1117.41390      1505.59183
     20832    92.6826    59.8214    -112.273       -112.273      2074393858.59      1125.89083      1117.47610      1505.67562
     20834    92.6833    59.8253    -112.258       -112.258      2074781702.76      1125.95347      1117.53827      1505.75940
     20836    92.6840    59.8243    -112.244       -112.244      2075169112.08      1126.01605      1117.60039      1505.84309
     20838    92.6846    59.8234    -112.230       -112.230      2075556820.07      1126.07867      1117.66253      1505.92683
     20840    92.6853    59.8225    -112.216       -112.216      2075944446.79      1126.14127      1117.72467      1506.01054
     20842    92.6860    59.8167    -112.202       -112.202      2076331930.51      1126.20384      1117.78677      1506.09423
     20844    92.6866    59.8158    -112.188       -112.188      2076719258.84      1126.26639      1117.84886      1506.17788
     20846    92.6873    59.8148    -112.173       -112.173      2077106694.32      1126.32895      1117.91095      1506.26154
     20848    92.6880    59.8139    -112.159       -112.159      2077494435.83      1126.39154      1117.97306      1506.34523
     20850    92.6886    59.8177    -112.145       -112.145      2077882210.52      1126.45412      1118.03518      1506.42893
     20852    92.6893    59.8216    -112.131       -112.131      2078270363.98      1126.51674      1118.09733      1506.51267
     20854    92.6900    59.8255    -112.117       -112.117      2078658027.39      1126.57930      1118.15942      1506.59633
     20856    92.6906    59.8245    -112.103       -112.103      2079045510.77      1126.64183      1118.22149      1506.67996
     20858    92.6913    59.8236    -112.089       -112.089      2079432951.98      1126.70435      1118.28354      1506.76357
     20860    92.6920    59.8226    -112.074       -112.074      2079820241.98      1126.76685      1118.34557      1506.84714
     20862    92.6926    59.8265    -112.060       -112.060      2080207989.86      1126.82939      1118.40764      1506.93078
     20864    92.6933    59.8303    -112.045       -112.045      2080595573.41      1126.89191      1118.46969      1507.01439
     20866    92.6940    59.8294    -112.031       -112.031      2080983190.04      1126.95442      1118.53174      1507.09799
     20868    92.6947    59.8284    -112.017       -112.017      2081370892.84      1127.01694      1118.59379      1507.18159
     20870    92.6953    59.8323    -112.003       -112.003      2081757802.64      1127.07936      1118.65574      1507.26507
     20872    92.6960    59.8361    -111.989       -111.989      2082144495.91      1127.14174      1118.71767      1507.34850
     20874    92.6967    59.8352    -111.975       -111.975      2082531251.39      1127.20413      1118.77959      1507.43194
     20876    92.6974    59.8390    -111.961       -111.961      2082918147.86      1127.26653      1118.84152      1507.51538
     20878    92.6980    59.8381    -111.947       -111.947      2083305135.68      1127.32893      1118.90346      1507.59883
     20880    92.6987    59.8372    -111.932       -111.932      2083692392.38      1127.39136      1118.96542      1507.68232
     20882    92.6994    59.8362    -111.918       -111.918      2084079338.20      1127.45375      1119.02734      1507.76575
     20884    92.7001    59.8353    -111.904       -111.904      2084466228.97      1127.51612      1119.08924      1507.84916
     20886    92.7007    59.8391    -111.890       -111.890      2084853292.40      1127.57851      1119.15116      1507.93259
     20888    92.7014    59.8430    -111.876       -111.876      2085239941.27      1127.64084      1119.21303      1508.01595
     20890    92.7021    59.8420    -111.861       -111.861      2085626347.79      1127.70314      1119.27486      1508.09926
     20892    92.7027    59.8411    -111.847       -111.847      2086012602.35      1127.76541      1119.33667      1508.18254
     20894    92.7034    59.8449    -111.833       -111.833      2086398868.28      1127.82768      1119.39847      1508.26581
     20896    92.7041    59.8440    -111.818       -111.818      2086784950.59      1127.88992      1119.46025      1508.34905
     20898    92.7047    59.8430    -111.803       -111.803      2087171018.79      1127.95215      1119.52202      1508.43227
     20900    92.7054    59.8469    -111.788       -111.788      2087557339.68      1128.01441      1119.58381      1508.51553
     20902    92.7061    59.8412    -111.774       -111.774      2087943518.82      1128.07664      1119.64557      1508.59875
     20904    92.7067    59.8402    -111.759       -111.759      2088329951.28      1128.13890      1119.70736      1508.68201
     20906    92.7074    59.8441    -111.744       -111.744      2088716221.21      1128.20113      1119.76913      1508.76523
     20908    92.7081    59.8479    -111.730       -111.730      2089102189.00      1128.26332      1119.83085      1508.84840
     20910    92.7087    59.8517    -111.715       -111.715      2089487714.40      1128.32545      1119.89252      1508.93149
     20912    92.7094    59.8556    -111.699       -111.699      2089873620.77      1128.38762      1119.95423      1509.01463
     20914    92.7101    59.8594    -111.685       -111.685      2090259533.44      1128.44978      1120.01593      1509.09776
     20916    92.7107    59.8585    -111.670       -111.670      2090645675.16      1128.51196      1120.07765      1509.18092
     20918    92.7114    59.8575    -111.656       -111.656      2091032008.41      1128.57417      1120.13938      1509.26411
     20920    92.7121    59.8566    -111.641       -111.641      2091418371.43      1128.63636      1120.20111      1509.34728
     20922    92.7128    59.8557    -111.626       -111.626      2091805051.25      1128.69859      1120.26288      1509.43050
