No. moves  % accept.   % accept. vol.   <E_tot>      <E_sr>    <Vol>      <Lx>     <Ly>    <Lz>
     14460    89.2419    56.5629    -217.906       -217.906      979443422.10      895.34779      888.65610      1197.36596
     14462    89.2433    56.5620    -217.863       -217.863      979684296.41      895.41509      888.72290      1197.45596
     14464    89.2446    56.5611    -217.820       -217.820      979925412.64      895.48243      888.78974      1197.54602
     14466    89.2459    56.5671    -217.775       -217.775      980166517.43      895.54976      888.85657      1197.63606
     14468    89.2472    56.5593    -217.731       -217.731      980407406.37      895.61703      888.92333      1197.72602
     14470    89.2486    56.5653    -217.688       -217.688      980648527.01      895.68435      888.99014      1197.81604
     14472    89.2499    56.5644    -217.647       -217.647      980889747.76      895.75167      889.05696      1197.90607
     14474    89.2512    56.5704    -217.608       -217.608      981131371.66      895.81908      889.12387      1197.99622
     14476    89.2525    56.5695    -217.566       -217.566      981373092.20      895.88650      889.19078      1198.08637
     14478    89.2538    56.5686    -217.524       -217.524      981615044.32      895.95396      889.25774      1198.17659
     14480    89.2551    56.5746    -217.483       -217.483      981857015.36      896.02141      889.32469      1198.26680
     14482    89.2565    56.5668    -217.441       -217.441      982098770.46      896.08880      889.39158      1198.35692
     14484    89.2578    56.5659    -217.400       -217.400      982340610.23      896.15620      889.45847      1198.44706
     14486    89.2591    56.5650    -217.359       -217.359      982582392.60      896.22358      889.52535      1198.53717
     14488    89.2604    56.5710    -217.320       -217.320      982824090.12      896.29093      889.59219      1198.62723
     14490    89.2617    56.5631    -217.281       -217.281      983065572.32      896.35822      889.65898      1198.71722
     14492    89.2630    56.5691    -217.240       -217.240      983307047.25      896.42549      889.72575      1198.80719
     14494    89.2643    56.5751    -217.200       -217.200      983548747.29      896.49281      889.79257      1198.89721
     14496    89.2657    56.5673    -217.160       -217.160      983790232.29      896.56007      889.85932      1198.98716
     14498    89.2670    56.5664    -217.120       -217.120      984032039.95      896.62739      889.92614      1199.07718
     14500    89.2683    56.5655    -217.080       -217.080      984273986.26      896.69473      889.99297      1199.16724
     14502    89.2696    56.5646    -217.042       -217.042      984515776.20      896.76202      890.05977      1199.25723
     14504    89.2709    56.5706    -217.003       -217.003      984757113.80      896.82920      890.12644      1199.34708
     14506    89.2722    56.5697    -216.965       -216.965      984998069.90      896.89629      890.19302      1199.43679
     14508    89.2735    56.5688    -216.924       -216.924      985239353.66      896.96343      890.25967      1199.52658
     14510    89.2748    56.5679    -216.882       -216.882      985480469.64      897.03053      890.32627      1199.61631
     14512    89.2761    56.5739    -216.843       -216.843      985721851.37      897.09768      890.39291      1199.70611
     14514    89.2774    56.5730    -216.804       -216.804      985962658.01      897.16468      890.45942      1199.79572
     14516    89.2787    56.5652    -216.766       -216.766      986203251.36      897.23163      890.52586      1199.88525
     14518    89.2800    56.5712    -216.728       -216.728      986444173.12      897.29864      890.59237      1199.97486
     14520    89.2813    56.5702    -216.689       -216.689      986685232.89      897.36567      890.65890      1200.06451
     14522    89.2826    56.5693    -216.649       -216.649      986925853.20      897.43259      890.72532      1200.15400
     14524    89.2839    56.5684    -216.609       -216.609      987166537.58      897.49952      890.79175      1200.24350
     14526    89.2852    56.5675    -216.570       -216.570      987407157.30      897.56642      890.85815      1200.33297
     14528    89.2865    56.5735    -216.533       -216.533      987647507.82      897.63324      890.92448      1200.42234
     14530    89.2878    56.5726    -216.495       -216.495      987887968.71      897.70009      890.99082      1200.51173
     14532    89.2891    56.5717    -216.458       -216.458      988128310.05      897.76689      891.05712      1200.60106
     14534    89.2904    56.5708    -216.417       -216.417      988368583.19      897.83367      891.12340      1200.69037
     14536    89.2917    56.5699    -216.379       -216.379      988608824.92      897.90043      891.18966      1200.77965
     14538    89.2930    56.5759    -216.341       -216.341      988849478.66      897.96727      891.25601      1200.86904
     14540    89.2943    56.5750    -216.303       -216.303      989090392.93      898.03417      891.32240      1200.95850
     14542    89.2956    56.5809    -216.265       -216.265      989331389.40      898.10107      891.38880      1201.04796
     14544    89.2969    56.5800    -216.226       -216.226      989571877.98      898.16784      891.45508      1201.13726
     14546    89.2983    56.5791    -216.187       -216.187      989812157.77      898.23456      891.52129      1201.22648
     14548    89.2996    56.5851    -216.150       -216.150      990053000.54      898.30139      891.58763      1201.31586
     14550    89.3009    56.5773    -216.111       -216.111      990293631.59      898.36817      891.65391      1201.40516
     14552    89.3022    56.5833    -216.071       -216.071      990534567.54      898.43500      891.72024      1201.49454
     14554    89.3035    56.5824    -216.030       -216.030      990775543.67      898.50183      891.78657      1201.58392
     14556    89.3048    56.5746    -215.991       -215.991      991016308.23      898.56861      891.85285      1201.67321
     14558    89.3061    56.5737    -215.952       -215.952      991257389.41      898.63544      891.91918      1201.76260
     14560    89.3074    56.5659    -215.915       -215.915      991498259.11      898.70222      891.98546      1201.85190
     14562    89.3086    56.5719    -215.876       -215.876      991738618.85      898.76887      892.05161      1201.94103
     14564    89.3100    56.5779    -215.839       -215.839      991979568.46      898.83564      892.11789      1202.03033
     14566    89.3113    56.5838    -215.801       -215.801      992220792.41      898.90247      892.18422      1202.11970
     14568    89.3126    56.5898    -215.763       -215.763      992462496.75      898.96939      892.25064      1202.20920
     14570    89.3139    56.5957    -215.725       -215.725      992704448.31      899.03636      892.31711      1202.29876
     14572    89.3152    56.6017    -215.686       -215.686      992947080.15      899.10348      892.38372      1202.38851
     14574    89.3165    56.6008    -215.648       -215.648      993189516.23      899.17054      892.45028      1202.47819
     14576    89.3178    56.5999    -215.610       -215.610      993431738.75      899.23754      892.51678      1202.56779
     14578    89.3191    56.6058    -215.572       -215.572      993674400.41      899.30462      892.58336      1202.65751
     14580    89.3204    56.6049    -215.534       -215.534      993917188.71      899.37173      892.64997      1202.74725
     14582    89.3217    56.6040    -215.497       -215.497      994159375.88      899.43869      892.71643      1202.83680
     14584    89.3230    56.5963    -215.460       -215.460      994401351.72      899.50559      892.78283      1202.92626
     14586    89.3242    56.5954    -215.422       -215.422      994643441.40      899.57251      892.84925      1203.01575
     14588    89.3256    56.6013    -215.384       -215.384      994885534.05      899.63942      892.91565      1203.10523
     14590    89.3269    56.6073    -215.345       -215.345      995127518.50      899.70629      892.98203      1203.19466
     14592    89.3282    56.6132    -215.303       -215.303      995369223.65      899.77309      893.04833      1203.28399
     14594    89.3295    56.6123    -215.261       -215.261      995610625.73      899.83981      893.11455      1203.37321
     14596    89.3308    56.6114    -215.219       -215.219      995851911.61      899.90649      893.18073      1203.46239
     14598    89.3321    56.6105    -215.177       -215.177      996092645.72      899.97304      893.24678      1203.55138
     14600    89.3333    56.6027    -215.136       -215.136      996333170.50      900.03952      893.31277      1203.64030
     14602    89.3347    56.5950    -215.095       -215.095      996573486.22      900.10596      893.37871      1203.72914
     14604    89.3360    56.6009    -215.054       -215.054      996813736.67      900.17236      893.44462      1203.81795
     14606    89.3373    56.6069    -215.012       -215.012      997054369.27      900.23884      893.51060      1203.90685
     14608    89.3385    56.6128    -214.969       -214.969      997294822.58      900.30527      893.57654      1203.99569
     14610    89.3399    56.6119    -214.927       -214.927      997535128.78      900.37166      893.64243      1204.08447
     14612    89.3412    56.6110    -214.885       -214.885      997775666.55      900.43809      893.70836      1204.17331
     14614    89.3425    56.6101    -214.844       -214.844      998015876.58      900.50444      893.77421      1204.26204
     14616    89.3438    56.6160    -214.802       -214.802      998256688.19      900.57091      893.84018      1204.35093
     14618    89.3451    56.6220    -214.763       -214.763      998497314.06      900.63732      893.90610      1204.43975
     14620    89.3464    56.6142    -214.724       -214.724      998737731.59      900.70368      893.97197      1204.52849
     14622    89.3477    56.6202    -214.687       -214.687      998978203.38      900.77005      894.03783      1204.61724
     14624    89.3489    56.6261    -214.647       -214.647      999218855.58      900.83644      894.10373      1204.70603
     14626    89.3502    56.6320    -214.610       -214.610      999459937.18      900.90292      894.16971      1204.79493
     14628    89.3515    56.6311    -214.572       -214.572      999701250.80      900.96944      894.23574      1204.88389
     14630    89.3528    56.6370    -214.535       -214.535      999942505.25      901.03594      894.30174      1204.97282
     14632    89.3541    56.6430    -214.497       -214.497      1000184080.34      901.10250      894.36780      1205.06183
     14634    89.3554    56.6352    -214.462       -214.462      1000425446.90      901.16900      894.43380      1205.15077
     14636    89.3566    56.6343    -214.426       -214.426      1000667039.89      901.23554      894.49985      1205.23976
     14638    89.3579    56.6403    -214.388       -214.388      1000908055.88      901.30194      894.56576      1205.32856
     14640    89.3592    56.6462    -214.351       -214.351      1001149246.66      901.36837      894.63169      1205.41740
     14642    89.3605    56.6453    -214.313       -214.313      1001390657.86      901.43484      894.69766      1205.50629
     14644    89.3618    56.6444    -214.274       -214.274      1001632407.15      901.50138      894.76370      1205.59527
     14646    89.3631    56.6435    -214.237       -214.237      1001874367.40      901.56795      894.82978      1205.68430
     14648    89.3644    56.6494    -214.197       -214.197      1002116024.87      901.63445      894.89578      1205.77322
     14650    89.3656    56.6553    -214.156       -214.156      1002357876.62      901.70098      894.96181      1205.86219
     14652    89.3669    56.6544    -214.117       -214.117      1002599764.99      901.76750      895.02784      1205.95116
     14654    89.3682    56.6535    -214.079       -214.079      1002841967.10      901.83409      895.09392      1206.04021
     14656    89.3695    56.6526    -214.040       -214.040      1003083981.73      901.90062      895.15996      1206.12918
     14658    89.3708    56.6448    -214.003       -214.003      1003325788.54      901.96710      895.22594      1206.21808
     14660    89.3721    56.6439    -213.966       -213.966      1003566979.90      902.03343      895.29177      1206.30678
     14662    89.3734    56.6498    -213.928       -213.928      1003808981.87      902.09992      895.35777      1206.39571
     14664    89.3746    56.6489    -213.891       -213.891      1004050801.29      902.16637      895.42372      1206.48458
     14666    89.3759    56.6412    -213.854       -213.854      1004292413.40      902.23276      895.48962      1206.57336
     14668    89.3772    56.6403    -213.815       -213.815      1004533823.54      902.29910      895.55546      1206.66207
     14670    89.3785    56.6462    -213.775       -213.775      1004775245.14      902.36543      895.62129      1206.75077
     14672    89.3798    56.6453    -213.736       -213.736      1005015899.29      902.43157      895.68694      1206.83923
     14674    89.3811    56.6376    -213.697       -213.697      1005256347.49      902.49766      895.75253      1206.92761
     14676    89.3824    56.6367    -213.657       -213.657      1005496419.29      902.56365      895.81803      1207.01587
     14678    89.3837    56.6290    -213.619       -213.619      1005736285.81      902.62959      895.88348      1207.10404
     14680    89.3849    56.6349    -213.581       -213.581      1005976657.03      902.69563      895.94902      1207.19236
     14682    89.3862    56.6340    -213.543       -213.543      1006217113.98      902.76168      896.01458      1207.28069
     14684    89.3875    56.6331    -213.504       -213.504      1006457186.08      902.82763      896.08004      1207.36889
     14686    89.3888    56.6390    -213.466       -213.466      1006697793.59      902.89369      896.14561      1207.45723
     14688    89.3901    56.6313    -213.429       -213.429      1006938195.80      902.95970      896.21112      1207.54551
     14690    89.3914    56.6304    -213.391       -213.391      1007178642.84      903.02570      896.27663      1207.63378
     14692    89.3927    56.6227    -213.350       -213.350      1007418884.90      903.09165      896.34209      1207.72197
     14694    89.3940    56.6218    -213.309       -213.309      1007659289.83      903.15763      896.40757      1207.81020
     14696    89.3953    56.6277    -213.269       -213.269      1007899666.01      903.22359      896.47304      1207.89841
     14698    89.3965    56.6268    -213.229       -213.229      1008139898.67      903.28950      896.53846      1207.98656
     14700    89.3978    56.6327    -213.191       -213.191      1008380746.50      903.35555      896.60401      1208.07488
     14702    89.3991    56.6386    -213.150       -213.150      1008621752.96      903.42162      896.66959      1208.16324
     14704    89.4004    56.6376    -213.112       -213.112      1008862461.17      903.48761      896.73509      1208.25149
     14706    89.4017    56.6367    -213.074       -213.074      1009103105.18      903.55358      896.80056      1208.33971
     14708    89.4030    56.6358    -213.035       -213.035      1009344109.68      903.61961      896.86611      1208.42803
     14710    89.4043    56.6417    -212.996       -212.996      1009585266.83      903.68568      896.93167      1208.51637
     14712    89.4055    56.6408    -212.958       -212.958      1009826444.82      903.75173      896.99724      1208.60471
     14714    89.4068    56.6399    -212.921       -212.921      1010067937.89      903.81785      897.06286      1208.69313
     14716    89.4081    56.6390    -212.884       -212.884      1010309252.76      903.88392      897.12843      1208.78148
     14718    89.4094    56.6381    -212.847       -212.847      1010550376.99      903.94993      897.19395      1208.86976
     14720    89.4106    56.6440    -212.811       -212.811      1010791469.23      904.01593      897.25945      1208.95802
     14722    89.4119    56.6363    -212.776       -212.776      1011032357.25      904.08187      897.32490      1209.04620
     14724    89.4131    56.6354    -212.739       -212.739      1011273126.15      904.14777      897.39031      1209.13434
     14726    89.4144    56.6345    -212.702       -212.702      1011513828.25      904.21365      897.45570      1209.22244
     14728    89.4157    56.6268    -212.667       -212.667      1011754326.70      904.27947      897.52103      1209.31046
     14730    89.4169    56.6191    -212.631       -212.631      1011994621.78      904.34524      897.58631      1209.39842
     14732    89.4182    56.6250    -212.594       -212.594      1012235270.54      904.41107      897.65165      1209.48646
     14734    89.4195    56.6241    -212.556       -212.556      1012476012.73      904.47692      897.71700      1209.57452
     14736    89.4208    56.6300    -212.520       -212.520      1012716893.88      904.54279      897.78238      1209.66260
     14738    89.4221    56.6359    -212.484       -212.484      1012957818.91      904.60866      897.84775      1209.75069
     14740    89.4233    56.6350    -212.447       -212.447      1013198726.63      904.67451      897.91311      1209.83875
     14742    89.4246    56.6341    -212.410       -212.410      1013439959.87      904.74042      897.97854      1209.92690
     14744    89.4259    56.6332    -212.373       -212.373      1013681292.84      904.80635      898.04397      1210.01507
     14746    89.4271    56.6391    -212.335       -212.335      1013922854.24      904.87232      898.10945      1210.10329
     14748    89.4284    56.6450    -212.295       -212.295      1014164624.55      904.93832      898.17496      1210.19156
     14750    89.4297    56.6441    -212.257       -212.257      1014406608.12      905.00437      898.24051      1210.27988
     14752    89.4310    56.6499    -212.220       -212.220      1014648646.46      905.07041      898.30606      1210.36820
     14754    89.4322    56.6490    -212.182       -212.182      1014890311.89      905.13636      898.37151      1210.45640
     14756    89.4335    56.6481    -212.145       -212.145      1015132286.15      905.20237      898.43703      1210.54467
     14758    89.4347    56.6540    -212.109       -212.109      1015373850.58      905.26828      898.50244      1210.63281
     14760    89.4360    56.6531    -212.074       -212.074      1015615197.04      905.33412      898.56780      1210.72087
     14762    89.4372    56.6590    -212.038       -212.038      1015856849.87      905.40003      898.63322      1210.80901
     14764    89.4385    56.6649    -212.002       -212.002      1016099083.37      905.46606      898.69875      1210.89731
     14766    89.4397    56.6572    -211.965       -211.965      1016341113.58      905.53203      898.76423      1210.98553
     14768    89.4410    56.6563    -211.927       -211.927      1016582956.68      905.59795      898.82965      1211.07369
     14770    89.4423    56.6554    -211.889       -211.889      1016824964.82      905.66389      898.89510      1211.16188
     14772    89.4436    56.6613    -211.853       -211.853      1017066602.56      905.72974      898.96046      1211.24994
     14774    89.4449    56.6603    -211.816       -211.816      1017308052.20      905.79555      899.02577      1211.33794
     14776    89.4461    56.6594    -211.777       -211.777      1017549588.90      905.86135      899.09109      1211.42595
     14778    89.4474    56.6585    -211.738       -211.738      1017791210.48      905.92717      899.15642      1211.51397
     14780    89.4487    56.6576    -211.699       -211.699      1018032499.66      905.99291      899.22166      1211.60188
     14782    89.4500    56.6567    -211.662       -211.662      1018274087.83      906.05870      899.28696      1211.68986
     14784    89.4512    56.6491    -211.624       -211.624      1018515473.99      906.12443      899.35220      1211.77777
     14786    89.4525    56.6414    -211.587       -211.587      1018756658.42      906.19012      899.41739      1211.86561
     14788    89.4537    56.6473    -211.548       -211.548      1018997967.03      906.25581      899.48260      1211.95347
     14790    89.4550    56.6464    -211.510       -211.510      1019238989.73      906.32144      899.54774      1212.04123
     14792    89.4563    56.6455    -211.472       -211.472      1019480119.42      906.38708      899.61288      1212.12901
     14794    89.4575    56.6513    -211.434       -211.434      1019721322.71      906.45272      899.67804      1212.21679
     14796    89.4588    56.6504    -211.396       -211.396      1019962465.33      906.51834      899.74317      1212.30455
     14798    89.4601    56.6428    -211.358       -211.358      1020203406.90      906.58391      899.80824      1212.39223
     14800    89.4613    56.6419    -211.320       -211.320      1020444709.34      906.64955      899.87339      1212.48001
     14802    89.4626    56.6478    -211.282       -211.282      1020685777.36      906.71512      899.93847      1212.56770
     14804    89.4638    56.6469    -211.246       -211.246      1020927197.32      906.78076      900.00363      1212.65549
     14806    89.4651    56.6460    -211.206       -211.206      1021168423.38      906.84635      900.06872      1212.74320
     14808    89.4664    56.6451    -211.165       -211.165      1021409497.70      906.91190      900.13378      1212.83086
     14810    89.4676    56.6509    -211.123       -211.123      1021650500.13      906.97742      900.19881      1212.91848
     14812    89.4689    56.6568    -211.082       -211.082      1021891611.13      907.04295      900.26385      1213.00612
     14814    89.4702    56.6559    -211.041       -211.041      1022132684.42      907.10846      900.32888      1213.09373
     14816    89.4715    56.6550    -211.000       -211.000      1022373463.70      907.17390      900.39383      1213.18124
     14818    89.4727    56.6541    -210.958       -210.958      1022614390.26      907.23937      900.45880      1213.26879
     14820    89.4740    56.6532    -210.918       -210.918      1022855677.51      907.30490      900.52384      1213.35643
     14822    89.4752    56.6523    -210.880       -210.880      1023097138.49      907.37046      900.58892      1213.44410
     14824    89.4765    56.6514    -210.842       -210.842      1023338660.62      907.43602      900.65399      1213.53178
     14826    89.4778    56.6505    -210.802       -210.802      1023579991.24      907.50153      900.71901      1213.61939
     14828    89.4790    56.6563    -210.762       -210.762      1023821626.27      907.56710      900.78409      1213.70708
     14830    89.4803    56.6622    -210.722       -210.722      1024063973.44      907.63282      900.84931      1213.79496
     14832    89.4816    56.6613    -210.684       -210.684      1024306278.14      907.69851      900.91452      1213.88282
     14834    89.4829    56.6604    -210.646       -210.646      1024548811.31      907.76425      900.97977      1213.97073
     14836    89.4841    56.6662    -210.607       -210.607      1024791380.29      907.82999      901.04501      1214.05864
     14838    89.4854    56.6653    -210.569       -210.569      1025034000.36      907.89572      901.11025      1214.14655
     14840    89.4867    56.6712    -210.530       -210.530      1025276318.35      907.96138      901.17542      1214.23435
     14842    89.4879    56.6703    -210.490       -210.490      1025518656.22      908.02704      901.24059      1214.32215
     14844    89.4892    56.6626    -210.451       -210.451      1025760793.98      908.09263      901.30569      1214.40988
     14846    89.4905    56.6550    -210.411       -210.411      1026002731.87      908.15818      901.37075      1214.49754
     14848    89.4917    56.6608    -210.372       -210.372      1026245026.42      908.22379      901.43587      1214.58528
     14850    89.4930    56.6599    -210.331       -210.331      1026487668.27      908.28947      901.50106      1214.67312
     14852    89.4943    56.6658    -210.289       -210.289      1026730180.69      908.35512      901.56621      1214.76090
     14854    89.4955    56.6716    -210.248       -210.248      1026972361.69      908.42067      901.63128      1214.84857
     14856    89.4968    56.6774    -210.208       -210.208      1027214944.51      908.48631      901.69643      1214.93635
     14858    89.4981    56.6833    -210.169       -210.169      1027457113.29      908.55185      901.76147      1215.02399
     14860    89.4993    56.6891    -210.130       -210.130      1027699559.55      908.61743      901.82657      1215.11170
     14862    89.5006    56.6949    -210.091       -210.091      1027942025.25      908.68301      901.89166      1215.19941
     14864    89.5019    56.6940    -210.051       -210.051      1028184817.77      908.74866      901.95681      1215.28719
     14866    89.5031    56.6931    -210.010       -210.010      1028427682.71      908.81431      902.02197      1215.37499
     14868    89.5044    56.6922    -209.969       -209.969      1028670028.45      908.87983      902.08701      1215.46261
     14870    89.5057    56.6913    -209.929       -209.929      1028912526.51      908.94538      902.15207      1215.55027
     14872    89.5069    56.6904    -209.891       -209.891      1029155303.62      909.01098      902.21717      1215.63800
     14874    89.5082    56.6962    -209.851       -209.851      1029397817.68      909.07651      902.28222      1215.72564
     14876    89.5094    56.6953    -209.813       -209.813      1029640657.76      909.14210      902.34732      1215.81336
     14878    89.5107    56.6944    -209.775       -209.775      1029883569.88      909.20770      902.41243      1215.90108
     14880    89.5120    56.7003    -209.738       -209.738      1030126817.11      909.27337      902.47760      1215.98889
     14882    89.5132    56.7061    -209.701       -209.701      1030370309.51      909.33907      902.54282      1216.07677
     14884    89.5145    56.7119    -209.665       -209.665      1030614360.40      909.40489      902.60814      1216.16479
     14886    89.5157    56.7177    -209.628       -209.628      1030858934.45      909.47081      902.67357      1216.25295
     14888    89.5169    56.7168    -209.590       -209.590      1031103560.77      909.53674      902.73901      1216.34111
     14890    89.5182    56.7159    -209.552       -209.552      1031348197.48      909.60266      902.80443      1216.42926
     14892    89.5195    56.7217    -209.512       -209.512      1031593478.33      909.66870      902.86998      1216.51759
     14894    89.5207    56.7275    -209.474       -209.474      1031839250.52      909.73485      902.93563      1216.60605
     14896    89.5220    56.7199    -209.435       -209.435      1032084821.92      909.80094      903.00123      1216.69443
     14898    89.5232    56.7257    -209.396       -209.396      1032330967.21      909.86715      903.06694      1216.78297
     14900    89.5245    56.7315    -209.357       -209.357      1032577366.83      909.93340      903.13270      1216.87157
     14902    89.5257    56.7374    -209.318       -209.318      1032824219.08      909.99974      903.19855      1216.96029
     14904    89.5270    56.7297    -209.280       -209.280      1033070869.97      910.06603      903.26434      1217.04894
     14906    89.5283    56.7355    -209.240       -209.240      1033317240.47      910.13224      903.33006      1217.13749
     14908    89.5295    56.7413    -209.199       -209.199      1033563766.91      910.19848      903.39580      1217.22607
     14910    89.5307    56.7471    -209.159       -209.159      1033810557.74      910.26477      903.46159      1217.31472
     14912    89.5320    56.7395    -209.121       -209.121      1034057147.59      910.33100      903.52733      1217.40329
     14914    89.5333    56.7386    -209.084       -209.084      1034303551.50      910.39718      903.59302      1217.49180
     14916    89.5345    56.7444    -209.047       -209.047      1034550557.34      910.46349      903.65883      1217.58047
     14918    89.5358    56.7435    -209.008       -209.008      1034797420.43      910.52975      903.72459      1217.66908
     14920    89.5370    56.7426    -208.968       -208.968      1035044186.52      910.59598      903.79033      1217.75765
     14922    89.5383    56.7350    -208.929       -208.929      1035290752.07      910.66216      903.85601      1217.84615
     14924    89.5395    56.7341    -208.892       -208.892      1035537341.25      910.72833      903.92169      1217.93464
     14926    89.5408    56.7399    -208.854       -208.854      1035784572.89      910.79463      903.98749      1218.02331
     14928    89.5420    56.7457    -208.816       -208.816      1036032164.02      910.86100      904.05337      1218.11207
     14930    89.5433    56.7448    -208.779       -208.779      1036279520.05      910.92731      904.11918      1218.20074
     14932    89.5445    56.7439    -208.742       -208.742      1036527064.21      910.99365      904.18502      1218.28946
     14934    89.5458    56.7497    -208.704       -208.704      1036774779.96      911.06001      904.25089      1218.37821
     14936    89.5470    56.7488    -208.666       -208.666      1037022308.97      911.12633      904.31671      1218.46690
     14938    89.5483    56.7546    -208.627       -208.627      1037270022.35      911.19267      904.38256      1218.55562
     14940    89.5496    56.7537    -208.588       -208.588      1037518018.85      911.25907      904.44847      1218.64442
     14942    89.5508    56.7528    -208.549       -208.549      1037766276.17      911.32552      904.51441      1218.73327
     14944    89.5521    56.7586    -208.509       -208.509      1038014876.44      911.39202      904.58042      1218.82222
     14946    89.5534    56.7577    -208.471       -208.471      1038263393.96      911.45850      904.64641      1218.91112
     14948    89.5546    56.7634    -208.433       -208.433      1038512271.47      911.52505      904.71246      1219.00012
     14950    89.5559    56.7692    -208.394       -208.394      1038761682.03      911.59170      904.77861      1219.08925
     14952    89.5571    56.7683    -208.353       -208.353      1039011263.92      911.65838      904.84479      1219.17843
     14954    89.5584    56.7674    -208.312       -208.312      1039260519.49      911.72498      904.91089      1219.26749
     14956    89.5597    56.7665    -208.273       -208.273      1039509899.48      911.79160      904.97701      1219.35658
     14958    89.5610    56.7589    -208.235       -208.235      1039759078.28      911.85816      905.04308      1219.44559
     14960    89.5622    56.7580    -208.198       -208.198      1040008442.02      911.92475      905.10917      1219.53465
     14962    89.5635    56.7638    -208.161       -208.161      1040257656.83      911.99130      905.17522      1219.62364
     14964    89.5648    56.7696    -208.125       -208.125      1040506680.44      912.05780      905.24122      1219.71257
     14966    89.5661    56.7754    -208.088       -208.088      1040756204.73      912.12440      905.30732      1219.80163
     14968    89.5673    56.7811    -208.051       -208.051      1041006028.85      912.19105      905.37348      1219.89077
     14970    89.5685    56.7735    -208.015       -208.015      1041255651.90      912.25764      905.43958      1219.97983
     14972    89.5698    56.7793    -207.978       -207.978      1041505875.37      912.32436      905.50579      1220.06905
     14974    89.5710    56.7717    -207.940       -207.940      1041755897.63      912.39103      905.57196      1220.15820
     14976    89.5723    56.7775    -207.905       -207.905      1042006622.07      912.45783      905.63826      1220.24754
     14978    89.5735    56.7766    -207.870       -207.870      1042257225.33      912.52460      905.70453      1220.33683
     14980    89.5748    56.7757    -207.834       -207.834      1042507878.05      912.59137      905.77080      1220.42612
     14982    89.5760    56.7748    -207.798       -207.798      1042758868.56      912.65820      905.83714      1220.51550
     14984    89.5772    56.7739    -207.762       -207.762      1043009502.14      912.72494      905.90338      1220.60476
     14986    89.5785    56.7797    -207.725       -207.725      1043259987.99      912.79165      905.96959      1220.69396
     14988    89.5797    56.7854    -207.690       -207.690      1043510880.94      912.85843      906.03587      1220.78327
     14990    89.5810    56.7845    -207.653       -207.653      1043761227.75      912.92508      906.10202      1220.87240
     14992    89.5823    56.7769    -207.617       -207.617      1044011373.96      912.99168      906.16812      1220.96146
     14994    89.5835    56.7760    -207.581       -207.581      1044261387.75      913.05824      906.23418      1221.05048
     14996    89.5848    56.7818    -207.545       -207.545      1044511634.13      913.12484      906.30029      1221.13954
     14998    89.5860    56.7742    -207.509       -207.509      1044761680.23      913.19138      906.36633      1221.22854
     15000    89.5872    56.7800    -207.472       -207.472      1045011972.90      913.25797      906.43243      1221.31759
     15002    89.5884    56.7791    -207.435       -207.435      1045262200.15      913.32454      906.49849      1221.40661
     15004    89.5897    56.7715    -207.397       -207.397      1045512227.38      913.39105      906.56451      1221.49555
     15006    89.5909    56.7706    -207.359       -207.359      1045762164.33      913.45753      906.63050      1221.58446
     15008    89.5921    56.7697    -207.320       -207.320      1046012205.09      913.52403      906.69649      1221.67339
     15010    89.5934    56.7688    -207.281       -207.281      1046262046.99      913.59047      906.76244      1221.76224
     15012    89.5946    56.7679    -207.242       -207.242      1046512174.24      913.65696      906.82844      1221.85116
     15014    89.5959    56.7737    -207.202       -207.202      1046762343.86      913.72346      906.89443      1221.94009
     15016    89.5971    56.7794    -207.162       -207.162      1047011798.63      913.78978      906.96026      1222.02879
     15018    89.5984    56.7852    -207.124       -207.124      1047261038.84      913.85606      907.02604      1222.11742
     15020    89.5996    56.7909    -207.086       -207.086      1047510357.05      913.92233      907.09182      1222.20605
     15022    89.6008    56.7900    -207.048       -207.048      1047759633.40      913.98859      907.15759      1222.29466
     15024    89.6021    56.7958    -207.009       -207.009      1048009646.32      914.05500      907.22350      1222.38347
     15026    89.6033    56.8015    -206.970       -206.970      1048260219.90      914.12152      907.28952      1222.47243
     15028    89.6046    56.8006    -206.931       -206.931      1048510465.20      914.18796      907.35546      1222.56128
     15030    89.6058    56.7997    -206.892       -206.892      1048760539.99      914.25435      907.42136      1222.65006
     15032    89.6071    56.7988    -206.854       -206.854      1049010702.67      914.32075      907.48726      1222.73886
     15034    89.6083    56.8046    -206.816       -206.816      1049261405.93      914.38726      907.55327      1222.82780
     15036    89.6095    56.8103    -206.777       -206.777      1049512230.45      914.45378      907.61930      1222.91676
     15038    89.6108    56.8161    -206.740       -206.740      1049763452.29      914.52037      907.68539      1223.00582
     15040    89.6120    56.8152    -206.704       -206.704      1050015002.80      914.58703      907.75155      1223.09496
     15042    89.6132    56.8143    -206.668       -206.668      1050266547.23      914.65368      907.81770      1223.18409
     15044    89.6144    56.8133    -206.631       -206.631      1050518306.24      914.72036      907.88388      1223.27327
     15046    89.6157    56.8191    -206.593       -206.593      1050770018.75      914.78702      907.95005      1223.36241
     15048    89.6169    56.8248    -206.559       -206.559      1051022108.89      914.85375      908.01628      1223.45166
     15050    89.6181    56.8239    -206.525       -206.525      1051273657.54      914.92036      908.08239      1223.54073
     15052    89.6193    56.8297    -206.491       -206.491      1051525472.33      914.98701      908.14855      1223.62987
     15054    89.6205    56.8287    -206.455       -206.455      1051776903.87      915.05358      908.21461      1223.71888
