No. moves  % accept.   % acc. vol.    E_tot          E_sr          Vol       Lx        Ly        Lz
     8264    83.1789        53.9327         -537.471      -537.471     320876979.02  622.95090  618.29507  833.08432
     8266    83.1816        53.9439         -544.533      -544.533     321083531.61  623.08454  618.42771  833.26303
     8268    83.1845        53.9429         -543.993      -543.993     321443907.16  623.31757  618.65899  833.57466
     8270    83.1873        53.9420         -545.492      -545.492     321441087.11  623.31574  618.65718  833.57222
     8272    83.1902        53.9410         -529.762      -529.762     321413646.93  623.29801  618.63958  833.54850
     8274    83.1930        53.9401         -537.193      -537.193     321611484.78  623.42586  618.76648  833.71949
     8276    83.1958        53.9270         -536.804      -536.804     321611484.78  623.42586  618.76648  833.71949
     8278    83.1985        53.9261         -536.463      -536.463     321782071.65  623.53607  618.87586  833.86687
     8280    83.2014        53.9372         -532.939      -532.939     321953581.15  623.64683  618.98579  834.01499
     8282    83.2043        53.9483         -544.558      -544.558     322667490.93  624.10746  619.44298  834.63100
     8284    83.2070        53.9594         -538.020      -538.020     323301449.84  624.51592  619.84839  835.17725
     8286    83.2097        53.9706         -537.692      -537.692     323787547.77  624.82876  620.15889  835.59562
     8288    83.2125        53.9696         -544.529      -544.529     323986016.72  624.95640  620.28558  835.76631
     8290    83.2153        53.9686         -540.891      -540.891     324087867.70  625.02188  620.35057  835.85388
     8292    83.2182        53.9677         -543.849      -543.849     324328581.84  625.17659  620.50412  836.06077
     8294    83.2210        53.9667         -546.889      -546.889     324699025.90  625.41452  620.74027  836.37896
     8296    83.2238        53.9658         -544.865      -544.865     325098463.51  625.67087  620.99471  836.72179
     8298    83.2266        53.9648         -536.706      -536.706     325255378.54  625.77152  621.09461  836.85639
     8300    83.2293        53.9759         -527.801      -527.801     325368489.95  625.84405  621.16659  836.95338
     8302    83.2321        53.9749         -534.302      -534.302     325421077.43  625.87777  621.20006  836.99847
     8304    83.2350        53.9740         -524.334      -524.334     325478257.99  625.91443  621.23644  837.04749
     8306    83.2377        53.9610         -526.901      -526.901     325478257.99  625.91443  621.23644  837.04749
     8308    83.2406        53.9721         -534.106      -534.106     326127203.82  626.33014  621.64904  837.60343
     8310    83.2434        53.9711         -534.844      -534.844     326391262.95  626.49913  621.81678  837.82943
     8312    83.2462        53.9822         -532.474      -532.474     326746908.20  626.72660  622.04255  838.13363
     8314    83.2489        53.9692         -534.551      -534.551     326746908.20  626.72660  622.04255  838.13363
     8316    83.2517        53.9562         -536.349      -536.349     326746908.20  626.72660  622.04255  838.13363
     8318    83.2545        53.9673         -535.975      -535.975     327380360.99  627.13134  622.44426  838.67490
     8320    83.2573        53.9784         -542.708      -542.708     327454782.12  627.17886  622.49143  838.73845
     8322    83.2600        53.9894         -535.765      -535.765     327544885.49  627.23638  622.54852  838.81537
     8324    83.2628        54.0005         -532.485      -532.485     328097136.94  627.58870  622.89820  839.28653
     8326    83.2656        53.9875         -530.472      -530.472     328097136.94  627.58870  622.89820  839.28653
     8328    83.2684        53.9986         -533.408      -533.408     328892004.17  628.09510  623.40082  839.96375
     8330    83.2711        53.9856         -537.797      -537.797     328892004.17  628.09510  623.40082  839.96375
     8332    83.2740        53.9726         -541.939      -541.939     328892004.17  628.09510  623.40082  839.96375
     8334    83.2768        53.9717         -543.493      -543.493     329004446.13  628.16667  623.47185  840.05946
     8336    83.2794        53.9707         -541.344      -541.344     329033287.60  628.18502  623.49007  840.08401
     8338    83.2821        53.9698         -544.206      -544.206     329381515.56  628.40656  623.70995  840.38027
     8340    83.2849        53.9808         -539.922      -539.922     329858275.80  628.70960  624.01073  840.78554
     8342    83.2877        53.9679         -544.588      -544.588     329858275.80  628.70960  624.01073  840.78554
     8344    83.2904        53.9549         -539.627      -539.627     329858275.80  628.70960  624.01073  840.78554
     8346    83.2933        53.9420         -543.814      -543.814     329858275.80  628.70960  624.01073  840.78554
     8348    83.2961        53.9530         -531.400      -531.400     330383519.89  629.04313  624.34176  841.23157
     8350    83.2989        53.9521         -525.338      -525.338     330515120.88  629.12664  624.42465  841.34325
     8352    83.3016        53.9511         -531.729      -531.729     330695045.87  629.24078  624.53794  841.49590
     8354    83.3046        53.9502         -524.745      -524.745     330790656.49  629.30142  624.59812  841.57699
     8356    83.3074        53.9493         -523.628      -523.628     331037670.05  629.45802  624.75355  841.78641
     8358    83.3101        53.9363         -524.598      -524.598     331037670.05  629.45802  624.75355  841.78641
     8360    83.3130        53.9354         -528.047      -528.047     331453080.09  629.72121  625.01477  842.13838
     8362    83.3157        53.9464         -527.029      -527.029     332173438.29  630.17708  625.46723  842.74802
     8364    83.3184        53.9455         -537.104      -537.104     332509176.10  630.38932  625.67789  843.03185
     8366    83.3212        53.9445         -532.117      -532.117     332732988.99  630.53072  625.81824  843.22096
     8368    83.3240        53.9436         -535.182      -535.182     333065896.90  630.74094  626.02688  843.50209
     8370    83.3268        53.9427         -524.403      -524.403     333252718.43  630.85885  626.14391  843.65977
     8372    83.3296        53.9298         -514.081      -514.081     333252718.43  630.85885  626.14391  843.65977
     8374    83.3323        53.9288         -528.402      -528.402     333317950.02  630.90001  626.18476  843.71481
     8376    83.3349        53.9279         -531.288      -531.288     333498019.15  631.01360  626.29750  843.86672
     8378    83.3378        53.9150         -527.485      -527.485     333498019.15  631.01360  626.29750  843.86672
     8380    83.3406        53.9141         -527.462      -527.462     333620740.90  631.09099  626.37432  843.97021
     8382    83.3433        53.9012         -524.279      -524.279     333620740.90  631.09099  626.37432  843.97021
     8384    83.3460        53.9122         -513.913      -513.913     333919917.85  631.27958  626.56150  844.22242
     8386    83.3487        53.9113         -515.263      -515.263     333886674.33  631.25863  626.54070  844.19440
     8388    83.3515        53.9223         -513.547      -513.547     334152117.68  631.42587  626.70669  844.41806
     8390    83.3543        53.9213         -512.270      -512.270     334175695.29  631.44072  626.72143  844.43792
     8392    83.3571        53.9323         -516.078      -516.078     334777110.12  631.81930  627.09718  844.94419
     8394    83.3598        53.9433         -520.546      -520.546     335244972.61  632.11349  627.38917  845.33762
     8396    83.3626        53.9543         -514.664      -514.664     335703812.28  632.40174  627.67527  845.72311
     8398    83.3653        53.9652         -507.293      -507.293     336280096.78  632.76340  628.03423  846.20677
     8400    83.3681        53.9643         -510.597      -510.597     336662478.60  633.00315  628.27219  846.52738
     8402    83.3709        53.9633         -504.575      -504.575     336799578.08  633.08907  628.35746  846.64228
     8404    83.3736        53.9743         -514.362      -514.362     336959407.78  633.18919  628.45684  846.77618
     8406    83.3764        53.9734         -513.845      -513.845     337154423.64  633.31132  628.57806  846.93951
     8408    83.3791        53.9843         -514.684      -514.684     337586480.28  633.58173  628.84644  847.30113
     8410    83.3820        53.9834         -522.053      -522.053     337644161.15  633.61782  628.88226  847.34939
     8412    83.3847        53.9824         -511.598      -511.598     337779791.60  633.70265  628.96645  847.46283
     8414    83.3875        53.9815         -514.883      -514.883     338037588.57  633.86382  629.12642  847.67837
     8416    83.3902        53.9924         -518.240      -518.240     338340252.50  634.05294  629.31413  847.93129
     8418    83.3929        53.9796         -515.805      -515.805     338340252.50  634.05294  629.31413  847.93129
     8420    83.3957        53.9905         -508.906      -508.906     338596595.92  634.21303  629.47303  848.14538
     8422    83.3985        53.9896         -516.014      -516.014     338779387.13  634.32714  629.58628  848.29798
     8424    83.4011        54.0005         -514.316      -514.316     339471398.81  634.75875  630.01466  848.87518
     8426    83.4039        54.0114         -513.738      -513.738     339776133.64  634.94863  630.20312  849.12911
     8428    83.4068        54.0104         -520.087      -520.087     339978750.18  635.07482  630.32837  849.29786
     8430    83.4096        54.0214         -510.902      -510.902     340518028.68  635.41043  630.66147  849.74668
     8432    83.4124        54.0085         -510.577      -510.577     340518028.68  635.41043  630.66147  849.74668
     8434    83.4151        53.9957         -515.040      -515.040     340518028.68  635.41043  630.66147  849.74668
     8436    83.4179        53.9948         -510.341      -510.341     340914766.73  635.65710  630.90630  850.07656
     8438    83.4207        53.9820         -510.858      -510.858     340914766.73  635.65710  630.90630  850.07656
     8440    83.4235        53.9692         -507.298      -507.298     340914766.73  635.65710  630.90630  850.07656
     8442    83.4263        53.9801         -511.770      -511.770     341205434.72  635.83771  631.08556  850.31809
     8444    83.4291        53.9792         -509.921      -509.921     341311847.33  635.90380  631.15116  850.40648
     8446    83.4318        53.9782         -500.182      -500.182     341538121.66  636.04430  631.29060  850.59436
     8448    83.4347        53.9891         -503.299      -503.299     341626333.60  636.09905  631.34495  850.66759
     8450    83.4374        54.0000         -508.051      -508.051     341767303.29  636.18653  631.43177  850.78458
     8452    83.4403        53.9872         -505.973      -505.973     341767303.29  636.18653  631.43177  850.78458
     8454    83.4430        53.9981         -509.215      -509.215     342004998.64  636.33398  631.57812  850.98177
     8456    83.4458        53.9972         -503.768      -503.768     342351882.80  636.54905  631.79158  851.26938
     8458    83.4486        54.0080         -507.060      -507.060     342309798.27  636.52296  631.76569  851.23450
     8460    83.4512        54.0071         -505.767      -505.767     342249503.92  636.48559  631.72860  851.18452
     8462    83.4540        54.0061         -498.736      -498.736     342475464.78  636.62563  631.86759  851.37180
     8464    83.4568        54.0052         -500.303      -500.303     342478120.28  636.62728  631.86923  851.37400
     8466    83.4596        53.9924         -499.531      -499.531     342478120.28  636.62728  631.86923  851.37400
     8468    83.4623        53.9915         -503.578      -503.578     342564835.93  636.68101  631.92255  851.44585
     8470    83.4650        54.0024         -499.984      -499.984     342876382.18  636.87396  632.11406  851.70389
     8472    83.4678        53.9896         -495.632      -495.632     342876382.18  636.87396  632.11406  851.70389
     8474    83.4706        53.9887         -498.461      -498.461     342833078.16  636.84714  632.08745  851.66803
     8476    83.4734        53.9877         -497.178      -497.178     343267922.36  637.11629  632.35458  852.02796
     8478    83.4762        53.9986         -496.433      -496.433     343199012.18  637.07365  632.31226  851.97094
     8480    83.4789        54.0094         -498.468      -498.468     343674994.19  637.36803  632.60445  852.36462
     8482    83.4816        54.0085         -499.873      -499.873     343959348.38  637.54377  632.77887  852.59964
     8484    83.4845        53.9958         -495.143      -495.143     343959348.38  637.54377  632.77887  852.59964
     8486    83.4871        53.9948         -503.031      -503.031     344092856.38  637.62625  632.86073  852.70994
     8488    83.4898        53.9939         -495.704      -495.704     344211023.41  637.69923  632.93317  852.80754
     8490    83.4926        53.9929         -488.265      -488.265     344578577.66  637.92613  633.15837  853.11098
     8492    83.4954        53.9920         -491.190      -491.190     344476050.84  637.86285  633.09557  853.02636
     8494    83.4981        53.9793         -498.095      -498.095     344476050.84  637.86285  633.09557  853.02636
     8496    83.5009        53.9901         -501.255      -501.255     345164847.09  638.28772  633.51725  853.59453
     8498    83.5036        53.9774         -492.361      -492.361     345164847.09  638.28772  633.51725  853.59453
     8500    83.5063        53.9765         -498.631      -498.631     345428205.28  638.45001  633.67834  853.81157
     8502    83.5090        53.9873         -492.833      -492.833     346270080.84  638.96827  634.19272  854.50465
     8504    83.5117        53.9864         -496.003      -496.003     346067183.14  638.84344  634.06882  854.33771
     8506    83.5145        53.9854         -489.889      -489.889     346288789.01  638.97977  634.20414  854.52003
     8508    83.5173        53.9962         -489.794      -489.794     346650089.02  639.20192  634.42463  854.81712
     8510    83.5201        53.9953         -493.440      -493.440     347053887.93  639.45002  634.67087  855.14890
     8512    83.5229        53.9826         -490.884      -490.884     347053887.93  639.45002  634.67087  855.14890
     8514    83.5257        53.9699         -498.606      -498.606     347053887.93  639.45002  634.67087  855.14890
     8516    83.5285        53.9807         -489.625      -489.625     347523153.87  639.73810  634.95680  855.53416
     8518    83.5313        53.9798         -498.640      -498.640     347827334.20  639.92469  635.14200  855.78370
     8520    83.5340        53.9789         -490.719      -490.719     348096225.57  640.08955  635.30562  856.00416
     8522    83.5368        53.9779         -494.248      -494.248     348497651.11  640.33551  635.54974  856.33309
     8524    83.5395        53.9770         -493.912      -493.912     348691135.55  640.45399  635.66734  856.49153
     8526    83.5424        53.9878         -497.371      -497.371     349249286.77  640.79553  636.00633  856.94829
     8528    83.5450        53.9869         -494.440      -494.440     349426186.54  640.90371  636.11369  857.09295
     8530    83.5477        53.9742         -494.177      -494.177     349426186.54  640.90371  636.11369  857.09295
     8532    83.5505        53.9616         -492.546      -492.546     349426186.54  640.90371  636.11369  857.09295
     8534    83.5532        53.9723         -486.231      -486.231     349970623.84  641.23639  636.44390  857.53786
     8536    83.5560        53.9597         -492.087      -492.087     349970623.84  641.23639  636.44390  857.53786
     8538    83.5587        53.9705         -485.131      -485.131     350299558.41  641.43723  636.64323  857.80644
     8540    83.5615        53.9696         -480.281      -480.281     350350096.56  641.46807  636.67384  857.84769
     8542    83.5642        53.9803         -482.062      -482.062     351042554.40  641.89041  637.09302  858.41249
     8544    83.5670        53.9794         -480.760      -480.760     351350422.33  642.07801  637.27922  858.66336
     8546    83.5697        53.9902         -483.065      -483.065     352061962.40  642.51115  637.70912  859.24261
     8548    83.5724        54.0009         -479.735      -479.735     352230515.83  642.61367  637.81088  859.37972
     8550    83.5752        54.0117         -482.145      -482.145     352873937.57  643.00472  638.19900  859.90268
     8552    83.5780        54.0108         -481.240      -481.240     353183758.19  643.19285  638.38573  860.15426
     8554    83.5808        54.0098         -480.740      -480.740     353241439.09  643.22786  638.42048  860.20109
     8556    83.5836        53.9972         -481.987      -481.987     353241439.09  643.22786  638.42048  860.20109
     8558    83.5864        54.0079         -477.520      -477.520     353929230.05  643.64506  638.83456  860.75902
     8560    83.5892        53.9953         -480.323      -480.323     353929230.05  643.64506  638.83456  860.75902
     8562    83.5919        53.9944         -478.379      -478.379     354296505.78  643.86763  639.05546  861.05666
     8564    83.5946        53.9818         -477.040      -477.040     354296505.78  643.86763  639.05546  861.05666
     8566    83.5974        53.9809         -474.941      -474.941     354487146.15  643.98309  639.17006  861.21107
     8568    83.6001        53.9916         -471.002      -471.002     355004576.02  644.29627  639.48090  861.62989
     8570    83.6029        53.9790         -477.347      -477.347     355004576.02  644.29627  639.48090  861.62989
     8572    83.6057        53.9897         -476.802      -476.802     355647371.73  644.68490  639.86663  862.14962
     8574    83.6084        53.9771         -470.593      -470.593     355647371.73  644.68490  639.86663  862.14962
     8576    83.6111        53.9762         -474.334      -474.334     355973012.26  644.88161  640.06186  862.41267
     8578    83.6140        53.9753         -479.718      -479.718     355995429.17  644.89514  640.07530  862.43078
     8580    83.6167        53.9744         -479.589      -479.589     355912307.59  644.84495  640.02548  862.36365
     8582    83.6195        53.9851         -473.529      -473.529     356442976.07  645.16528  640.34342  862.79203
     8584    83.6222        53.9725         -474.063      -474.063     356442976.07  645.16528  640.34342  862.79203
     8586    83.6249        53.9716         -473.162      -473.162     356497642.36  645.19826  640.37615  862.83614
     8588    83.6277        53.9590         -475.233      -475.233     356497642.36  645.19826  640.37615  862.83614
     8590    83.6305        53.9581         -477.338      -477.338     356774156.35  645.36503  640.54167  863.05916
     8592    83.6331        53.9572         -474.304      -474.304     356768861.68  645.36184  640.53851  863.05489
     8594    83.6358        53.9562         -473.502      -473.502     356911068.65  645.44757  640.62360  863.16955
     8596    83.6385        53.9553         -468.513      -468.513     357255973.38  645.65542  640.82989  863.44750
     8598    83.6412        53.9544         -474.843      -474.843     357568939.25  645.84390  641.01696  863.69956
     8600    83.6439        53.9535         -480.449      -480.449     358040084.05  646.12744  641.29838  864.07874
     8602    83.6466        53.9642         -481.897      -481.897     358650593.58  646.49448  641.66268  864.56959
     8604    83.6494        53.9633         -475.256      -475.256     358973469.26  646.68842  641.85517  864.82896
     8606    83.6520        53.9740         -479.848      -479.848     359437076.83  646.96670  642.13137  865.20110
     8608    83.6548        53.9614         -481.623      -481.623     359437076.83  646.96670  642.13137  865.20110
     8610    83.6575        53.9721         -485.144      -485.144     359940600.13  647.26866  642.43108  865.60492
     8612    83.6602        53.9596         -483.226      -483.226     359940600.13  647.26866  642.43108  865.60492
     8614    83.6629        53.9703         -489.549      -489.549     360566814.68  647.64381  642.80342  866.10662
     8616    83.6657        53.9578         -484.852      -484.852     360566814.68  647.64381  642.80342  866.10662
     8618    83.6684        53.9684         -493.129      -493.129     360770884.34  647.76597  642.92467  866.26998
     8620    83.6710        53.9559         -480.873      -480.873     360770884.34  647.76597  642.92467  866.26998
     8622    83.6737        53.9550         -481.048      -481.048     361064567.63  647.94169  643.09908  866.50498
     8624    83.6764        53.9541         -475.843      -475.843     361167154.04  648.00305  643.15998  866.58704
     8626    83.6792        53.9532         -481.208      -481.208     361199482.29  648.02238  643.17917  866.61289
     8628    83.6819        53.9522         -476.620      -476.620     361650020.41  648.29170  643.44648  866.97306
     8630    83.6847        53.9629         -471.442      -471.442     361971463.39  648.48372  643.63706  867.22985
     8632    83.6874        53.9620         -473.112      -473.112     362434675.91  648.76022  643.91149  867.59962
     8634    83.6901        53.9495         -465.476      -465.476     362434675.91  648.76022  643.91149  867.59962
     8636    83.6928        53.9486         -474.672      -474.672     362861692.08  649.01491  644.16427  867.94022
     8638    83.6955        53.9361         -472.764      -472.764     362861692.08  649.01491  644.16427  867.94022
     8640    83.6983        53.9236         -478.486      -478.486     362861692.08  649.01491  644.16427  867.94022
     8642    83.7010        53.9343         -470.796      -470.796     363394794.20  649.33259  644.47958  868.36506
     8644    83.7037        53.9449         -466.097      -466.097     364309806.07  649.87713  645.02005  869.09328
     8646    83.7064        53.9325         -472.114      -472.114     364309806.07  649.87713  645.02005  869.09328
     8648    83.7091        53.9431         -472.687      -472.687     364731682.17  650.12789  645.26894  869.42863
     8650    83.7119        53.9538         -463.667      -463.667     365134331.73  650.36704  645.50630  869.74845
     8652    83.7146        53.9528         -474.822      -474.822     365546351.10  650.61157  645.74901  870.07547
     8654    83.7172        53.9519         -470.047      -470.047     365816375.43  650.77173  645.90797  870.28965
     8656    83.7199        53.9510         -474.871      -474.871     365845361.21  650.78892  645.92503  870.31264
     8658    83.7225        53.9386         -477.668      -477.668     365845361.21  650.78892  645.92503  870.31264
     8660    83.7252        53.9376         -478.816      -478.816     365951733.26  650.85199  645.98762  870.39698
     8662    83.7279        53.9483         -482.181      -482.181     366212930.13  651.00680  646.14128  870.60401
     8664    83.7304        53.9589         -483.411      -483.411     366410997.15  651.12414  646.25775  870.76094
     8666    83.7332        53.9580         -482.704      -482.704     366764694.51  651.33359  646.46562  871.04103
     8668    83.7359        53.9571         -483.055      -483.055     366792047.03  651.34978  646.48169  871.06268
     8670    83.7385        53.9562         -482.150      -482.150     366730403.53  651.31329  646.44548  871.01388
     8672    83.7412        53.9553         -479.460      -479.460     366826121.56  651.36995  646.50171  871.08966
     8674    83.7439        53.9543         -485.462      -485.462     367245663.10  651.61818  646.74809  871.42162
     8676    83.7465        53.9650         -469.985      -469.985     367844721.71  651.97230  647.09956  871.89519
     8678    83.7492        53.9640         -479.294      -479.294     368050314.66  652.09374  647.22009  872.05760
     8680    83.7520        53.9631         -471.683      -471.683     368378074.53  652.28725  647.41216  872.31638
     8682    83.7548        53.9622         -472.150      -472.150     368588526.46  652.41144  647.53542  872.48247
     8684    83.7574        53.9498         -474.294      -474.294     368588526.46  652.41144  647.53542  872.48247
     8686    83.7602        53.9489         -475.708      -475.708     368926130.71  652.61057  647.73306  872.74877
     8688    83.7628        53.9480         -480.356      -480.356     368936886.37  652.61691  647.73936  872.75725
     8690    83.7654        53.9586         -475.637      -475.637     369507984.91  652.95348  648.07341  873.20735
     8692    83.7682        53.9577         -480.394      -480.394     369493447.60  652.94492  648.06491  873.19590
     8694    83.7709        53.9452         -473.373      -473.373     369493447.60  652.94492  648.06491  873.19590
     8696    83.7735        53.9558         -478.705      -478.705     370121075.82  653.31441  648.43164  873.69003
     8698    83.7763        53.9664         -464.541      -464.541     370693781.45  653.65121  648.76592  874.14043
     8700    83.7790        53.9655         -466.545      -466.545     370737424.78  653.67686  648.79138  874.17473
     8702    83.7817        53.9646         -473.709      -473.709     370706922.76  653.65893  648.77359  874.15076
     8704    83.7844        53.9752         -469.228      -469.228     371480340.07  654.11320  649.22446  874.75826
     8706    83.7872        53.9858         -466.917      -466.917     372242566.80  654.56027  649.66820  875.35614
     8708    83.7900        53.9848         -476.874      -476.874     372171966.19  654.51889  649.62712  875.30080
     8710    83.7926        53.9839         -476.398      -476.398     372287720.65  654.58674  649.69446  875.39154
     8712    83.7953        53.9945         -485.599      -485.599     373157322.46  655.09601  650.19993  876.07259
     8714    83.7979        54.0050         -481.834      -481.834     373619706.32  655.36648  650.46837  876.43430
     8716    83.8005        54.0156         -467.266      -467.266     374543713.22  655.90630  651.00416  877.15621
     8718    83.8033        54.0262         -468.386      -468.386     374758520.55  656.03167  651.12859  877.32387
     8720    83.8059        54.0252         -463.994      -463.994     374856095.37  656.08860  651.18510  877.40000
     8722    83.8086        54.0243         -477.810      -477.810     374928563.72  656.13088  651.22706  877.45654
     8724    83.8113        54.0348         -476.887      -476.887     375209669.26  656.29482  651.38977  877.67578
     8726    83.8140        54.0339         -476.965      -476.965     375629714.30  656.53963  651.63276  878.00317
     8728    83.8166        54.0330         -472.763      -472.763     375913892.57  656.70515  651.79704  878.22453
     8730    83.8193        54.0435         -471.047      -471.047     376280107.39  656.91834  652.00864  878.50963
     8732    83.8220        54.0541         -473.761      -473.761     376349742.53  656.95886  652.04885  878.56382
     8734    83.8247        54.0531         -470.258      -470.258     376641863.97  657.12879  652.21752  878.79107
     8736    83.8273        54.0522         -465.316      -465.316     377015591.48  657.34607  652.43317  879.08164
     8738    83.8299        54.0513         -480.617      -480.617     377190863.61  657.44792  652.53426  879.21784
     8740    83.8325        54.0503         -486.383      -486.383     377595503.16  657.68293  652.76751  879.53213
     8742    83.8352        54.0609         -477.545      -477.545     378297080.58  658.09001  653.17155  880.07652
     8744    83.8378        54.0599         -483.290      -483.290     378298111.93  658.09061  653.17214  880.07732
     8746    83.8404        54.0590         -485.132      -485.132     378567704.93  658.24690  653.32726  880.28633
     8748    83.8430        54.0581         -475.467      -475.467     378906065.56  658.44295  653.52185  880.54852
     8750    83.8456        54.0457         -482.168      -482.168     378906065.56  658.44295  653.52185  880.54852
     8752    83.8483        54.0334         -478.786      -478.786     378906065.56  658.44295  653.52185  880.54852
     8754    83.8509        54.0324         -475.024      -475.024     379164787.00  658.59278  653.67056  880.74889
     8756    83.8535        54.0429         -476.965      -476.965     379095986.23  658.55294  653.63102  880.69562
     8758    83.8560        54.0420         -474.579      -474.579     379182771.89  658.60319  653.68090  880.76282
     8760    83.8586        54.0411         -474.889      -474.889     379577496.13  658.83165  653.90764  881.06833
     8762    83.8612        54.0402         -476.751      -476.751     379706430.88  658.90624  653.98167  881.16808
     8764    83.8638        54.0393         -475.873      -475.873     380195194.07  659.18883  654.26216  881.54600
     8766    83.8665        54.0497         -476.435      -476.435     380609179.50  659.42800  654.49954  881.86585
     8768    83.8691        54.0488         -477.924      -477.924     381045819.34  659.68008  654.74973  882.20295
     8770    83.8717        54.0593         -475.503      -475.503     381546929.42  659.96913  655.03662  882.58951
     8772    83.8744        54.0584         -471.637      -471.637     381795772.75  660.11257  655.17900  882.78134
     8774    83.8770        54.0688         -473.738      -473.738     382074981.55  660.27345  655.33867  882.99648
     8776    83.8797        54.0565         -467.625      -467.625     382074981.55  660.27345  655.33867  882.99648
     8778    83.8823        54.0556         -467.353      -467.353     382215229.56  660.35423  655.41884  883.10451
     8780    83.8850        54.0433         -469.994      -469.994     382215229.56  660.35423  655.41884  883.10451
     8782    83.8876        54.0424         -469.979      -469.979     382734694.17  660.65325  655.71563  883.50440
     8784    83.8903        54.0528         -475.511      -475.511     382931334.68  660.76638  655.82791  883.65568
     8786    83.8928        54.0633         -466.069      -466.069     383435362.51  661.05616  656.11553  884.04321
     8788    83.8955        54.0624         -470.276      -470.276     383260692.27  660.95576  656.01588  883.90895
     8790    83.8981        54.0614         -467.523      -467.523     383287312.32  660.97106  656.03107  883.92942
     8792    83.9007        54.0605         -470.259      -470.259     383607815.75  661.15525  656.21388  884.17573
     8794    83.9034        54.0596         -467.523      -467.523     384019258.48  661.39154  656.44840  884.49172
     8796    83.9060        54.0473         -474.412      -474.412     384019258.48  661.39154  656.44840  884.49172
     8798    83.9087        54.0577         -476.774      -476.774     384131028.58  661.45570  656.51208  884.57753
     8800    83.9113        54.0568         -473.485      -473.485     384508776.55  661.67245  656.72721  884.86739
     8802    83.9140        54.0673         -458.916      -458.916     384962173.19  661.93242  656.98524  885.21505
     8804    83.9167        54.0663         -463.676      -463.676     384882918.25  661.88699  656.94015  885.15430
     8806    83.9193        54.0768         -467.890      -467.890     385266591.24  662.10685  657.15837  885.44833
     8808    83.9220        54.0872         -471.070      -471.070     385236036.56  662.08935  657.14100  885.42492
     8810    83.9246        54.0749         -462.162      -462.162     385236036.56  662.08935  657.14100  885.42492
     8812    83.9272        54.0853         -454.835      -454.835     385406388.38  662.18693  657.23785  885.55541
     8814    83.9299        54.0958         -454.990      -454.990     385860180.32  662.44672  657.49570  885.90284
     8816    83.9326        54.0948         -456.384      -456.384     386112122.76  662.59087  657.63877  886.09561
     8818    83.9352        54.0939         -453.358      -453.358     386346333.16  662.72481  657.77171  886.27474
     8820    83.9378        54.0930         -455.533      -455.533     386267290.20  662.67961  657.72685  886.21429
     8822    83.9405        54.1034         -452.139      -452.139     386758296.65  662.96029  658.00543  886.58964
     8824    83.9432        54.1138         -454.050      -454.050     387355620.12  663.30141  658.34400  887.04583
     8826    83.9458        54.1128         -450.407      -450.407     387857912.83  663.58799  658.62844  887.42908
     8828    83.9484        54.1006         -458.856      -458.856     387857912.83  663.58799  658.62844  887.42908
     8830    83.9511        54.0997         -458.540      -458.540     388026922.76  663.68436  658.72409  887.55796
     8832    83.9538        54.0987         -452.724      -452.724     388092017.76  663.72148  658.76093  887.60759
     8834    83.9564        54.0978         -454.208      -454.208     388394778.11  663.89403  658.93219  887.83835
     8836    83.9590        54.0969         -454.230      -454.230     388515964.09  663.96307  659.00071  887.93068
     8838    83.9617        54.0959         -449.057      -449.057     388791305.60  664.11988  659.15635  888.14039
     8840    83.9643        54.0837         -453.593      -453.593     388791305.60  664.11988  659.15635  888.14039
     8842    83.9669        54.0828         -448.084      -448.084     389029815.87  664.25566  659.29112  888.32197
     8844    83.9696        54.0706         -451.429      -451.429     389029815.87  664.25566  659.29112  888.32197
     8846    83.9721        54.0809         -454.226      -454.226     389313916.68  664.41732  659.45157  888.53815
     8848    83.9748        54.0800         -448.565      -448.565     389488127.99  664.51641  659.54992  888.67067
     8850    83.9775        54.0904         -446.007      -446.007     389450843.22  664.49520  659.52887  888.64231
     8852    83.9801        54.1008         -440.250      -440.250     389596156.22  664.57784  659.61089  888.75282
     8854    83.9827        54.1111         -434.711      -434.711     389869245.32  664.73308  659.76497  888.96043
     8856    83.9854        54.0989         -427.189      -427.189     389869245.32  664.73308  659.76497  888.96043
     8858    83.9881        54.0867         -438.176      -438.176     389869245.32  664.73308  659.76497  888.96043
     8860    83.9908        54.0858         -434.513      -434.513     389987920.54  664.80052  659.83191  889.05062
     8862    83.9936        54.0849         -434.979      -434.979     390508548.83  665.09622  660.12540  889.44607
     8864    83.9962        54.0952         -433.992      -433.992     390708589.14  665.20977  660.23810  889.59792
     8866    83.9989        54.0943         -427.638      -427.638     390858650.38  665.29492  660.32261  889.71180
     8868    84.0015        54.0821         -427.604      -427.604     390858650.38  665.29492  660.32261  889.71180
     8870    84.0042        54.0812         -441.765      -441.765     391124551.69  665.44576  660.47232  889.91351
     8872    84.0069        54.0915         -439.752      -439.752     391551681.31  665.68790  660.71266  890.23733
     8874    84.0095        54.1019         -442.654      -442.654     391905377.92  665.88828  660.91154  890.50531
     8876    84.0123        54.1122         -443.736      -443.736     392269545.02  666.09447  661.11619  890.78105
     8878    84.0149        54.1000         -441.908      -441.908     392269545.02  666.09447  661.11619  890.78105
     8880    84.0175        54.0991         -446.000      -446.000     392422780.79  666.18120  661.20226  890.89703
     8882    84.0201        54.0982         -454.423      -454.423     392700659.79  666.33840  661.35830  891.10726
