No. moves  % accept.       <E_tot>         <E_sr>
     17488    49.7497        -7024.889       -7024.889
     17490    49.7497        -7024.879       -7024.879
     17492    49.7498        -7024.876       -7024.876
     17494    49.7498        -7024.871       -7024.871
     17496    49.7498        -7024.864       -7024.864
     17498    49.7497        -7024.856       -7024.856
     17500    49.7496        -7024.847       -7024.847
     17502    49.7496        -7024.836       -7024.836
     17504    49.7495        -7024.831       -7024.831
     17506    49.7494        -7024.817       -7024.817
     17508    49.7494        -7024.809       -7024.809
     17510    49.7494        -7024.799       -7024.799
     17512    49.7495        -7024.791       -7024.791
     17514    49.7495        -7024.789       -7024.789
     17516    49.7495        -7024.785       -7024.785
     17518    49.7495        -7024.786       -7024.786
     17520    49.7495        -7024.787       -7024.787
     17522    49.7495        -7024.790       -7024.790
     17524    49.7495        -7024.794       -7024.794
     17526    49.7494        -7024.790       -7024.790
     17528    49.7495        -7024.798       -7024.798
     17530    49.7494        -7024.810       -7024.810
     17532    49.7494        -7024.819       -7024.819
     17534    49.7493        -7024.834       -7024.834
     17536    49.7493        -7024.841       -7024.841
     17538    49.7491        -7024.848       -7024.848
     17540    49.7491        -7024.854       -7024.854
     17542    49.7490        -7024.858       -7024.858
     17544    49.7491        -7024.859       -7024.859
     17546    49.7491        -7024.855       -7024.855
     17548    49.7490        -7024.852       -7024.852
     17550    49.7490        -7024.848       -7024.848
     17552    49.7491        -7024.845       -7024.845
     17554    49.7491        -7024.851       -7024.851
     17556    49.7490        -7024.855       -7024.855
     17558    49.7491        -7024.854       -7024.854
     17560    49.7490        -7024.848       -7024.848
     17562    49.7490        -7024.843       -7024.843
     17564    49.7490        -7024.846       -7024.846
     17566    49.7489        -7024.846       -7024.846
     17568    49.7490        -7024.851       -7024.851
     17570    49.7489        -7024.854       -7024.854
     17572    49.7489        -7024.861       -7024.861
     17574    49.7489        -7024.867       -7024.867
     17576    49.7489        -7024.872       -7024.872
     17578    49.7490        -7024.876       -7024.876
     17580    49.7489        -7024.890       -7024.890
     17582    49.7489        -7024.897       -7024.897
     17584    49.7490        -7024.905       -7024.905
     17586    49.7490        -7024.919       -7024.919
     17588    49.7489        -7024.933       -7024.933
     17590    49.7489        -7024.947       -7024.947
     17592    49.7488        -7024.961       -7024.961
     17594    49.7487        -7024.964       -7024.964
     17596    49.7486        -7024.964       -7024.964
     17598    49.7487        -7024.974       -7024.974
     17600    49.7487        -7024.982       -7024.982
     17602    49.7486        -7024.979       -7024.979
     17604    49.7486        -7024.980       -7024.980
     17606    49.7485        -7024.980       -7024.980
     17608    49.7484        -7024.988       -7024.988
     17610    49.7484        -7024.992       -7024.992
     17612    49.7484        -7025.000       -7025.000
     17614    49.7483        -7025.009       -7025.009
     17616    49.7482        -7025.017       -7025.017
     17618    49.7481        -7025.027       -7025.027
     17620    49.7480        -7025.018       -7025.018
     17622    49.7480        -7025.012       -7025.012
     17624    49.7480        -7025.012       -7025.012
     17626    49.7480        -7025.008       -7025.008
     17628    49.7481        -7024.999       -7024.999
     17630    49.7481        -7024.993       -7024.993
     17632    49.7482        -7024.975       -7024.975
     17634    49.7481        -7024.969       -7024.969
     17636    49.7481        -7024.970       -7024.970
     17638    49.7482        -7024.966       -7024.966
     17640    49.7482        -7024.970       -7024.970
     17642    49.7481        -7024.974       -7024.974
     17644    49.7481        -7024.981       -7024.981
     17646    49.7482        -7024.986       -7024.986
     17648    49.7481        -7024.999       -7024.999
     17650    49.7481        -7025.016       -7025.016
     17652    49.7481        -7025.030       -7025.030
     17654    49.7481        -7025.039       -7025.039
     17656    49.7480        -7025.047       -7025.047
     17658    49.7478        -7025.051       -7025.051
     17660    49.7477        -7025.057       -7025.057
     17662    49.7478        -7025.062       -7025.062
     17664    49.7478        -7025.062       -7025.062
     17666    49.7477        -7025.067       -7025.067
     17668    49.7476        -7025.081       -7025.081
     17670    49.7475        -7025.094       -7025.094
     17672    49.7475        -7025.101       -7025.101
     17674    49.7476        -7025.109       -7025.109
     17676    49.7476        -7025.116       -7025.116
     17678    49.7477        -7025.123       -7025.123
     17680    49.7476        -7025.133       -7025.133
     17682    49.7477        -7025.145       -7025.145
     17684    49.7477        -7025.152       -7025.152
     17686    49.7476        -7025.157       -7025.157
     17688    49.7477        -7025.159       -7025.159
     17690    49.7477        -7025.169       -7025.169
     17692    49.7477        -7025.178       -7025.178
     17694    49.7476        -7025.183       -7025.183
     17696    49.7476        -7025.193       -7025.193
     17698    49.7476        -7025.205       -7025.205
     17700    49.7476        -7025.218       -7025.218
     17702    49.7474        -7025.224       -7025.224
     17704    49.7475        -7025.229       -7025.229
     17706    49.7476        -7025.234       -7025.234
     17708    49.7476        -7025.241       -7025.241
     17710    49.7475        -7025.254       -7025.254
     17712    49.7475        -7025.266       -7025.266
     17714    49.7477        -7025.276       -7025.276
     17716    49.7477        -7025.288       -7025.288
     17718    49.7477        -7025.300       -7025.300
     17720    49.7476        -7025.316       -7025.316
     17722    49.7476        -7025.328       -7025.328
     17724    49.7476        -7025.341       -7025.341
     17726    49.7475        -7025.354       -7025.354
     17728    49.7474        -7025.371       -7025.371
     17730    49.7473        -7025.392       -7025.392
     17732    49.7472        -7025.407       -7025.407
     17734    49.7471        -7025.421       -7025.421
     17736    49.7471        -7025.433       -7025.433
     17738    49.7470        -7025.445       -7025.445
     17740    49.7470        -7025.453       -7025.453
     17742    49.7469        -7025.458       -7025.458
     17744    49.7468        -7025.469       -7025.469
     17746    49.7468        -7025.474       -7025.474
     17748    49.7469        -7025.477       -7025.477
     17750    49.7469        -7025.478       -7025.478
     17752    49.7469        -7025.477       -7025.477
     17754    49.7469        -7025.473       -7025.473
     17756    49.7470        -7025.471       -7025.471
     17758    49.7470        -7025.476       -7025.476
     17760    49.7470        -7025.471       -7025.471
     17762    49.7471        -7025.459       -7025.459
     17764    49.7471        -7025.451       -7025.451
     17766    49.7470        -7025.441       -7025.441
     17768    49.7471        -7025.441       -7025.441
     17770    49.7471        -7025.443       -7025.443
     17772    49.7471        -7025.440       -7025.440
     17774    49.7471        -7025.431       -7025.431
     17776    49.7471        -7025.424       -7025.424
     17778    49.7471        -7025.423       -7025.423
     17780    49.7471        -7025.429       -7025.429
     17782    49.7471        -7025.431       -7025.431
     17784    49.7471        -7025.432       -7025.432
     17786    49.7472        -7025.424       -7025.424
     17788    49.7473        -7025.423       -7025.423
     17790    49.7473        -7025.419       -7025.419
     17792    49.7472        -7025.412       -7025.412
     17794    49.7472        -7025.402       -7025.402
     17796    49.7474        -7025.391       -7025.391
     17798    49.7475        -7025.378       -7025.378
     17800    49.7474        -7025.370       -7025.370
     17802    49.7475        -7025.364       -7025.364
     17804    49.7474        -7025.360       -7025.360
     17806    49.7475        -7025.360       -7025.360
     17808    49.7474        -7025.368       -7025.368
     17810    49.7474        -7025.376       -7025.376
     17812    49.7474        -7025.386       -7025.386
     17814    49.7473        -7025.396       -7025.396
     17816    49.7473        -7025.407       -7025.407
     17818    49.7472        -7025.413       -7025.413
     17820    49.7471        -7025.431       -7025.431
     17822    49.7471        -7025.435       -7025.435
     17824    49.7472        -7025.440       -7025.440
     17826    49.7471        -7025.448       -7025.448
     17828    49.7470        -7025.455       -7025.455
     17830    49.7470        -7025.457       -7025.457
     17832    49.7470        -7025.473       -7025.473
     17834    49.7470        -7025.484       -7025.484
     17836    49.7469        -7025.489       -7025.489
     17838    49.7469        -7025.497       -7025.497
     17840    49.7470        -7025.503       -7025.503
     17842    49.7468        -7025.509       -7025.509
     17844    49.7469        -7025.517       -7025.517
     17846    49.7468        -7025.522       -7025.522
     17848    49.7468        -7025.525       -7025.525
     17850    49.7468        -7025.526       -7025.526
     17852    49.7469        -7025.535       -7025.535
     17854    49.7469        -7025.549       -7025.549
     17856    49.7469        -7025.557       -7025.557
     17858    49.7468        -7025.567       -7025.567
     17860    49.7468        -7025.574       -7025.574
     17862    49.7467        -7025.578       -7025.578
     17864    49.7467        -7025.587       -7025.587
     17866    49.7467        -7025.598       -7025.598
     17868    49.7467        -7025.606       -7025.606
     17870    49.7467        -7025.614       -7025.614
     17872    49.7466        -7025.612       -7025.612
     17874    49.7465        -7025.605       -7025.605
     17876    49.7465        -7025.598       -7025.598
     17878    49.7466        -7025.588       -7025.588
     17880    49.7465        -7025.582       -7025.582
     17882    49.7465        -7025.573       -7025.573
     17884    49.7466        -7025.564       -7025.564
     17886    49.7467        -7025.552       -7025.552
     17888    49.7467        -7025.543       -7025.543
     17890    49.7468        -7025.539       -7025.539
     17892    49.7468        -7025.537       -7025.537
     17894    49.7468        -7025.540       -7025.540
     17896    49.7467        -7025.545       -7025.545
     17898    49.7468        -7025.551       -7025.551
     17900    49.7469        -7025.551       -7025.551
     17902    49.7469        -7025.551       -7025.551
     17904    49.7469        -7025.546       -7025.546
     17906    49.7469        -7025.546       -7025.546
     17908    49.7469        -7025.546       -7025.546
     17910    49.7469        -7025.550       -7025.550
     17912    49.7471        -7025.550       -7025.550
     17914    49.7471        -7025.543       -7025.543
     17916    49.7471        -7025.539       -7025.539
     17918    49.7472        -7025.532       -7025.532
     17920    49.7473        -7025.531       -7025.531
     17922    49.7475        -7025.540       -7025.540
     17924    49.7476        -7025.546       -7025.546
     17926    49.7475        -7025.548       -7025.548
     17928    49.7476        -7025.546       -7025.546
     17930    49.7476        -7025.545       -7025.545
     17932    49.7475        -7025.541       -7025.541
     17934    49.7475        -7025.542       -7025.542
     17936    49.7474        -7025.538       -7025.538
     17938    49.7473        -7025.543       -7025.543
     17940    49.7473        -7025.541       -7025.541
     17942    49.7473        -7025.535       -7025.535
     17944    49.7472        -7025.527       -7025.527
     17946    49.7472        -7025.519       -7025.519
     17948    49.7473        -7025.504       -7025.504
     17950    49.7473        -7025.501       -7025.501
     17952    49.7474        -7025.497       -7025.497
     17954    49.7474        -7025.487       -7025.487
     17956    49.7476        -7025.485       -7025.485
     17958    49.7476        -7025.485       -7025.485
     17960    49.7476        -7025.485       -7025.485
     17962    49.7476        -7025.490       -7025.490
     17964    49.7476        -7025.488       -7025.488
     17966    49.7476        -7025.482       -7025.482
     17968    49.7475        -7025.480       -7025.480
     17970    49.7475        -7025.483       -7025.483
     17972    49.7475        -7025.480       -7025.480
     17974    49.7475        -7025.473       -7025.473
     17976    49.7474        -7025.473       -7025.473
     17978    49.7473        -7025.477       -7025.477
     17980    49.7473        -7025.480       -7025.480
     17982    49.7474        -7025.476       -7025.476
     17984    49.7473        -7025.475       -7025.475
     17986    49.7473        -7025.478       -7025.478
     17988    49.7472        -7025.479       -7025.479
     17990    49.7472        -7025.477       -7025.477
     17992    49.7472        -7025.479       -7025.479
     17994    49.7472        -7025.485       -7025.485
     17996    49.7474        -7025.481       -7025.481
     17998    49.7474        -7025.470       -7025.470
     18000    49.7473        -7025.458       -7025.458
     18002    49.7474        -7025.448       -7025.448
     18004    49.7473        -7025.439       -7025.439
     18006    49.7473        -7025.433       -7025.433
     18008    49.7472        -7025.422       -7025.422
     18010    49.7472        -7025.416       -7025.416
     18012    49.7472        -7025.410       -7025.410
     18014    49.7473        -7025.408       -7025.408
     18016    49.7472        -7025.406       -7025.406
     18018    49.7472        -7025.399       -7025.399
     18020    49.7471        -7025.396       -7025.396
     18022    49.7471        -7025.387       -7025.387
     18024    49.7470        -7025.373       -7025.373
     18026    49.7469        -7025.357       -7025.357
     18028    49.7469        -7025.338       -7025.338
     18030    49.7469        -7025.322       -7025.322
     18032    49.7470        -7025.312       -7025.312
     18034    49.7470        -7025.299       -7025.299
     18036    49.7471        -7025.295       -7025.295
     18038    49.7470        -7025.296       -7025.296
     18040    49.7469        -7025.296       -7025.296
     18042    49.7470        -7025.303       -7025.303
     18044    49.7471        -7025.302       -7025.302
     18046    49.7470        -7025.293       -7025.293
     18048    49.7470        -7025.283       -7025.283
     18050    49.7470        -7025.275       -7025.275
     18052    49.7470        -7025.270       -7025.270
     18054    49.7470        -7025.268       -7025.268
     18056    49.7470        -7025.263       -7025.263
     18058    49.7470        -7025.258       -7025.258
     18060    49.7470        -7025.250       -7025.250
     18062    49.7470        -7025.236       -7025.236
     18064    49.7471        -7025.228       -7025.228
     18066    49.7470        -7025.223       -7025.223
     18068    49.7470        -7025.218       -7025.218
     18070    49.7470        -7025.211       -7025.211
     18072    49.7470        -7025.201       -7025.201
     18074    49.7471        -7025.191       -7025.191
     18076    49.7470        -7025.188       -7025.188
     18078    49.7471        -7025.184       -7025.184
     18080    49.7471        -7025.180       -7025.180
     18082    49.7471        -7025.173       -7025.173
     18084    49.7470        -7025.173       -7025.173
     18086    49.7470        -7025.175       -7025.175
     18088    49.7471        -7025.177       -7025.177
     18090    49.7470        -7025.175       -7025.175
     18092    49.7470        -7025.172       -7025.172
     18094    49.7471        -7025.173       -7025.173
     18096    49.7471        -7025.171       -7025.171
     18098    49.7471        -7025.170       -7025.170
     18100    49.7471        -7025.167       -7025.167
     18102    49.7471        -7025.161       -7025.161
     18104    49.7471        -7025.157       -7025.157
     18106    49.7471        -7025.159       -7025.159
     18108    49.7471        -7025.165       -7025.165
     18110    49.7469        -7025.170       -7025.170
     18112    49.7468        -7025.173       -7025.173
     18114    49.7469        -7025.178       -7025.178
     18116    49.7468        -7025.180       -7025.180
     18118    49.7468        -7025.182       -7025.182
     18120    49.7468        -7025.187       -7025.187
     18122    49.7469        -7025.188       -7025.188
     18124    49.7469        -7025.195       -7025.195
     18126    49.7470        -7025.208       -7025.208
     18128    49.7469        -7025.216       -7025.216
     18130    49.7469        -7025.224       -7025.224
     18132    49.7470        -7025.230       -7025.230
     18134    49.7469        -7025.234       -7025.234
     18136    49.7468        -7025.230       -7025.230
     18138    49.7468        -7025.228       -7025.228
     18140    49.7468        -7025.223       -7025.223
     18142    49.7468        -7025.224       -7025.224
     18144    49.7468        -7025.228       -7025.228
     18146    49.7469        -7025.228       -7025.228
     18148    49.7469        -7025.233       -7025.233
     18150    49.7469        -7025.236       -7025.236
     18152    49.7470        -7025.238       -7025.238
     18154    49.7469        -7025.240       -7025.240
     18156    49.7470        -7025.243       -7025.243
     18158    49.7470        -7025.256       -7025.256
     18160    49.7469        -7025.269       -7025.269
     18162    49.7469        -7025.275       -7025.275
     18164    49.7469        -7025.284       -7025.284
     18166    49.7469        -7025.295       -7025.295
     18168    49.7469        -7025.305       -7025.305
     18170    49.7469        -7025.316       -7025.316
     18172    49.7469        -7025.326       -7025.326
     18174    49.7469        -7025.328       -7025.328
     18176    49.7470        -7025.331       -7025.331
     18178    49.7470        -7025.327       -7025.327
     18180    49.7471        -7025.325       -7025.325
     18182    49.7472        -7025.330       -7025.330
     18184    49.7472        -7025.333       -7025.333
     18186    49.7472        -7025.332       -7025.332
     18188    49.7471        -7025.337       -7025.337
     18190    49.7471        -7025.342       -7025.342
     18192    49.7471        -7025.346       -7025.346
     18194    49.7472        -7025.346       -7025.346
     18196    49.7471        -7025.343       -7025.343
     18198    49.7472        -7025.337       -7025.337
     18200    49.7472        -7025.329       -7025.329
     18202    49.7473        -7025.329       -7025.329
     18204    49.7475        -7025.325       -7025.325
     18206    49.7475        -7025.327       -7025.327
     18208    49.7476        -7025.336       -7025.336
     18210    49.7475        -7025.340       -7025.340
     18212    49.7476        -7025.349       -7025.349
     18214    49.7476        -7025.357       -7025.357
     18216    49.7476        -7025.365       -7025.365
     18218    49.7476        -7025.375       -7025.375
     18220    49.7476        -7025.387       -7025.387
     18222    49.7476        -7025.394       -7025.394
     18224    49.7477        -7025.402       -7025.402
     18226    49.7478        -7025.406       -7025.406
     18228    49.7478        -7025.406       -7025.406
     18230    49.7478        -7025.404       -7025.404
     18232    49.7477        -7025.410       -7025.410
     18234    49.7477        -7025.421       -7025.421
     18236    49.7476        -7025.432       -7025.432
     18238    49.7475        -7025.445       -7025.445
     18240    49.7475        -7025.450       -7025.450
     18242    49.7476        -7025.457       -7025.457
     18244    49.7476        -7025.462       -7025.462
     18246    49.7476        -7025.476       -7025.476
     18248    49.7476        -7025.482       -7025.482
     18250    49.7477        -7025.488       -7025.488
     18252    49.7476        -7025.497       -7025.497
     18254    49.7476        -7025.505       -7025.505
     18256    49.7476        -7025.505       -7025.505
     18258    49.7476        -7025.506       -7025.506
     18260    49.7477        -7025.505       -7025.505
     18262    49.7477        -7025.501       -7025.501
     18264    49.7477        -7025.500       -7025.500
     18266    49.7478        -7025.497       -7025.497
     18268    49.7477        -7025.496       -7025.496
     18270    49.7478        -7025.492       -7025.492
     18272    49.7479        -7025.490       -7025.490
     18274    49.7479        -7025.492       -7025.492
     18276    49.7480        -7025.493       -7025.493
     18278    49.7480        -7025.498       -7025.498
     18280    49.7480        -7025.502       -7025.502
     18282    49.7480        -7025.508       -7025.508
     18284    49.7481        -7025.520       -7025.520
     18286    49.7481        -7025.524       -7025.524
     18288    49.7481        -7025.529       -7025.529
     18290    49.7481        -7025.531       -7025.531
     18292    49.7482        -7025.532       -7025.532
     18294    49.7482        -7025.537       -7025.537
     18296    49.7482        -7025.538       -7025.538
     18298    49.7482        -7025.544       -7025.544
     18300    49.7482        -7025.551       -7025.551
     18302    49.7481        -7025.556       -7025.556
     18304    49.7481        -7025.556       -7025.556
     18306    49.7481        -7025.554       -7025.554
     18308    49.7481        -7025.545       -7025.545
     18310    49.7481        -7025.529       -7025.529
     18312    49.7481        -7025.522       -7025.522
     18314    49.7481        -7025.515       -7025.515
     18316    49.7481        -7025.514       -7025.514
     18318    49.7481        -7025.516       -7025.516
     18320    49.7480        -7025.513       -7025.513
     18322    49.7480        -7025.517       -7025.517
     18324    49.7480        -7025.511       -7025.511
     18326    49.7481        -7025.503       -7025.503
     18328    49.7480        -7025.496       -7025.496
     18330    49.7480        -7025.492       -7025.492
     18332    49.7480        -7025.487       -7025.487
     18334    49.7480        -7025.483       -7025.483
     18336    49.7481        -7025.481       -7025.481
     18338    49.7481        -7025.472       -7025.472
     18340    49.7481        -7025.462       -7025.462
     18342    49.7482        -7025.456       -7025.456
     18344    49.7481        -7025.451       -7025.451
     18346    49.7479        -7025.454       -7025.454
     18348    49.7479        -7025.455       -7025.455
     18350    49.7479        -7025.453       -7025.453
     18352    49.7478        -7025.451       -7025.451
     18354    49.7478        -7025.448       -7025.448
     18356    49.7477        -7025.445       -7025.445
     18358    49.7478        -7025.441       -7025.441
     18360    49.7477        -7025.439       -7025.439
     18362    49.7477        -7025.442       -7025.442
     18364    49.7477        -7025.438       -7025.438
     18366    49.7478        -7025.442       -7025.442
     18368    49.7478        -7025.447       -7025.447
     18370    49.7478        -7025.457       -7025.457
     18372    49.7478        -7025.458       -7025.458
     18374    49.7478        -7025.456       -7025.456
     18376    49.7478        -7025.454       -7025.454
     18378    49.7479        -7025.455       -7025.455
     18380    49.7479        -7025.448       -7025.448
     18382    49.7480        -7025.440       -7025.440
     18384    49.7479        -7025.438       -7025.438
     18386    49.7478        -7025.436       -7025.436
     18388    49.7478        -7025.441       -7025.441
     18390    49.7478        -7025.445       -7025.445
     18392    49.7478        -7025.448       -7025.448
     18394    49.7478        -7025.451       -7025.451
     18396    49.7478        -7025.455       -7025.455
     18398    49.7478        -7025.447       -7025.447
     18400    49.7479        -7025.444       -7025.444
     18402    49.7479        -7025.437       -7025.437
     18404    49.7478        -7025.431       -7025.431
     18406    49.7478        -7025.424       -7025.424
     18408    49.7477        -7025.419       -7025.419
     18410    49.7477        -7025.415       -7025.415
     18412    49.7477        -7025.413       -7025.413
     18414    49.7478        -7025.407       -7025.407
     18416    49.7478        -7025.402       -7025.402
     18418    49.7479        -7025.392       -7025.392
     18420    49.7478        -7025.385       -7025.385
     18422    49.7478        -7025.376       -7025.376
     18424    49.7479        -7025.375       -7025.375
     18426    49.7478        -7025.376       -7025.376
     18428    49.7479        -7025.381       -7025.381
     18430    49.7480        -7025.384       -7025.384
     18432    49.7480        -7025.390       -7025.390
     18434    49.7480        -7025.395       -7025.395
     18436    49.7481        -7025.402       -7025.402
     18438    49.7481        -7025.406       -7025.406
     18440    49.7483        -7025.410       -7025.410
     18442    49.7482        -7025.420       -7025.420
     18444    49.7482        -7025.422       -7025.422
     18446    49.7483        -7025.421       -7025.421
     18448    49.7484        -7025.424       -7025.424
     18450    49.7484        -7025.432       -7025.432
     18452    49.7484        -7025.437       -7025.437
     18454    49.7484        -7025.446       -7025.446
     18456    49.7484        -7025.455       -7025.455
     18458    49.7484        -7025.462       -7025.462
     18460    49.7484        -7025.470       -7025.470
     18462    49.7483        -7025.481       -7025.481
     18464    49.7483        -7025.495       -7025.495
     18466    49.7483        -7025.497       -7025.497
     18468    49.7483        -7025.501       -7025.501
     18470    49.7483        -7025.511       -7025.511
     18472    49.7483        -7025.518       -7025.518
     18474    49.7484        -7025.523       -7025.523
     18476    49.7483        -7025.529       -7025.529
     18478    49.7483        -7025.533       -7025.533
     18480    49.7482        -7025.540       -7025.540
     18482    49.7484        -7025.545       -7025.545
     18484    49.7483        -7025.542       -7025.542
     18486    49.7485        -7025.549       -7025.549
     18488    49.7485        -7025.555       -7025.555
     18490    49.7485        -7025.557       -7025.557
     18492    49.7486        -7025.557       -7025.557
     18494    49.7486        -7025.556       -7025.556
     18496    49.7486        -7025.561       -7025.561
     18498    49.7487        -7025.566       -7025.566
     18500    49.7488        -7025.570       -7025.570
     18502    49.7488        -7025.568       -7025.568
     18504    49.7488        -7025.572       -7025.572
     18506    49.7488        -7025.574       -7025.574
     18508    49.7489        -7025.580       -7025.580
     18510    49.7489        -7025.582       -7025.582
     18512    49.7490        -7025.582       -7025.582
     18514    49.7489        -7025.581       -7025.581
     18516    49.7490        -7025.584       -7025.584
     18518    49.7489        -7025.582       -7025.582
     18520    49.7488        -7025.585       -7025.585
     18522    49.7488        -7025.587       -7025.587
     18524    49.7489        -7025.583       -7025.583
     18526    49.7489        -7025.580       -7025.580
     18528    49.7488        -7025.577       -7025.577
     18530    49.7489        -7025.575       -7025.575
     18532    49.7489        -7025.574       -7025.574
     18534    49.7489        -7025.570       -7025.570
     18536    49.7489        -7025.560       -7025.560
     18538    49.7488        -7025.556       -7025.556
     18540    49.7488        -7025.556       -7025.556
     18542    49.7489        -7025.554       -7025.554
     18544    49.7489        -7025.561       -7025.561
     18546    49.7488        -7025.573       -7025.573
     18548    49.7488        -7025.590       -7025.590
     18550    49.7488        -7025.600       -7025.600
     18552    49.7487        -7025.602       -7025.602
     18554    49.7487        -7025.607       -7025.607
     18556    49.7486        -7025.610       -7025.610
     18558    49.7486        -7025.614       -7025.614
     18560    49.7486        -7025.618       -7025.618
     18562    49.7485        -7025.623       -7025.623
     18564    49.7485        -7025.626       -7025.626
     18566    49.7484        -7025.631       -7025.631
     18568    49.7484        -7025.643       -7025.643
     18570    49.7484        -7025.649       -7025.649
     18572    49.7485        -7025.653       -7025.653
     18574    49.7484        -7025.659       -7025.659
     18576    49.7485        -7025.662       -7025.662
     18578    49.7485        -7025.670       -7025.670
     18580    49.7485        -7025.682       -7025.682
     18582    49.7485        -7025.690       -7025.690
     18584    49.7485        -7025.700       -7025.700
     18586    49.7485        -7025.706       -7025.706
     18588    49.7485        -7025.709       -7025.709
     18590    49.7484        -7025.712       -7025.712
     18592    49.7485        -7025.713       -7025.713
     18594    49.7484        -7025.715       -7025.715
     18596    49.7484        -7025.720       -7025.720
     18598    49.7485        -7025.729       -7025.729
     18600    49.7484        -7025.736       -7025.736
     18602    49.7484        -7025.740       -7025.740
     18604    49.7483        -7025.746       -7025.746
     18606    49.7482        -7025.751       -7025.751
     18608    49.7483        -7025.756       -7025.756
     18610    49.7483        -7025.767       -7025.767
     18612    49.7483        -7025.768       -7025.768
     18614    49.7483        -7025.769       -7025.769
     18616    49.7484        -7025.769       -7025.769
     18618    49.7484        -7025.767       -7025.767
     18620    49.7484        -7025.766       -7025.766
     18622    49.7483        -7025.765       -7025.765
     18624    49.7482        -7025.770       -7025.770
     18626    49.7481        -7025.770       -7025.770
     18628    49.7483        -7025.767       -7025.767
     18630    49.7482        -7025.766       -7025.766
     18632    49.7483        -7025.773       -7025.773
     18634    49.7483        -7025.773       -7025.773
     18636    49.7482        -7025.770       -7025.770
     18638    49.7483        -7025.768       -7025.768
     18640    49.7482        -7025.776       -7025.776
     18642    49.7482        -7025.781       -7025.781
     18644    49.7481        -7025.781       -7025.781
     18646    49.7481        -7025.785       -7025.785
     18648    49.7481        -7025.791       -7025.791
     18650    49.7481        -7025.798       -7025.798
     18652    49.7481        -7025.802       -7025.802
     18654    49.7481        -7025.806       -7025.806
     18656    49.7482        -7025.808       -7025.808
     18658    49.7481        -7025.808       -7025.808
     18660    49.7482        -7025.804       -7025.804
     18662    49.7481        -7025.801       -7025.801
     18664    49.7483        -7025.795       -7025.795
     18666    49.7482        -7025.782       -7025.782
     18668    49.7484        -7025.772       -7025.772
     18670    49.7483        -7025.765       -7025.765
     18672    49.7483        -7025.755       -7025.755
     18674    49.7484        -7025.743       -7025.743
     18676    49.7483        -7025.729       -7025.729
     18678    49.7484        -7025.719       -7025.719
     18680    49.7483        -7025.710       -7025.710
     18682    49.7485        -7025.699       -7025.699
     18684    49.7485        -7025.689       -7025.689
     18686    49.7485        -7025.680       -7025.680
     18688    49.7485        -7025.672       -7025.672
     18690    49.7485        -7025.664       -7025.664
     18692    49.7485        -7025.661       -7025.661
     18694    49.7484        -7025.667       -7025.667
     18696    49.7484        -7025.671       -7025.671
     18698    49.7484        -7025.671       -7025.671
     18700    49.7484        -7025.670       -7025.670
     18702    49.7485        -7025.669       -7025.669
     18704    49.7484        -7025.672       -7025.672
     18706    49.7484        -7025.671       -7025.671
     18708    49.7484        -7025.669       -7025.669
     18710    49.7484        -7025.666       -7025.666
     18712    49.7484        -7025.664       -7025.664
     18714    49.7483        -7025.658       -7025.658
     18716    49.7483        -7025.647       -7025.647
     18718    49.7484        -7025.637       -7025.637
     18720    49.7483        -7025.628       -7025.628
     18722    49.7483        -7025.621       -7025.621
     18724    49.7483        -7025.614       -7025.614
     18726    49.7484        -7025.612       -7025.612
     18728    49.7484        -7025.617       -7025.617
     18730    49.7486        -7025.617       -7025.617
     18732    49.7487        -7025.615       -7025.615
     18734    49.7487        -7025.610       -7025.610
     18736    49.7487        -7025.607       -7025.607
     18738    49.7487        -7025.604       -7025.604
     18740    49.7488        -7025.597       -7025.597
     18742    49.7487        -7025.594       -7025.594
     18744    49.7487        -7025.588       -7025.588
     18746    49.7487        -7025.589       -7025.589
     18748    49.7486        -7025.592       -7025.592
     18750    49.7487        -7025.594       -7025.594
     18752    49.7487        -7025.595       -7025.595
     18754    49.7487        -7025.594       -7025.594
     18756    49.7486        -7025.596       -7025.596
     18758    49.7484        -7025.603       -7025.603
     18760    49.7484        -7025.612       -7025.612
     18762    49.7483        -7025.622       -7025.622
     18764    49.7483        -7025.630       -7025.630
     18766    49.7483        -7025.643       -7025.643
     18768    49.7482        -7025.655       -7025.655
     18770    49.7482        -7025.676       -7025.676
     18772    49.7482        -7025.689       -7025.689
     18774    49.7482        -7025.696       -7025.696
     18776    49.7482        -7025.696       -7025.696
     18778    49.7482        -7025.701       -7025.701
     18780    49.7482        -7025.702       -7025.702
     18782    49.7482        -7025.703       -7025.703
     18784    49.7483        -7025.711       -7025.711
     18786    49.7482        -7025.724       -7025.724
     18788    49.7482        -7025.733       -7025.733
     18790    49.7483        -7025.740       -7025.740
     18792    49.7483        -7025.753       -7025.753
     18794    49.7483        -7025.766       -7025.766
     18796    49.7483        -7025.781       -7025.781
     18798    49.7484        -7025.790       -7025.790
     18800    49.7484        -7025.797       -7025.797
     18802    49.7483        -7025.804       -7025.804
     18804    49.7484        -7025.814       -7025.814
     18806    49.7483        -7025.825       -7025.825
     18808    49.7482        -7025.845       -7025.845
     18810    49.7482        -7025.860       -7025.860
     18812    49.7481        -7025.872       -7025.872
     18814    49.7481        -7025.890       -7025.890
     18816    49.7482        -7025.902       -7025.902
