No. moves  % accept.       <E_tot>         <E_sr>
     19964    49.7589        -7021.628       -7021.628
     19966    49.7589        -7021.621       -7021.621
     19968    49.7590        -7021.613       -7021.613
     19970    49.7590        -7021.605       -7021.605
     19972    49.7590        -7021.603       -7021.603
     19974    49.7590        -7021.595       -7021.595
     19976    49.7592        -7021.592       -7021.592
     19978    49.7592        -7021.585       -7021.585
     19980    49.7592        -7021.574       -7021.574
     19982    49.7592        -7021.566       -7021.566
     19984    49.7592        -7021.558       -7021.558
     19986    49.7593        -7021.553       -7021.553
     19988    49.7594        -7021.546       -7021.546
     19990    49.7594        -7021.544       -7021.544
     19992    49.7596        -7021.535       -7021.535
     19994    49.7596        -7021.533       -7021.533
     19996    49.7596        -7021.532       -7021.532
     19998    49.7597        -7021.528       -7021.528
     20000    49.7598        -7021.525       -7021.525
     20002    49.7598        -7021.523       -7021.523
     20004    49.7597        -7021.522       -7021.522
     20006    49.7598        -7021.523       -7021.523
     20008    49.7599        -7021.524       -7021.524
     20010    49.7599        -7021.519       -7021.519
     20012    49.7599        -7021.516       -7021.516
     20014    49.7600        -7021.513       -7021.513
     20016    49.7600        -7021.508       -7021.508
     20018    49.7599        -7021.502       -7021.502
     20020    49.7599        -7021.497       -7021.497
     20022    49.7600        -7021.490       -7021.490
     20024    49.7601        -7021.487       -7021.487
     20026    49.7602        -7021.479       -7021.479
     20028    49.7602        -7021.476       -7021.476
     20030    49.7602        -7021.471       -7021.471
     20032    49.7603        -7021.466       -7021.466
     20034    49.7603        -7021.465       -7021.465
     20036    49.7603        -7021.465       -7021.465
     20038    49.7604        -7021.468       -7021.468
     20040    49.7604        -7021.470       -7021.470
     20042    49.7604        -7021.478       -7021.478
     20044    49.7604        -7021.486       -7021.486
     20046    49.7604        -7021.492       -7021.492
     20048    49.7604        -7021.501       -7021.501
     20050    49.7604        -7021.506       -7021.506
     20052    49.7603        -7021.509       -7021.509
     20054    49.7602        -7021.510       -7021.510
     20056    49.7602        -7021.503       -7021.503
     20058    49.7602        -7021.496       -7021.496
     20060    49.7601        -7021.493       -7021.493
     20062    49.7601        -7021.480       -7021.480
     20064    49.7600        -7021.468       -7021.468
     20066    49.7600        -7021.456       -7021.456
     20068    49.7599        -7021.444       -7021.444
     20070    49.7599        -7021.434       -7021.434
     20072    49.7599        -7021.424       -7021.424
     20074    49.7599        -7021.415       -7021.415
     20076    49.7599        -7021.409       -7021.409
     20078    49.7600        -7021.401       -7021.401
     20080    49.7599        -7021.391       -7021.391
     20082    49.7600        -7021.384       -7021.384
     20084    49.7599        -7021.379       -7021.379
     20086    49.7600        -7021.373       -7021.373
     20088    49.7601        -7021.368       -7021.368
     20090    49.7600        -7021.359       -7021.359
     20092    49.7601        -7021.348       -7021.348
     20094    49.7601        -7021.339       -7021.339
     20096    49.7601        -7021.332       -7021.332
     20098    49.7601        -7021.326       -7021.326
     20100    49.7601        -7021.321       -7021.321
     20102    49.7601        -7021.316       -7021.316
     20104    49.7601        -7021.306       -7021.306
     20106    49.7602        -7021.301       -7021.301
     20108    49.7601        -7021.295       -7021.295
     20110    49.7601        -7021.295       -7021.295
     20112    49.7601        -7021.300       -7021.300
     20114    49.7602        -7021.302       -7021.302
     20116    49.7602        -7021.312       -7021.312
     20118    49.7602        -7021.313       -7021.313
     20120    49.7603        -7021.320       -7021.320
     20122    49.7602        -7021.331       -7021.331
     20124    49.7602        -7021.334       -7021.334
     20126    49.7602        -7021.336       -7021.336
     20128    49.7601        -7021.340       -7021.340
     20130    49.7601        -7021.344       -7021.344
     20132    49.7600        -7021.347       -7021.347
     20134    49.7600        -7021.351       -7021.351
     20136    49.7600        -7021.356       -7021.356
     20138    49.7600        -7021.360       -7021.360
     20140    49.7601        -7021.362       -7021.362
     20142    49.7601        -7021.363       -7021.363
     20144    49.7601        -7021.365       -7021.365
     20146    49.7602        -7021.364       -7021.364
     20148    49.7602        -7021.364       -7021.364
     20150    49.7603        -7021.368       -7021.368
     20152    49.7602        -7021.378       -7021.378
     20154    49.7601        -7021.388       -7021.388
     20156    49.7602        -7021.393       -7021.393
     20158    49.7602        -7021.402       -7021.402
     20160    49.7603        -7021.409       -7021.409
     20162    49.7602        -7021.414       -7021.414
     20164    49.7602        -7021.420       -7021.420
     20166    49.7602        -7021.430       -7021.430
     20168    49.7602        -7021.437       -7021.437
     20170    49.7602        -7021.445       -7021.445
     20172    49.7602        -7021.455       -7021.455
     20174    49.7603        -7021.464       -7021.464
     20176    49.7602        -7021.473       -7021.473
     20178    49.7602        -7021.482       -7021.482
     20180    49.7602        -7021.497       -7021.497
     20182    49.7602        -7021.508       -7021.508
     20184    49.7601        -7021.512       -7021.512
     20186    49.7602        -7021.515       -7021.515
     20188    49.7601        -7021.525       -7021.525
     20190    49.7601        -7021.536       -7021.536
     20192    49.7600        -7021.548       -7021.548
     20194    49.7600        -7021.556       -7021.556
     20196    49.7600        -7021.561       -7021.561
     20198    49.7600        -7021.566       -7021.566
     20200    49.7600        -7021.575       -7021.575
     20202    49.7601        -7021.579       -7021.579
     20204    49.7601        -7021.583       -7021.583
     20206    49.7601        -7021.589       -7021.589
     20208    49.7602        -7021.590       -7021.590
     20210    49.7602        -7021.590       -7021.590
     20212    49.7601        -7021.594       -7021.594
     20214    49.7601        -7021.598       -7021.598
     20216    49.7602        -7021.596       -7021.596
     20218    49.7602        -7021.591       -7021.591
     20220    49.7602        -7021.590       -7021.590
     20222    49.7603        -7021.584       -7021.584
     20224    49.7603        -7021.575       -7021.575
     20226    49.7603        -7021.571       -7021.571
     20228    49.7603        -7021.573       -7021.573
     20230    49.7603        -7021.574       -7021.574
     20232    49.7603        -7021.575       -7021.575
     20234    49.7602        -7021.582       -7021.582
     20236    49.7602        -7021.590       -7021.590
     20238    49.7602        -7021.592       -7021.592
     20240    49.7601        -7021.594       -7021.594
     20242    49.7601        -7021.600       -7021.600
     20244    49.7601        -7021.607       -7021.607
     20246    49.7602        -7021.609       -7021.609
     20248    49.7602        -7021.610       -7021.610
     20250    49.7603        -7021.611       -7021.611
     20252    49.7602        -7021.609       -7021.609
     20254    49.7602        -7021.609       -7021.609
     20256    49.7602        -7021.604       -7021.604
     20258    49.7602        -7021.598       -7021.598
     20260    49.7602        -7021.596       -7021.596
     20262    49.7602        -7021.594       -7021.594
     20264    49.7602        -7021.590       -7021.590
     20266    49.7603        -7021.587       -7021.587
     20268    49.7602        -7021.584       -7021.584
     20270    49.7602        -7021.581       -7021.581
     20272    49.7602        -7021.580       -7021.580
     20274    49.7602        -7021.585       -7021.585
     20276    49.7602        -7021.593       -7021.593
     20278    49.7602        -7021.599       -7021.599
     20280    49.7602        -7021.603       -7021.603
     20282    49.7602        -7021.606       -7021.606
     20284    49.7601        -7021.601       -7021.601
     20286    49.7601        -7021.601       -7021.601
     20288    49.7601        -7021.602       -7021.602
     20290    49.7600        -7021.600       -7021.600
     20292    49.7600        -7021.602       -7021.602
     20294    49.7600        -7021.601       -7021.601
     20296    49.7601        -7021.606       -7021.606
     20298    49.7601        -7021.606       -7021.606
     20300    49.7601        -7021.605       -7021.605
     20302    49.7601        -7021.598       -7021.598
     20304    49.7602        -7021.595       -7021.595
     20306    49.7602        -7021.589       -7021.589
     20308    49.7602        -7021.589       -7021.589
     20310    49.7601        -7021.588       -7021.588
     20312    49.7600        -7021.586       -7021.586
     20314    49.7601        -7021.593       -7021.593
     20316    49.7601        -7021.595       -7021.595
     20318    49.7602        -7021.593       -7021.593
     20320    49.7604        -7021.591       -7021.591
     20322    49.7605        -7021.590       -7021.590
     20324    49.7604        -7021.588       -7021.588
     20326    49.7604        -7021.588       -7021.588
     20328    49.7604        -7021.587       -7021.587
     20330    49.7604        -7021.595       -7021.595
     20332    49.7604        -7021.600       -7021.600
     20334    49.7604        -7021.600       -7021.600
     20336    49.7604        -7021.600       -7021.600
     20338    49.7605        -7021.603       -7021.603
     20340    49.7605        -7021.606       -7021.606
     20342    49.7605        -7021.603       -7021.603
     20344    49.7606        -7021.598       -7021.598
     20346    49.7607        -7021.600       -7021.600
     20348    49.7606        -7021.607       -7021.607
     20350    49.7607        -7021.615       -7021.615
     20352    49.7606        -7021.619       -7021.619
     20354    49.7607        -7021.617       -7021.617
     20356    49.7608        -7021.614       -7021.614
     20358    49.7608        -7021.607       -7021.607
     20360    49.7608        -7021.604       -7021.604
     20362    49.7608        -7021.603       -7021.603
     20364    49.7608        -7021.591       -7021.591
     20366    49.7608        -7021.581       -7021.581
     20368    49.7608        -7021.571       -7021.571
     20370    49.7608        -7021.564       -7021.564
     20372    49.7606        -7021.563       -7021.563
     20374    49.7607        -7021.566       -7021.566
     20376    49.7607        -7021.570       -7021.570
     20378    49.7607        -7021.574       -7021.574
     20380    49.7607        -7021.574       -7021.574
     20382    49.7607        -7021.577       -7021.577
     20384    49.7608        -7021.574       -7021.574
     20386    49.7609        -7021.571       -7021.571
     20388    49.7609        -7021.567       -7021.567
     20390    49.7609        -7021.564       -7021.564
     20392    49.7609        -7021.564       -7021.564
     20394    49.7609        -7021.563       -7021.563
     20396    49.7609        -7021.562       -7021.562
     20398    49.7610        -7021.566       -7021.566
     20400    49.7610        -7021.565       -7021.565
     20402    49.7610        -7021.565       -7021.565
     20404    49.7609        -7021.565       -7021.565
     20406    49.7609        -7021.561       -7021.561
     20408    49.7609        -7021.565       -7021.565
     20410    49.7609        -7021.572       -7021.572
     20412    49.7608        -7021.576       -7021.576
     20414    49.7609        -7021.573       -7021.573
     20416    49.7609        -7021.576       -7021.576
     20418    49.7608        -7021.574       -7021.574
     20420    49.7608        -7021.576       -7021.576
     20422    49.7607        -7021.576       -7021.576
     20424    49.7608        -7021.572       -7021.572
     20426    49.7607        -7021.570       -7021.570
     20428    49.7606        -7021.571       -7021.571
     20430    49.7606        -7021.571       -7021.571
     20432    49.7606        -7021.572       -7021.572
     20434    49.7606        -7021.573       -7021.573
     20436    49.7606        -7021.580       -7021.580
     20438    49.7605        -7021.584       -7021.584
     20440    49.7605        -7021.589       -7021.589
     20442    49.7604        -7021.593       -7021.593
     20444    49.7603        -7021.597       -7021.597
     20446    49.7603        -7021.599       -7021.599
     20448    49.7604        -7021.599       -7021.599
     20450    49.7604        -7021.603       -7021.603
     20452    49.7603        -7021.603       -7021.603
     20454    49.7603        -7021.602       -7021.602
     20456    49.7603        -7021.599       -7021.599
     20458    49.7603        -7021.599       -7021.599
     20460    49.7603        -7021.597       -7021.597
     20462    49.7605        -7021.594       -7021.594
     20464    49.7606        -7021.591       -7021.591
     20466    49.7606        -7021.590       -7021.590
     20468    49.7606        -7021.593       -7021.593
     20470    49.7606        -7021.593       -7021.593
     20472    49.7606        -7021.597       -7021.597
     20474    49.7606        -7021.595       -7021.595
     20476    49.7605        -7021.592       -7021.592
     20478    49.7606        -7021.587       -7021.587
     20480    49.7606        -7021.583       -7021.583
     20482    49.7606        -7021.584       -7021.584
     20484    49.7605        -7021.581       -7021.581
     20486    49.7604        -7021.578       -7021.578
     20488    49.7603        -7021.576       -7021.576
     20490    49.7604        -7021.573       -7021.573
     20492    49.7604        -7021.569       -7021.569
     20494    49.7604        -7021.559       -7021.559
     20496    49.7605        -7021.550       -7021.550
     20498    49.7605        -7021.543       -7021.543
     20500    49.7606        -7021.538       -7021.538
     20502    49.7606        -7021.530       -7021.530
     20504    49.7606        -7021.526       -7021.526
     20506    49.7605        -7021.522       -7021.522
     20508    49.7603        -7021.518       -7021.518
     20510    49.7602        -7021.511       -7021.511
     20512    49.7602        -7021.510       -7021.510
     20514    49.7601        -7021.500       -7021.500
     20516    49.7600        -7021.495       -7021.495
     20518    49.7600        -7021.490       -7021.490
     20520    49.7599        -7021.487       -7021.487
     20522    49.7599        -7021.488       -7021.488
     20524    49.7599        -7021.487       -7021.487
     20526    49.7598        -7021.484       -7021.484
     20528    49.7598        -7021.483       -7021.483
     20530    49.7599        -7021.482       -7021.482
     20532    49.7599        -7021.475       -7021.475
     20534    49.7599        -7021.471       -7021.471
     20536    49.7599        -7021.460       -7021.460
     20538    49.7599        -7021.453       -7021.453
     20540    49.7599        -7021.446       -7021.446
     20542    49.7599        -7021.443       -7021.443
     20544    49.7599        -7021.442       -7021.442
     20546    49.7599        -7021.444       -7021.444
     20548    49.7600        -7021.442       -7021.442
     20550    49.7600        -7021.439       -7021.439
     20552    49.7600        -7021.434       -7021.434
     20554    49.7600        -7021.437       -7021.437
     20556    49.7599        -7021.434       -7021.434
     20558    49.7600        -7021.425       -7021.425
     20560    49.7600        -7021.418       -7021.418
     20562    49.7600        -7021.410       -7021.410
     20564    49.7600        -7021.403       -7021.403
     20566    49.7600        -7021.401       -7021.401
     20568    49.7600        -7021.401       -7021.401
     20570    49.7600        -7021.397       -7021.397
     20572    49.7599        -7021.396       -7021.396
     20574    49.7599        -7021.392       -7021.392
     20576    49.7598        -7021.388       -7021.388
     20578    49.7599        -7021.382       -7021.382
     20580    49.7599        -7021.379       -7021.379
     20582    49.7599        -7021.376       -7021.376
     20584    49.7598        -7021.374       -7021.374
     20586    49.7599        -7021.371       -7021.371
     20588    49.7599        -7021.369       -7021.369
     20590    49.7600        -7021.359       -7021.359
     20592    49.7599        -7021.350       -7021.350
     20594    49.7598        -7021.342       -7021.342
     20596    49.7598        -7021.337       -7021.337
     20598    49.7598        -7021.331       -7021.331
     20600    49.7598        -7021.324       -7021.324
     20602    49.7599        -7021.318       -7021.318
     20604    49.7600        -7021.315       -7021.315
     20606    49.7601        -7021.307       -7021.307
     20608    49.7600        -7021.299       -7021.299
     20610    49.7599        -7021.294       -7021.294
     20612    49.7599        -7021.289       -7021.289
     20614    49.7599        -7021.279       -7021.279
     20616    49.7601        -7021.271       -7021.271
     20618    49.7602        -7021.269       -7021.269
     20620    49.7603        -7021.264       -7021.264
     20622    49.7603        -7021.261       -7021.261
     20624    49.7603        -7021.255       -7021.255
     20626    49.7604        -7021.251       -7021.251
     20628    49.7604        -7021.255       -7021.255
     20630    49.7604        -7021.251       -7021.251
     20632    49.7604        -7021.245       -7021.245
     20634    49.7605        -7021.243       -7021.243
     20636    49.7606        -7021.242       -7021.242
     20638    49.7607        -7021.239       -7021.239
     20640    49.7607        -7021.245       -7021.245
     20642    49.7608        -7021.246       -7021.246
     20644    49.7609        -7021.244       -7021.244
     20646    49.7610        -7021.242       -7021.242
     20648    49.7611        -7021.243       -7021.243
     20650    49.7611        -7021.240       -7021.240
     20652    49.7612        -7021.238       -7021.238
     20654    49.7611        -7021.237       -7021.237
     20656    49.7612        -7021.239       -7021.239
     20658    49.7611        -7021.239       -7021.239
     20660    49.7612        -7021.238       -7021.238
     20662    49.7612        -7021.231       -7021.231
     20664    49.7612        -7021.223       -7021.223
     20666    49.7612        -7021.223       -7021.223
     20668    49.7613        -7021.225       -7021.225
     20670    49.7612        -7021.225       -7021.225
     20672    49.7612        -7021.220       -7021.220
     20674    49.7613        -7021.214       -7021.214
     20676    49.7613        -7021.210       -7021.210
     20678    49.7613        -7021.208       -7021.208
     20680    49.7614        -7021.206       -7021.206
     20682    49.7614        -7021.206       -7021.206
     20684    49.7615        -7021.206       -7021.206
     20686    49.7615        -7021.208       -7021.208
     20688    49.7615        -7021.207       -7021.207
     20690    49.7615        -7021.208       -7021.208
     20692    49.7615        -7021.207       -7021.207
     20694    49.7614        -7021.198       -7021.198
     20696    49.7614        -7021.191       -7021.191
     20698    49.7613        -7021.186       -7021.186
     20700    49.7614        -7021.181       -7021.181
     20702    49.7614        -7021.174       -7021.174
     20704    49.7616        -7021.172       -7021.172
     20706    49.7616        -7021.169       -7021.169
     20708    49.7615        -7021.166       -7021.166
     20710    49.7615        -7021.170       -7021.170
     20712    49.7615        -7021.172       -7021.172
     20714    49.7615        -7021.170       -7021.170
     20716    49.7615        -7021.168       -7021.168
     20718    49.7615        -7021.164       -7021.164
     20720    49.7615        -7021.165       -7021.165
     20722    49.7614        -7021.164       -7021.164
     20724    49.7614        -7021.164       -7021.164
     20726    49.7614        -7021.160       -7021.160
     20728    49.7614        -7021.159       -7021.159
     20730    49.7615        -7021.157       -7021.157
     20732    49.7615        -7021.158       -7021.158
     20734    49.7615        -7021.153       -7021.153
     20736    49.7615        -7021.149       -7021.149
     20738    49.7615        -7021.150       -7021.150
     20740    49.7615        -7021.152       -7021.152
     20742    49.7615        -7021.145       -7021.145
     20744    49.7615        -7021.135       -7021.135
     20746    49.7616        -7021.128       -7021.128
     20748    49.7615        -7021.125       -7021.125
     20750    49.7615        -7021.128       -7021.128
     20752    49.7616        -7021.126       -7021.126
     20754    49.7616        -7021.127       -7021.127
     20756    49.7615        -7021.130       -7021.130
     20758    49.7615        -7021.127       -7021.127
     20760    49.7614        -7021.125       -7021.125
     20762    49.7614        -7021.125       -7021.125
     20764    49.7614        -7021.126       -7021.126
     20766    49.7615        -7021.127       -7021.127
     20768    49.7615        -7021.125       -7021.125
     20770    49.7615        -7021.125       -7021.125
     20772    49.7614        -7021.125       -7021.125
     20774    49.7614        -7021.127       -7021.127
     20776    49.7614        -7021.124       -7021.124
     20778    49.7614        -7021.125       -7021.125
     20780    49.7613        -7021.122       -7021.122
     20782    49.7613        -7021.118       -7021.118
     20784    49.7613        -7021.114       -7021.114
     20786    49.7613        -7021.108       -7021.108
     20788    49.7612        -7021.100       -7021.100
     20790    49.7612        -7021.101       -7021.101
     20792    49.7612        -7021.102       -7021.102
     20794    49.7613        -7021.103       -7021.103
     20796    49.7613        -7021.108       -7021.108
     20798    49.7613        -7021.107       -7021.107
     20800    49.7614        -7021.110       -7021.110
     20802    49.7613        -7021.109       -7021.109
     20804    49.7612        -7021.107       -7021.107
     20806    49.7612        -7021.108       -7021.108
     20808    49.7612        -7021.110       -7021.110
     20810    49.7613        -7021.115       -7021.115
     20812    49.7613        -7021.120       -7021.120
     20814    49.7613        -7021.120       -7021.120
     20816    49.7613        -7021.113       -7021.113
     20818    49.7613        -7021.106       -7021.106
     20820    49.7614        -7021.097       -7021.097
     20822    49.7614        -7021.092       -7021.092
     20824    49.7615        -7021.085       -7021.085
     20826    49.7616        -7021.079       -7021.079
     20828    49.7616        -7021.081       -7021.081
     20830    49.7615        -7021.085       -7021.085
     20832    49.7615        -7021.089       -7021.089
     20834    49.7615        -7021.092       -7021.092
     20836    49.7614        -7021.092       -7021.092
     20838    49.7615        -7021.097       -7021.097
     20840    49.7616        -7021.100       -7021.100
     20842    49.7616        -7021.105       -7021.105
     20844    49.7616        -7021.104       -7021.104
     20846    49.7616        -7021.102       -7021.102
     20848    49.7616        -7021.096       -7021.096
     20850    49.7617        -7021.090       -7021.090
     20852    49.7617        -7021.084       -7021.084
     20854    49.7618        -7021.079       -7021.079
     20856    49.7618        -7021.076       -7021.076
     20858    49.7618        -7021.068       -7021.068
     20860    49.7619        -7021.061       -7021.061
     20862    49.7620        -7021.054       -7021.054
     20864    49.7621        -7021.046       -7021.046
     20866    49.7621        -7021.044       -7021.044
     20868    49.7621        -7021.047       -7021.047
     20870    49.7621        -7021.050       -7021.050
     20872    49.7622        -7021.052       -7021.052
     20874    49.7621        -7021.055       -7021.055
     20876    49.7623        -7021.057       -7021.057
     20878    49.7623        -7021.058       -7021.058
     20880    49.7622        -7021.063       -7021.063
     20882    49.7621        -7021.070       -7021.070
     20884    49.7621        -7021.076       -7021.076
     20886    49.7621        -7021.082       -7021.082
     20888    49.7621        -7021.088       -7021.088
     20890    49.7621        -7021.094       -7021.094
     20892    49.7622        -7021.101       -7021.101
     20894    49.7621        -7021.109       -7021.109
     20896    49.7621        -7021.118       -7021.118
     20898    49.7622        -7021.117       -7021.117
     20900    49.7622        -7021.122       -7021.122
     20902    49.7622        -7021.125       -7021.125
     20904    49.7622        -7021.124       -7021.124
     20906    49.7622        -7021.121       -7021.121
     20908    49.7622        -7021.118       -7021.118
     20910    49.7622        -7021.116       -7021.116
     20912    49.7622        -7021.118       -7021.118
     20914    49.7622        -7021.120       -7021.120
     20916    49.7621        -7021.120       -7021.120
     20918    49.7622        -7021.119       -7021.119
     20920    49.7621        -7021.122       -7021.122
     20922    49.7621        -7021.120       -7021.120
     20924    49.7621        -7021.122       -7021.122
     20926    49.7621        -7021.122       -7021.122
     20928    49.7621        -7021.120       -7021.120
     20930    49.7621        -7021.118       -7021.118
     20932    49.7622        -7021.116       -7021.116
     20934    49.7621        -7021.115       -7021.115
     20936    49.7620        -7021.114       -7021.114
     20938    49.7621        -7021.111       -7021.111
     20940    49.7621        -7021.107       -7021.107
     20942    49.7621        -7021.106       -7021.106
     20944    49.7621        -7021.102       -7021.102
     20946    49.7621        -7021.100       -7021.100
     20948    49.7621        -7021.099       -7021.099
     20950    49.7621        -7021.098       -7021.098
     20952    49.7621        -7021.103       -7021.103
     20954    49.7620        -7021.111       -7021.111
     20956    49.7620        -7021.114       -7021.114
     20958    49.7620        -7021.111       -7021.111
     20960    49.7619        -7021.115       -7021.115
     20962    49.7619        -7021.117       -7021.117
     20964    49.7619        -7021.121       -7021.121
     20966    49.7619        -7021.127       -7021.127
     20968    49.7619        -7021.127       -7021.127
     20970    49.7619        -7021.130       -7021.130
     20972    49.7620        -7021.134       -7021.134
     20974    49.7620        -7021.141       -7021.141
     20976    49.7620        -7021.149       -7021.149
     20978    49.7619        -7021.152       -7021.152
     20980    49.7619        -7021.150       -7021.150
     20982    49.7619        -7021.156       -7021.156
     20984    49.7618        -7021.158       -7021.158
     20986    49.7618        -7021.159       -7021.159
     20988    49.7617        -7021.163       -7021.163
     20990    49.7617        -7021.165       -7021.165
     20992    49.7616        -7021.167       -7021.167
     20994    49.7616        -7021.162       -7021.162
     20996    49.7617        -7021.160       -7021.160
     20998    49.7616        -7021.157       -7021.157
     21000    49.7617        -7021.157       -7021.157
     21002    49.7617        -7021.156       -7021.156
     21004    49.7618        -7021.153       -7021.153
     21006    49.7617        -7021.153       -7021.153
     21008    49.7617        -7021.149       -7021.149
     21010    49.7616        -7021.144       -7021.144
     21012    49.7617        -7021.143       -7021.143
     21014    49.7618        -7021.138       -7021.138
     21016    49.7618        -7021.137       -7021.137
     21018    49.7618        -7021.135       -7021.135
     21020    49.7619        -7021.131       -7021.131
     21022    49.7618        -7021.127       -7021.127
     21024    49.7619        -7021.128       -7021.128
     21026    49.7618        -7021.128       -7021.128
     21028    49.7618        -7021.130       -7021.130
     21030    49.7618        -7021.128       -7021.128
     21032    49.7619        -7021.130       -7021.130
     21034    49.7619        -7021.134       -7021.134
     21036    49.7619        -7021.134       -7021.134
     21038    49.7619        -7021.138       -7021.138
     21040    49.7619        -7021.135       -7021.135
     21042    49.7620        -7021.132       -7021.132
     21044    49.7620        -7021.136       -7021.136
     21046    49.7619        -7021.137       -7021.137
     21048    49.7619        -7021.132       -7021.132
     21050    49.7620        -7021.131       -7021.131
     21052    49.7620        -7021.130       -7021.130
     21054    49.7619        -7021.127       -7021.127
     21056    49.7619        -7021.122       -7021.122
     21058    49.7617        -7021.124       -7021.124
     21060    49.7617        -7021.125       -7021.125
     21062    49.7617        -7021.128       -7021.128
     21064    49.7617        -7021.131       -7021.131
     21066    49.7616        -7021.131       -7021.131
     21068    49.7616        -7021.132       -7021.132
     21070    49.7616        -7021.134       -7021.134
     21072    49.7616        -7021.137       -7021.137
     21074    49.7617        -7021.137       -7021.137
     21076    49.7617        -7021.138       -7021.138
     21078    49.7616        -7021.131       -7021.131
     21080    49.7617        -7021.125       -7021.125
     21082    49.7617        -7021.127       -7021.127
     21084    49.7618        -7021.123       -7021.123
     21086    49.7618        -7021.119       -7021.119
     21088    49.7618        -7021.113       -7021.113
     21090    49.7617        -7021.107       -7021.107
     21092    49.7618        -7021.104       -7021.104
     21094    49.7618        -7021.105       -7021.105
     21096    49.7618        -7021.104       -7021.104
     21098    49.7618        -7021.101       -7021.101
     21100    49.7618        -7021.095       -7021.095
     21102    49.7618        -7021.093       -7021.093
     21104    49.7619        -7021.092       -7021.092
     21106    49.7619        -7021.090       -7021.090
     21108    49.7620        -7021.089       -7021.089
     21110    49.7620        -7021.086       -7021.086
     21112    49.7620        -7021.086       -7021.086
     21114    49.7621        -7021.082       -7021.082
     21116    49.7621        -7021.076       -7021.076
     21118    49.7620        -7021.073       -7021.073
     21120    49.7621        -7021.063       -7021.063
     21122    49.7620        -7021.055       -7021.055
     21124    49.7621        -7021.053       -7021.053
     21126    49.7621        -7021.056       -7021.056
     21128    49.7620        -7021.058       -7021.058
     21130    49.7620        -7021.061       -7021.061
     21132    49.7618        -7021.064       -7021.064
     21134    49.7619        -7021.066       -7021.066
     21136    49.7619        -7021.071       -7021.071
     21138    49.7619        -7021.070       -7021.070
     21140    49.7620        -7021.072       -7021.072
     21142    49.7620        -7021.069       -7021.069
     21144    49.7620        -7021.068       -7021.068
     21146    49.7620        -7021.071       -7021.071
     21148    49.7620        -7021.078       -7021.078
     21150    49.7618        -7021.084       -7021.084
     21152    49.7619        -7021.089       -7021.089
     21154    49.7619        -7021.087       -7021.087
     21156    49.7619        -7021.083       -7021.083
     21158    49.7620        -7021.079       -7021.079
     21160    49.7621        -7021.070       -7021.070
     21162    49.7621        -7021.068       -7021.068
     21164    49.7621        -7021.072       -7021.072
     21166    49.7621        -7021.071       -7021.071
     21168    49.7622        -7021.065       -7021.065
     21170    49.7622        -7021.060       -7021.060
     21172    49.7622        -7021.055       -7021.055
     21174    49.7622        -7021.054       -7021.054
     21176    49.7621        -7021.050       -7021.050
     21178    49.7621        -7021.044       -7021.044
     21180    49.7621        -7021.038       -7021.038
     21182    49.7622        -7021.035       -7021.035
     21184    49.7622        -7021.039       -7021.039
     21186    49.7622        -7021.039       -7021.039
     21188    49.7621        -7021.038       -7021.038
     21190    49.7621        -7021.036       -7021.036
     21192    49.7622        -7021.035       -7021.035
     21194    49.7622        -7021.035       -7021.035
     21196    49.7622        -7021.036       -7021.036
     21198    49.7622        -7021.040       -7021.040
     21200    49.7622        -7021.042       -7021.042
     21202    49.7622        -7021.049       -7021.049
     21204    49.7622        -7021.052       -7021.052
     21206    49.7622        -7021.058       -7021.058
     21208    49.7621        -7021.061       -7021.061
     21210    49.7620        -7021.061       -7021.061
     21212    49.7619        -7021.064       -7021.064
     21214    49.7619        -7021.064       -7021.064
     21216    49.7619        -7021.063       -7021.063
     21218    49.7619        -7021.061       -7021.061
     21220    49.7620        -7021.061       -7021.061
     21222    49.7620        -7021.058       -7021.058
     21224    49.7621        -7021.055       -7021.055
     21226    49.7620        -7021.053       -7021.053
     21228    49.7620        -7021.053       -7021.053
     21230    49.7620        -7021.058       -7021.058
     21232    49.7620        -7021.061       -7021.061
     21234    49.7619        -7021.064       -7021.064
     21236    49.7619        -7021.062       -7021.062
     21238    49.7619        -7021.064       -7021.064
     21240    49.7618        -7021.066       -7021.066
     21242    49.7618        -7021.069       -7021.069
     21244    49.7618        -7021.074       -7021.074
     21246    49.7618        -7021.083       -7021.083
     21248    49.7618        -7021.094       -7021.094
     21250    49.7618        -7021.107       -7021.107
     21252    49.7618        -7021.115       -7021.115
     21254    49.7619        -7021.115       -7021.115
     21256    49.7618        -7021.118       -7021.118
     21258    49.7618        -7021.123       -7021.123
     21260    49.7617        -7021.129       -7021.129
     21262    49.7617        -7021.139       -7021.139
     21264    49.7617        -7021.148       -7021.148
     21266    49.7616        -7021.159       -7021.159
     21268    49.7616        -7021.168       -7021.168
     21270    49.7616        -7021.173       -7021.173
     21272    49.7615        -7021.178       -7021.178
     21274    49.7615        -7021.184       -7021.184
     21276    49.7615        -7021.188       -7021.188
     21278    49.7615        -7021.193       -7021.193
     21280    49.7616        -7021.194       -7021.194
     21282    49.7616        -7021.196       -7021.196
     21284    49.7616        -7021.197       -7021.197
     21286    49.7615        -7021.202       -7021.202
     21288    49.7615        -7021.209       -7021.209
     21290    49.7615        -7021.213       -7021.213
     21292    49.7615        -7021.219       -7021.219
